subject,session,task,unit,electrode,location,area,region,hemisphere,n_spikes,fr_hz,isolation_distance,mean_proj_dist,mean_snr,peak_snr,cluster_id_orig
4,2,sternberg,47,20,pre_supplementary_motor_area_right,preSMA,MFC,R,1974,1.986476236828836,80.78118339817377,21.837782718548585,1.1070291601174984,5.107467649968764,2148
4,2,sternberg,48,20,pre_supplementary_motor_area_right,preSMA,MFC,R,6755,6.797693505460379,1887.5092145272858,21.837782718548585,1.3664008125077391,6.0464988607173265,1933
4,2,sternberg,49,21,pre_supplementary_motor_area_right,preSMA,MFC,R,3401,3.422495279359104,79.24384171435258,0.0,1.073143660999693,4.728620371066296,1340
4,2,sternberg,50,22,pre_supplementary_motor_area_right,preSMA,MFC,R,1745,1.7560288922321778,85.93386248973142,20.12609181238246,1.211919563716714,5.244335415806522,1633
4,2,sternberg,51,22,pre_supplementary_motor_area_right,preSMA,MFC,R,2469,2.484604776459167,531.7120609138105,20.12609181238246,1.1638851101161967,5.22584171471238,1632
4,2,sternberg,52,23,amygdala_right,amygdala,MTL,R,5573,5.608222932040072,,0.0,0.7624773243270664,4.466605689315658,1664
4,2,sternberg,53,24,amygdala_right,amygdala,MTL,R,984,0.9902191575681736,89.38008467128437,11.652835700006579,2.0917694425748863,7.6111565146901246,728
4,2,sternberg,54,24,amygdala_right,amygdala,MTL,R,1868,1.8798062869281995,,11.652835700006579,0.905749655702564,4.925351950293252,799
4,2,sternberg,55,25,amygdala_right,amygdala,MTL,R,1935,1.9472297458276584,,0.0,0.8147093952289393,4.482572189824979,729
4,2,sternberg,56,26,amygdala_right,amygdala,MTL,R,358,0.36026266098516885,23.62740245701936,0.0,1.3081082358434886,4.962690583927991,491
4,2,sternberg,57,27,amygdala_right,amygdala,MTL,R,12540,12.619256337301724,,0.0,1.18795980647753,7.098559092092007,1704
4,2,sternberg,58,28,amygdala_right,amygdala,MTL,R,301,0.30290240490652465,18.345072718818756,7.859864791326158,2.9059087941024955,13.122493019665251,1368
4,2,sternberg,59,28,amygdala_right,amygdala,MTL,R,775,0.7798982186131449,23.283862957090474,7.859864791326158,2.222677733947742,9.711420786263853,1536
4,2,sternberg,60,29,amygdala_right,amygdala,MTL,R,534,0.5373750306315088,89.7104496116487,0.0,2.400627498936661,9.545051158980684,970
4,2,sternberg,61,30,ventral_medial_prefrontal_cortex_left,vmPFC,MFC,L,1697,1.7077255186922669,,0.0,1.3394350123078058,5.289147660932422,386
4,2,sternberg,62,31,ventral_medial_prefrontal_cortex_left,vmPFC,MFC,L,5286,5.319409011082689,20.475330981101166,5.588651676369279,2.0233008579717606,7.406154401043915,2075
4,2,sternberg,63,31,ventral_medial_prefrontal_cortex_left,vmPFC,MFC,L,9926,9.988735119940744,,5.588651676369279,1.3713053295265896,4.768055080712595,2076
4,2,sternberg,64,32,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,2096,2.1092473112427763,35.25159657327395,7.447160114195345,2.011317012833475,6.788874581386513,1339
4,2,sternberg,65,32,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,3740,3.763637854984725,,7.447160114195345,1.0341235783424252,4.3167481441945466,1348
4,2,sternberg,66,33,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,2894,2.9122908963437952,73.17167268170502,10.99187852739844,1.4284009732856715,5.130951912606647,1519
4,2,sternberg,67,33,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,765,0.76983501579233,18.449048381152114,10.36528285799621,3.14622827363283,11.705525371926997,1531
4,2,sternberg,68,33,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,1535,1.5447016329950676,15.024867353777328,7.16794739590334,2.3527929322626364,8.686019185240907,1529
4,2,sternberg,69,34,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,610,0.6138553720697011,22.66049557535103,0.0,1.2122241252435015,4.589176343979126,712
4,2,sternberg,70,35,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,1957,1.9693687920334508,12.706637060978059,13.255559037694276,3.168291441742563,10.847286792288612,3131
4,2,sternberg,71,35,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,3222,3.2423639488665197,9.827056480327547,10.961339955195301,1.5822843687562727,5.6310004213881575,3153
4,2,sternberg,72,35,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,416,0.4186292373458945,4.517676399409695,9.357578390893405,1.7859059692609258,7.116689437320315,2954
4,2,sternberg,73,36,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,1667,1.6775359102298226,321.3011259803631,33.627108037663064,1.4793794927065895,5.8240564329587885,967
4,2,sternberg,74,36,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,5686,5.721937123915279,,33.627108037663064,3.948999042060084,18.5753882931894,963
4,2,sternberg,75,37,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,802,0.8070688662293447,1262.5333576333949,0.0,1.0249979414404082,4.745079870822984,423
5,1,screening,0,0,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,1262,1.9654302742850147,,0.0,0.8972364562191533,4.625738322894131,259
5,1,screening,1,1,pre_supplementary_motor_area_left,preSMA,MFC,L,2940,4.578736138191714,,0.0,0.913467854456151,4.1930428819198236,490
5,1,screening,2,2,pre_supplementary_motor_area_left,preSMA,MFC,L,1406,2.1896949014617517,,0.0,0.670874688221535,4.046838975717977,448
5,1,screening,3,3,pre_supplementary_motor_area_left,preSMA,MFC,L,5329,8.299348598783553,,0.0,0.7155516467171122,3.363093045931227,391
5,1,screening,4,4,pre_supplementary_motor_area_left,preSMA,MFC,L,4540,7.0705653290443475,,0.0,1.4140002446625815,5.324815993109303,775
5,1,screening,5,5,amygdala_left,amygdala,MTL,L,4417,6.879005959997551,,5.824768293255605,1.2423713285094915,5.18660643349901,812
5,1,screening,6,5,amygdala_left,amygdala,MTL,L,378,0.5886946463389346,9.486076796130217,5.824768293255605,1.9218118992521622,7.975202209899699,821
5,1,screening,7,6,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,3958,6.164162460871702,,0.0,1.4676137697286764,5.432829061316499,806
5,1,screening,8,7,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,2334,3.634955832156279,,0.0,1.530240251078151,5.932081363495028,607
5,1,screening,9,8,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,936,1.4577200766487906,19.957248510459436,6.946425037913797,2.2817127567208404,8.722924764504356,604
5,1,screening,10,8,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,1795,2.7955208734877983,,6.946425037913797,1.6065027317457181,5.815159248625682,610
5,1,screening,11,9,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,9284,14.458838879922405,,0.0,1.2963906075609248,4.897399724778481,1219
5,1,screening,12,10,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,6976,10.864375272117481,,0.0,1.2745976378888586,5.722550712952177,1351
5,1,screening,13,11,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,2632,4.099059018952582,,0.0,1.1268894770976032,4.4833928615956475,577
5,1,screening,14,12,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,1221,1.901577151269416,66.82110562008941,15.916829743134494,2.933540281306426,10.87212116911437,741
5,1,screening,15,12,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,4243,6.6080195354923275,,15.916829743134494,1.243577895119946,4.721713520354585,777
5,1,screening,16,13,pre_supplementary_motor_area_right,preSMA,MFC,R,2067,3.219131835932746,,0.0,0.796111254094874,4.83659681247027,352
5,1,screening,17,14,pre_supplementary_motor_area_right,preSMA,MFC,R,2379,3.7050385281490095,,0.0,0.827086018806727,4.3377202941854645,499
5,1,screening,18,15,pre_supplementary_motor_area_right,preSMA,MFC,R,7680,11.960780116092641,,0.0,0.8959926304040584,5.137594567633106,989
5,1,screening,19,16,pre_supplementary_motor_area_right,preSMA,MFC,R,9072,14.128671512134432,,0.0,0.9504408831755016,6.165531844127183,1183
5,1,screening,20,17,pre_supplementary_motor_area_right,preSMA,MFC,R,2855,4.446357712427668,,0.0,0.8649376658662764,4.559607580908714,566
5,1,screening,21,18,amygdala_right,amygdala,MTL,R,1637,2.5494527408911005,,6.289969490201774,1.6579265859154277,5.653224355196367,588
5,1,screening,22,18,amygdala_right,amygdala,MTL,R,1093,1.7022308160012052,16.644952677826723,6.289969490201774,0.8765149480256763,4.313820206715109,592
5,1,screening,23,19,amygdala_right,amygdala,MTL,R,1033,1.6087872213442316,21.150932320905792,7.195316954583495,0.9288832209368043,4.087924238663363,551
5,1,screening,24,19,amygdala_right,amygdala,MTL,R,1522,2.3703525177985676,,7.195316954583495,1.8722041721836242,6.300658135754978,568
5,1,screening,25,20,hippocampus_right,hippocampus,MTL,R,7338,11.42815162654789,,0.0,1.1726121578236781,4.418970008026021,1339
5,1,screening,26,21,hippocampus_right,hippocampus,MTL,R,119,0.18532979606966463,17.16018368165461,14.184501848896604,3.091709765079681,13.079480440162003,849
5,1,screening,27,21,hippocampus_right,hippocampus,MTL,R,1024,1.5947706821456855,18.453216800380133,10.693338350923414,1.9829930011659056,9.337087375624202,1999
5,1,screening,28,21,hippocampus_right,hippocampus,MTL,R,8147,12.688082761172753,,15.014185977683418,1.3154512023973943,5.718202194168174,2001
5,1,screening,29,22,hippocampus_right,hippocampus,MTL,R,144,0.224264627176737,23.24179862446176,17.174116542726637,3.029716864957934,12.820355352127404,681
5,1,screening,30,22,hippocampus_right,hippocampus,MTL,R,1368,2.1305139581790016,21.185765736270014,10.344423226190811,1.8297297435166704,8.762159699589809,868
5,1,screening,31,22,hippocampus_right,hippocampus,MTL,R,450,0.7008269599273032,10.969639706103772,14.233749201046727,1.0160348719894223,4.414844474061719,895
5,1,screening,32,22,hippocampus_right,hippocampus,MTL,R,2604,4.055452008112661,,10.660058257085298,1.247632919688103,5.470034093522726,1009
5,1,screening,33,23,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,2438,3.7969247295617,,0.0,0.7561332886579316,4.728190296444373,611
5,1,screening,34,24,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,4896,7.624997324009058,,0.0,0.8884378898302451,5.6439804746731514,834
5,1,screening,35,25,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,3049,4.7484920018185495,,0.0,0.7858176953425602,4.861111947287732,569
5,2,sternberg,0,0,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,8395,7.506206564345469,,0.0,0.9846174898196307,4.492611090007934,1863
5,2,sternberg,1,1,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,5493,4.9114464154794115,1257.2593052394643,24.842513478015647,1.3530241498160474,5.483512963496845,1682
5,2,sternberg,2,1,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,1768,1.5808187261182596,41.35488163035567,19.103896397223487,2.6699551731342206,10.073430405501085,1661
5,2,sternberg,3,1,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,3127,2.7959390025858584,243.4466583761295,14.879741484463363,1.5730689990347906,6.347735840120544,1632
5,2,sternberg,4,2,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,11600,10.371887569554191,,18.7185597984233,1.3019048821906134,5.2524428775678835,2729
5,2,sternberg,5,2,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,1600,1.4306051820074748,127.37656757207981,18.7185597984233,1.5726844492244572,5.8270517437109035,2644
5,2,sternberg,6,3,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,1906,1.7042084230664043,9.65716647533642,18.811324218470748,3.258247739874095,13.871121592065375,1740
5,2,sternberg,7,3,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,3549,3.1732611193403297,68.70990801687395,22.577153219623444,0.96908197398976,5.815196898443984,1325
5,2,sternberg,8,3,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,7772,6.9491646716013085,26.46161315625845,15.02080201415427,1.7227667450067463,7.520194518233213,1767
5,2,sternberg,9,3,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,12757,11.406393941793347,390.7907257414857,14.11007564856502,2.569338887429613,11.266108619748783,1780
5,2,sternberg,10,4,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,4795,4.287344904828651,1933.6528988426437,23.135568949159666,1.6937389932620763,7.281526204044777,2233
5,2,sternberg,11,4,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,7190,6.42878203664609,1008.3668425335848,23.135568949159666,1.232122399541372,5.09247646264315,2224
5,2,sternberg,12,5,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,1530,1.3680162052946476,30.11413668518469,11.156246227287415,0.9908868709023304,4.933215349599715,2331
5,2,sternberg,13,5,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,6236,5.575783696874133,841.8631346082549,19.331056206504595,1.0881255044269857,5.24155155957362,2350
5,2,sternberg,14,5,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,848,0.7582207464639615,21.26158333401636,13.623683725368185,1.652152102738992,6.623479224300176,2231
5,2,sternberg,15,6,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,4064,3.633737162298986,,7.067791920318515,1.4080002762767447,6.454865985435789,1351
5,2,sternberg,16,6,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,1628,1.4556407726926055,16.280896457015984,7.067791920318515,0.7415926464519742,3.6050681631115755,1322
5,2,sternberg,17,7,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,4077,3.6453608294027964,50.73467904544001,11.384720449501359,0.7798974057650746,4.877613372365625,1589
5,2,sternberg,18,7,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,6135,5.485476744759911,224.20611502854794,14.164038610361189,2.37870633127541,10.566716394863079,1614
5,2,sternberg,19,7,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,4017,3.591713135077516,38.67493480759862,9.597309884919197,1.143938595321933,5.095723309396171,1615
5,2,sternberg,20,8,pre_supplementary_motor_area_right,preSMA,MFC,R,4907,4.387487267569174,,0.0,0.8452568129442808,6.001361042048814,881
5,2,sternberg,21,9,pre_supplementary_motor_area_right,preSMA,MFC,R,282,0.2521441633288174,15.78197757579336,17.89646729992337,0.9237435406503031,5.22942857959645,2566
5,2,sternberg,22,9,pre_supplementary_motor_area_right,preSMA,MFC,R,975,0.8717750327858049,8.932185741510827,17.89646729992337,0.9173251622486251,4.92813502799884,2569
5,2,sternberg,23,10,pre_supplementary_motor_area_right,preSMA,MFC,R,311,0.2780738822527029,38.29731414016921,14.023897622870813,0.7896008695268755,5.436908200285369,425
5,2,sternberg,24,10,pre_supplementary_motor_area_right,preSMA,MFC,R,12374,11.063942826350308,,14.023897622870813,1.5286495773322608,11.10392924070792,1382
5,2,sternberg,25,11,pre_supplementary_motor_area_right,preSMA,MFC,R,632,0.5650890468929525,11.56786646018755,5.564380952300424,0.7222081575060071,4.499916620519243,758
5,2,sternberg,26,11,pre_supplementary_motor_area_right,preSMA,MFC,R,4979,4.45186450075951,,5.564380952300424,0.8193880230050186,4.643541100696533,948
5,2,sternberg,27,12,pre_supplementary_motor_area_right,preSMA,MFC,R,5827,5.210085247223472,,0.0,0.7357663807944474,4.812733397848806,1131
5,2,sternberg,28,13,amygdala_right,amygdala,MTL,R,2744,2.453487887142819,,5.339342525743872,1.1098679459457002,4.881606896388786,1058
5,2,sternberg,29,13,amygdala_right,amygdala,MTL,R,562,0.5025000701801254,9.796398236441442,5.339342525743872,1.1827596307993116,5.146995973131154,1092
5,2,sternberg,30,14,amygdala_right,amygdala,MTL,R,1547,1.3832163853534771,38.71098068757832,0.0,1.0069925794801582,4.198350954905479,1034
5,2,sternberg,31,15,amygdala_right,amygdala,MTL,R,1058,0.9459876766024427,,0.0,1.7410742079340964,8.448378897668695,481
5,2,sternberg,32,16,amygdala_right,amygdala,MTL,R,2691,2.4060990904888215,58.71576580936147,0.0,1.4833802484656333,6.144862633165122,1913
5,2,sternberg,33,17,amygdala_right,amygdala,MTL,R,1390,1.2428382518689935,15.950612876087266,0.0,1.7113936163729722,6.413730213218933,2290
5,2,sternberg,34,18,hippocampus_right,hippocampus,MTL,R,2454,2.1941906979039643,10.728676037289562,0.0,1.0739117685605968,4.263871218937242,2921
5,2,sternberg,35,19,hippocampus_right,hippocampus,MTL,R,6019,5.381757869064369,16.0325775683474,9.602619247850482,1.224645029897573,4.8850792270463215,3818
5,2,sternberg,36,19,hippocampus_right,hippocampus,MTL,R,1866,1.6684432935162175,10.554053229618816,10.429006203260096,1.205250615488446,5.418859589920308,3831
5,2,sternberg,37,19,hippocampus_right,hippocampus,MTL,R,626,0.5597242774604245,14.321956148946883,13.079526428104785,2.780063317172802,11.946790627492753,3835
5,2,sternberg,38,19,hippocampus_right,hippocampus,MTL,R,5509,4.925752467299486,25.599778694940582,8.76787566343522,1.770738996886444,8.117676103533425,3749
5,2,sternberg,39,20,hippocampus_right,hippocampus,MTL,R,3486,3.1169310402987853,38.89388187548176,13.991082472228204,1.185238607148122,4.775048332245493,2090
5,2,sternberg,40,20,hippocampus_right,hippocampus,MTL,R,339,0.3031094729378337,19.8710400764104,16.946134942094126,3.119092916697933,14.541218741524292,2269
5,2,sternberg,41,20,hippocampus_right,hippocampus,MTL,R,2549,2.2791328805856583,25.86955682678175,10.56330257634935,1.7201148396817016,7.7792728892903655,2287
5,2,sternberg,42,21,hippocampus_right,hippocampus,MTL,R,1996,1.7846799645543248,41.46518766681573,0.0,0.938943836877121,4.8958572442343,1296
5,2,sternberg,43,22,hippocampus_right,hippocampus,MTL,R,1468,1.3125802544918581,57.047131442685405,19.173456587177284,1.1505016524379608,5.0497062923872305,2201
5,2,sternberg,44,22,hippocampus_right,hippocampus,MTL,R,919,0.8217038514155433,11.972492531500311,11.677404010080329,1.1012101846115194,4.377243950811937,2156
5,2,sternberg,45,22,hippocampus_right,hippocampus,MTL,R,862,0.770738541806527,28.066447900208182,14.35690180491186,1.6989832724390816,6.462290369927397,2145
5,2,sternberg,46,23,hippocampus_right,hippocampus,MTL,R,1357,1.2133320199900894,63.403189867970916,0.0,0.9685215869706484,4.367675349831158,1094
5,2,sternberg,47,24,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,2640,2.3604985503123332,,0.0,0.9920268869533915,5.276223456727356,561
5,2,sternberg,48,25,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,10650,9.522465742737253,,0.0,0.6929536660117899,4.607425494659491,1816
5,2,sternberg,49,26,ventral_medial_prefrontal_cortex_right,vmPFC,MFC,R,3698,3.306486226914776,,0.0,0.6313647435754827,4.119549823413682,695
6,1,screening,0,0,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,3221,7.0194461453447,61.4057321946715,6.876604793936501,1.0405850709806668,4.416434269023536,1231
6,1,screening,1,0,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,604,1.3162823569662212,13.520907421864727,8.309057336637464,0.8593887514806102,3.607447532880504,1071
6,1,screening,2,0,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,2016,4.3934192576885795,23.766984317419027,9.578763557773495,0.9433560521953598,4.167939946979954,1242
6,1,screening,3,0,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,247,0.5382810300838686,8.467911591969223,9.109870884899895,1.8644462447312482,4.661558165858064,1274
6,1,screening,4,1,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,2890,6.2981059795238075,,0.0,1.3138141638438872,6.409265257346735,682
6,1,screening,5,2,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,3219,7.015087594493818,,0.0,1.0246816587121854,4.45262032119803,715
6,1,screening,6,3,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,1955,4.260483456736693,649.2244978803026,5.702540998322317,0.8473144988133623,4.505187469034388,824
6,1,screening,7,3,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,151,0.3290705892415553,7.716133948748155,5.702540998322317,1.462503431445982,5.689734805635506,873
6,1,screening,8,4,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,2175,4.739924050333661,730.9418844565229,12.425383483282388,0.8039975826006692,4.593290408552964,982
6,1,screening,9,4,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,1427,3.1098260321039697,97.17538693550321,12.425383483282388,1.8355492334763188,9.09527105293144,985
6,1,screening,10,5,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,4496,9.798022312781674,,8.76268902735471,1.4099580256551898,5.723921596383346,1473
6,1,screening,11,5,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,995,2.16837904831356,12.702782353159614,8.76268902735471,0.935712445968046,5.25140922309375,1416
6,1,screening,12,6,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,3321,7.237373687888776,,7.180934796033501,1.5149720878636648,5.998231876686479,1239
6,1,screening,13,6,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,1354,2.950738926046794,19.13026125807914,7.523123612092142,0.8826840408744793,3.775092607914307,1137
6,1,screening,14,6,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,792,1.7259861369490848,7.848326437528295,6.215186129711324,0.9372826332785161,4.734540607185284,1080
6,1,screening,15,7,dorsal_anterior_cingulate_cortex_right,dACC,MFC,R,5029,10.959576114541601,,0.0,0.8734942143045449,5.865780585295246,1292
6,1,screening,16,8,pre_supplementary_motor_area_left,preSMA,MFC,L,354,0.7714635006060303,37.00936698227952,10.860937331497142,0.8992523228542504,4.208606644769886,531
6,1,screening,17,8,pre_supplementary_motor_area_left,preSMA,MFC,L,1971,4.295351863543745,,10.860937331497142,1.8476769334680982,8.073181581096671,615
6,1,screening,18,9,pre_supplementary_motor_area_left,preSMA,MFC,L,691,1.5058793189795676,,0.0,0.9039836197502698,4.381685581054213,458
6,1,screening,19,10,pre_supplementary_motor_area_left,preSMA,MFC,L,619,1.3489714883478328,,0.0,0.625118069013169,3.7393416151937253,431
6,1,screening,20,11,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,841,1.8327706327956823,24.622697588095868,6.10144365920289,0.6892291903199415,3.666298629059186,575
6,1,screening,21,11,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,1259,2.7437077606299214,,6.10144365920289,0.6717031517302965,3.9833136710568584,495
6,1,screening,22,12,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,3373,7.350696010011696,,0.0,0.7588164559302935,4.720900023526914,999
6,1,screening,23,13,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,1788,3.8965444606880855,,0.0,0.8049391208586425,4.360553644184706,576
6,1,screening,24,14,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,4386,9.55830201598319,,11.2297353661984,1.126347729478903,4.853018300002274,1249
6,1,screening,25,14,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,3171,6.910482374072662,73.75052911577265,11.2297353661984,1.8720115173141705,8.36538085753811,1278
6,1,screening,26,15,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,2314,5.042843334469927,,11.049479266222294,0.808320651378767,4.336603693499633,692
6,1,screening,27,15,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,264,0.5753287123163616,21.510790713488312,11.049479266222294,1.8960093567760419,8.222553168612393,648
6,2,sternberg,0,0,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,3326,1.419031993613083,,10.350158757154134,0.5307474930857232,3.8480143150640846,1022
6,2,sternberg,1,0,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,1421,0.6062671265556798,564.139907286203,10.350158757154134,0.6212529123134722,4.588908865259384,1028
6,2,sternberg,2,1,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,888,0.37886362306927773,21.27799887655061,10.351110863109188,1.0134277098294946,3.8690658917420246,1043
6,2,sternberg,3,1,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,3538,1.5094814171386313,,9.866903525290976,0.7840133684141327,5.749589710429436,1092
6,2,sternberg,4,1,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,1129,0.48168584509596235,77.25243781455006,11.516136053491941,1.909572265369639,8.406662426594464,1100
6,2,sternberg,5,2,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,2399,1.0235290898008977,,10.97545432036364,0.7580182860144615,3.34845683988187,936
6,2,sternberg,6,2,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,551,0.2350831715215901,90.46845647583194,10.97545432036364,1.0120517057021623,4.433457835578338,923
6,2,sternberg,7,3,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,1074,0.45822019276622106,32.97993811416544,8.90600716664424,1.809900160389982,8.438574976642176,1024
6,2,sternberg,8,3,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,3066,1.3081034553270332,,8.90600716664424,0.873414414530026,4.015395582415875,1101
6,2,sternberg,9,4,dorsal_anterior_cingulate_cortex_left,dACC,MFC,L,6907,2.9468592843913304,,0.0,1.0212017255925245,4.24054255926389,1487
6,2,sternberg,10,5,hippocampus_left,hippocampus,MTL,L,963,0.4108622398825613,,41.24273528836396,1.2357116148848468,4.692892510608833,338
6,2,sternberg,11,6,pre_supplementary_motor_area_left,preSMA,MFC,L,1220,0.5205108334960797,31.006126991398112,7.49149371964674,0.6419557480114442,3.750346897786602,1155
6,2,sternberg,12,6,pre_supplementary_motor_area_left,preSMA,MFC,L,1680,0.7167690166175524,507.71672565918357,7.49149371964674,1.3058251882978165,5.409098176857511,1073
6,2,sternberg,13,7,pre_supplementary_motor_area_left,preSMA,MFC,L,639,0.2726282152491762,8.936845725681385,5.74175408459196,1.7281753699866909,5.515376203346468,1414
6,2,sternberg,14,7,pre_supplementary_motor_area_left,preSMA,MFC,L,2829,1.206987826197057,23.009011083489867,6.450442417212136,1.1218524727784036,4.68024771232539,1571
6,2,sternberg,15,7,pre_supplementary_motor_area_left,preSMA,MFC,L,3199,1.3648476691425895,93.58120697594461,5.939216414694584,2.0515165968843356,6.727629599658251,794
6,2,sternberg,16,8,pre_supplementary_motor_area_left,preSMA,MFC,L,1741,0.7427945582923564,597.9403405670853,22.270485079172023,1.9858318374373383,13.407623731859031,1050
6,2,sternberg,17,8,pre_supplementary_motor_area_left,preSMA,MFC,L,770,0.3285191326163782,78.25349812877711,19.593657064174113,2.133563252714863,9.999693513900247,664
6,2,sternberg,18,8,pre_supplementary_motor_area_left,preSMA,MFC,L,270,0.11519502052782093,37.90306961998436,24.231528861463104,0.6486234464654141,4.79263511836982,1056
6,2,sternberg,19,8,pre_supplementary_motor_area_left,preSMA,MFC,L,259,0.11050189006187268,31.139861806909593,20.53628775884138,1.3304556206164961,5.571613588402789,983
6,2,sternberg,20,8,pre_supplementary_motor_area_left,preSMA,MFC,L,204,0.08703623773213137,389.9076542672499,40.28798010086662,5.154685327056633,26.78039748909263,952
6,2,sternberg,21,9,pre_supplementary_motor_area_left,preSMA,MFC,L,1714,0.7312750562395743,,11.833880952620614,0.6352197596810273,3.794468592858608,1012
6,2,sternberg,22,9,pre_supplementary_motor_area_left,preSMA,MFC,L,165,0.07039695698922391,37.49245968674726,11.833880952620614,0.8826943938279779,4.423380776284613,750
6,2,sternberg,23,10,pre_supplementary_motor_area_left,preSMA,MFC,L,162,0.06911701231669255,5.837653916032316,13.356873684713747,2.122172757271758,7.7304864205567085,2980
6,2,sternberg,24,10,pre_supplementary_motor_area_left,preSMA,MFC,L,10486,4.473833278721223,,12.867103249210809,1.3519613953367393,5.624586808085926,2957
6,2,sternberg,25,10,pre_supplementary_motor_area_left,preSMA,MFC,L,1496,0.6382657433689634,18.802875039165947,17.598811737214977,0.5215208091928472,4.030475556639887,3002
6,2,sternberg,26,11,pre_supplementary_motor_area_left,preSMA,MFC,L,665,0.28372106907778116,406.9424789814737,21.703845831092792,1.0956077184475668,3.8137737435556467,852
