subject,session,trial,loads,loadsEnc1_PicIDs,loadsEnc2_PicIDs,loadsEnc3_PicIDs,loadsProbe_PicIDs,probe_in_out,response_accuracy,start_time,stop_time,timestamps_Encoding1,timestamps_Encoding1_end,timestamps_Encoding2,timestamps_Encoding2_end,timestamps_Encoding3,timestamps_Encoding3_end,timestamps_FixationCross,timestamps_Maintenance,timestamps_Probe,timestamps_Response
1,2,25,3,4,2,1,2,1,1,209.32510349999998,217.0577875,210.45985249999998,211.46319649999998,211.4914465,212.4940705,212.5266015,213.5291325,209.32510349999998,213.5291325,216.15860049999998,217.0577875
1,2,26,1,4,0,0,3,0,1,217.0913505,223.2275355,218.09553749999998,219.09916149999998,0.0,0.0,0.0,0.0,217.0913505,219.09916149999998,221.7809735,223.2275355
1,2,27,2,2,5,0,5,1,0,223.2579415,231.1396255,224.29694049999998,225.30015949999998,225.43565949999999,226.43828349999998,0.0,0.0,223.2579415,226.43828349999998,229.17109549999998,231.1396255
1,2,28,1,1,0,0,1,1,1,231.17456349999998,237.0535605,232.2535935,233.2566875,0.0,0.0,0.0,0.0,231.17456349999998,233.2566875,236.06349849999998,237.0535605
1,2,29,2,1,4,0,5,0,1,237.0744355,244.27827649999998,238.09306049999998,239.0960915,239.23827849999998,240.2412475,0.0,0.0,237.0744355,240.2412475,242.96412049999998,244.27827649999998
1,2,30,3,1,4,3,5,0,1,244.3077765,252.8452735,245.2546515,246.25765049999998,246.4167135,247.4197125,247.4668065,248.4698995,244.3077765,248.4698995,251.1276485,252.8452735
1,2,31,2,4,5,0,4,1,1,252.8742735,259.68620749999997,253.94483549999998,254.94730349999998,254.98192849999998,255.9843655,0.0,0.0,252.8742735,255.9843655,258.6764275,259.68620749999997
1,2,32,2,1,3,0,3,1,0,259.7074265,267.45442349999996,260.7461455,261.74886349999997,261.77730049999997,262.7798625,0.0,0.0,259.7074265,262.7798625,265.3981745,267.45442349999996
1,2,33,1,1,0,0,4,0,1,267.4740795,273.5442965,268.5207665,269.52336049999997,0.0,0.0,0.0,0.0,267.4740795,269.52336049999997,272.26635949999996,273.5442965
1,2,34,3,4,2,1,4,1,1,273.5739215,282.4151055,274.7047645,275.7077645,275.79882649999996,276.8019825,276.9376385,277.9401065,273.5739215,277.9401065,280.5803555,282.4151055
1,2,35,1,3,0,0,2,0,1,282.4406055,288.58466549999997,283.5376045,284.5406355,0.0,0.0,0.0,0.0,282.4406055,284.5406355,287.2396035,288.58466549999997
1,2,36,2,5,3,0,3,1,1,288.60707149999996,295.95316249999996,289.5519455,290.5550085,290.6950395,291.6981325,0.0,0.0,288.60707149999996,291.6981325,294.35563149999996,295.95316249999996
1,2,37,1,5,0,0,5,1,1,295.9737875,302.5384405,296.9524115,297.95550549999996,0.0,0.0,0.0,0.0,295.9737875,297.95550549999996,300.7045035,302.5384405
1,2,38,3,2,5,1,4,0,1,302.5736285,310.3386565,303.5153775,304.51800249999997,304.54015849999996,305.5439085,305.6328455,306.6352205,302.5736285,306.6352205,309.3645315,310.3386565
1,2,39,2,5,1,0,5,1,0,310.3735005,317.0358725,311.4210305,312.4235935,312.45324949999997,313.4556865,0.0,0.0,310.3735005,313.4556865,316.01656049999997,317.0358725
1,2,40,3,3,2,1,1,1,1,317.0565595,325.5392755,318.0239345,319.0272155,319.0949655,320.0981215,320.1658395,321.1682775,317.0565595,321.1682775,323.76205749999997,325.5392755
1,2,41,2,4,3,0,5,0,1,325.57311949999996,332.5402415,326.66558749999996,327.6686805,327.71083649999997,328.7139305,0.0,0.0,325.57311949999996,328.7139305,331.2887105,332.5402415
1,2,42,3,5,1,4,1,1,1,332.5731475,343.7148615,333.6661155,334.6692715,334.73599049999996,335.7383645,335.7762395,336.7794585,332.5731475,336.7794585,339.5273635,343.7148615
