subject,session,task,ttl,time
7,1,screening,3,427.50163962501523
7,1,screening,1,427.78804262501524
7,1,screening,3,428.68982762501525
7,1,screening,1,428.93334562501525
7,1,screening,3,429.83525362501524
7,1,screening,1,430.1518846250152
7,1,screening,3,431.05367062501523
7,1,screening,1,431.3720526250152
7,1,screening,3,432.2727626250152
7,1,screening,1,432.57228262501525
7,1,screening,3,433.47283962501524
7,1,screening,1,433.71743262501525
7,1,screening,3,434.61891062501525
7,1,screening,1,434.9125326250152
7,1,screening,3,435.81327362501526
7,1,screening,4,439.12519662501523
7,1,screening,1,439.4453606250152
7,1,screening,3,440.34628662501524
7,1,screening,1,440.67262462501526
7,1,screening,3,441.57333562501526
7,1,screening,1,441.86972162501525
7,1,screening,3,442.77043262501525
7,1,screening,1,443.08426762501523
7,1,screening,3,443.9860836250152
7,1,screening,1,444.2660966250152
7,1,screening,3,445.16711462501524
7,1,screening,1,445.4411676250152
7,1,screening,3,446.34187762501523
7,1,screening,1,446.6590616250152
7,1,screening,3,447.5609706250152
7,1,screening,1,447.80319762501523
7,1,screening,3,448.70498362501525
7,1,screening,1,448.95197162501523
7,1,screening,3,449.85268262501523
7,1,screening,1,450.1039716250152
7,1,screening,3,451.0059416250152
7,1,screening,1,451.27941162501526
7,1,screening,3,452.18138162501526
7,1,screening,1,452.4980426250152
7,1,screening,3,453.39964462501524
7,1,screening,1,453.71384862501526
7,1,screening,3,454.61566462501526
7,1,screening,4,456.4694936250152
7,1,screening,1,456.79945762501524
7,1,screening,3,457.70127362501523
7,1,screening,60,458.60308962501523
7,2,sternberg,61,0.0
7,2,sternberg,11,0.012133999999999999
7,2,sternberg,1,0.9345019999999999
7,2,sternberg,5,1.939968
7,2,sternberg,2,1.962424
7,2,sternberg,6,2.9684429999999997
7,2,sternberg,7,5.707407
7,2,sternberg,8,6.758369
7,2,sternberg,11,6.789181999999999
7,2,sternberg,1,7.720981
7,2,sternberg,5,8.726569
7,2,sternberg,2,8.846623
7,2,sternberg,6,9.852119
7,2,sternberg,7,12.499569
7,2,sternberg,8,14.062909999999999
7,2,sternberg,11,14.08681
7,2,sternberg,1,15.024998
7,2,sternberg,5,16.030433
7,2,sternberg,2,16.195460999999998
7,2,sternberg,6,17.20151
7,2,sternberg,7,19.871816
7,2,sternberg,8,21.223772
7,2,sternberg,11,21.247733999999998
7,2,sternberg,1,22.275195
7,2,sternberg,6,23.280783
7,2,sternberg,7,25.947678999999997
7,2,sternberg,8,26.658478
7,2,sternberg,11,26.682378
7,2,sternberg,1,27.737672
7,2,sternberg,6,28.743076
7,2,sternberg,7,31.394641999999997
7,2,sternberg,8,32.348867
7,2,sternberg,11,32.372735999999996
7,2,sternberg,1,33.460837999999995
7,2,sternberg,5,34.466212
7,2,sternberg,2,34.503352
7,2,sternberg,5,35.508787
7,2,sternberg,3,35.680789
7,2,sternberg,6,36.686254
7,2,sternberg,7,39.446784
7,2,sternberg,8,40.484750999999996
7,2,sternberg,11,40.508621
7,2,sternberg,1,41.503856999999996
7,2,sternberg,5,42.509322
7,2,sternberg,2,42.537278
7,2,sternberg,5,43.542682
7,2,sternberg,3,43.741563
7,2,sternberg,6,44.747029
7,2,sternberg,7,47.384433
7,2,sternberg,8,48.444855999999994
7,2,sternberg,11,48.468757
7,2,sternberg,1,49.548103999999995
7,2,sternberg,5,50.553784
7,2,sternberg,2,50.577039
7,2,sternberg,5,51.58229
7,2,sternberg,3,51.669197
7,2,sternberg,6,52.674600999999996
7,2,sternberg,7,55.359159999999996
7,2,sternberg,8,59.010355
7,2,sternberg,11,59.034409
7,2,sternberg,1,60.12374
7,2,sternberg,5,61.129358999999994
7,2,sternberg,2,61.172582
7,2,sternberg,5,62.178017
7,2,sternberg,3,62.236908
7,2,sternberg,6,63.242341999999994
7,2,sternberg,7,65.83756799999999
7,2,sternberg,8,67.114383
7,2,sternberg,11,67.138284
7,2,sternberg,1,68.15963099999999
7,2,sternberg,6,69.164974
7,2,sternberg,7,71.840164
7,2,sternberg,8,72.772762
7,2,sternberg,11,72.7966
7,2,sternberg,1,73.826888
7,2,sternberg,5,74.832292
7,2,sternberg,2,74.909307
7,2,sternberg,6,75.914773
7,2,sternberg,7,78.61247999999999
7,2,sternberg,8,79.29452599999999
7,2,sternberg,11,79.318334
7,2,sternberg,1,80.271698
7,2,sternberg,6,81.277164
7,2,sternberg,7,83.870085
7,2,sternberg,8,84.56942599999999
7,2,sternberg,11,84.593357
7,2,sternberg,1,85.58146599999999
7,2,sternberg,5,86.58585599999999
7,2,sternberg,2,86.608097
7,2,sternberg,5,87.613317
7,2,sternberg,3,87.801754
7,2,sternberg,6,88.807127
7,2,sternberg,7,91.59748599999999
7,2,sternberg,8,92.769454
7,2,sternberg,11,92.793385
7,2,sternberg,1,93.767516
7,2,sternberg,5,94.77282799999999
7,2,sternberg,2,94.960712
7,2,sternberg,5,95.96676099999999
7,2,sternberg,3,96.046572
7,2,sternberg,6,97.051976
7,2,sternberg,7,99.70808799999999
7,2,sternberg,8,101.06548199999999
7,2,sternberg,11,101.089382
7,2,sternberg,1,102.043853
7,2,sternberg,5,103.05002499999999
7,2,sternberg,2,103.138007
7,2,sternberg,6,104.14338099999999
7,2,sternberg,7,106.729912
7,2,sternberg,8,107.66702599999999
7,2,sternberg,11,107.69092599999999
7,2,sternberg,1,108.788398
7,2,sternberg,5,109.793802
7,2,sternberg,2,109.91576099999999
7,2,sternberg,5,110.92110299999999
7,2,sternberg,3,110.943529
7,2,sternberg,6,111.949855
7,2,sternberg,7,114.584402
7,2,sternberg,8,115.69127399999999
7,2,sternberg,11,115.71517399999999
7,2,sternberg,1,116.624456
7,2,sternberg,6,117.62986
7,2,sternberg,7,120.20591599999999
7,2,sternberg,8,121.79745799999999
7,2,sternberg,11,121.821327
7,2,sternberg,1,122.87351799999999
7,2,sternberg,5,123.879014
7,2,sternberg,2,124.01605599999999
7,2,sternberg,6,125.021676
7,2,sternberg,7,127.718216
7,2,sternberg,8,128.76668899999999
7,2,sternberg,11,128.790651
7,2,sternberg,1,129.845852
7,2,sternberg,6,130.851256
7,2,sternberg,7,133.50399
7,2,sternberg,8,134.473144
7,2,sternberg,11,134.49704499999999
7,2,sternberg,1,135.47636699999998
7,2,sternberg,5,136.481741
7,2,sternberg,2,136.613837
7,2,sternberg,5,137.619149
7,2,sternberg,3,137.78196499999999
7,2,sternberg,6,138.787338
7,2,sternberg,7,141.46114599999999
7,2,sternberg,8,142.864927
7,2,sternberg,11,142.88879599999999
7,2,sternberg,1,143.892326
7,2,sternberg,5,144.897731
7,2,sternberg,2,144.991765
7,2,sternberg,6,145.99726099999998
7,2,sternberg,7,148.66888699999998
7,2,sternberg,8,149.514547
7,2,sternberg,11,149.53841699999998
7,2,sternberg,1,150.545695
7,2,sternberg,5,151.55002399999998
7,2,sternberg,2,151.720059
7,2,sternberg,6,152.72543199999998
7,2,sternberg,7,155.501476
7,2,sternberg,8,156.499538
7,2,sternberg,11,156.523438
7,2,sternberg,1,157.591603
7,2,sternberg,6,158.596946
7,2,sternberg,7,161.296097
7,2,sternberg,8,162.813266
7,2,sternberg,11,162.837166
7,2,sternberg,1,163.918479
7,2,sternberg,6,164.92397599999998
7,2,sternberg,7,167.64364799999998
7,2,sternberg,8,168.88713199999998
7,2,sternberg,11,168.911032
7,2,sternberg,1,169.858468
7,2,sternberg,6,170.86384099999998
7,2,sternberg,7,173.521336
7,2,sternberg,8,174.593526
7,2,sternberg,11,174.617426
7,2,sternberg,1,175.691766
7,2,sternberg,5,176.69710899999998
7,2,sternberg,2,176.742175
7,2,sternberg,5,177.74748699999998
7,2,sternberg,3,177.79894299999998
7,2,sternberg,6,178.80413199999998
7,2,sternberg,7,181.415946
7,2,sternberg,8,182.537411
7,2,sternberg,11,182.561342
7,2,sternberg,1,183.529544
7,2,sternberg,5,184.535009
7,2,sternberg,2,184.726272
7,2,sternberg,5,185.731891
7,2,sternberg,3,185.824881
7,2,sternberg,6,186.830254
7,2,sternberg,7,189.507287
7,2,sternberg,8,190.625157
7,2,sternberg,11,190.64911899999998
7,2,sternberg,1,191.642419
7,2,sternberg,6,192.64846899999998
7,2,sternberg,7,195.248456
7,2,sternberg,8,195.99575
7,2,sternberg,11,196.01965099999998
7,2,sternberg,1,197.043948
7,2,sternberg,6,198.049321
7,2,sternberg,7,200.71679999999998
7,2,sternberg,8,201.414359
7,2,sternberg,11,201.438167
7,2,sternberg,1,202.389412
7,2,sternberg,5,203.394755
7,2,sternberg,2,203.424522
7,2,sternberg,6,204.42986499999998
7,2,sternberg,7,207.069235
7,2,sternberg,8,208.271493
7,2,sternberg,11,208.295393
7,2,sternberg,1,209.303654
7,2,sternberg,5,210.30899699999998
7,2,sternberg,2,210.33541599999998
7,2,sternberg,6,211.34082099999998
7,2,sternberg,7,214.023291
7,2,sternberg,8,214.96876
7,2,sternberg,11,214.992661
7,2,sternberg,1,216.083804
7,2,sternberg,5,217.089239
7,2,sternberg,2,217.242348
7,2,sternberg,5,218.24809
7,2,sternberg,3,218.35207699999998
7,2,sternberg,6,219.35745
7,2,sternberg,7,222.050581
7,2,sternberg,8,223.23250199999998
7,2,sternberg,11,223.25640199999998
7,2,sternberg,1,224.354796
7,2,sternberg,5,225.36013799999998
7,2,sternberg,2,225.476229
7,2,sternberg,5,226.481572
7,2,sternberg,3,226.59241
7,2,sternberg,6,227.597937
7,2,sternberg,7,230.24271399999998
7,2,sternberg,8,231.783875
7,2,sternberg,11,231.807683
7,2,sternberg,1,232.849121
7,2,sternberg,5,233.854495
7,2,sternberg,2,233.94140199999998
7,2,sternberg,5,234.94668299999998
7,2,sternberg,3,235.026739
7,2,sternberg,6,236.03211299999998
7,2,sternberg,7,238.78612999999999
7,2,sternberg,8,239.855831
7,2,sternberg,11,239.879731
7,2,sternberg,1,240.96893999999998
7,2,sternberg,5,241.974344
7,2,sternberg,2,242.140478
7,2,sternberg,5,243.14591199999998
7,2,sternberg,3,243.171779
7,2,sternberg,6,244.177121
7,2,sternberg,7,246.811884
7,2,sternberg,8,247.79977699999998
7,2,sternberg,11,247.823678
7,2,sternberg,1,248.75704299999998
7,2,sternberg,6,249.76266199999998
7,2,sternberg,7,252.468879
7,2,sternberg,8,253.21838599999998
7,2,sternberg,11,253.242378
7,2,sternberg,1,254.24766
7,2,sternberg,6,255.253064
7,2,sternberg,7,258.03049
7,2,sternberg,8,258.81280499999997
7,2,sternberg,11,258.836644
7,2,sternberg,1,259.920783
7,2,sternberg,5,260.926249
7,2,sternberg,2,260.999209
7,2,sternberg,5,262.004552
7,2,sternberg,3,262.150564
7,2,sternberg,6,263.155968
7,2,sternberg,7,265.744128
7,2,sternberg,8,266.565028
7,2,sternberg,11,266.588959
7,2,sternberg,1,267.59531499999997
7,2,sternberg,5,268.60075
7,2,sternberg,2,268.702771
7,2,sternberg,6,269.708175
7,2,sternberg,7,272.500593
7,2,sternberg,8,273.31031
7,2,sternberg,11,273.334211
7,2,sternberg,1,274.411561
7,2,sternberg,6,275.41693399999997
7,2,sternberg,7,278.18760199999997
7,2,sternberg,8,278.856806
7,2,sternberg,11,278.880676
7,2,sternberg,1,279.833887
7,2,sternberg,5,280.83923
7,2,sternberg,2,281.023457
7,2,sternberg,5,282.027756
7,2,sternberg,3,282.049874
7,2,sternberg,6,283.054203
7,2,sternberg,7,285.721498
7,2,sternberg,8,286.75286
7,2,sternberg,11,286.776822
7,2,sternberg,1,287.825295
7,2,sternberg,5,288.830669
7,2,sternberg,2,288.93852699999997
7,2,sternberg,6,289.94383899999997
7,2,sternberg,7,292.592609
7,2,sternberg,8,293.610025
7,2,sternberg,11,293.63386399999996
7,2,sternberg,1,294.547999
7,2,sternberg,5,295.553342
7,2,sternberg,2,295.576965
7,2,sternberg,6,296.582308
7,2,sternberg,7,299.247729
7,2,sternberg,8,300.403415
7,2,sternberg,11,300.42722299999997
7,2,sternberg,1,301.496955
7,2,sternberg,5,302.502298
7,2,sternberg,2,302.653256
7,2,sternberg,6,303.65862899999996
7,2,sternberg,7,306.308198
7,2,sternberg,8,307.388559
7,2,sternberg,11,307.412429
7,2,sternberg,1,308.513649
7,2,sternberg,6,309.51899099999997
7,2,sternberg,7,312.278108
7,2,sternberg,8,313.046907
7,2,sternberg,11,313.070715
7,2,sternberg,1,314.063401
7,2,sternberg,6,315.06892799999997
7,2,sternberg,7,317.79244
7,2,sternberg,8,318.76905999999997
7,2,sternberg,11,318.794373
7,2,sternberg,1,319.734712
7,2,sternberg,6,320.740055
7,2,sternberg,7,323.455365
7,2,sternberg,8,324.331745
7,2,sternberg,11,324.355615
7,2,sternberg,1,325.27484899999996
7,2,sternberg,5,326.280192
7,2,sternberg,2,326.366147
7,2,sternberg,5,327.37179699999996
7,2,sternberg,3,327.483955
7,2,sternberg,6,328.489359
7,2,sternberg,7,331.190293
7,2,sternberg,8,332.132076
7,2,sternberg,11,332.155976
7,2,sternberg,1,333.120246
7,2,sternberg,5,334.125619
7,2,sternberg,2,334.219469
7,2,sternberg,6,335.224812
7,2,sternberg,7,337.88031
7,2,sternberg,8,338.70176299999997
7,2,sternberg,11,338.72563199999996
7,2,sternberg,1,339.6531
7,2,sternberg,6,340.658504
7,2,sternberg,7,343.307121
7,2,sternberg,8,344.104305
7,2,sternberg,11,344.12814299999997
7,2,sternberg,1,345.101292
7,2,sternberg,5,346.106696
7,2,sternberg,2,346.304563
7,2,sternberg,5,347.309906
7,2,sternberg,3,347.500862
7,2,sternberg,6,348.506174
7,2,sternberg,7,351.141028
7,2,sternberg,8,352.575806
7,2,sternberg,11,352.599736
7,2,sternberg,1,353.59002599999997
7,2,sternberg,5,354.595799
7,2,sternberg,2,354.711276
7,2,sternberg,5,355.716618
7,2,sternberg,3,355.911137
7,2,sternberg,6,356.915436
7,2,sternberg,7,359.64982299999997
7,2,sternberg,8,360.63197199999996
7,2,sternberg,11,360.655872
7,2,sternberg,1,361.702564
7,2,sternberg,5,362.70793699999996
7,2,sternberg,2,362.847959
7,2,sternberg,6,363.85333299999996
7,2,sternberg,7,366.582344
7,2,sternberg,8,367.53712099999996
7,2,sternberg,11,367.561022
7,2,sternberg,1,368.503265
7,2,sternberg,5,369.5087
7,2,sternberg,2,369.540895
7,2,sternberg,5,370.54639099999997
7,2,sternberg,3,370.75224599999996
7,2,sternberg,6,371.757619
7,2,sternberg,7,374.347715
7,2,sternberg,8,375.09777399999996
7,2,sternberg,11,429.46185199999996
7,2,sternberg,1,430.546053
7,2,sternberg,6,431.551703
7,2,sternberg,7,434.25705999999997
7,2,sternberg,8,435.722465
7,2,sternberg,11,435.746396
7,2,sternberg,1,436.74504199999996
7,2,sternberg,6,437.750415
7,2,sternberg,7,440.516168
7,2,sternberg,8,441.6047
7,2,sternberg,11,441.62856999999997
7,2,sternberg,1,442.663803
7,2,sternberg,6,443.669238
7,2,sternberg,7,446.312909
7,2,sternberg,8,447.15135
7,2,sternberg,11,447.175127
7,2,sternberg,1,448.178043
7,2,sternberg,5,449.18341599999997
7,2,sternberg,2,449.214321
7,2,sternberg,6,450.219694
7,2,sternberg,7,452.910244
7,2,sternberg,8,453.80097
7,2,sternberg,11,453.82487
7,2,sternberg,1,454.847263
7,2,sternberg,6,455.85263599999996
7,2,sternberg,7,458.48598499999997
7,2,sternberg,8,459.811
7,2,sternberg,11,459.83486999999997
7,2,sternberg,1,460.79447
7,2,sternberg,5,461.799875
7,2,sternberg,2,461.971139
7,2,sternberg,5,462.97743399999996
7,2,sternberg,3,463.18049299999996
7,2,sternberg,6,464.18589699999995
7,2,sternberg,7,466.917397
7,2,sternberg,8,468.09093099999996
7,2,sternberg,11,468.114893
7,2,sternberg,1,469.042145
7,2,sternberg,6,470.04758
7,2,sternberg,7,472.869734
7,2,sternberg,8,474.14894599999997
7,2,sternberg,11,474.17281499999996
7,2,sternberg,1,475.13084899999996
7,2,sternberg,6,476.136223
7,2,sternberg,7,478.80585199999996
7,2,sternberg,8,479.839273
7,2,sternberg,11,479.863726
7,2,sternberg,1,480.83208199999996
7,2,sternberg,5,481.837517
7,2,sternberg,2,481.876193
7,2,sternberg,6,482.88147499999997
7,2,sternberg,7,485.51021599999996
7,2,sternberg,8,486.47261199999997
7,2,sternberg,11,486.49697299999997
7,2,sternberg,1,487.52320499999996
7,2,sternberg,5,488.528548
7,2,sternberg,2,488.629647
7,2,sternberg,5,489.63498999999996
7,2,sternberg,3,489.781094
7,2,sternberg,6,490.786437
7,2,sternberg,7,493.538642
7,2,sternberg,8,494.512497
7,2,sternberg,11,494.536428
7,2,sternberg,1,495.456123
7,2,sternberg,6,496.461619
7,2,sternberg,7,499.133829
7,2,sternberg,8,500.666296
7,2,sternberg,11,500.69019699999996
7,2,sternberg,1,501.67839799999996
7,2,sternberg,6,502.68380199999996
7,2,sternberg,7,505.46881499999995
7,2,sternberg,8,506.756106
7,2,sternberg,11,506.78000599999996
7,2,sternberg,1,507.793306
7,2,sternberg,5,508.798771
7,2,sternberg,2,508.870595
7,2,sternberg,6,509.87652099999997
7,2,sternberg,7,512.5124509999999
7,2,sternberg,8,513.58123
7,2,sternberg,11,513.6051
7,2,sternberg,1,514.5952669999999
7,2,sternberg,5,515.60064
7,2,sternberg,2,515.625646
7,2,sternberg,5,516.63105
7,2,sternberg,3,516.692152
7,2,sternberg,6,517.697956
7,2,sternberg,7,520.311829
7,2,sternberg,8,521.62133
7,2,sternberg,11,521.64523
7,2,sternberg,1,522.657516
7,2,sternberg,5,523.66292
7,2,sternberg,2,523.760917
7,2,sternberg,5,524.766382
7,2,sternberg,3,524.954389
7,2,sternberg,6,525.959854
7,2,sternberg,7,528.709601
7,2,sternberg,8,530.108959
7,2,sternberg,11,530.132798
7,2,sternberg,1,531.230085
7,2,sternberg,6,532.235459
7,2,sternberg,7,534.902753
7,2,sternberg,8,536.198769
7,2,sternberg,11,536.222577
7,2,sternberg,1,537.2627249999999
7,2,sternberg,5,538.2681289999999
7,2,sternberg,2,538.4141109999999
7,2,sternberg,5,539.419454
7,2,sternberg,3,539.441818
7,2,sternberg,6,540.4472529999999
7,2,sternberg,7,543.075871
7,2,sternberg,8,544.606556
7,2,sternberg,11,544.6304259999999
7,2,sternberg,1,545.704919
7,2,sternberg,6,546.710385
7,2,sternberg,7,549.4088909999999
7,2,sternberg,8,550.872207
7,2,sternberg,11,550.896108
7,2,sternberg,1,551.804344
7,2,sternberg,6,552.8096869999999
7,2,sternberg,7,555.518515
7,2,sternberg,8,556.370811
7,2,sternberg,11,556.39468
7,2,sternberg,1,557.301013
7,2,sternberg,5,558.306386
7,2,sternberg,2,558.406349
7,2,sternberg,5,559.410801
7,2,sternberg,3,559.500995
7,2,sternberg,6,560.5065519999999
7,2,sternberg,7,563.2267469999999
7,2,sternberg,8,564.298875
7,2,sternberg,11,564.322744
7,2,sternberg,1,565.385103
7,2,sternberg,5,566.3904769999999
7,2,sternberg,2,566.491484
7,2,sternberg,6,567.497134
7,2,sternberg,7,570.070211
7,2,sternberg,8,570.852526
7,2,sternberg,11,570.8763339999999
7,2,sternberg,1,571.876792
7,2,sternberg,5,572.882135
7,2,sternberg,2,572.919091
7,2,sternberg,5,573.924434
7,2,sternberg,3,573.9994829999999
7,2,sternberg,6,575.004856
7,2,sternberg,7,577.698509
7,2,sternberg,8,578.9086
7,2,sternberg,11,578.9324389999999
7,2,sternberg,1,579.886879
7,2,sternberg,6,580.8923139999999
7,2,sternberg,7,583.6555159999999
7,2,sternberg,8,584.6627639999999
7,2,sternberg,11,584.686664
7,2,sternberg,1,585.630106
7,2,sternberg,5,586.6354789999999
7,2,sternberg,2,586.7003599999999
7,2,sternberg,5,587.705795
7,2,sternberg,3,587.7312919999999
7,2,sternberg,6,588.7369729999999
7,2,sternberg,7,591.473388
7,2,sternberg,8,592.47916
7,2,sternberg,11,592.503061
7,2,sternberg,1,593.494364
7,2,sternberg,6,594.499707
7,2,sternberg,7,597.243249
7,2,sternberg,8,598.1854
7,2,sternberg,11,598.20927
7,2,sternberg,1,599.2424139999999
7,2,sternberg,6,600.247726
7,2,sternberg,7,603.00758
7,2,sternberg,8,603.9397789999999
7,2,sternberg,11,603.963617
7,2,sternberg,1,604.9168589999999
7,2,sternberg,5,605.9222629999999
7,2,sternberg,2,605.952369
7,2,sternberg,5,606.958234
7,2,sternberg,3,607.08649
7,2,sternberg,6,608.0921089999999
7,2,sternberg,7,610.776699
7,2,sternberg,8,612.1873919999999
7,2,sternberg,11,612.211538
7,2,sternberg,1,613.272791
7,2,sternberg,5,614.278226
7,2,sternberg,2,614.35564
7,2,sternberg,5,615.361198
7,2,sternberg,3,615.500175
7,2,sternberg,6,616.505641
7,2,sternberg,7,619.22602
7,2,sternberg,8,621.15456
7,2,sternberg,11,621.1784299999999
7,2,sternberg,1,622.135511
7,2,sternberg,5,623.141806
7,2,sternberg,2,623.2709219999999
7,2,sternberg,6,624.2763259999999
7,2,sternberg,7,627.001129
7,2,sternberg,8,628.123699
7,2,sternberg,11,628.147569
7,2,sternberg,1,629.105726
7,2,sternberg,5,630.11113
7,2,sternberg,2,630.181079
7,2,sternberg,6,631.186422
7,2,sternberg,7,633.854392
7,2,sternberg,8,635.252675
7,2,sternberg,11,635.276483
7,2,sternberg,1,636.277709
7,2,sternberg,6,637.2831739999999
7,2,sternberg,7,640.017039
7,2,sternberg,8,641.038971
7,2,sternberg,11,641.062902
7,2,sternberg,1,642.0777059999999
7,2,sternberg,5,643.083387
7,2,sternberg,2,643.234437
7,2,sternberg,6,644.241039
7,2,sternberg,7,647.000771
7,2,sternberg,8,647.7044119999999
7,2,sternberg,11,647.7282819999999
7,2,sternberg,1,648.655596
7,2,sternberg,6,649.660969
7,2,sternberg,7,652.2377319999999
7,2,sternberg,8,653.123144
7,2,sternberg,11,653.147075
7,2,sternberg,1,654.143324
7,2,sternberg,5,655.1486669999999
7,2,sternberg,2,655.2285079999999
7,2,sternberg,6,656.2339119999999
7,2,sternberg,7,659.001354
7,2,sternberg,8,660.539812
7,2,sternberg,11,660.563712
7,2,sternberg,1,661.655931
7,2,sternberg,5,662.6612739999999
7,2,sternberg,2,662.862428
7,2,sternberg,5,663.867832
7,2,sternberg,3,663.912837
7,2,sternberg,6,664.918272
7,2,sternberg,7,667.570606
7,2,sternberg,8,669.7306219999999
7,2,sternberg,11,669.7544909999999
7,2,sternberg,1,670.7666839999999
7,2,sternberg,5,671.7801059999999
7,2,sternberg,2,671.893064
7,2,sternberg,6,672.898406
7,2,sternberg,7,675.668275
7,2,sternberg,8,676.699699
7,2,sternberg,11,676.723538
7,2,sternberg,1,677.763871
7,2,sternberg,5,678.769244
7,2,sternberg,2,678.9315379999999
7,2,sternberg,6,679.9369419999999
7,2,sternberg,7,682.628444
7,2,sternberg,8,683.73289
7,2,sternberg,11,683.756728
7,2,sternberg,1,684.780933
7,2,sternberg,5,685.786307
7,2,sternberg,2,685.8454429999999
7,2,sternberg,6,686.850816
7,2,sternberg,7,689.490278
7,2,sternberg,8,690.510152
7,2,sternberg,11,690.534052
7,2,sternberg,1,691.52812
7,2,sternberg,5,692.533494
7,2,sternberg,2,692.677571
7,2,sternberg,6,693.6829749999999
7,2,sternberg,7,696.379023
7,2,sternberg,8,697.319486
7,2,sternberg,11,697.343447
7,2,sternberg,1,698.3859
7,2,sternberg,5,699.391273
7,2,sternberg,2,699.5380839999999
7,2,sternberg,6,700.543457
7,2,sternberg,7,703.183718
7,2,sternberg,8,704.112814
7,2,sternberg,11,704.136714
7,2,sternberg,1,705.1270039999999
7,2,sternberg,5,706.13247
7,2,sternberg,2,706.19434
7,2,sternberg,5,707.199713
7,2,sternberg,3,707.245824
7,2,sternberg,6,708.2512899999999
7,2,sternberg,7,711.00927
7,2,sternberg,8,712.10496
7,2,sternberg,11,712.128922
7,2,sternberg,1,713.1134979999999
7,2,sternberg,5,714.1190859999999
7,2,sternberg,2,714.280182
7,2,sternberg,6,715.2855549999999
7,2,sternberg,7,717.9953049999999
7,2,sternberg,8,719.0101099999999
7,2,sternberg,11,719.03401
7,2,sternberg,1,720.0155139999999
7,2,sternberg,5,721.021225
7,2,sternberg,2,721.071483
7,2,sternberg,5,722.077194
7,2,sternberg,3,722.242406
7,2,sternberg,6,723.24821
7,2,sternberg,7,726.023209
7,2,sternberg,8,727.002378
7,2,sternberg,11,727.026309
7,2,sternberg,1,728.0204699999999
7,2,sternberg,5,729.025813
7,2,sternberg,2,729.198858
7,2,sternberg,6,730.2043239999999
7,2,sternberg,7,732.928451
7,2,sternberg,8,733.8916459999999
7,2,sternberg,11,733.9154229999999
7,2,sternberg,1,735.018639
7,2,sternberg,6,736.024044
7,2,sternberg,7,738.766817
7,2,sternberg,8,739.773911
7,2,sternberg,11,739.79775
7,2,sternberg,1,740.734956
7,2,sternberg,6,741.740329
7,2,sternberg,7,744.369654
7,2,sternberg,8,745.112617
7,2,sternberg,11,745.136364
7,2,sternberg,1,746.2078769999999
7,2,sternberg,5,747.2132809999999
7,2,sternberg,2,747.377111
7,2,sternberg,6,748.382669
7,2,sternberg,7,751.0395189999999
7,2,sternberg,8,751.905976
7,2,sternberg,11,751.9298769999999
7,2,sternberg,1,752.858174
7,2,sternberg,5,753.863608
7,2,sternberg,2,753.897738
7,2,sternberg,6,754.9033579999999
7,2,sternberg,7,757.637069
7,2,sternberg,8,758.74729
7,2,sternberg,11,758.771128
7,2,sternberg,1,759.7841199999999
7,2,sternberg,5,760.789678
7,2,sternberg,2,760.825866
7,2,sternberg,5,761.8315779999999
7,2,sternberg,3,761.8538189999999
7,2,sternberg,6,762.8592229999999
7,2,sternberg,7,765.636434
7,2,sternberg,8,766.8512559999999
7,2,sternberg,11,766.875679
7,2,sternberg,1,767.92108
7,2,sternberg,5,768.926515
7,2,sternberg,2,769.050409
7,2,sternberg,5,770.055782
7,2,sternberg,3,770.225787
7,2,sternberg,6,771.23113
7,2,sternberg,7,774.059858
7,2,sternberg,8,774.9712589999999
7,2,sternberg,11,774.995098
7,2,sternberg,1,776.0746909999999
7,2,sternberg,5,777.080433
7,2,sternberg,2,777.2096409999999
7,2,sternberg,6,778.21526
7,2,sternberg,7,781.0166479999999
7,2,sternberg,8,782.723666
7,2,sternberg,11,782.747474
7,2,sternberg,1,783.8146869999999
7,2,sternberg,5,784.820122
7,2,sternberg,2,784.872346
7,2,sternberg,6,785.877842
7,2,sternberg,7,788.618465
7,2,sternberg,8,789.740636
7,2,sternberg,11,789.764506
7,2,sternberg,1,790.839798
7,2,sternberg,5,791.84511
7,2,sternberg,2,792.0000309999999
7,2,sternberg,5,793.005374
7,2,sternberg,3,793.1293589999999
7,2,sternberg,6,794.134764
7,2,sternberg,7,796.804977
7,2,sternberg,8,797.940419
7,2,sternberg,11,797.964257
7,2,sternberg,1,798.995589
7,2,sternberg,5,800.000963
7,2,sternberg,2,800.140186
7,2,sternberg,6,801.145774
7,2,sternberg,7,803.932232
7,2,sternberg,8,804.893461
7,2,sternberg,60,834.576476
8,1,screening,61,12.41745586742854
8,1,screening,1,12.622019867428541
8,1,screening,3,13.523313867428541
8,1,screening,1,13.85435286742854
8,1,screening,3,14.75506286742854
8,1,screening,1,15.07998886742854
8,1,screening,3,15.98054586742854
8,1,screening,1,16.22157486742854
8,1,screening,3,17.12228486742854
8,1,screening,1,17.44773286742854
8,1,screening,3,18.348442867428542
8,1,screening,4,21.64614286742854
8,1,screening,1,21.97481586742854
8,1,screening,3,22.87669386742854
8,1,screening,1,23.12300686742854
8,1,screening,3,24.02374786742854
8,1,screening,1,24.28542086742854
8,1,screening,3,25.18748286742854
8,1,screening,1,25.47741886742854
8,1,screening,3,26.37929586742854
8,1,screening,1,26.70910586742854
8,1,screening,3,27.61098386742854
8,1,screening,1,27.94189986742854
8,1,screening,3,28.84374686742854
