image_uid,luminance,rms_contrast,michelson_contrast,colorfulness,saturation,hue_entropy,gray_entropy,edge_density,spectral_slope,high_freq_energy,edge_com_x,edge_com_y,aspect
img_0079,0.5675785541534424,0.23777416348457336,0.8701397856102641,39.52082061767578,0.23046302795410156,2.8682820796966553,5.825697863906898,0.013766666666666667,-2.9244927364205164,0.017570877447724342,0.4703636107062777,0.5245311134988347,1.3333333333333333
img_0080,0.7640904784202576,0.22171947360038757,0.7664172686684437,53.47247314453125,0.2556764483451843,1.1774179935455322,4.139991894645963,0.019758333333333333,-2.835881676357866,0.038393422961235046,0.5820491392558079,0.3949421405151895,1.3333333333333333
img_0081,0.5594121813774109,0.22023941576480865,0.8419734675393364,60.662437438964844,0.4884219765663147,2.506521463394165,5.779262641812908,0.03303333333333333,-2.964205439929821,0.04385189339518547,0.4926999209607005,0.4723583913499821,1.3333333333333333
img_0082,0.4922046363353729,0.27869755029678345,0.9555471744446569,44.27281951904297,0.25785768032073975,2.6386330127716064,5.83327526720832,0.054941666666666666,-2.6423662960786007,0.04341518133878708,0.4994707046080137,0.5208298532295038,1.3333333333333333
img_0083,0.16203127801418304,0.19462089240550995,0.9999999879462922,34.225555419921875,0.37932878732681274,1.887482762336731,4.684633568054689,0.026108333333333334,-2.6075582603585397,0.03127960115671158,0.5220999956650693,0.4777900138174012,1.3333333333333333
img_0084,0.2794157564640045,0.11687921732664108,0.7447321505187526,18.24408531188965,0.2897343337535858,1.2315293550491333,4.716563886061982,0.0106,-2.060886249551484,0.07906638830900192,0.487346204990924,0.48993397846622866,1.3333333333333333
img_0085,0.45900505781173706,0.23949632048606873,0.9074190979427064,47.53022766113281,0.44334688782691956,1.8662559986114502,5.5708814598673975,0.029775,-2.7538864007367545,0.02054637484252453,0.5309090905262958,0.42878514805867807,1.3333333333333333
img_0086,0.2501581013202667,0.19917811453342438,0.9631552803931759,58.08373260498047,0.7135336399078369,2.409595012664795,5.341416145141427,0.07484166666666667,-1.9816398686730712,0.1637641042470932,0.4690165870839922,0.46413006888860225,1.3333333333333333
img_0087,0.47979143261909485,0.22419606149196625,0.9999999897591294,67.37960815429688,0.5368936061859131,2.6556529998779297,5.757989469489543,0.11455833333333333,-2.4026532923462023,0.1277584433555603,0.5120629235583211,0.4930922611557292,1.3333333333333333
img_0088,0.6203494668006897,0.3368660807609558,0.9169811259030266,0.09453348815441132,1.7745100194588304e-05,0.8535580635070801,5.528586251534158,0.164525,-2.2483392813008662,0.09564819931983948,0.46112716275894555,0.5763077509838136,1.3333333333333333
img_0089,0.5769858956336975,0.13057954609394073,0.4851282669425374,98.60200500488281,0.9579876661300659,2.088921546936035,4.935301061624507,0.007883333333333332,-3.1355438795330115,0.022769629955291748,0.5153650403021611,0.5906762945507145,1.3333333333333333
img_0090,0.4781627058982849,0.31647956371307373,0.9920634815647688,0.0,0.0,-0.0,5.862988783178741,0.13085833333333333,-2.6179711072243075,0.06894829869270325,0.5423400061181006,0.4501466213055261,1.3333333333333333
img_0091,0.45930567383766174,0.2081824541091919,0.8693499071628047,39.40009689331055,0.38416439294815063,2.2185680866241455,5.617176215661027,0.03884166666666666,-2.4587654893698354,0.05340037867426872,0.5371941458435309,0.5213219763531669,1.3333333333333333
img_0092,0.5915713906288147,0.17115846276283264,0.6505030310882686,43.57976531982422,0.4407610297203064,1.266709327697754,5.385185411904195,0.0036333333333333335,-2.958635833882135,0.017222369089722633,0.4663727988636457,0.49408706669742886,1.3333333333333333
