group,model,layer,view,n,rho_mean,rho_sem,rho_null_mean,p_vs_zero,p_vs_null_anchor,frac_pos
MTL concept (strict),convnext_tiny,stage3,gap,67.0,0.020051787971972858,0.021383350228068195,0.009045468646376195,0.5078786500894735,0.6528845879231362,0.5522388059701493
MTL concept (strict),convnext_tiny,stage4,gap,67.0,0.10907226013086209,0.020717464023065266,0.014710030963303823,5.268425378061874e-06,1.1590836801583325e-05,0.7313432835820896
MTL concept (strict),dinov2_small,block11,cls,67.0,0.09653533430430554,0.019518394389690916,0.012300200126849528,3.4500253770996755e-05,5.7500590747999036e-05,0.7164179104477612
MTL concept (strict),dinov2_small,block2,cls,67.0,0.09550148225247786,0.02008632807467468,0.00480047714347179,5.9045511528550266e-05,3.743170830583921e-05,0.7014925373134329
MTL concept (strict),dinov2_small,block5,cls,67.0,0.1144210106972078,0.022821042642724977,0.010950982968723466,4.27526446504862e-06,2.283221272428011e-05,0.7313432835820896
MTL concept (strict),dinov2_small,block8,cls,67.0,0.1063934864409599,0.02575407719806317,-0.0011353677469968862,0.0003789269186326968,0.0002227008720278789,0.6567164179104478
MTL concept (strict),dinov2_small,norm,cls,67.0,0.10334128253993223,0.02020569251307548,-0.0007973422727701305,2.283221272428011e-05,2.3475406166477247e-05,0.6865671641791045
MTL concept (strict),resnet18,avgpool,gap,67.0,0.09869883620011168,0.023985355985944208,-0.003819932821619891,0.0002911443959181448,0.00022823525776192273,0.7313432835820896
MTL concept (strict),resnet18,layer1,gap,67.0,0.0929239650725032,0.020420570656241536,0.010035562796040749,3.3572533229172056e-05,0.00026424734428153113,0.7014925373134329
MTL concept (strict),resnet18,layer2,gap,67.0,0.09684602291038517,0.02369611859438604,0.012961150870654794,0.0003205898553762323,0.0007263488551868663,0.6716417910447762
MTL concept (strict),resnet18,layer3,gap,67.0,0.105634915098988,0.0263821097817074,-0.0023709683421667426,0.000618972035740524,0.0002982584851666853,0.7014925373134329
MTL concept (strict),resnet18,layer4,gap,67.0,0.09869883620011168,0.023985355985944208,0.001535820043013131,0.0002911443959181448,0.0003789269186326968,0.7313432835820896
MTL concept (strict),resnet18,logits,gap,67.0,0.09656287533050974,0.02483737302140546,-0.001035212547777781,0.0006630424701290742,0.0005144164427996612,0.7014925373134329
MTL concept (strict),resnet18,stem,gap,67.0,0.05808610613756015,0.01605034452948741,0.014569683581646536,0.0006048982924987043,0.0039023371958359864,0.7014925373134329
MTL concept (strict),resnet50,avgpool,gap,67.0,0.12763274818430959,0.02430764295258045,-0.008232244044827882,8.683027388727348e-06,7.504799536606368e-06,0.7313432835820896
MTL concept (strict),resnet50,layer1,gap,67.0,0.07374104778519518,0.020423826127319765,0.012488416443011345,0.0005265204411006464,0.004392992991552695,0.6865671641791045
MTL concept (strict),resnet50,layer2,gap,67.0,0.09686004884303101,0.02151403771187611,0.011102297820720348,5.7500590747999036e-05,0.00021729265487613954,0.6865671641791045
MTL concept (strict),resnet50,layer3,gap,67.0,0.10278405042476887,0.02645446560601956,-0.00813249750165118,0.0008508222179423584,0.0006630424701290742,0.6716417910447762
MTL concept (strict),resnet50,layer4,gap,67.0,0.12763274818430959,0.02430764295258045,-0.005705042554477757,8.683027388727348e-06,4.026213703230638e-06,0.7313432835820896
MTL concept (strict),resnet50,logits,gap,67.0,0.09964169392903506,0.023997268840679223,-0.014893050318685222,0.001507187519200304,0.0007430300827367877,0.6268656716417911
MTL concept (strict),resnet50,stem,gap,67.0,0.045889783955093556,0.01779607795711746,0.01335579450025428,0.011822511362447845,0.04234029100225864,0.6119402985074627
MTL concept (strict),vgg16,conv1_2,gap,67.0,0.06625857440882418,0.01798127728699303,0.012412810369609908,0.000618972035740524,0.0039023371958359864,0.7164179104477612
MTL concept (strict),vgg16,conv2_2,gap,67.0,0.07673344909955561,0.020591776294941837,0.0117724283537344,0.0008319040077492802,0.00190547491380748,0.6567164179104478
MTL concept (strict),vgg16,conv3_3,gap,67.0,0.10283634296247963,0.0233272710365877,0.002221403509923728,0.0001458914901892044,0.00010481477071825978,0.6716417910447762
MTL concept (strict),vgg16,conv4_3,gap,67.0,0.10215064381429806,0.02480595196355407,-0.0036887391056178833,0.00040684790842819384,0.0002773905108188351,0.7313432835820896
MTL concept (strict),vgg16,conv5_3,gap,67.0,0.10173408675575003,0.026259726731838226,-0.0020419915433017447,0.0008898612545649838,0.000312977758390963,0.6417910447761194
MTL concept (strict),vgg16,fc6,gap,67.0,0.10791798531852806,0.02471232604587074,0.0014874611787109519,0.00021729265487613954,0.00013524814116114742,0.7014925373134329
MTL concept (strict),vgg16,fc7,gap,67.0,0.10079761301842448,0.025135552253643566,-0.005139026575368174,0.000618972035740524,0.00016958712357549236,0.7164179104477612
MTL concept (strict),vgg16,logits,gap,67.0,0.09291760686099518,0.02501777690400238,0.0026242743104432894,0.0011611483135547263,0.00037002515212212524,0.6567164179104478
MTL concept (strict),vit_b_16,block11,cls,67.0,0.09160006178735719,0.01875285785039333,0.006783939612309625,1.677879291986295e-05,9.956057082499696e-05,0.7014925373134329
MTL concept (strict),vit_b_16,block2,cls,67.0,0.08577693257476134,0.02052055356673217,0.0073479629223337966,0.00011318901404474584,0.00032837497735333686,0.7014925373134329
MTL concept (strict),vit_b_16,block5,cls,67.0,0.08657765641305525,0.023517125786172564,0.001540482261296607,0.0012131827595908144,0.0016776203666517833,0.6268656716417911
MTL concept (strict),vit_b_16,block8,cls,67.0,0.09747870866649683,0.025179522567135702,0.005980950059749506,0.0010399525380571028,0.0008319040077492802,0.6268656716417911
MTL concept (strict),vit_b_16,ln,cls,67.0,0.07212478407663653,0.019850852935878446,-0.02346119886012509,0.0032592078693483655,0.0006048982924987043,0.582089552238806
MTL non-concept,alexnet,conv1,gap,256.0,0.009730955166378511,0.008315582823487716,0.004957462206588583,0.18976792444269475,0.35143993248047245,0.53125
MTL non-concept,alexnet,conv2,gap,256.0,0.017891894784226994,0.008565144582434738,0.007276517065827657,0.01709151135485314,0.07048393079223197,0.5703125
MTL non-concept,alexnet,conv3,gap,256.0,0.023028794812939755,0.008329477251546627,0.0029266801585277834,0.004012265621523121,0.004791936362483423,0.5859375
MTL non-concept,alexnet,conv4,gap,256.0,0.023715150827079194,0.008305518320692566,-0.0016350771007357585,0.009012764851267722,0.005632958563230145,0.5703125
MTL non-concept,alexnet,conv5,gap,256.0,0.018200864161807908,0.008355628797056189,-0.001698477412604372,0.046767246045345934,0.023616951231780058,0.5390625
MTL non-concept,alexnet,fc6,gap,256.0,0.029401703172812942,0.00853409016442468,-0.0002563306318413626,0.001015575869924818,0.0004001323930636928,0.58984375
MTL non-concept,alexnet,fc7,gap,256.0,0.023599489023512776,0.008792126084221226,0.0008205215616731365,0.01519325770149765,0.02269783307338211,0.546875
MTL non-concept,alexnet,logits,gap,256.0,0.023062707468481915,0.008869657889342275,0.0024768456933155934,0.009490480504882758,0.015264047638347239,0.57421875
MTL non-concept,clip_vitb32,block11,cls,256.0,0.014244114115676278,0.009450631166148945,-0.003555783920215591,0.12693598697728606,0.05274983132026579,0.546875
MTL non-concept,clip_vitb32,block2,cls,256.0,0.008708026253709754,0.008404724001224188,-0.0007535590372876975,0.2841975453694132,0.19904340437112833,0.5546875
MTL non-concept,clip_vitb32,block5,cls,256.0,0.02303647333651788,0.008387877408589808,-0.0008540798112697031,0.009990650313393783,0.00368216346270042,0.578125
MTL non-concept,clip_vitb32,block8,cls,256.0,0.018236867155876614,0.008987131787511891,0.00041031708329252207,0.034945627058994046,0.029270692008547223,0.55078125
MTL non-concept,clip_vitb32,embed,gap,256.0,0.020980692643686447,0.009384566132896677,-0.00593757390895251,0.02804282900420367,0.004667472152623274,0.5625
MTL non-concept,clip_vitb32,ln_post,cls,256.0,0.018652131420008936,0.009312457886112374,-0.004461873425224881,0.05072150923627185,0.018807918310621126,0.55078125
MTL non-concept,convnext_tiny,avgpool,gap,256.0,0.029562020611509265,0.008884084501783303,0.0015529739828100035,0.0022307774947967103,0.0023333035213397744,0.5703125
MTL non-concept,convnext_tiny,logits,gap,256.0,0.028011342473849912,0.008792877105017843,-0.005103886369859305,0.001887375171471166,0.00018289963307763544,0.56640625
MTL non-concept,convnext_tiny,stage1,gap,256.0,0.0063820232115091614,0.008270600497049509,0.0012674402152867657,0.3669050126444934,0.47091845835839874,0.5234375
MTL non-concept,convnext_tiny,stage2,gap,256.0,0.008275779855367364,0.00825163105048062,0.00877635852219211,0.3047762062366023,0.5923257706381404,0.5234375
MTL non-concept,convnext_tiny,stage3,gap,256.0,0.01413800001623703,0.008080008879621623,0.0032592925906173914,0.08615660125355452,0.16283746954239753,0.546875
MTL non-concept,convnext_tiny,stage4,gap,256.0,0.029562020611509265,0.008884084501783303,0.001002605595351684,0.0022307774947967103,0.0012725992990374791,0.5703125
MTL non-concept,dinov2_small,block11,cls,256.0,0.012277198012426237,0.008794093725711374,0.0007525485345341184,0.12464325107311691,0.14600827041806025,0.55859375
MTL non-concept,dinov2_small,block2,cls,256.0,0.010673229043866937,0.008597234543723527,0.003127966897924969,0.3292382673795258,0.4177270972295217,0.515625
MTL non-concept,dinov2_small,block5,cls,256.0,0.027162986587511703,0.008765322141469889,0.002167634590702107,0.0019641541055605183,0.0016732755045048167,0.5625
MTL non-concept,dinov2_small,block8,cls,256.0,0.028341032034255975,0.009063064554241612,-0.0004142325252858637,0.0019697465608849193,0.001980975346415865,0.58984375
MTL non-concept,dinov2_small,norm,cls,256.0,0.013830965964732437,0.008905865985704047,0.0007630144005856356,0.07233840066227398,0.12547320754339933,0.57421875
MTL non-concept,resnet18,avgpool,gap,256.0,0.022528421898102523,0.008613457659039073,0.0005810572229969233,0.00788147759279574,0.008902236941009138,0.59375
MTL non-concept,resnet18,layer1,gap,256.0,0.013644689614050827,0.008131443822726141,0.0008839995686300885,0.1273563525103575,0.13270274870251716,0.546875
MTL non-concept,resnet18,layer2,gap,256.0,0.02138273457014856,0.00839446594478886,0.0019741205574582837,0.005977362973068166,0.010902905380166788,0.59375
MTL non-concept,resnet18,layer3,gap,256.0,0.026120586272050585,0.008751184982009098,-0.0007713687379595947,0.0021810778022115086,0.0014817263456607355,0.59765625
MTL non-concept,resnet18,layer4,gap,256.0,0.022528421898102523,0.008613457659039073,-2.9535717459946076e-05,0.00788147759279574,0.005143132859868513,0.59375
MTL non-concept,resnet18,logits,gap,256.0,0.027030899345646824,0.008744730150532252,0.00014676545097314607,0.0022370623948309155,0.000705669756130074,0.59375
MTL non-concept,resnet18,stem,gap,256.0,-0.0010681205166954894,0.008071930368519834,0.0005526971779136933,0.9556166341592252,0.9107018611489391,0.4921875
MTL non-concept,resnet50,avgpool,gap,256.0,0.024154942201435943,0.009130298139528932,-0.004127262438338054,0.020627011711542086,0.00529276232591355,0.54296875
MTL non-concept,resnet50,layer1,gap,256.0,0.00968670178863525,0.008337625519283996,0.003457482997901076,0.1469460299975596,0.23878416025655824,0.55078125
MTL non-concept,resnet50,layer2,gap,256.0,0.014701638983722669,0.008154501076497175,0.002497292385407679,0.032271482831816606,0.03914981985630301,0.5703125
MTL non-concept,resnet50,layer3,gap,256.0,0.021361365993426737,0.008648032198545085,-0.00011342060222689155,0.016953227194297985,0.012263298681833285,0.55859375
MTL non-concept,resnet50,layer4,gap,256.0,0.024154942201435943,0.009130298139528932,-0.0066905869296570355,0.020627011711542086,0.002834552368329324,0.54296875
MTL non-concept,resnet50,logits,gap,256.0,0.024913226875329392,0.008717953717762916,-0.0012971296365094382,0.014165573085881854,0.008121261942237204,0.5625
MTL non-concept,resnet50,stem,gap,256.0,0.001962029065677191,0.008453332940961502,-0.00022304449466969978,0.7989827228109206,0.5409599915209282,0.53125
MTL non-concept,vgg16,conv1_2,gap,256.0,0.004418748112855647,0.008086067340451602,0.0022390377643805963,0.39111711143510564,0.5772586462616047,0.5390625
MTL non-concept,vgg16,conv2_2,gap,256.0,0.014080810149865685,0.00801988541950905,-0.0015373613119239898,0.11657738549163711,0.04178808015498721,0.53125
MTL non-concept,vgg16,conv3_3,gap,256.0,0.019167235343358707,0.008589261785634445,0.0036970185215668395,0.015731300947462466,0.020673232992100374,0.58203125
MTL non-concept,vgg16,conv4_3,gap,256.0,0.02007674246477333,0.008710269408194433,0.002919772464012444,0.02142514878854131,0.02945880450273565,0.56640625
MTL non-concept,vgg16,conv5_3,gap,256.0,0.018906522084496835,0.008780712936913302,0.001584117448942141,0.03153089769535453,0.04404106615576908,0.5625
MTL non-concept,vgg16,fc6,gap,256.0,0.030276902444112064,0.008342621460816763,0.0010547025020842843,0.0009224815732519549,0.0011578196267227879,0.58984375
MTL non-concept,vgg16,fc7,gap,256.0,0.022696406826948737,0.008659506329864126,0.0011205892370141535,0.009397782712115657,0.008902236941009138,0.5859375
MTL non-concept,vgg16,logits,gap,256.0,0.024820812668102057,0.00892110145208026,0.0021320003732443883,0.0059313896935886505,0.00984540194267155,0.5703125
MTL non-concept,vit_b_16,block11,cls,256.0,0.020570880214409806,0.008492646053714128,0.00167412824937371,0.023930418536985024,0.02300069119810169,0.5625
MTL non-concept,vit_b_16,block2,cls,256.0,0.012251971372193717,0.00854097374195255,0.003159213413366898,0.09768974078675562,0.17726870045503085,0.54296875
MTL non-concept,vit_b_16,block5,cls,256.0,0.025061416968630137,0.008444797338847503,0.004118907579711109,0.0031547175782934314,0.011607059461301954,0.578125
MTL non-concept,vit_b_16,block8,cls,256.0,0.020756608063295948,0.008813308548110955,0.002115490037151762,0.024568192669587995,0.023358456285775406,0.58203125
MTL non-concept,vit_b_16,ln,cls,256.0,0.010401768956308477,0.008693895649088852,-0.0027408365959276067,0.44638126274731094,0.37502115539430747,0.5234375
