region,concept_cell,model,layer,view,n_units,r_mean,r_median,r_sem,r_norm_mean,frac_pos
MFC,True,resnet50,layer1,gap,27,-0.04495907668418027,-0.14715492749618006,0.052701671444843945,-0.1008720068789004,0.4074074074074074
MFC,True,resnet50,layer2,gap,27,-0.08038571838125776,-0.14111952388176552,0.05555549033671399,-0.1606430147571809,0.2962962962962963
MFC,True,resnet50,layer3,gap,27,-0.023234519421383503,-0.08197100571522072,0.05082845877774552,-0.07025982069421309,0.37037037037037035
MFC,True,resnet50,layer4,gap,27,0.0037427817146059132,0.01738128865103576,0.04338708520502969,0.007312356164343474,0.5185185185185185
MFC,True,resnet50,logits,gap,27,-0.0015716422441047278,-0.052346381597921474,0.03961463915681937,-0.013612206862468838,0.48148148148148145
MFC,True,resnet50,stem,gap,27,-0.07385008036528885,-0.16665966815505803,0.05326718875481818,-0.1394014278409008,0.3333333333333333
MFC,True,vgg16,conv1_2,gap,27,-0.12128875056618461,-0.1251325830194097,0.04450136889905579,-0.21865464599500306,0.2962962962962963
MFC,True,vgg16,conv2_2,gap,27,-0.082389710808809,-0.15628934821568485,0.053583796000461516,-0.16307119445222287,0.2962962962962963
MFC,True,vgg16,conv3_3,gap,27,-0.09324751581101624,-0.18753573062769996,0.05364966122118482,-0.1837124503274062,0.2962962962962963
MFC,True,vgg16,conv4_3,gap,27,-0.06507714697059645,-0.1651640270526844,0.05156316060341082,-0.14065180517261588,0.37037037037037035
MFC,True,vgg16,conv5_3,gap,27,0.006861037375116325,-0.006020089723543363,0.04526840851231101,-0.01268203887506915,0.48148148148148145
MFC,True,vgg16,fc6,gap,27,0.04506405733423401,0.004615775294921909,0.03389514746241031,0.06401493529466648,0.5555555555555556
MFC,True,vgg16,fc7,gap,27,0.04385524839103078,0.055865010092983336,0.03468526920424101,0.05867541038392246,0.5925925925925926
MFC,True,vgg16,logits,gap,27,0.01701679961755833,0.03784974857895884,0.0428506332003242,0.014583634879849549,0.5555555555555556
MFC,True,vit_b_16,block11,cls,27,-0.045577601065324644,-0.12882778946930357,0.0495858850235469,-0.09499868811192808,0.37037037037037035
