region,concept_cell,model,layer,view,n_units,r_mean,r_median,r_sem,r_norm_mean,frac_pos
MTL,False,vgg16,logits,gap,281,-0.08983177872485647,-0.10390911562331952,0.011867789932271694,-0.3496366830395222,0.3167259786476868
MTL,False,vit_b_16,block11,cls,281,-0.16980399246407113,-0.2011580042717971,0.011088141183815977,-0.6487233537265744,0.1601423487544484
MTL,False,vit_b_16,block11,gap,281,-0.1008262147474341,-0.12174569054478734,0.01133970625297164,-0.39140811722661184,0.2704626334519573
MTL,False,vit_b_16,block2,cls,281,-0.12269734608684683,-0.1392566316799595,0.01163583581341332,-0.4562608569134794,0.22419928825622776
MTL,False,vit_b_16,block2,gap,281,-0.12247466521497545,-0.14921810863583332,0.011264903192728421,-0.44909772247530555,0.2597864768683274
MTL,False,vit_b_16,block5,cls,281,-0.1301590119388595,-0.16541399991732314,0.011515171325266768,-0.48751182369118984,0.2491103202846975
MTL,False,vit_b_16,block5,gap,281,-0.12378847943950953,-0.14342307988829367,0.010624454610505867,-0.4630747723568036,0.23843416370106763
MTL,False,vit_b_16,block8,cls,281,-0.14897372417548196,-0.18084589345660063,0.011381984417081952,-0.5675580621585555,0.2099644128113879
MTL,False,vit_b_16,block8,gap,281,-0.11728888180098387,-0.1420805905649364,0.011422174914913893,-0.4475024153274799,0.2206405693950178
MTL,False,vit_b_16,ln,cls,281,-0.16631848134339966,-0.1915180767211078,0.010964945380190681,-0.6319795522677657,0.16370106761565836
MTL,False,vit_b_16,ln,gap,281,-0.10818511090063995,-0.1362523307710064,0.011514608127596842,-0.4168020512740518,0.2597864768683274
MTL,False,vit_b_16,logits,gap,281,-0.15020948650575702,-0.17415366193418774,0.011183087559941542,-0.5757661475809667,0.199288256227758
MTL,True,alexnet,conv1,gap,132,-0.04484636058086167,-0.1179887025031891,0.02226571480236498,-0.08406575384551453,0.3712121212121212
MTL,True,alexnet,conv2,gap,132,-0.007566505717751085,-0.06582430351901761,0.02395243422334687,-0.02933409462130103,0.4015151515151515
MTL,True,alexnet,conv3,gap,132,0.01157888173551657,-0.0315264566815867,0.024977171992717213,-0.003838967839374926,0.4318181818181818
MTL,True,alexnet,conv4,gap,132,0.01611212805421737,-0.05660578167925549,0.026187870649924446,-0.0028824704075866214,0.45454545454545453
MTL,True,alexnet,conv5,gap,132,0.006259644759193228,-0.061418116088900826,0.02596482344165607,-0.014931321254011592,0.4318181818181818
MTL,True,alexnet,fc6,gap,132,0.09899477934597363,0.04316375489251484,0.022493869334909596,0.12244303644280927,0.5454545454545454
MTL,True,alexnet,fc7,gap,132,0.02551486385984063,0.04171913747672443,0.014682450380272508,0.02703115112030191,0.5757575757575758
MTL,True,alexnet,logits,gap,132,0.06741268441938415,0.008768064533173251,0.024625270262190056,0.07240442025946912,0.5303030303030303
MTL,True,baseline,category,-,132,-0.007959229374025297,-0.13207405733035898,0.027320686265105833,-0.03453138854224971,0.36363636363636365
MTL,True,baseline,lowlevel,-,132,-0.10832172487817093,-0.20083985445895147,0.01891242200398237,-0.1672207127205862,0.32575757575757575
MTL,True,clip_vitb32,block11,cls,132,0.08044735774599023,0.048009712612275476,0.027541398417069835,0.08711681455810472,0.5378787878787878
MTL,True,clip_vitb32,block11,gap,132,0.07083747601293598,0.0332038947603875,0.02731886584309878,0.07357528190218011,0.5454545454545454
MTL,True,clip_vitb32,block2,cls,132,-0.004757720480338681,-0.04455356166045725,0.02176713511779835,-0.02025280539302389,0.4166666666666667
MTL,True,clip_vitb32,block2,gap,132,-0.024909989960631252,-0.09080914102571447,0.024004256951915267,-0.05597350568362533,0.3484848484848485
MTL,True,clip_vitb32,block5,cls,132,-0.012072332989916777,-0.06201528792435461,0.025762104162124495,-0.036919140138758993,0.3939393939393939
MTL,True,clip_vitb32,block5,gap,132,0.026521657155962795,-0.04758991210932927,0.025903121090235567,0.013278663287292597,0.4318181818181818
MTL,True,clip_vitb32,block8,cls,132,0.03437777356940889,-0.032242004540195476,0.02630758491768506,0.02614631051096389,0.4621212121212121
MTL,True,clip_vitb32,block8,gap,132,0.053369186678925436,-0.04925134395574894,0.027821198646840104,0.04936760133887853,0.45454545454545453
MTL,True,clip_vitb32,embed,gap,132,0.07797495783199104,0.03452506313665492,0.026828559100754986,0.0841679219090996,0.5606060606060606
MTL,True,clip_vitb32,ln_post,cls,132,0.08738952784190925,0.03170697302302109,0.02786887159410669,0.09723886273538952,0.5378787878787878
MTL,True,clip_vitb32,ln_post,gap,132,0.07691037451892274,0.027844804860497358,0.027278492999894613,0.08177642067638244,0.5303030303030303
MTL,True,convnext_tiny,avgpool,gap,132,0.05113123092402728,-0.009703286237580457,0.02627709833799366,0.04783836161754431,0.48484848484848486
MTL,True,convnext_tiny,logits,gap,132,0.02112798326886029,-0.02832669959122191,0.025195317607569167,0.008819147802672166,0.4393939393939394
MTL,True,convnext_tiny,stage1,gap,132,-0.025507746440132803,-0.06165529129985018,0.025342444765968305,-0.051664041409066594,0.4166666666666667
MTL,True,convnext_tiny,stage2,gap,132,-0.027821423255792156,-0.11963211362748838,0.02489118400362104,-0.06304224559835601,0.3484848484848485
MTL,True,convnext_tiny,stage3,gap,132,0.038144756443696214,-0.024231558224283467,0.02754610933621583,0.024409529030665112,0.4318181818181818
MTL,True,convnext_tiny,stage4,gap,132,0.05113123092402728,-0.009703286237580457,0.02627709833799366,0.04783836161754431,0.48484848484848486
MTL,True,dinov2_small,block11,cls,132,-0.004788826872027716,-0.05502770703416546,0.02603251823871215,-0.026583581736702205,0.4318181818181818
MTL,True,dinov2_small,block11,gap,132,0.07189247271385249,0.008156639429648909,0.027866325494492417,0.07505668207775996,0.5075757575757576
MTL,True,dinov2_small,block2,cls,132,-0.021111627396991135,-0.05862394409739645,0.022295120285294397,-0.043641484811743375,0.3939393939393939
MTL,True,dinov2_small,block2,gap,132,-0.02428012703457462,-0.07394720989304579,0.023964389065213407,-0.052119479536707286,0.3712121212121212
MTL,True,dinov2_small,block5,cls,132,-0.007628027154086284,-0.09760469054120485,0.026451003996067552,-0.03431000281530926,0.42424242424242425
MTL,True,dinov2_small,block5,gap,132,-0.007794239993080826,-0.08984707343469059,0.025201143529878255,-0.039305211925228165,0.36363636363636365
MTL,True,dinov2_small,block8,cls,132,0.07410644879925132,-0.016595439771939165,0.027445634382256185,0.08756329346545971,0.4696969696969697
MTL,True,dinov2_small,block8,gap,132,0.038309901479380855,-0.03796143793423008,0.0277902821570089,0.031139755007083346,0.45454545454545453
MTL,True,dinov2_small,norm,cls,132,0.010563498376207613,-0.040976882061648345,0.02631223489135098,-0.006098205841510868,0.44696969696969696
MTL,True,dinov2_small,norm,gap,132,0.07094172565951787,0.007806773993001479,0.027667689978823767,0.07333295541341125,0.5075757575757576
MTL,True,resnet18,avgpool,gap,132,0.03514604482658014,-0.02821233541726723,0.025612380155704648,0.02677402157455894,0.4621212121212121
MTL,True,resnet18,layer1,gap,132,-0.0352549964477939,-0.1163905243131566,0.02343628631733979,-0.06824386945317436,0.38636363636363635
MTL,True,resnet18,layer2,gap,132,-0.010747696534363332,-0.08843873151700897,0.025058752494177616,-0.037848283385382236,0.4166666666666667
MTL,True,resnet18,layer3,gap,132,0.017126677261610507,-0.03152595130114158,0.026386692852299123,0.0021956241550209797,0.45454545454545453
MTL,True,resnet18,layer4,gap,132,0.03514604482658014,-0.02821233541726723,0.025612380155704648,0.02677402157455894,0.4621212121212121
MTL,True,resnet18,logits,gap,132,0.06755690661418338,0.03327893892473839,0.023522186401682542,0.07718074323662356,0.5303030303030303
MTL,True,resnet18,stem,gap,132,-0.0461290986612997,-0.07121417024044613,0.02164425067234999,-0.08602726808815457,0.3787878787878788
MTL,True,resnet50,avgpool,gap,132,0.06759001490234118,0.01638873104147645,0.02209160326423561,0.0775565460967004,0.5151515151515151
MTL,True,resnet50,layer1,gap,132,-0.026414801053550013,-0.10120815590450197,0.02417501276927682,-0.05681442969193939,0.4015151515151515
MTL,True,resnet50,layer2,gap,132,0.027475064916245545,-0.02281491691289076,0.02478627484273296,0.019440190409033966,0.4772727272727273
MTL,True,resnet50,layer3,gap,132,0.057520734417496715,-0.0012802550830980737,0.026697819486498808,0.05776074070785934,0.49242424242424243
MTL,True,resnet50,layer4,gap,132,0.06759001490234118,0.01638873104147645,0.02209160326423561,0.0775565460967004,0.5151515151515151
MTL,True,resnet50,logits,gap,132,0.04804260400948617,0.001571502086967996,0.02571357175846764,0.04033754147236063,0.5
MTL,True,resnet50,stem,gap,132,-0.05228833658466306,-0.11343388929981602,0.02308744026709393,-0.0947891622954018,0.36363636363636365
MTL,True,vgg16,conv1_2,gap,132,-0.05901314776457023,-0.10558322856974872,0.02206094272523893,-0.1021592751734684,0.36363636363636365
MTL,True,vgg16,conv2_2,gap,132,-0.032086018453077104,-0.07656150191395955,0.023824620184544728,-0.062164996184493115,0.3787878787878788
MTL,True,vgg16,conv3_3,gap,132,0.005713812187296468,-0.049744492439112165,0.025038301752261315,-0.011726925075686546,0.44696969696969696
MTL,True,vgg16,conv4_3,gap,132,0.03338438117685036,-0.0573952562936508,0.026371531853113493,0.02400094901890427,0.42424242424242425
MTL,True,vgg16,conv5_3,gap,132,0.029807063699665605,-0.042164639334162646,0.02682158989806961,0.019999951332791283,0.4621212121212121
MTL,True,vgg16,fc6,gap,132,0.0873138880778496,0.046510604055910225,0.02187252572598503,0.10566773689473281,0.553030303030303
MTL,True,vgg16,fc7,gap,132,0.1022178649177662,0.056587331701175136,0.022028153854961454,0.12798712985257632,0.5681818181818182
MTL,True,vgg16,logits,gap,132,0.05937237025411396,0.026625583373866453,0.024695157326273556,0.0666707980195541,0.5303030303030303
MTL,True,vit_b_16,block11,cls,132,0.01583813871132328,-0.05239695812591064,0.02564042566621308,0.0007194065783003986,0.3939393939393939
MTL,True,vit_b_16,block11,gap,132,0.0676005550993813,-0.004116956346342836,0.02597179568683492,0.07603601889986185,0.5
MTL,True,vit_b_16,block2,cls,132,0.005518719069842336,-0.050257169577953266,0.022154765350074573,-0.006466760339426768,0.4166666666666667
MTL,True,vit_b_16,block2,gap,132,-0.012232587516463745,-0.07841584694984123,0.022446880664176272,-0.038687932678450984,0.3939393939393939
MTL,True,vit_b_16,block5,cls,132,0.011728042552934477,-0.061161403099831424,0.023034344777753183,0.00048231780418855056,0.4166666666666667
MTL,True,vit_b_16,block5,gap,132,0.006540157795629538,-0.06872737432295437,0.02575774625562164,-0.01155683780100534,0.42424242424242425
MTL,True,vit_b_16,block8,cls,132,0.02910275003940046,-0.01958980750521751,0.026361800011707112,0.02161314744908045,0.4621212121212121
MTL,True,vit_b_16,block8,gap,132,0.05931323181201453,-0.054888700604983826,0.027220478678661852,0.05803660358642726,0.4696969696969697
MTL,True,vit_b_16,ln,cls,132,0.021964818041318713,-0.04754369155426898,0.025420646875766575,0.009995301620221202,0.4318181818181818
MTL,True,vit_b_16,ln,gap,132,0.07280853771554394,0.018583403328009177,0.026314006442426752,0.08261653240128439,0.5075757575757576
MTL,True,vit_b_16,logits,gap,132,0.01162503588746117,-0.05670566830649321,0.0233175948335172,-0.00373724361765714,0.4090909090909091
