group,subject,unit,area,model,layer,view,rho,rho_null
MTL non-concept,8,52,amygdala,alexnet,conv4,gap,-0.19728849769563425,-0.10007712005567558
MTL non-concept,8,53,amygdala,alexnet,conv4,gap,-0.0909235773058276,0.08584899004386105
MTL non-concept,8,54,amygdala,alexnet,conv4,gap,-0.1478028209324011,0.2517177708477856
MTL non-concept,8,55,amygdala,alexnet,conv4,gap,0.042020664487979115,0.19120260976907413
MTL non-concept,8,56,amygdala,alexnet,conv4,gap,0.20237339368360083,0.022520444723643764
MTL non-concept,8,57,amygdala,alexnet,conv4,gap,-0.13241476001234628,-0.052643498936356156
MTL non-concept,9,18,amygdala,alexnet,conv4,gap,-0.14303235128251898,0.06849417766428344
MTL non-concept,9,19,amygdala,alexnet,conv4,gap,0.0053216793206677685,0.03676276837965015
MTL non-concept,9,20,amygdala,alexnet,conv4,gap,-0.0015412033323795537,0.09417777523056989
MTL non-concept,9,21,amygdala,alexnet,conv4,gap,-0.04162268078827198,-0.16313481353509737
MTL non-concept,9,22,amygdala,alexnet,conv4,gap,-0.19530117903966285,0.12274162903571799
MTL non-concept,9,23,amygdala,alexnet,conv4,gap,0.048060867452459834,-0.04616063459937639
MTL non-concept,9,24,amygdala,alexnet,conv4,gap,-0.09113255851192309,-0.107111214879931
MTL non-concept,9,26,amygdala,alexnet,conv4,gap,-0.07906093383874485,-0.0553025028176948
MTL non-concept,9,27,amygdala,alexnet,conv4,gap,-0.19053920806935548,0.051024079719376704
MTL non-concept,9,28,hippocampus,alexnet,conv4,gap,0.29043163143545725,-0.16019615704241733
MTL non-concept,9,29,hippocampus,alexnet,conv4,gap,-0.16907024264087303,0.05805030279980624
MTL non-concept,9,30,hippocampus,alexnet,conv4,gap,-0.031040237435328324,0.03115077614763246
MTL non-concept,9,31,hippocampus,alexnet,conv4,gap,0.040242550309597766,0.14295787522888848
MTL non-concept,9,52,amygdala,alexnet,conv4,gap,-0.2844130970989545,0.24127792966139988
MTL non-concept,10,22,amygdala,alexnet,conv4,gap,-0.0029586322833415617,-0.0061718407787264016
MTL non-concept,10,23,amygdala,alexnet,conv4,gap,0.04362972697893673,-0.016642287001000823
MTL non-concept,10,24,amygdala,alexnet,conv4,gap,0.08712380151081399,-0.06266933182258866
MTL non-concept,10,25,amygdala,alexnet,conv4,gap,-0.014404627022989995,-0.04510504821749604
MTL non-concept,10,26,amygdala,alexnet,conv4,gap,-0.07722372156076962,-0.07139848739053097
MTL non-concept,10,27,amygdala,alexnet,conv4,gap,0.2784305058533032,-0.34492953523363784
MTL non-concept,10,28,amygdala,alexnet,conv4,gap,-0.14105323017656685,0.09685640195925173
MTL non-concept,10,29,amygdala,alexnet,conv4,gap,-0.037340849328836544,0.06679007149005427
MTL non-concept,10,30,amygdala,alexnet,conv4,gap,0.02606611959638325,-0.0777385573683124
MTL non-concept,10,31,amygdala,alexnet,conv4,gap,0.15213449854285974,-0.030601596219548218
MTL non-concept,10,32,amygdala,alexnet,conv4,gap,0.08300461915483974,-0.008773648399383414
MTL non-concept,10,33,amygdala,alexnet,conv4,gap,0.22061983529829732,-0.25405232987999105
MTL non-concept,10,34,hippocampus,alexnet,conv4,gap,0.09561012582924687,0.14689098477503804
MTL non-concept,10,35,hippocampus,alexnet,conv4,gap,-0.026057570814828,-0.017260222754366394
MTL non-concept,10,36,hippocampus,alexnet,conv4,gap,0.02056772795708606,-0.034085112137205935
MTL non-concept,10,37,hippocampus,alexnet,conv4,gap,-0.18370237479274634,-0.24604239415768037
MTL non-concept,10,38,hippocampus,alexnet,conv4,gap,-0.11874810538098364,0.04080711008313489
MTL non-concept,10,39,hippocampus,alexnet,conv4,gap,0.03328135328457416,0.1093458246702451
MTL non-concept,10,40,hippocampus,alexnet,conv4,gap,-0.01961894974644185,-0.0321401949993579
MTL non-concept,10,41,hippocampus,alexnet,conv4,gap,0.007770530987825692,0.06495974092969313
MTL non-concept,10,42,hippocampus,alexnet,conv4,gap,-0.2392898852532685,0.17333409732745592
MTL non-concept,10,43,hippocampus,alexnet,conv4,gap,-0.0006404718054205915,0.023600310473495166
MTL non-concept,10,44,hippocampus,alexnet,conv4,gap,-0.07735955614706784,-0.07143133083521702
MTL non-concept,10,45,hippocampus,alexnet,conv4,gap,0.163870617898975,0.18813500617278459
MTL non-concept,10,62,amygdala,alexnet,conv4,gap,-0.02720387653641525,0.049153711096598364
MTL non-concept,10,63,amygdala,alexnet,conv4,gap,0.047497284648852035,-0.19115347243292755
MTL non-concept,10,65,amygdala,alexnet,conv4,gap,0.029506020364126057,-0.06858471179348952
MTL non-concept,10,66,amygdala,alexnet,conv4,gap,0.05059561067824866,-0.04732911985494213
MTL non-concept,10,68,amygdala,alexnet,conv4,gap,-0.09071255714102666,-0.04043216623970726
MTL non-concept,10,69,amygdala,alexnet,conv4,gap,-0.08823680886459784,-0.07826790005592334
MTL non-concept,11,0,hippocampus,alexnet,conv4,gap,0.23751114733860804,0.03840872800813899
MTL non-concept,11,1,hippocampus,alexnet,conv4,gap,0.22816064614711462,-0.08037461522425217
MTL non-concept,11,2,hippocampus,alexnet,conv4,gap,0.06622220465801637,0.11732823416857494
MTL non-concept,11,3,hippocampus,alexnet,conv4,gap,-0.011909591686642474,-0.009965453701919313
MTL non-concept,11,4,hippocampus,alexnet,conv4,gap,0.1186060104899653,0.025457022885423314
MTL non-concept,11,8,hippocampus,alexnet,conv4,gap,-0.08330285572616968,0.0799743794618474
MTL non-concept,11,9,hippocampus,alexnet,conv4,gap,0.11695188833418588,-0.15161836186417663
MTL non-concept,11,10,hippocampus,alexnet,conv4,gap,0.17579618807125064,-0.1405258628184089
MTL non-concept,11,14,hippocampus,alexnet,conv4,gap,0.03266622726552132,-0.14883813876724827
MTL non-concept,11,15,hippocampus,alexnet,conv4,gap,0.1742004251992483,0.15188537900018662
MTL non-concept,11,19,hippocampus,alexnet,conv4,gap,0.09522958253232992,0.15528383306080754
MTL non-concept,11,20,hippocampus,alexnet,conv4,gap,-0.05453139683652399,0.0038427317195881532
MTL non-concept,11,21,amygdala,alexnet,conv4,gap,0.17739528848347713,-0.0940133062422309
MTL non-concept,11,22,amygdala,alexnet,conv4,gap,-0.07137790857856363,0.054457177263872926
MTL non-concept,11,23,amygdala,alexnet,conv4,gap,-0.13355032754870302,0.004779225345687333
MTL non-concept,11,24,amygdala,alexnet,conv4,gap,-0.06537589400606518,0.0002799243235893637
MTL non-concept,11,26,amygdala,alexnet,conv4,gap,0.029280398424983395,-0.14373002692746784
MTL non-concept,11,27,amygdala,alexnet,conv4,gap,0.023793998477047364,-0.06901454880234235
MTL non-concept,11,29,amygdala,alexnet,conv4,gap,0.041639645593495235,0.034852762773919195
MTL non-concept,11,30,amygdala,alexnet,conv4,gap,-0.08441728988254489,-0.10687138073594146
MTL non-concept,11,32,amygdala,alexnet,conv4,gap,-0.07215200995078845,-0.025993425132213237
MTL non-concept,11,33,amygdala,alexnet,conv4,gap,-0.29060557932728975,0.37503569244164836
MTL non-concept,11,35,amygdala,alexnet,conv4,gap,0.1311552437098646,0.1008137967841612
MTL non-concept,11,61,hippocampus,alexnet,conv4,gap,0.08972401917306025,-0.12433501837298298
MTL non-concept,11,62,hippocampus,alexnet,conv4,gap,0.046014758697706735,-0.08955570031180136
MTL non-concept,11,63,hippocampus,alexnet,conv4,gap,0.09214988250275338,0.1510983946575448
MTL non-concept,11,64,hippocampus,alexnet,conv4,gap,0.251744468522811,-0.24013961349788124
MTL non-concept,11,66,hippocampus,alexnet,conv4,gap,-0.08026228013171699,0.03189828960088798
MTL non-concept,11,67,hippocampus,alexnet,conv4,gap,0.007610026364656911,0.01393618500791499
MTL non-concept,11,69,amygdala,alexnet,conv4,gap,-0.03324888661261385,-0.09620375469311714
MTL non-concept,11,70,amygdala,alexnet,conv4,gap,-0.055196831049556035,-0.3739669337902842
MTL non-concept,11,71,amygdala,alexnet,conv4,gap,-0.07956945616877002,0.08948283328253187
MTL non-concept,12,16,amygdala,alexnet,conv4,gap,0.14175586230522363,0.19090284977935335
MTL non-concept,12,17,amygdala,alexnet,conv4,gap,-0.14297675441495525,-0.1773851103324431
MTL non-concept,13,21,amygdala,alexnet,conv4,gap,0.27573194945295676,0.3040295019216887
MTL non-concept,13,22,amygdala,alexnet,conv4,gap,0.022403631127900617,-0.022430384888224852
MTL non-concept,13,23,amygdala,alexnet,conv4,gap,0.19089778376110741,-0.18108956777317348
MTL non-concept,13,24,amygdala,alexnet,conv4,gap,0.20652897629127878,-0.147835473143377
MTL non-concept,13,27,amygdala,alexnet,conv4,gap,0.08763700860973901,-0.05736796149888969
MTL non-concept,13,29,amygdala,alexnet,conv4,gap,-0.02972086341037697,0.0823423899171546
MTL non-concept,13,34,hippocampus,alexnet,conv4,gap,0.03444407481406912,-0.011260907270520678
MTL non-concept,13,36,hippocampus,alexnet,conv4,gap,-0.12855839467583663,0.11315548270089247
MTL non-concept,13,38,hippocampus,alexnet,conv4,gap,0.1455983111199327,0.2195831334100905
MTL non-concept,13,39,hippocampus,alexnet,conv4,gap,0.05273139425725876,-0.08540889252137956
MTL non-concept,13,40,hippocampus,alexnet,conv4,gap,0.057279851510284675,-0.03936704366200421
MTL non-concept,13,41,hippocampus,alexnet,conv4,gap,-0.20082921351619049,0.1843558302491784
MTL non-concept,13,42,hippocampus,alexnet,conv4,gap,0.040296743815467315,-0.030995181161257743
MTL non-concept,13,44,hippocampus,alexnet,conv4,gap,0.13286854820589628,0.10744586265285952
MTL non-concept,13,45,hippocampus,alexnet,conv4,gap,-0.16740382198981776,0.044800845654844476
MTL non-concept,13,47,hippocampus,alexnet,conv4,gap,-0.06628989429246021,0.08150820341100325
MTL non-concept,13,79,amygdala,alexnet,conv4,gap,0.11941161063680794,-0.2035510777034981
MTL non-concept,13,81,amygdala,alexnet,conv4,gap,0.08158969554219868,0.08178036145174608
MTL non-concept,13,87,amygdala,alexnet,conv4,gap,0.4166921565971373,-0.372740039580676
MTL non-concept,13,96,amygdala,alexnet,conv4,gap,0.40226664741422513,0.41619024813552236
MTL non-concept,13,99,hippocampus,alexnet,conv4,gap,0.031611548851888424,-0.16172918612138779
MTL non-concept,13,100,hippocampus,alexnet,conv4,gap,0.04024448243318289,-0.029423030721308245
MTL non-concept,13,101,hippocampus,alexnet,conv4,gap,-0.12713076099536874,-0.03234708282462578
MTL non-concept,13,102,hippocampus,alexnet,conv4,gap,0.11727381524636746,0.16593922587570384
MTL non-concept,14,7,amygdala,alexnet,conv4,gap,0.13519080089717467,-0.06157057171427389
MTL non-concept,14,8,amygdala,alexnet,conv4,gap,0.1563509629212157,0.05624768099343377
MTL non-concept,14,9,hippocampus,alexnet,conv4,gap,0.09621573840490084,-0.13639630525011986
MTL non-concept,14,11,hippocampus,alexnet,conv4,gap,-0.2171603717990185,-0.20758161024037175
MTL non-concept,14,12,hippocampus,alexnet,conv4,gap,-0.04363166591149599,0.1493737241286581
MTL non-concept,14,13,hippocampus,alexnet,conv4,gap,0.12680830221320105,0.028683220262616896
MTL non-concept,14,54,amygdala,alexnet,conv4,gap,0.3267189620308336,0.3809238336733264
MTL non-concept,14,57,amygdala,alexnet,conv4,gap,0.25031145307222785,-0.1189516886926029
MTL non-concept,14,58,amygdala,alexnet,conv4,gap,0.18773666719858928,0.17152974992666006
MTL non-concept,14,64,amygdala,alexnet,conv4,gap,0.09773251126278239,-0.08576509045257495
MTL non-concept,14,65,amygdala,alexnet,conv4,gap,0.18172728485978312,-0.14653185268917682
MTL non-concept,14,66,amygdala,alexnet,conv4,gap,0.22174823015163034,0.22297113517906106
MTL non-concept,14,67,hippocampus,alexnet,conv4,gap,0.1156133832260544,-0.11240788282071898
MTL non-concept,14,70,hippocampus,alexnet,conv4,gap,0.17307806384368601,0.11265909023857325
MTL non-concept,14,71,hippocampus,alexnet,conv4,gap,0.038612330525076434,-0.04781816785070791
MTL non-concept,15,3,amygdala,alexnet,conv4,gap,-0.08497555674884494,-0.009007093330124998
MTL non-concept,15,4,amygdala,alexnet,conv4,gap,0.045862258931624995,-0.009055264530891406
MTL non-concept,15,5,amygdala,alexnet,conv4,gap,-0.011075529557322984,0.22918020614743048
MTL non-concept,15,6,amygdala,alexnet,conv4,gap,0.05084431083574137,0.06100735843980123
MTL non-concept,15,7,amygdala,alexnet,conv4,gap,0.00030812594060436254,0.03925780935378369
MTL non-concept,15,9,amygdala,alexnet,conv4,gap,0.06936221108702316,-0.03676993881757796
MTL non-concept,15,10,amygdala,alexnet,conv4,gap,-0.061009111554886246,-0.03391034304866137
MTL non-concept,15,12,hippocampus,alexnet,conv4,gap,0.11288287933159287,0.04390325893450852
MTL non-concept,15,14,hippocampus,alexnet,conv4,gap,-0.0517594360837347,-0.013948638678504034
MTL non-concept,15,15,hippocampus,alexnet,conv4,gap,-0.19934419443414614,-0.1644463912980751
MTL non-concept,15,16,hippocampus,alexnet,conv4,gap,0.1358130215243817,0.03040465929649809
MTL non-concept,16,0,hippocampus,alexnet,conv4,gap,-0.13189087776667283,-0.063542101519589
MTL non-concept,16,1,hippocampus,alexnet,conv4,gap,-0.03573957568329922,0.028749706662724576
MTL non-concept,16,2,hippocampus,alexnet,conv4,gap,0.09994567024858746,-0.09501514090546798
MTL non-concept,16,3,hippocampus,alexnet,conv4,gap,-0.21327064035669174,0.1706846453260744
MTL non-concept,16,4,hippocampus,alexnet,conv4,gap,0.08122834287818907,0.2075255496988663
MTL non-concept,16,5,hippocampus,alexnet,conv4,gap,-0.014816623508433406,-0.05163509103305791
MTL non-concept,16,6,hippocampus,alexnet,conv4,gap,0.04060764740797344,-0.08950586638683075
MTL non-concept,16,8,amygdala,alexnet,conv4,gap,0.13301377804767067,0.309828577326441
MTL non-concept,16,10,amygdala,alexnet,conv4,gap,0.012449768459035993,0.007073588745318306
MTL non-concept,16,11,amygdala,alexnet,conv4,gap,-0.06351637465442671,-0.1194172652667409
MTL non-concept,16,14,amygdala,alexnet,conv4,gap,0.2248824716704931,-0.2995051467701028
MTL non-concept,16,15,amygdala,alexnet,conv4,gap,0.01309820557939925,-0.014640952351719583
MTL non-concept,16,16,amygdala,alexnet,conv4,gap,-0.06570029568917503,-0.0275394563807678
MTL non-concept,16,17,amygdala,alexnet,conv4,gap,-0.021395892118790227,-0.008329325284822801
MTL non-concept,16,19,amygdala,alexnet,conv4,gap,-0.06529176280515184,0.0009694833899478996
MTL non-concept,16,22,amygdala,alexnet,conv4,gap,-0.04651258044597891,0.044388774718383095
MTL non-concept,16,25,amygdala,alexnet,conv4,gap,0.27722392933122963,-0.3504035811191567
MTL non-concept,16,26,amygdala,alexnet,conv4,gap,-0.07572874877088771,-0.10623130101480034
MTL non-concept,16,27,amygdala,alexnet,conv4,gap,0.13545836448896675,0.19764517091935482
MTL non-concept,16,28,amygdala,alexnet,conv4,gap,0.08561098464240481,-0.12167116497301489
MTL non-concept,16,29,amygdala,alexnet,conv4,gap,0.02223623567057615,0.13062777718478463
MTL non-concept,16,31,amygdala,alexnet,conv4,gap,-0.11025478608783608,-0.10866563285333056
MTL non-concept,16,33,amygdala,alexnet,conv4,gap,-0.23921825567880087,-0.20198536685000928
MTL non-concept,17,3,amygdala,alexnet,conv4,gap,0.1156929474230961,0.10280518934467348
MTL non-concept,17,7,amygdala,alexnet,conv4,gap,0.05333256818503655,0.09868579895561103
MTL non-concept,18,4,hippocampus,alexnet,conv4,gap,-0.06904033315408714,0.04350590822049246
MTL non-concept,18,6,hippocampus,alexnet,conv4,gap,-0.18538298524724955,-0.17528319635258371
MTL non-concept,18,7,hippocampus,alexnet,conv4,gap,0.0704141298279919,0.13980319910696376
MTL non-concept,18,8,hippocampus,alexnet,conv4,gap,0.02687005077302808,-0.024986318946723495
MTL non-concept,18,9,hippocampus,alexnet,conv4,gap,0.015291671141702845,-0.27809923077533316
MTL non-concept,18,15,amygdala,alexnet,conv4,gap,0.0056816912513402654,-0.0796402897986374
MTL non-concept,18,25,amygdala,alexnet,conv4,gap,0.19101387136717085,0.23283823435101375
MTL non-concept,18,26,amygdala,alexnet,conv4,gap,0.17482614930574697,0.12702490485392495
MTL non-concept,18,27,amygdala,alexnet,conv4,gap,-0.2848031436012649,-0.20176033122970807
MTL non-concept,18,36,hippocampus,alexnet,conv4,gap,0.062262213113198135,0.005190617523803649
MTL non-concept,18,52,amygdala,alexnet,conv4,gap,0.20598896636328892,-0.019945048537265534
MTL non-concept,20,5,amygdala,alexnet,conv4,gap,0.08373539370047715,0.02491519338710447
MTL non-concept,21,3,hippocampus,alexnet,conv4,gap,-0.03825028398702541,0.0757472128949074
MTL non-concept,21,13,hippocampus,alexnet,conv4,gap,0.17340310941502857,-0.142738661072781
MTL non-concept,21,15,hippocampus,alexnet,conv4,gap,-0.1999727889447855,-0.06936375156257163
MTL non-concept,21,16,hippocampus,alexnet,conv4,gap,0.026941139291209944,-0.08210074657826621
MTL non-concept,21,17,hippocampus,alexnet,conv4,gap,-0.15137204192478323,-0.12687710230072705
MFC concept,3,23,preSMA,alexnet,conv4,gap,0.011974696655166352,-0.03811686920377069
MFC concept,3,29,preSMA,alexnet,conv4,gap,0.001616711356638798,0.13321321537558992
MFC concept,4,38,preSMA,alexnet,conv4,gap,-0.15320585590219846,-0.08553783289168873
MFC concept,4,49,vmPFC,alexnet,conv4,gap,0.3456580640909572,0.2579287886400177
MFC concept,4,51,vmPFC,alexnet,conv4,gap,-0.14558651923738658,0.044535499273847395
MFC concept,4,52,vmPFC,alexnet,conv4,gap,-0.19169217070963832,0.23360691998857344
MFC concept,5,0,dACC,alexnet,conv4,gap,-0.24427625137258002,0.06809434157215502
MFC concept,8,21,preSMA,alexnet,conv4,gap,0.12432340383418472,-0.3660110326398207
MFC concept,8,59,dACC,alexnet,conv4,gap,-0.008077884015470785,0.008681091250590384
MFC concept,8,61,dACC,alexnet,conv4,gap,-0.10174203182211707,0.04434251732617013
MFC concept,8,62,dACC,alexnet,conv4,gap,-0.21693123278688398,-0.004774852346218958
MFC concept,8,63,dACC,alexnet,conv4,gap,0.2421098544618703,-0.03919424533369182
MFC concept,8,67,dACC,alexnet,conv4,gap,-0.16140396044782296,0.07992337884745068
MFC concept,8,75,dACC,alexnet,conv4,gap,-0.28619771120487353,0.23964715076134183
MFC concept,8,76,dACC,alexnet,conv4,gap,0.06476497844626498,0.07727721341200855
MFC concept,9,2,dACC,alexnet,conv4,gap,0.2991092230918384,-0.22061723212141438
MFC concept,9,3,dACC,alexnet,conv4,gap,0.06044384950357198,-0.19403408836598152
MFC concept,9,16,dACC,alexnet,conv4,gap,-0.27011223529589473,-0.11791975567109324
MFC concept,9,51,preSMA,alexnet,conv4,gap,-0.03656737607835229,0.04330019521635236
MFC concept,11,50,preSMA,alexnet,conv4,gap,0.275995301445801,-0.29999205492639264
MFC concept,11,53,preSMA,alexnet,conv4,gap,-0.12804386575047336,-0.1521553556791107
MFC concept,11,74,preSMA,alexnet,conv4,gap,0.13159825314809073,0.11965623292136794
MFC concept,12,5,preSMA,alexnet,conv4,gap,0.018659555722277323,0.0509976722350073
MFC concept,13,67,preSMA,alexnet,conv4,gap,0.07589797468951008,-0.06257094696782844
MFC concept,17,4,preSMA,alexnet,conv4,gap,0.218891828471618,0.2483011261451688
MFC concept,18,31,dACC,alexnet,conv4,gap,0.3898147231336817,-0.5142476249374072
MFC concept,18,33,dACC,alexnet,conv4,gap,0.5120798862962452,0.5036510965521317
MFC concept,18,34,dACC,alexnet,conv4,gap,0.3482854656088949,-0.35391109719757385
MFC concept,18,35,dACC,alexnet,conv4,gap,0.4941956858828131,-0.5049425595777124
MTL concept,1,34,amygdala,alexnet,conv5,gap,-0.16195581132093115,-0.22724766300216043
MTL concept,1,36,amygdala,alexnet,conv5,gap,0.17720340064916873,-0.1690535076675823
MTL concept,1,38,amygdala,alexnet,conv5,gap,0.18114621164977077,0.09783628375290775
MTL concept,2,0,amygdala,alexnet,conv5,gap,0.15296434556501853,-0.1676103900162985
MTL concept,3,39,hippocampus,alexnet,conv5,gap,-0.2968758218365842,-0.13052438335920605
MTL concept,4,8,amygdala,alexnet,conv5,gap,0.2867549787689783,-0.17963188586844106
MTL concept,4,13,amygdala,alexnet,conv5,gap,-0.2660789215860645,0.02084701429952412
MTL concept,4,15,amygdala,alexnet,conv5,gap,0.1247092154660732,0.22514674394697123
MTL concept,4,25,amygdala,alexnet,conv5,gap,0.4344737638342334,0.15805319188055392
MTL concept,4,33,hippocampus,alexnet,conv5,gap,0.1104908717176819,-0.12286564772438396
MTL concept,4,39,amygdala,alexnet,conv5,gap,0.2486278216939179,-0.23000142471994792
MTL concept,4,40,amygdala,alexnet,conv5,gap,0.10995233508415019,-0.4232783459725004
MTL concept,4,41,amygdala,alexnet,conv5,gap,0.46870802792545796,0.5106203886171764
MTL concept,4,43,amygdala,alexnet,conv5,gap,0.3090928054208654,-0.02137313531889589
MTL concept,4,44,amygdala,alexnet,conv5,gap,0.35019398320854134,0.3891380127036072
MTL concept,4,45,amygdala,alexnet,conv5,gap,0.04288387928340604,0.01945205616721942
MTL concept,4,46,amygdala,alexnet,conv5,gap,0.06220923098375155,-0.05599379805276252
MTL concept,5,5,amygdala,alexnet,conv5,gap,0.0932265521932768,-0.15390660567397776
MTL concept,5,6,amygdala,alexnet,conv5,gap,-0.015346504442471053,-0.010157331966223208
MTL concept,7,17,amygdala,alexnet,conv5,gap,0.15893890271488298,-0.19073648377899985
MTL concept,7,20,amygdala,alexnet,conv5,gap,-0.07952017086407248,-0.24020895525388078
MTL concept,7,21,amygdala,alexnet,conv5,gap,-0.07048179743658589,0.019685894558105915
MTL concept,7,23,amygdala,alexnet,conv5,gap,-0.012368043524954825,-0.19752976137856226
MTL concept,7,24,amygdala,alexnet,conv5,gap,-0.0805218488882692,-0.256214619120135
MTL concept,7,25,amygdala,alexnet,conv5,gap,-0.07772971166787765,0.047861348568881044
MTL concept,7,26,amygdala,alexnet,conv5,gap,0.39045246847247184,0.04260580449264578
MTL concept,7,30,amygdala,alexnet,conv5,gap,0.12905053780804623,0.1626650149794354
MTL concept,8,34,hippocampus,alexnet,conv5,gap,0.01855102035444399,0.1054024403482002
MTL concept,8,37,hippocampus,alexnet,conv5,gap,0.22074383456310553,0.0632535729110126
MTL concept,8,38,hippocampus,alexnet,conv5,gap,0.016249084385595757,0.22785971776999145
MTL concept,8,42,hippocampus,alexnet,conv5,gap,0.16854401133690222,0.2842381793561879
MTL concept,8,45,hippocampus,alexnet,conv5,gap,0.12191631546244587,0.16758450510622108
MTL concept,10,64,amygdala,alexnet,conv5,gap,-0.13237975171195873,0.15482771433151957
MTL concept,10,67,amygdala,alexnet,conv5,gap,-0.01959067268511664,0.05772094598695713
MTL concept,10,70,amygdala,alexnet,conv5,gap,-0.01587997623763729,-0.03223148643075898
MTL concept,10,71,amygdala,alexnet,conv5,gap,0.030068784247564182,0.15192736862033757
MTL concept,11,6,hippocampus,alexnet,conv5,gap,-0.309555085357761,0.042199232178361995
MTL concept,11,11,hippocampus,alexnet,conv5,gap,0.24915206073973548,-0.3776947973144188
MTL concept,11,12,hippocampus,alexnet,conv5,gap,0.17685361355709486,-0.21420134351445047
MTL concept,11,13,hippocampus,alexnet,conv5,gap,-0.08045268504901576,0.01856160587433416
MTL concept,11,17,hippocampus,alexnet,conv5,gap,-0.253561198779512,0.23479961870604682
MTL concept,11,18,hippocampus,alexnet,conv5,gap,0.19881768893118493,-0.2885565187413729
MTL concept,11,25,amygdala,alexnet,conv5,gap,0.009251484734406148,0.07767412739583957
MTL concept,11,28,amygdala,alexnet,conv5,gap,0.14378432514621134,0.02387302736619001
MTL concept,11,31,amygdala,alexnet,conv5,gap,-0.016777819592617312,-0.0492332226888962
MTL concept,11,34,amygdala,alexnet,conv5,gap,-0.08999184864641734,-0.055359350426879485
MTL concept,11,65,hippocampus,alexnet,conv5,gap,0.09238409049159085,0.20744085258923167
MTL concept,11,68,hippocampus,alexnet,conv5,gap,0.053657193349757486,0.09606082323834714
MTL concept,12,14,amygdala,alexnet,conv5,gap,0.13782020661887556,-0.12097551034376162
MTL concept,12,15,amygdala,alexnet,conv5,gap,0.4397173573104957,0.1914500994400806
MTL concept,13,17,amygdala,alexnet,conv5,gap,-0.03347126528492758,0.10792896378472605
MTL concept,13,18,amygdala,alexnet,conv5,gap,0.06464313112444744,-0.08529967595118271
MTL concept,13,19,amygdala,alexnet,conv5,gap,0.37044445231626627,0.2252617428996698
MTL concept,13,20,amygdala,alexnet,conv5,gap,0.24330149040708907,0.2559043697984537
MTL concept,13,25,amygdala,alexnet,conv5,gap,0.14006763988334953,-0.0735899184583676
MTL concept,13,26,amygdala,alexnet,conv5,gap,0.17012132743669453,0.1394035790540447
MTL concept,13,28,amygdala,alexnet,conv5,gap,0.051909656972850306,-0.16384830368324665
MTL concept,13,30,amygdala,alexnet,conv5,gap,0.023732310932719616,-0.11692061291267421
MTL concept,13,31,amygdala,alexnet,conv5,gap,0.200044092762467,-0.08217119399594627
MTL concept,13,32,hippocampus,alexnet,conv5,gap,0.20260516542933285,-0.21796206597372264
MTL concept,13,33,hippocampus,alexnet,conv5,gap,0.0597291900492344,-0.09193230359709109
MTL concept,13,35,hippocampus,alexnet,conv5,gap,0.15726721782052663,-0.01043742035551427
MTL concept,13,37,hippocampus,alexnet,conv5,gap,0.16545659088124165,-0.08421768822653436
MTL concept,13,46,hippocampus,alexnet,conv5,gap,0.07727505182631277,0.19298915933118396
MTL concept,13,75,amygdala,alexnet,conv5,gap,0.6994382389266594,-0.16066819139571437
MTL concept,13,77,amygdala,alexnet,conv5,gap,0.6959610323889349,-0.23666910904169722
MTL concept,13,78,amygdala,alexnet,conv5,gap,0.47893594195378053,-0.0786386178969322
MTL concept,13,80,amygdala,alexnet,conv5,gap,0.2993992306362751,-0.17302959007482013
MTL concept,13,82,amygdala,alexnet,conv5,gap,0.421654615904086,-0.2701948245348861
MTL concept,13,83,amygdala,alexnet,conv5,gap,0.5622741279786456,0.3659456319861019
MTL concept,13,84,amygdala,alexnet,conv5,gap,0.4440178628208088,0.38620952874884995
MTL concept,13,85,amygdala,alexnet,conv5,gap,0.732755600069326,0.7335872745251227
MTL concept,13,86,amygdala,alexnet,conv5,gap,0.589921046159414,-0.5228547441623344
MTL concept,13,88,amygdala,alexnet,conv5,gap,0.36796469619381067,0.0831290342805086
MTL concept,13,89,amygdala,alexnet,conv5,gap,0.47212116958800715,0.5123895925498277
MTL concept,13,90,amygdala,alexnet,conv5,gap,0.6002733476214628,0.21741300575653644
MTL concept,13,92,amygdala,alexnet,conv5,gap,0.6785088986348579,-0.6474884620181934
MTL concept,13,93,amygdala,alexnet,conv5,gap,0.42928282395872475,-0.38856915308377876
MTL concept,13,94,amygdala,alexnet,conv5,gap,0.6832271355176049,-0.2024297948100648
MTL concept,13,95,amygdala,alexnet,conv5,gap,0.14393347929818873,0.12607046169892253
MTL concept,13,97,amygdala,alexnet,conv5,gap,0.5080237763590923,-0.4939339128843823
MTL concept,13,98,amygdala,alexnet,conv5,gap,0.06844367314552664,-0.02073666292978942
MTL concept,14,14,hippocampus,alexnet,conv5,gap,0.34410784981594056,-0.19857004076058185
MTL concept,14,15,hippocampus,alexnet,conv5,gap,0.18694046454709623,-0.2153195390243093
MTL concept,14,16,hippocampus,alexnet,conv5,gap,0.06102890132812907,0.011691803359688023
MTL concept,14,17,hippocampus,alexnet,conv5,gap,-0.03706209362955668,0.04936132521322057
MTL concept,14,18,hippocampus,alexnet,conv5,gap,-0.09290503585517168,-0.09588542915009797
MTL concept,14,19,hippocampus,alexnet,conv5,gap,-0.055321578062677075,-0.03459565391722428
MTL concept,14,45,amygdala,alexnet,conv5,gap,0.17719071626666605,-0.24045830358813527
