cell_a,cell_b,n_common,same_pref,same_category,pref_a,pref_b,rho,both_pref_shared
1-34,2-0,41,False,False,img_0040,img_0071,-0.03525596416389489,False
1-34,3-39,42,False,False,img_0040,img_0020,0.2208281118398986,True
1-34,5-5,12,False,False,img_0040,img_0168,0.5915492957746479,False
1-34,5-6,12,False,False,img_0040,img_0065,-0.0017858965293526348,False
1-34,10-64,40,False,False,img_0040,img_0236,-0.14788229796710808,False
1-34,10-67,39,False,False,img_0040,img_0049,0.07328620272642243,False
1-34,10-70,40,False,False,img_0040,img_0243,0.021443631091625375,False
1-34,10-71,39,False,False,img_0040,img_0004,0.10469130787977257,False
1-34,11-6,39,False,False,img_0040,img_0056,0.11404625507073544,False
1-34,11-11,39,False,False,img_0040,img_0056,-0.0665109814296236,False
1-34,11-12,40,False,False,img_0040,img_0237,-0.11552161928647339,False
1-34,11-13,40,False,False,img_0040,img_0241,-0.015815201629618105,False
1-34,11-17,39,False,False,img_0040,img_0022,0.24032062122414916,False
1-34,11-18,40,False,False,img_0040,img_0113,0.00885763172162607,False
1-34,11-25,39,False,False,img_0040,img_0062,-0.06857074389814347,False
1-34,11-28,39,False,False,img_0040,img_0007,-0.43129840801116054,False
1-34,11-31,40,False,False,img_0040,img_0235,-0.08126512387404831,False
1-34,11-34,40,False,False,img_0040,img_0235,-0.09763716469418063,False
1-34,11-65,39,False,False,img_0040,img_0048,-0.06033522050887198,False
1-34,11-68,39,False,True,img_0040,img_0051,-0.08112232759865001,False
1-34,12-14,39,False,False,img_0040,img_0003,-0.165201676764207,False
1-34,12-15,39,False,False,img_0040,img_0018,-0.18338342711010905,False
1-34,13-17,33,False,False,img_0040,img_0020,0.23759586923426432,False
1-34,13-18,33,False,False,img_0040,img_0056,0.14734724718590017,False
1-34,13-19,34,False,False,img_0040,img_0255,-0.06282701753211256,False
1-34,13-20,34,False,False,img_0040,img_0269,0.11893202931190391,False
1-34,13-25,34,False,False,img_0040,img_0269,0.08029112639440886,False
1-34,13-26,34,False,False,img_0040,img_0269,0.1003026264604518,False
1-34,13-28,34,False,False,img_0040,img_0269,0.014870762623994716,False
1-34,13-30,34,False,True,img_0040,img_0258,0.27620961341425004,False
1-34,13-31,34,False,False,img_0040,img_0269,0.25482147252835685,False
1-34,13-32,33,False,False,img_0040,img_0010,-0.10672593081617701,False
1-34,13-33,33,False,False,img_0040,img_0008,-0.3912470655880845,False
1-34,13-35,33,False,False,img_0040,img_0010,0.09298820397527943,False
1-34,13-37,33,False,False,img_0040,img_0056,-0.06101191287689455,False
1-34,13-46,33,False,False,img_0040,img_0054,0.17525357485814363,False
1-34,13-75,33,False,False,img_0040,img_0015,-0.34009217664257585,False
1-34,13-77,33,False,False,img_0040,img_0017,-0.03935690544160013,False
1-34,13-78,33,False,False,img_0040,img_0007,0.10737624255465882,False
1-34,13-80,33,False,False,img_0040,img_0007,-0.02343386994815173,False
1-34,13-82,33,False,False,img_0040,img_0003,-0.19149099697327956,False
1-34,13-83,33,False,False,img_0040,img_0054,-0.13402583006017946,False
1-34,13-84,33,False,False,img_0040,img_0011,-0.040414679356291866,False
1-34,13-85,33,False,False,img_0040,img_0023,0.08117401817799834,False
1-34,13-86,33,False,False,img_0040,img_0002,-0.01275168431406175,False
1-34,13-88,33,False,False,img_0040,img_0004,-0.08742648133659667,False
1-34,13-89,33,False,False,img_0040,img_0009,-0.3986843461098778,False
1-34,13-90,33,False,False,img_0040,img_0008,-0.27363606717315736,False
1-34,13-92,33,False,False,img_0040,img_0058,-0.10388195180633554,False
1-34,13-93,33,False,False,img_0040,img_0023,-0.30566227724990785,False
1-34,13-94,33,False,False,img_0040,img_0054,-0.02446790819525315,False
1-34,13-95,33,False,True,img_0040,img_0051,-0.03871325532071553,False
1-34,13-97,33,False,False,img_0040,img_0008,0.11897977667007299,False
1-34,13-98,34,False,False,img_0040,img_0266,-0.22286171619050885,False
1-34,14-14,33,False,True,img_0040,img_0261,-0.19397620200283058,False
1-34,14-15,32,False,False,img_0040,img_0017,-0.12049757153823228,False
1-34,14-16,32,False,False,img_0040,img_0015,0.07744577594269446,False
1-34,14-17,33,False,False,img_0040,img_0255,0.07222676512362282,False
1-34,14-18,32,False,False,img_0040,img_0006,-0.1779501816335572,False
1-34,14-19,33,False,False,img_0040,img_0265,-0.21089332030836022,False
1-34,14-45,32,False,False,img_0040,img_0020,0.10846201404196372,False
1-34,14-46,32,False,False,img_0040,img_0017,0.01871581231888138,False
1-34,14-47,32,False,False,img_0040,img_0003,0.1091809149120012,False
1-34,14-48,32,False,False,img_0040,img_0017,-0.09743780138055272,False
1-34,14-49,32,False,False,img_0040,img_0001,0.28644925295561174,False
1-34,14-50,32,False,False,img_0040,img_0002,-0.3933438705350773,False
1-34,14-51,32,False,False,img_0040,img_0006,-0.00027652446110300766,False
1-34,14-52,32,False,False,img_0040,img_0002,0.22817522082774905,False
1-34,14-53,32,False,False,img_0040,img_0022,-0.12202742428317517,False
1-34,14-55,32,False,False,img_0040,img_0023,-0.2911818772961825,False
1-34,14-56,32,False,False,img_0040,img_0002,-0.19556853108848804,False
1-34,14-59,32,False,False,img_0040,img_0062,0.04693975941379423,False
1-34,14-60,32,False,False,img_0040,img_0003,-0.054475741023137556,False
1-34,14-61,33,False,True,img_0040,img_0258,0.10225923760988886,False
1-34,14-62,32,False,False,img_0040,img_0062,-0.2051484541355479,False
1-34,14-63,33,False,True,img_0040,img_0262,-0.219066545138347,False
1-34,14-68,32,False,False,img_0040,img_0017,0.2510391595771349,False
1-34,14-69,32,False,False,img_0040,img_0059,-0.2693725777159058,False
1-34,15-2,40,False,False,img_0040,img_0048,0.09269652858070794,True
1-34,15-8,40,False,False,img_0040,img_0024,-0.0313293105103055,True
1-34,16-7,31,False,False,img_0040,img_0020,-0.22992848617557074,False
1-34,16-9,31,False,False,img_0040,img_0035,0.10208649663622972,False
1-34,16-13,31,False,False,img_0040,img_0026,0.0229215613878656,False
1-34,16-20,31,False,False,img_0040,img_0022,0.13779816202555742,False
1-34,16-21,31,False,False,img_0040,img_0043,-0.057342941531505424,False
1-34,16-24,32,False,False,img_0040,img_0234,-0.2541425514195842,False
1-34,16-30,31,False,False,img_0040,img_0004,0.2886926011049108,False
1-34,18-5,41,False,False,img_0040,img_0312,-0.07236814191028236,False
1-34,18-13,40,False,False,img_0040,img_0055,-0.13943079977016723,True
1-34,18-14,41,False,False,img_0040,img_0312,-0.08662018308800228,False
1-34,18-16,40,False,False,img_0040,img_0055,-0.0662137371558133,True
1-34,18-17,40,False,False,img_0040,img_0060,0.0753868586294326,True
1-34,18-18,40,False,False,img_0040,img_0025,0.15040645406429665,True
1-34,18-19,41,False,False,img_0040,img_0072,0.29445415857854534,False
1-34,18-20,40,False,False,img_0040,img_0055,-0.13006492391767865,True
1-34,18-22,40,False,False,img_0040,img_0006,-0.16707609423070352,True
1-34,18-23,40,False,False,img_0040,img_0005,0.033369783879655175,True
1-34,18-24,40,False,False,img_0040,img_0055,0.005104146138503793,True
1-34,18-28,40,False,False,img_0040,img_0055,-0.007182132558607589,True
1-34,18-29,41,False,False,img_0040,img_0301,0.12787658359954093,False
1-34,18-30,40,False,False,img_0040,img_0055,-0.027224121407255508,True
1-34,18-37,40,False,False,img_0040,img_0055,-0.36278238554001596,True
1-34,21-0,10,False,False,img_0040,img_0038,-0.6296776178641134,False
1-34,21-2,11,False,False,img_0040,img_0340,-0.10162340369245422,False
1-34,21-4,10,False,False,img_0040,img_0038,-0.4908067825548736,False
1-34,21-14,11,False,False,img_0040,img_0321,-0.6064089103721133,False
1-36,2-0,41,False,False,img_0044,img_0071,-0.4069739629583501,False
1-36,3-39,42,False,False,img_0044,img_0020,0.025273786569040592,True
1-36,5-5,12,False,False,img_0044,img_0168,0.552220173884557,False
1-36,5-6,12,False,False,img_0044,img_0065,0.5386213425423436,False
1-36,10-64,40,False,False,img_0044,img_0236,0.01831805441789145,False
1-36,10-67,39,False,False,img_0044,img_0049,0.12095850246344977,False
1-36,10-70,40,False,False,img_0044,img_0243,0.14789055285863872,False
1-36,10-71,39,False,False,img_0044,img_0004,-0.2742140454679343,False
1-36,11-6,39,False,False,img_0044,img_0056,0.24284967707002147,False
1-36,11-11,39,False,False,img_0044,img_0056,0.03731731901542938,False
1-36,11-12,40,False,False,img_0044,img_0237,-0.1971779426459008,False
1-36,11-13,40,False,False,img_0044,img_0241,0.09985695880683472,False
1-36,11-17,39,False,False,img_0044,img_0022,-0.0813436126089975,False
1-36,11-18,40,False,False,img_0044,img_0113,0.13804396279561962,False
1-36,11-25,39,False,False,img_0044,img_0062,-0.05869194705215406,False
1-36,11-28,39,False,False,img_0044,img_0007,-0.11882238060280786,False
1-36,11-31,40,False,False,img_0044,img_0235,0.2115682935436049,False
1-36,11-34,40,False,False,img_0044,img_0235,0.125448468065273,False
1-36,11-65,39,False,False,img_0044,img_0048,-0.28028677465368795,False
1-36,11-68,39,False,True,img_0044,img_0051,0.16044750350550854,False
1-36,12-14,39,False,False,img_0044,img_0003,-0.08861769008542417,False
1-36,12-15,39,False,False,img_0044,img_0018,-0.08141104668308584,False
1-36,13-17,33,False,False,img_0044,img_0020,-0.04556153908370807,False
1-36,13-18,33,False,False,img_0044,img_0056,-0.2822988007685381,False
1-36,13-19,34,False,False,img_0044,img_0255,0.21989843869872674,False
1-36,13-20,34,False,False,img_0044,img_0269,0.20584013489843697,False
1-36,13-25,34,False,False,img_0044,img_0269,0.1153855082864829,False
1-36,13-26,34,False,False,img_0044,img_0269,0.049857886608107006,False
1-36,13-28,34,False,False,img_0044,img_0269,0.1089368154858795,False
1-36,13-30,34,False,True,img_0044,img_0258,0.08739119550535511,False
1-36,13-31,34,False,False,img_0044,img_0269,0.11381530453971363,False
1-36,13-32,33,False,False,img_0044,img_0010,-0.04919991513248156,False
1-36,13-33,33,False,False,img_0044,img_0008,-0.2387522413026763,False
1-36,13-35,33,False,False,img_0044,img_0010,0.2876072368599524,False
1-36,13-37,33,False,False,img_0044,img_0056,0.4278188892209516,False
1-36,13-46,33,False,False,img_0044,img_0054,0.24901194087610246,False
1-36,13-75,33,False,False,img_0044,img_0015,-0.045206779044766866,False
1-36,13-77,33,False,False,img_0044,img_0017,-0.01987092484613021,False
1-36,13-78,33,False,False,img_0044,img_0007,0.020668343356351555,False
1-36,13-80,33,False,False,img_0044,img_0007,0.2589420227623165,False
1-36,13-82,33,False,False,img_0044,img_0003,-0.2256100408028746,False
1-36,13-83,33,False,False,img_0044,img_0054,-0.14392301292432977,False
1-36,13-84,33,False,False,img_0044,img_0011,-0.051256403376928814,False
1-36,13-85,33,False,False,img_0044,img_0023,-0.1720809351599129,False
1-36,13-86,33,False,False,img_0044,img_0002,-0.11135371179039304,False
1-36,13-88,33,False,False,img_0044,img_0004,-0.15729228743404022,False
1-36,13-89,33,False,False,img_0044,img_0009,0.023140520994136254,False
1-36,13-90,33,False,False,img_0044,img_0008,0.06791059719168417,False
1-36,13-92,33,False,False,img_0044,img_0058,-0.06503861821575592,False
1-36,13-93,33,False,False,img_0044,img_0023,-0.24679108344831796,False
1-36,13-94,33,False,False,img_0044,img_0054,-0.018614800635741533,False
1-36,13-95,33,False,True,img_0044,img_0051,0.10946352834504526,False
1-36,13-97,33,False,False,img_0044,img_0008,-0.12086343190852893,False
1-36,13-98,34,False,False,img_0044,img_0266,0.20482298370216717,False
1-36,14-14,33,False,True,img_0044,img_0261,-0.35419642232029336,False
1-36,14-15,32,False,False,img_0044,img_0017,0.17880133101357726,False
1-36,14-16,32,False,False,img_0044,img_0015,0.3727012441641274,False
1-36,14-17,33,False,False,img_0044,img_0255,-0.005602546257100179,False
1-36,14-18,32,False,False,img_0044,img_0006,0.1240775245646278,False
1-36,14-19,33,False,False,img_0044,img_0265,0.0771150464833577,False
1-36,14-45,32,False,False,img_0044,img_0020,-0.2101769926148397,False
1-36,14-46,32,False,False,img_0044,img_0017,-0.2800312513545718,False
1-36,14-47,32,False,False,img_0044,img_0003,-0.02419733968459329,False
1-36,14-48,32,False,False,img_0044,img_0017,-0.1505706391308923,False
1-36,14-49,32,False,False,img_0044,img_0001,-0.00616432996322245,False
1-36,14-50,32,False,False,img_0044,img_0002,0.06621127626812165,False
1-36,14-51,32,False,False,img_0044,img_0006,-0.059915131832334975,False
1-36,14-52,32,False,False,img_0044,img_0002,0.2942394062620795,False
1-36,14-53,32,False,False,img_0044,img_0022,0.03723119927506364,False
1-36,14-55,32,False,False,img_0044,img_0023,-0.02400070607860759,False
1-36,14-56,32,False,False,img_0044,img_0002,-0.11201642577882923,False
1-36,14-59,32,False,False,img_0044,img_0062,-0.004790419669864103,False
1-36,14-60,32,False,False,img_0044,img_0003,-0.2866143277225087,False
1-36,14-61,33,False,True,img_0044,img_0258,-0.059890705354213564,False
1-36,14-62,32,False,False,img_0044,img_0062,0.07358534363067663,False
1-36,14-63,33,False,True,img_0044,img_0262,0.07740652699662862,False
1-36,14-68,32,False,False,img_0044,img_0017,0.1122300488405179,False
1-36,14-69,32,False,False,img_0044,img_0059,-0.055837095970922956,False
1-36,15-2,40,False,False,img_0044,img_0048,0.095704622828789,True
1-36,15-8,40,False,False,img_0044,img_0024,-0.11630967559847256,True
1-36,16-7,31,False,False,img_0044,img_0020,-0.12468805456202522,False
1-36,16-9,31,False,False,img_0044,img_0035,0.017902300431064163,False
1-36,16-13,31,False,False,img_0044,img_0026,-0.05078164858200297,False
1-36,16-20,31,False,False,img_0044,img_0022,0.12154571969579799,False
1-36,16-21,31,False,False,img_0044,img_0043,0.1781157355533704,False
1-36,16-24,32,False,False,img_0044,img_0234,0.14000737559040757,False
1-36,16-30,31,False,False,img_0044,img_0004,-0.08849891696930158,False
1-36,18-5,42,False,False,img_0044,img_0312,-0.15241076963692754,False
1-36,18-13,41,False,False,img_0044,img_0055,-0.08652956242686051,False
1-36,18-14,42,False,False,img_0044,img_0312,-0.10988129796513228,False
1-36,18-16,41,False,False,img_0044,img_0055,0.013155298356306251,False
1-36,18-17,41,False,False,img_0044,img_0060,0.08937481578418838,False
1-36,18-18,41,False,False,img_0044,img_0025,0.23423910576333368,False
1-36,18-19,42,False,False,img_0044,img_0072,-0.024903516604068,False
1-36,18-20,41,False,False,img_0044,img_0055,0.04475993330306054,False
1-36,18-22,41,False,False,img_0044,img_0006,0.04708400818659016,False
1-36,18-23,41,False,False,img_0044,img_0005,-0.02241321682046514,False
1-36,18-24,41,False,False,img_0044,img_0055,0.15421300742695934,False
1-36,18-28,41,False,False,img_0044,img_0055,0.0765633403715141,False
1-36,18-29,42,False,False,img_0044,img_0301,0.12155006995998752,False
1-36,18-30,41,False,False,img_0044,img_0055,0.05104606554165366,False
1-36,18-37,41,False,False,img_0044,img_0055,-0.11212814866459456,False
1-36,21-0,10,False,False,img_0044,img_0038,0.5432512781572743,False
1-36,21-2,11,False,False,img_0044,img_0340,-0.5034977728398867,False
1-36,21-4,10,False,False,img_0044,img_0038,0.2822138999690523,False
1-36,21-14,11,False,False,img_0044,img_0321,0.14416513718280433,False
1-38,2-0,40,False,False,img_0039,img_0071,-0.36082637994140665,False
1-38,3-39,42,False,True,img_0039,img_0020,0.07445064055502018,True
1-38,5-5,12,False,False,img_0039,img_0168,0.2460211672113892,False
1-38,5-6,12,False,True,img_0039,img_0065,0.33933144580167646,False
1-38,10-64,40,False,False,img_0039,img_0236,-0.11622307478621745,False
1-38,10-67,39,False,False,img_0039,img_0049,-0.1948910493208476,False
1-38,10-70,40,False,False,img_0039,img_0243,-0.1521799128148591,False
1-38,10-71,39,False,True,img_0039,img_0004,-0.15040598371362426,False
1-38,11-6,39,False,False,img_0039,img_0056,-0.0030384327028289857,False
1-38,11-11,39,False,False,img_0039,img_0056,0.0333214785729307,False
1-38,11-12,40,False,False,img_0039,img_0237,0.2581882911021739,False
1-38,11-13,40,False,False,img_0039,img_0241,0.004958376874911901,False
1-38,11-17,39,False,True,img_0039,img_0022,0.06061285105507186,False
1-38,11-18,40,False,False,img_0039,img_0113,-0.03476556136146606,False
1-38,11-25,39,False,True,img_0039,img_0062,0.03003679869826859,False
1-38,11-28,39,False,True,img_0039,img_0007,-0.06568299345355039,False
1-38,11-31,40,False,False,img_0039,img_0235,0.06869238191934729,False
1-38,11-34,40,False,False,img_0039,img_0235,-0.07703959535905305,False
1-38,11-65,39,False,False,img_0039,img_0048,-0.0361111595044319,False
1-38,11-68,39,False,False,img_0039,img_0051,0.05989660812087104,False
1-38,12-14,39,False,True,img_0039,img_0003,-0.00746110501626057,False
1-38,12-15,39,False,True,img_0039,img_0018,0.10437336675340034,False
1-38,13-17,33,False,True,img_0039,img_0020,-0.024616490768421113,False
1-38,13-18,33,False,False,img_0039,img_0056,0.12764956166165245,False
1-38,13-19,34,False,True,img_0039,img_0255,0.13381730468281697,False
1-38,13-20,34,False,False,img_0039,img_0269,-0.04464085321342867,False
1-38,13-25,34,False,False,img_0039,img_0269,0.12616465444534614,False
1-38,13-26,34,False,False,img_0039,img_0269,0.23502625849766512,False
1-38,13-28,34,False,False,img_0039,img_0269,0.1088420303074179,False
1-38,13-30,34,False,False,img_0039,img_0258,0.07527531911976351,False
1-38,13-31,34,False,False,img_0039,img_0269,0.1586978217545527,False
1-38,13-32,33,False,True,img_0039,img_0010,0.06886354255883878,False
1-38,13-33,33,False,True,img_0039,img_0008,-0.05331991832490556,False
1-38,13-35,33,False,True,img_0039,img_0010,0.2605357642935748,False
1-38,13-37,33,False,False,img_0039,img_0056,-0.07865273824327508,False
1-38,13-46,33,False,True,img_0039,img_0054,0.3698420383420801,False
1-38,13-75,33,False,True,img_0039,img_0015,0.06776000558572406,False
1-38,13-77,33,False,False,img_0039,img_0017,0.1747723911691405,False
1-38,13-78,33,False,True,img_0039,img_0007,0.3406317161962948,False
1-38,13-80,33,False,True,img_0039,img_0007,0.22253780439103912,False
1-38,13-82,33,False,True,img_0039,img_0003,-0.13204691344444508,False
1-38,13-83,33,False,True,img_0039,img_0054,0.21262456815796288,False
1-38,13-84,33,False,True,img_0039,img_0011,0.0439560540068117,False
1-38,13-85,33,False,True,img_0039,img_0023,0.15096761793443172,False
1-38,13-86,33,False,True,img_0039,img_0002,0.10435487100419238,False
1-38,13-88,33,False,True,img_0039,img_0004,-0.2710202715789239,False
1-38,13-89,33,False,True,img_0039,img_0009,0.2463761517358596,False
1-38,13-90,33,False,True,img_0039,img_0008,0.054721906297310385,False
1-38,13-92,33,False,True,img_0039,img_0058,-0.015743509203131816,False
1-38,13-93,33,False,True,img_0039,img_0023,0.015608069191933912,False
1-38,13-94,33,False,True,img_0039,img_0054,0.1569577300602318,False
1-38,13-95,33,False,False,img_0039,img_0051,-0.14999056651278225,False
1-38,13-97,33,False,True,img_0039,img_0008,0.22286924240173883,False
1-38,13-98,34,False,False,img_0039,img_0266,-0.13868823872477545,False
1-38,14-14,33,False,False,img_0039,img_0261,-0.1919973278532776,False
1-38,14-15,32,False,False,img_0039,img_0017,0.08034336677978353,False
1-38,14-16,32,False,True,img_0039,img_0015,0.1261750774328819,False
1-38,14-17,33,False,True,img_0039,img_0255,-0.03234688044024371,False
1-38,14-18,32,False,True,img_0039,img_0006,0.23695469227631896,False
1-38,14-19,33,False,False,img_0039,img_0265,-0.05676511031013896,False
1-38,14-45,32,False,True,img_0039,img_0020,0.22005846924987796,False
1-38,14-46,32,False,False,img_0039,img_0017,-0.04746231477500271,False
1-38,14-47,32,False,True,img_0039,img_0003,-0.022715817380573582,False
1-38,14-48,32,False,False,img_0039,img_0017,0.17892155327852616,False
1-38,14-49,32,False,True,img_0039,img_0001,-0.08461060699488679,False
1-38,14-50,32,False,True,img_0039,img_0002,0.015376069430864238,False
1-38,14-51,32,False,True,img_0039,img_0006,-0.0425000466393086,False
1-38,14-52,32,False,True,img_0039,img_0002,-0.26538099177656266,False
1-38,14-53,32,False,True,img_0039,img_0022,0.3817619794320289,False
1-38,14-55,32,False,True,img_0039,img_0023,-0.1337103464268464,False
1-38,14-56,32,False,True,img_0039,img_0002,0.045277436448847394,False
1-38,14-59,32,False,True,img_0039,img_0062,0.17167501541088012,False
1-38,14-60,32,False,True,img_0039,img_0003,0.05193551779833955,False
1-38,14-61,33,False,False,img_0039,img_0258,0.2493821444482306,False
1-38,14-62,32,False,True,img_0039,img_0062,-0.16547768191826911,False
1-38,14-63,33,False,False,img_0039,img_0262,0.1194445763458355,False
1-38,14-68,32,False,False,img_0039,img_0017,-0.0021280534395974413,False
1-38,14-69,32,False,True,img_0039,img_0059,0.1751718764432913,False
1-38,15-2,41,False,False,img_0039,img_0048,-0.05550417837557971,False
1-38,15-8,41,False,False,img_0039,img_0024,0.355768791153247,False
1-38,16-7,31,False,True,img_0039,img_0020,-0.019491487150749314,False
1-38,16-9,31,False,False,img_0039,img_0035,0.16753247335853919,False
1-38,16-13,31,False,False,img_0039,img_0026,0.09356117031542886,False
1-38,16-20,31,False,True,img_0039,img_0022,-0.22335649064988655,False
1-38,16-21,31,False,False,img_0039,img_0043,-0.16500484102814972,False
1-38,16-24,32,False,True,img_0039,img_0234,0.2288191250436278,False
1-38,16-30,31,False,True,img_0039,img_0004,-0.2764033373833491,False
1-38,18-5,41,False,True,img_0039,img_0312,0.06222077903310797,False
1-38,18-13,40,False,True,img_0039,img_0055,-0.15980686940420108,True
1-38,18-14,41,False,True,img_0039,img_0312,-0.23062741309451198,False
1-38,18-16,40,False,True,img_0039,img_0055,0.0004341081087251466,True
1-38,18-17,40,False,True,img_0039,img_0060,-0.022115403900258672,True
1-38,18-18,40,False,True,img_0039,img_0025,-0.047370406534378844,True
1-38,18-19,41,False,False,img_0039,img_0072,0.13788407606511235,False
1-38,18-20,40,False,True,img_0039,img_0055,-0.06276386719921385,True
1-38,18-22,40,False,True,img_0039,img_0006,-0.1263593721833427,True
1-38,18-23,40,False,True,img_0039,img_0005,-0.26923490484489926,True
1-38,18-24,40,False,True,img_0039,img_0055,-0.059860937996303036,True
1-38,18-28,40,False,True,img_0039,img_0055,0.04134176250956308,True
1-38,18-29,41,False,False,img_0039,img_0301,-0.024959290325146693,False
1-38,18-30,40,False,True,img_0039,img_0055,-0.09575650230326174,True
1-38,18-37,40,False,True,img_0039,img_0055,-0.10936917228628214,True
1-38,21-0,10,False,True,img_0039,img_0038,0.2569770286456238,False
1-38,21-2,11,False,False,img_0039,img_0340,-0.04861319505474318,False
1-38,21-4,10,False,True,img_0039,img_0038,-0.2553858243144558,False
1-38,21-14,11,False,False,img_0039,img_0321,0.5229357798165137,False
2-0,3-39,43,False,False,img_0071,img_0020,0.21066911702199215,False
2-0,5-5,13,False,False,img_0071,img_0168,-0.22235220525430482,False
2-0,5-6,12,False,False,img_0071,img_0065,-0.3303691427726279,False
2-0,10-64,32,False,False,img_0071,img_0236,-0.19235343723413095,False
2-0,10-67,32,False,False,img_0071,img_0049,-0.11357132092632036,False
2-0,10-70,32,False,False,img_0071,img_0243,-0.13673744839820878,False
2-0,10-71,31,False,False,img_0071,img_0004,0.10140759637470255,False
2-0,11-6,31,False,False,img_0071,img_0056,-0.009864782465545396,False
2-0,11-11,31,False,False,img_0071,img_0056,-0.2724135568914105,False
2-0,11-12,32,False,False,img_0071,img_0237,-0.2966114998268568,False
2-0,11-13,32,False,False,img_0071,img_0241,-0.2876511519201291,False
2-0,11-17,31,False,False,img_0071,img_0022,-0.03634299811622438,False
2-0,11-18,32,False,False,img_0071,img_0113,0.048156755751462464,False
2-0,11-25,31,False,False,img_0071,img_0062,0.2386033367588225,False
2-0,11-28,31,False,False,img_0071,img_0007,0.3148076617857825,False
2-0,11-31,32,False,False,img_0071,img_0235,-0.020581401907039533,False
2-0,11-34,32,False,False,img_0071,img_0235,-0.23191021748608182,False
2-0,11-65,32,False,False,img_0071,img_0048,0.14203401092834944,False
2-0,11-68,31,False,False,img_0071,img_0051,0.23806351779570845,False
2-0,12-14,31,False,False,img_0071,img_0003,-0.16942833640390068,False
2-0,12-15,31,False,False,img_0071,img_0018,-0.14450101795813416,False
2-0,13-17,27,False,False,img_0071,img_0020,-0.19305457844544016,False
2-0,13-18,27,False,False,img_0071,img_0056,0.036113411747941915,False
2-0,13-19,28,False,False,img_0071,img_0255,-0.16532876374963182,False
2-0,13-20,28,False,False,img_0071,img_0269,-0.3108246088438282,False
2-0,13-25,28,False,False,img_0071,img_0269,-0.2902127743495865,False
2-0,13-26,28,False,False,img_0071,img_0269,-0.15229389322508421,False
2-0,13-28,28,False,False,img_0071,img_0269,-0.30342438667963495,False
2-0,13-30,28,False,False,img_0071,img_0258,-0.4528143625164541,False
2-0,13-31,28,False,False,img_0071,img_0269,-0.38877527049543736,False
2-0,13-32,27,False,False,img_0071,img_0010,-0.16264260701757688,False
2-0,13-33,28,False,False,img_0071,img_0008,-0.0991287281532957,False
2-0,13-35,27,False,False,img_0071,img_0010,-0.3088121929142181,False
2-0,13-37,27,False,False,img_0071,img_0056,0.3098223945651892,False
2-0,13-46,27,False,False,img_0071,img_0054,-0.17633702031252863,False
2-0,13-75,27,False,False,img_0071,img_0015,-0.13887787739372134,False
2-0,13-77,27,False,False,img_0071,img_0017,-0.19691633916552642,False
2-0,13-78,27,False,False,img_0071,img_0007,0.02386725387907804,False
2-0,13-80,27,False,False,img_0071,img_0007,-0.37836121921164945,False
2-0,13-82,27,False,False,img_0071,img_0003,0.0018869271795084919,False
2-0,13-83,27,False,False,img_0071,img_0054,-0.31675264388157265,False
2-0,13-84,27,False,False,img_0071,img_0011,-0.14622116067999502,False
2-0,13-85,27,False,False,img_0071,img_0023,-0.2739197548257998,False
2-0,13-86,27,False,False,img_0071,img_0002,0.04141829703410259,False
2-0,13-88,27,False,False,img_0071,img_0004,0.24730964200890404,False
2-0,13-89,28,False,False,img_0071,img_0009,-0.02896751630574768,False
2-0,13-90,28,False,False,img_0071,img_0008,0.033132675673620056,False
2-0,13-92,27,False,False,img_0071,img_0058,-0.22766691434289904,False
2-0,13-93,27,False,False,img_0071,img_0023,0.03362868427015397,False
2-0,13-94,27,False,False,img_0071,img_0054,-0.26601774929636934,False
2-0,13-95,27,False,False,img_0071,img_0051,-0.5024852946646654,False
2-0,13-97,28,False,False,img_0071,img_0008,-0.3266634243862105,False
2-0,13-98,28,False,False,img_0071,img_0266,-0.0002799860290457173,False
2-0,14-14,28,False,False,img_0071,img_0261,0.05534570275782684,False
2-0,14-15,27,False,False,img_0071,img_0017,-0.018752082429702846,False
2-0,14-16,27,False,False,img_0071,img_0015,-0.05832758448196974,False
2-0,14-17,28,False,False,img_0071,img_0255,-0.17217442723989487,False
2-0,14-18,27,False,False,img_0071,img_0006,-0.2163564083913944,False
2-0,14-19,28,False,False,img_0071,img_0265,0.2473207359556693,False
2-0,14-45,27,False,False,img_0071,img_0020,0.05741910160213958,False
2-0,14-46,27,False,False,img_0071,img_0017,0.08653740352182415,False
2-0,14-47,27,False,False,img_0071,img_0003,0.09737176417551227,False
2-0,14-48,27,False,False,img_0071,img_0017,-0.09950130425031543,False
2-0,14-49,28,False,False,img_0071,img_0001,-0.272236414324755,False
2-0,14-50,27,False,False,img_0071,img_0002,-0.4462975218454079,False
2-0,14-51,27,False,False,img_0071,img_0006,0.06929857731848722,False
2-0,14-52,27,False,False,img_0071,img_0002,0.17425242311326827,False
2-0,14-53,27,False,False,img_0071,img_0022,-0.17649822338705107,False
2-0,14-55,27,False,False,img_0071,img_0023,0.00760339258595473,False
2-0,14-56,27,False,False,img_0071,img_0002,-0.21398697328708774,False
2-0,14-59,27,False,False,img_0071,img_0062,0.21433001551741154,False
2-0,14-60,27,False,False,img_0071,img_0003,-0.0242080439402908,False
2-0,14-61,28,False,False,img_0071,img_0258,-0.11808023301524846,False
2-0,14-62,27,False,False,img_0071,img_0062,0.14358287369558648,False
