cell_a,cell_b,n_common,same_pref,same_category,pref_a,pref_b,rho,both_pref_shared
11-6,14-46,36,False,True,img_0056,img_0017,0.09232623020767837,True
11-6,14-47,36,False,False,img_0056,img_0003,0.05099388004805811,True
11-6,14-48,36,False,True,img_0056,img_0017,-0.0348646796123459,True
11-6,14-49,36,False,False,img_0056,img_0001,0.12188682563397327,True
11-6,14-50,36,False,False,img_0056,img_0002,0.1216300463937685,True
11-6,14-51,36,False,False,img_0056,img_0006,0.061764104882309,True
11-6,14-52,36,False,False,img_0056,img_0002,0.05797551812816761,True
11-6,14-53,36,False,False,img_0056,img_0022,0.20097516103732724,True
11-6,14-55,36,False,False,img_0056,img_0023,0.09989229466912206,True
11-6,14-56,36,False,False,img_0056,img_0002,0.09770245767474053,True
11-6,14-59,36,False,False,img_0056,img_0062,-0.08851926956210089,True
11-6,14-60,36,False,False,img_0056,img_0003,-0.2354728287787776,True
11-6,14-61,37,False,False,img_0056,img_0258,0.06326672731200303,False
11-6,14-62,36,False,False,img_0056,img_0062,-0.013623732490459698,True
11-6,14-63,37,False,False,img_0056,img_0262,0.11809379913529378,False
11-6,14-68,36,False,True,img_0056,img_0017,-0.09664171966355245,True
11-6,14-69,36,False,False,img_0056,img_0059,-0.18858119273610494,True
11-6,15-2,39,False,True,img_0056,img_0048,0.12536380974002767,True
11-6,15-8,39,False,False,img_0056,img_0024,-0.14876465627463442,True
11-6,16-7,53,False,False,img_0056,img_0020,-0.3446909918606833,False
11-6,16-9,53,False,False,img_0056,img_0035,-0.010290064905051143,False
11-6,16-13,53,False,False,img_0056,img_0026,-0.009631179293430091,False
11-6,16-20,53,False,False,img_0056,img_0022,-0.17366443564858078,False
11-6,16-21,53,False,False,img_0056,img_0043,-0.1340519177776513,False
11-6,16-24,53,False,False,img_0056,img_0234,-0.11862049802197683,False
11-6,16-30,53,False,False,img_0056,img_0004,0.04398028089091416,False
11-6,18-5,36,False,False,img_0056,img_0312,0.009192217305874955,False
11-6,18-13,35,False,False,img_0056,img_0055,-0.10557680697271297,True
11-6,18-14,36,False,False,img_0056,img_0312,-0.07848386413066866,False
11-6,18-16,35,False,False,img_0056,img_0055,-0.08788157324907495,True
11-6,18-17,35,False,False,img_0056,img_0060,0.20659749348106787,True
11-6,18-18,36,False,False,img_0056,img_0025,0.255264095752078,False
11-6,18-19,36,False,False,img_0056,img_0072,0.16603162700982704,False
11-6,18-20,35,False,False,img_0056,img_0055,-0.11235940521030764,True
11-6,18-22,35,False,False,img_0056,img_0006,-0.07957680099443368,True
11-6,18-23,35,False,False,img_0056,img_0005,-0.09454309950749325,True
11-6,18-24,35,False,False,img_0056,img_0055,-0.18811969080562613,True
11-6,18-28,35,False,False,img_0056,img_0055,-0.12578226957433855,True
11-6,18-29,36,False,False,img_0056,img_0301,0.2974254418207873,False
11-6,18-30,35,False,False,img_0056,img_0055,-0.11578031763078181,True
11-6,18-37,35,False,False,img_0056,img_0055,-0.07623015252709059,True
11-11,12-14,61,False,False,img_0056,img_0003,0.2038907267374148,True
11-11,12-15,61,False,False,img_0056,img_0018,0.2307568983447439,True
11-11,13-17,39,False,False,img_0056,img_0020,0.38408823115675356,True
11-11,13-18,40,True,True,img_0056,img_0056,-0.041051198888527214,True
11-11,13-19,40,False,False,img_0056,img_0255,0.003972052085574916,False
11-11,13-20,40,False,False,img_0056,img_0269,0.06506039115084658,False
11-11,13-25,40,False,False,img_0056,img_0269,-0.12227472216560516,False
11-11,13-26,40,False,False,img_0056,img_0269,-0.18408909362021758,False
11-11,13-28,40,False,False,img_0056,img_0269,-0.005488783422589871,False
11-11,13-30,40,False,False,img_0056,img_0258,-0.05091555403922238,False
11-11,13-31,40,False,False,img_0056,img_0269,-0.10911672004273995,False
11-11,13-32,39,False,False,img_0056,img_0010,0.09061201142608742,True
11-11,13-33,39,False,False,img_0056,img_0008,-0.26333783540388794,True
11-11,13-35,39,False,False,img_0056,img_0010,-0.3771868371245465,True
11-11,13-37,40,True,True,img_0056,img_0056,0.19998456451537036,True
11-11,13-46,39,False,False,img_0056,img_0054,0.12640945527022324,True
11-11,13-75,39,False,False,img_0056,img_0015,0.29799193524728357,True
11-11,13-77,39,False,True,img_0056,img_0017,0.31876703137393175,True
11-11,13-78,39,False,False,img_0056,img_0007,0.30680587197663184,True
11-11,13-80,39,False,False,img_0056,img_0007,-0.0551856767818455,True
11-11,13-82,39,False,False,img_0056,img_0003,0.16525387627900304,True
11-11,13-83,39,False,False,img_0056,img_0054,0.14458235637113456,True
11-11,13-84,39,False,False,img_0056,img_0011,0.363096179160107,True
11-11,13-85,39,False,False,img_0056,img_0023,0.3941906137698469,True
11-11,13-86,39,False,False,img_0056,img_0002,0.2076795165032199,True
11-11,13-88,39,False,False,img_0056,img_0004,0.22389446909030628,True
11-11,13-89,39,False,False,img_0056,img_0009,0.24198028180910736,True
11-11,13-90,39,False,False,img_0056,img_0008,0.14441549830993722,True
11-11,13-92,39,False,False,img_0056,img_0058,0.35260462296649603,True
11-11,13-93,39,False,False,img_0056,img_0023,0.18646869545915756,True
11-11,13-94,39,False,False,img_0056,img_0054,0.2982816490069433,True
11-11,13-95,39,False,False,img_0056,img_0051,0.21117819425667358,True
11-11,13-97,39,False,False,img_0056,img_0008,0.1932910289583799,True
11-11,13-98,40,False,True,img_0056,img_0266,-0.45603454722123626,False
11-11,14-14,37,False,False,img_0056,img_0261,0.12111705304885528,False
11-11,14-15,36,False,True,img_0056,img_0017,0.12134714084703616,True
11-11,14-16,36,False,False,img_0056,img_0015,-0.23025118564133984,True
11-11,14-17,37,False,False,img_0056,img_0255,0.10901505711719395,False
11-11,14-18,36,False,False,img_0056,img_0006,-0.19807528990695136,True
11-11,14-19,37,False,False,img_0056,img_0265,0.1798000020434428,False
11-11,14-45,36,False,False,img_0056,img_0020,0.31477131052829604,True
11-11,14-46,36,False,True,img_0056,img_0017,0.17672995236089437,True
11-11,14-47,36,False,False,img_0056,img_0003,-0.15103157300616707,True
11-11,14-48,36,False,True,img_0056,img_0017,0.3163679589335535,True
11-11,14-49,36,False,False,img_0056,img_0001,0.274225900810452,True
11-11,14-50,36,False,False,img_0056,img_0002,0.23023508478815233,True
11-11,14-51,36,False,False,img_0056,img_0006,-0.13674929882449552,True
11-11,14-52,36,False,False,img_0056,img_0002,0.09025713363935256,True
11-11,14-53,36,False,False,img_0056,img_0022,0.2233994618545091,True
11-11,14-55,36,False,False,img_0056,img_0023,0.16686573132142948,True
11-11,14-56,36,False,False,img_0056,img_0002,0.21297583095466627,True
11-11,14-59,36,False,False,img_0056,img_0062,-0.15363015962047155,True
11-11,14-60,36,False,False,img_0056,img_0003,0.009882861166857857,True
11-11,14-61,37,False,False,img_0056,img_0258,0.18627612560944834,False
11-11,14-62,36,False,False,img_0056,img_0062,-0.13195419606927714,True
11-11,14-63,37,False,False,img_0056,img_0262,0.08369065347220132,False
11-11,14-68,36,False,True,img_0056,img_0017,-0.05407744451843717,True
11-11,14-69,36,False,False,img_0056,img_0059,-0.18061509983883478,True
11-11,15-2,39,False,True,img_0056,img_0048,-0.027085346095074528,True
11-11,15-8,39,False,False,img_0056,img_0024,0.03886350766844907,True
11-11,16-7,53,False,False,img_0056,img_0020,-0.12118433458559195,False
11-11,16-9,53,False,False,img_0056,img_0035,-0.32478058567020557,False
11-11,16-13,53,False,False,img_0056,img_0026,-0.17953379338582431,False
11-11,16-20,53,False,False,img_0056,img_0022,0.02009939113599739,False
11-11,16-21,53,False,False,img_0056,img_0043,-0.2003326706612128,False
11-11,16-24,53,False,False,img_0056,img_0234,0.019473918721912183,False
11-11,16-30,53,False,False,img_0056,img_0004,-0.09822895050262524,False
11-11,18-5,36,False,False,img_0056,img_0312,0.0046741834671743315,False
11-11,18-13,35,False,False,img_0056,img_0055,0.17566130938064906,True
11-11,18-14,36,False,False,img_0056,img_0312,0.045261380394041525,False
11-11,18-16,35,False,False,img_0056,img_0055,0.2583525329152143,True
11-11,18-17,35,False,False,img_0056,img_0060,0.09634450954904092,True
11-11,18-18,36,False,False,img_0056,img_0025,0.049488301954565474,False
11-11,18-19,36,False,False,img_0056,img_0072,-0.07198146969569319,False
11-11,18-20,35,False,False,img_0056,img_0055,0.17122350992495305,True
11-11,18-22,35,False,False,img_0056,img_0006,0.2970617434746873,True
11-11,18-23,35,False,False,img_0056,img_0005,-0.3913023769656477,True
11-11,18-24,35,False,False,img_0056,img_0055,0.24447956709401605,True
11-11,18-28,35,False,False,img_0056,img_0055,0.35043166709339796,True
11-11,18-29,36,False,False,img_0056,img_0301,0.2796842975164042,False
11-11,18-30,35,False,False,img_0056,img_0055,0.28143504436349154,True
11-11,18-37,35,False,False,img_0056,img_0055,0.045360830360085654,True
11-12,12-14,61,False,False,img_0237,img_0003,-0.08383325030988667,True
11-12,12-15,61,False,False,img_0237,img_0018,-0.08552379291396789,True
11-12,13-17,39,False,False,img_0237,img_0020,-0.0440471196080175,True
11-12,13-18,39,False,False,img_0237,img_0056,0.17116421988394165,True
11-12,13-19,40,False,False,img_0237,img_0255,-0.13362352418010537,False
11-12,13-20,40,False,False,img_0237,img_0269,0.10353920078628458,False
11-12,13-25,40,False,False,img_0237,img_0269,-0.15653111826370236,False
11-12,13-26,40,False,False,img_0237,img_0269,0.020770173725728727,False
11-12,13-28,40,False,False,img_0237,img_0269,0.14556690172345343,False
11-12,13-30,40,False,False,img_0237,img_0258,0.08370008808356921,False
11-12,13-31,40,False,False,img_0237,img_0269,0.08267422135887892,False
11-12,13-32,39,False,False,img_0237,img_0010,-0.016681541494713802,True
11-12,13-33,39,False,False,img_0237,img_0008,-0.1536779364085833,True
11-12,13-35,39,False,False,img_0237,img_0010,0.14009691397027577,True
11-12,13-37,39,False,False,img_0237,img_0056,-0.3296402719072087,True
11-12,13-46,39,False,False,img_0237,img_0054,-0.1493452287137719,True
11-12,13-75,39,False,False,img_0237,img_0015,-0.29835071373911415,True
11-12,13-77,39,False,False,img_0237,img_0017,-0.2454315122662676,True
11-12,13-78,39,False,False,img_0237,img_0007,-0.11924025944498588,True
11-12,13-80,39,False,False,img_0237,img_0007,0.15845742398044416,True
11-12,13-82,39,False,False,img_0237,img_0003,-0.10222529945217083,True
11-12,13-83,39,False,False,img_0237,img_0054,-0.09937394878426559,True
11-12,13-84,39,False,False,img_0237,img_0011,-0.11734125561418524,True
11-12,13-85,39,False,False,img_0237,img_0023,-0.14090730349621328,True
11-12,13-86,39,False,False,img_0237,img_0002,-0.32478810155584276,True
11-12,13-88,39,False,False,img_0237,img_0004,-0.21247026255722654,True
11-12,13-89,39,False,False,img_0237,img_0009,-0.08687153501850589,True
11-12,13-90,39,False,False,img_0237,img_0008,-0.21821813698939757,True
11-12,13-92,39,False,False,img_0237,img_0058,-0.2673556340888151,True
11-12,13-93,39,False,False,img_0237,img_0023,-0.09605189913094092,True
11-12,13-94,39,False,False,img_0237,img_0054,-0.16833269132591483,True
11-12,13-95,39,False,False,img_0237,img_0051,0.1695147646533106,True
11-12,13-97,39,False,False,img_0237,img_0008,-0.23308813687306695,True
11-12,13-98,40,False,False,img_0237,img_0266,0.3646922269612297,False
11-12,14-14,37,False,False,img_0237,img_0261,0.2661538036708177,False
11-12,14-15,36,False,False,img_0237,img_0017,-0.4515386947175131,True
11-12,14-16,36,False,False,img_0237,img_0015,-0.3707775861195581,True
11-12,14-17,37,False,False,img_0237,img_0255,-0.26261226608121957,False
11-12,14-18,36,False,False,img_0237,img_0006,-0.029494371325643524,True
11-12,14-19,37,False,False,img_0237,img_0265,-0.04927093356665266,False
11-12,14-45,36,False,False,img_0237,img_0020,-0.0763678269630266,True
11-12,14-46,36,False,False,img_0237,img_0017,-0.04090062767639674,True
11-12,14-47,36,False,False,img_0237,img_0003,0.10324573972296909,True
11-12,14-48,36,False,False,img_0237,img_0017,-0.06357884226341465,True
11-12,14-49,36,False,False,img_0237,img_0001,-0.21697768954725383,True
11-12,14-50,36,False,False,img_0237,img_0002,-0.1669979862207066,True
11-12,14-51,36,False,False,img_0237,img_0006,-0.37510567858988914,True
11-12,14-52,36,False,False,img_0237,img_0002,-0.18360129565367264,True
11-12,14-53,36,False,False,img_0237,img_0022,0.08036390253105909,True
11-12,14-55,36,False,False,img_0237,img_0023,-0.20633197563416286,True
11-12,14-56,36,False,False,img_0237,img_0002,-0.0977896157060775,True
11-12,14-59,36,False,False,img_0237,img_0062,-0.03571440415510813,True
11-12,14-60,36,False,False,img_0237,img_0003,0.12580684581949939,True
11-12,14-61,37,False,False,img_0237,img_0258,0.04563375189534922,False
11-12,14-62,36,False,False,img_0237,img_0062,-0.31513422832926147,True
11-12,14-63,37,False,False,img_0237,img_0262,-0.19825725539220726,False
11-12,14-68,36,False,False,img_0237,img_0017,-0.12959264551279331,True
11-12,14-69,36,False,False,img_0237,img_0059,0.028342564934961078,True
11-12,15-2,39,False,False,img_0237,img_0048,0.014714163189827585,True
11-12,15-8,39,False,False,img_0237,img_0024,-0.04673906772722283,True
11-12,16-7,52,False,False,img_0237,img_0020,-0.20031439702315448,True
11-12,16-9,52,False,True,img_0237,img_0035,-0.3245244514874882,True
11-12,16-13,52,False,False,img_0237,img_0026,-0.021551754415990606,True
11-12,16-20,52,False,False,img_0237,img_0022,-0.3892810397515233,True
11-12,16-21,52,False,False,img_0237,img_0043,0.22164830430192442,True
11-12,16-24,52,False,False,img_0237,img_0234,-0.1368952612995161,True
11-12,16-30,52,False,False,img_0237,img_0004,-0.2467813461243921,True
11-12,18-5,37,False,False,img_0237,img_0312,0.27869414817367566,False
11-12,18-13,36,False,False,img_0237,img_0055,0.13678068412037891,False
11-12,18-14,37,False,False,img_0237,img_0312,-0.2968773140350287,False
11-12,18-16,36,False,False,img_0237,img_0055,0.1256942127198821,False
11-12,18-17,36,False,False,img_0237,img_0060,-0.27011855631926635,False
11-12,18-18,37,False,False,img_0237,img_0025,-0.0248463967571312,False
11-12,18-19,37,False,False,img_0237,img_0072,0.023727020222137477,False
11-12,18-20,36,False,False,img_0237,img_0055,0.040109199456863996,False
11-12,18-22,36,False,False,img_0237,img_0006,0.3276435460687355,False
11-12,18-23,36,False,False,img_0237,img_0005,-0.039867789630310194,False
11-12,18-24,36,False,False,img_0237,img_0055,0.10272455600088952,False
11-12,18-28,36,False,False,img_0237,img_0055,0.16139036961206482,False
11-12,18-29,37,False,False,img_0237,img_0301,0.09417048384330427,False
11-12,18-30,36,False,False,img_0237,img_0055,0.16477277256010636,False
11-12,18-37,36,False,False,img_0237,img_0055,-0.26750545333374504,False
11-12,21-0,10,False,False,img_0237,img_0038,0.08451542547285165,False
11-12,21-2,10,False,False,img_0237,img_0340,0.4444582228904801,False
11-12,21-4,10,False,False,img_0237,img_0038,0.3359684204526464,False
11-12,21-14,10,False,True,img_0237,img_0321,-0.09420082227209964,False
11-13,12-14,61,False,False,img_0241,img_0003,-0.14913173403140173,True
11-13,12-15,61,False,False,img_0241,img_0018,0.10335817189442624,True
11-13,13-17,40,False,False,img_0241,img_0020,0.05571378944011065,False
11-13,13-18,40,False,False,img_0241,img_0056,0.01170851413654071,False
11-13,13-19,41,False,False,img_0241,img_0255,-0.003337799539988048,False
11-13,13-20,41,False,False,img_0241,img_0269,-0.16599247379161602,False
11-13,13-25,41,False,False,img_0241,img_0269,-0.2733557685393979,False
11-13,13-26,41,False,False,img_0241,img_0269,-0.13615786779191935,False
11-13,13-28,41,False,False,img_0241,img_0269,-0.14119747623909482,False
11-13,13-30,41,False,False,img_0241,img_0258,-0.05269554709120415,False
11-13,13-31,41,False,False,img_0241,img_0269,-0.2500195878420369,False
11-13,13-32,40,False,False,img_0241,img_0010,-0.21387446182079886,False
11-13,13-33,40,False,False,img_0241,img_0008,0.02694471656313884,False
11-13,13-35,40,False,False,img_0241,img_0010,0.05151573245798994,False
11-13,13-37,40,False,False,img_0241,img_0056,-0.03383991314841424,False
11-13,13-46,40,False,False,img_0241,img_0054,-0.03950409657981077,False
11-13,13-75,40,False,False,img_0241,img_0015,-0.20935170562120434,False
11-13,13-77,40,False,False,img_0241,img_0017,-0.276387695650445,False
11-13,13-78,40,False,False,img_0241,img_0007,-0.21051659562205746,False
11-13,13-80,40,False,False,img_0241,img_0007,-0.32471129480048244,False
11-13,13-82,40,False,False,img_0241,img_0003,-0.008936958704860868,False
11-13,13-83,40,False,False,img_0241,img_0054,-0.06359389627187939,False
11-13,13-84,40,False,False,img_0241,img_0011,0.011350299627538092,False
11-13,13-85,40,False,False,img_0241,img_0023,-0.11281052950573627,False
11-13,13-86,40,False,False,img_0241,img_0002,-0.08511503136051299,False
11-13,13-88,40,False,False,img_0241,img_0004,-0.10723876752594007,False
11-13,13-89,40,False,False,img_0241,img_0009,-0.19292709593793625,False
11-13,13-90,40,False,False,img_0241,img_0008,-0.07303723077697141,False
11-13,13-92,40,False,False,img_0241,img_0058,-0.19880213008734368,False
11-13,13-93,40,False,False,img_0241,img_0023,-0.05490057661767899,False
11-13,13-94,40,False,False,img_0241,img_0054,-0.07253550533281988,False
11-13,13-95,40,False,False,img_0241,img_0051,0.011612855376607537,False
11-13,13-97,40,False,False,img_0241,img_0008,-0.3602804591856847,False
11-13,13-98,41,False,False,img_0241,img_0266,0.3404831578261904,False
11-13,14-14,38,False,False,img_0241,img_0261,0.039847726314965394,False
11-13,14-15,37,False,False,img_0241,img_0017,-0.14227387923036866,False
11-13,14-16,37,False,False,img_0241,img_0015,-0.23383965393872025,False
11-13,14-17,38,False,False,img_0241,img_0255,-0.09279618076847647,False
11-13,14-18,37,False,False,img_0241,img_0006,0.03630796583319758,False
11-13,14-19,38,False,False,img_0241,img_0265,-0.023005039376497147,False
11-13,14-45,37,False,False,img_0241,img_0020,-0.008547516781201856,False
11-13,14-46,37,False,False,img_0241,img_0017,-0.2124460948193592,False
11-13,14-47,37,False,False,img_0241,img_0003,-0.12171615529800318,False
11-13,14-48,37,False,False,img_0241,img_0017,-0.08842294265033349,False
11-13,14-49,37,False,False,img_0241,img_0001,-0.13837587152663022,False
11-13,14-50,37,False,False,img_0241,img_0002,0.009873280758517183,False
11-13,14-51,37,False,False,img_0241,img_0006,-0.2018552457752577,False
11-13,14-52,37,False,False,img_0241,img_0002,0.06087776574153751,False
11-13,14-53,37,False,False,img_0241,img_0022,-0.07965216753368344,False
11-13,14-55,37,False,False,img_0241,img_0023,-0.15723236782082087,False
11-13,14-56,37,False,False,img_0241,img_0002,-0.21746215271508987,False
11-13,14-59,37,False,False,img_0241,img_0062,-0.25849288985682645,False
11-13,14-60,37,False,False,img_0241,img_0003,-0.13257913920381098,False
11-13,14-61,38,False,False,img_0241,img_0258,0.11341201111964405,False
11-13,14-62,37,False,False,img_0241,img_0062,-0.10271300308125372,False
11-13,14-63,38,False,False,img_0241,img_0262,0.027194915429671233,False
11-13,14-68,37,False,False,img_0241,img_0017,0.17412427129139002,False
11-13,14-69,37,False,False,img_0241,img_0059,-0.22149172852016544,False
11-13,15-2,40,False,False,img_0241,img_0048,-0.08904036131790823,False
11-13,15-8,40,False,False,img_0241,img_0024,-0.0950049250054099,False
11-13,16-7,52,False,False,img_0241,img_0020,-0.05409345302396934,True
11-13,16-9,52,False,False,img_0241,img_0035,-0.32325466763718197,True
11-13,16-13,52,False,False,img_0241,img_0026,-0.06405772025871631,True
11-13,16-20,52,False,False,img_0241,img_0022,-0.045054447600341684,True
11-13,16-21,52,False,True,img_0241,img_0043,-0.07065286824304132,True
11-13,16-24,52,False,False,img_0241,img_0234,0.16935438109516587,True
11-13,16-30,52,False,False,img_0241,img_0004,-0.015739953456639654,True
11-13,18-5,37,False,False,img_0241,img_0312,-0.1560158227780703,False
11-13,18-13,36,False,False,img_0241,img_0055,0.08072290600006132,False
11-13,18-14,37,False,False,img_0241,img_0312,-0.16168097391491557,False
11-13,18-16,36,False,False,img_0241,img_0055,-0.08342590816710663,False
11-13,18-17,36,False,False,img_0241,img_0060,-0.40068157978436303,False
11-13,18-18,37,False,False,img_0241,img_0025,-0.10797638431275552,False
11-13,18-19,37,False,False,img_0241,img_0072,0.1299772062446505,False
11-13,18-20,36,False,False,img_0241,img_0055,-0.1502847414713414,False
11-13,18-22,36,False,False,img_0241,img_0006,0.05498338187163404,False
11-13,18-23,36,False,False,img_0241,img_0005,-0.13203962442953388,False
11-13,18-24,36,False,False,img_0241,img_0055,-0.008642262594080517,False
11-13,18-28,36,False,False,img_0241,img_0055,0.037380318235396164,False
11-13,18-29,37,False,False,img_0241,img_0301,0.049021789601731106,False
11-13,18-30,36,False,False,img_0241,img_0055,-0.10539459482723433,False
11-13,18-37,36,False,False,img_0241,img_0055,-0.49852531586180426,False
11-13,21-0,10,False,False,img_0241,img_0038,0.01278274981412284,False
11-13,21-2,10,False,False,img_0241,img_0340,0.44780186120543974,False
11-13,21-4,10,False,False,img_0241,img_0038,0.45732956038002354,False
11-13,21-14,10,False,False,img_0241,img_0321,-0.25645755978549273,False
11-17,12-14,61,False,True,img_0022,img_0003,0.023187593080402347,True
11-17,12-15,61,False,True,img_0022,img_0018,-0.22650638266509837,True
11-17,13-17,39,False,True,img_0022,img_0020,-0.25527238482085185,True
11-17,13-18,39,False,False,img_0022,img_0056,0.1494129784304215,True
11-17,13-19,40,False,True,img_0022,img_0255,0.12356544467604083,False
11-17,13-20,40,False,False,img_0022,img_0269,-0.047189775935074396,False
11-17,13-25,40,False,False,img_0022,img_0269,-0.07852131839298007,False
11-17,13-26,40,False,False,img_0022,img_0269,0.004960421123487598,False
11-17,13-28,40,False,False,img_0022,img_0269,-0.14673346149432095,False
11-17,13-30,40,False,False,img_0022,img_0258,-0.059602333562293316,False
11-17,13-31,40,False,False,img_0022,img_0269,0.07801743070818343,False
11-17,13-32,39,False,True,img_0022,img_0010,-0.06526073739012801,True
11-17,13-33,39,False,True,img_0022,img_0008,-0.08291035105926804,True
11-17,13-35,39,False,True,img_0022,img_0010,-0.0648174420041263,True
11-17,13-37,39,False,False,img_0022,img_0056,0.09192150222627297,True
11-17,13-46,39,False,True,img_0022,img_0054,0.006009583147067154,True
11-17,13-75,39,False,True,img_0022,img_0015,-0.3318445455079277,True
11-17,13-77,39,False,False,img_0022,img_0017,-0.2234298163269557,True
11-17,13-78,39,False,True,img_0022,img_0007,-0.26059167067610434,True
11-17,13-80,39,False,True,img_0022,img_0007,-0.17562221561816138,True
11-17,13-82,39,False,True,img_0022,img_0003,-0.3798854803270709,True
11-17,13-83,39,False,True,img_0022,img_0054,-0.07093091001891602,True
11-17,13-84,39,False,True,img_0022,img_0011,-0.028179292226436097,True
11-17,13-85,39,False,True,img_0022,img_0023,-0.17195791624069787,True
11-17,13-86,39,False,True,img_0022,img_0002,-0.28310895298675287,True
11-17,13-88,39,False,True,img_0022,img_0004,-0.11006613801998881,True
11-17,13-89,39,False,True,img_0022,img_0009,-0.37368877688121643,True
11-17,13-90,39,False,True,img_0022,img_0008,-0.14645817568275032,True
11-17,13-92,39,False,True,img_0022,img_0058,-0.36688881655334504,True
11-17,13-93,39,False,True,img_0022,img_0023,-0.2124123180856744,True
11-17,13-94,39,False,True,img_0022,img_0054,-0.21270694106884852,True
11-17,13-95,39,False,False,img_0022,img_0051,0.018434966743629978,True
11-17,13-97,39,False,True,img_0022,img_0008,-0.131868668493102,True
11-17,13-98,40,False,False,img_0022,img_0266,0.05937210486429873,False
11-17,14-14,37,False,False,img_0022,img_0261,0.21011771516813038,False
11-17,14-15,36,False,False,img_0022,img_0017,-0.31538262394611416,True
11-17,14-16,36,False,True,img_0022,img_0015,-0.14527630392661495,True
11-17,14-17,37,False,True,img_0022,img_0255,-0.23563504308217711,False
11-17,14-18,36,False,True,img_0022,img_0006,-0.012687321232531839,True
11-17,14-19,37,False,False,img_0022,img_0265,-0.33405149347258734,False
11-17,14-45,36,False,True,img_0022,img_0020,0.03490211021505669,True
11-17,14-46,36,False,False,img_0022,img_0017,0.051753572876026284,True
11-17,14-47,36,False,True,img_0022,img_0003,0.06596199424183134,True
11-17,14-48,36,False,False,img_0022,img_0017,-0.13435107025822013,True
11-17,14-49,36,False,True,img_0022,img_0001,0.15020274998605843,True
11-17,14-50,36,False,True,img_0022,img_0002,-0.14710457841736252,True
11-17,14-51,36,False,True,img_0022,img_0006,-0.1709815587072161,True
11-17,14-52,36,False,True,img_0022,img_0002,-0.13540500700972322,True
11-17,14-53,37,True,True,img_0022,img_0022,-0.07463483679186192,True
11-17,14-55,36,False,True,img_0022,img_0023,-0.1985169645138848,True
11-17,14-56,36,False,True,img_0022,img_0002,-0.011355546619326267,True
11-17,14-59,36,False,True,img_0022,img_0062,-0.16240322093167503,True
11-17,14-60,36,False,True,img_0022,img_0003,0.10736498120196743,True
11-17,14-61,37,False,False,img_0022,img_0258,0.1952290243981387,False
11-17,14-62,36,False,True,img_0022,img_0062,-0.11799382686554127,True
11-17,14-63,37,False,False,img_0022,img_0262,-0.10403473874538129,False
11-17,14-68,36,False,False,img_0022,img_0017,0.06712799651082813,True
11-17,14-69,36,False,True,img_0022,img_0059,0.03313663769701801,True
11-17,15-2,39,False,False,img_0022,img_0048,-0.3285678717035218,True
11-17,15-8,39,False,False,img_0022,img_0024,0.07137304461860781,True
11-17,16-7,52,False,True,img_0022,img_0020,0.005281164498629485,True
11-17,16-9,52,False,False,img_0022,img_0035,-0.08094484142424996,True
11-17,16-13,52,False,False,img_0022,img_0026,0.10038262919526066,True
11-17,16-20,53,True,True,img_0022,img_0022,-0.20250423964623424,True
11-17,16-21,52,False,False,img_0022,img_0043,0.05509068094427831,True
11-17,16-24,52,False,True,img_0022,img_0234,-0.1240414742550617,True
11-17,16-30,52,False,True,img_0022,img_0004,-0.2262404635329069,True
11-17,18-5,36,False,True,img_0022,img_0312,0.0834526815524578,False
11-17,18-13,35,False,True,img_0022,img_0055,0.27329605466577894,True
11-17,18-14,36,False,True,img_0022,img_0312,-0.14951383909027294,False
11-17,18-16,35,False,True,img_0022,img_0055,0.20596969060670278,True
11-17,18-17,35,False,True,img_0022,img_0060,-0.0050830482671345555,True
11-17,18-18,36,False,True,img_0022,img_0025,-0.12718026031481983,False
11-17,18-19,36,False,False,img_0022,img_0072,-0.14411602155031125,False
11-17,18-20,35,False,True,img_0022,img_0055,0.16520414991410481,True
11-17,18-22,35,False,True,img_0022,img_0006,0.273543291087011,True
11-17,18-23,35,False,True,img_0022,img_0005,0.20130873947124733,True
11-17,18-24,35,False,True,img_0022,img_0055,0.2052639439326125,True
11-17,18-28,35,False,True,img_0022,img_0055,0.2996174152071075,True
11-17,18-29,36,False,False,img_0022,img_0301,0.0954618068850011,False
11-17,18-30,35,False,True,img_0022,img_0055,0.22143847145042847,True
11-17,18-37,35,False,True,img_0022,img_0055,0.0723087501812654,True
11-17,21-0,10,False,True,img_0022,img_0038,0.5141091091399071,False
11-17,21-2,10,False,False,img_0022,img_0340,0.13396223681087724,False
11-17,21-4,10,False,True,img_0022,img_0038,0.5171565421071075,False
11-17,21-14,10,False,False,img_0022,img_0321,0.19877310140584215,False
11-18,12-14,61,False,False,img_0113,img_0003,-0.15627900308546966,True
11-18,12-15,61,False,False,img_0113,img_0018,-0.10582453048654031,True
11-18,13-17,40,False,False,img_0113,img_0020,-0.04815790181144018,False
11-18,13-18,40,False,False,img_0113,img_0056,0.0029323710970294817,False
11-18,13-19,41,False,False,img_0113,img_0255,0.07351040647234319,False
11-18,13-20,41,False,False,img_0113,img_0269,0.006477690352681003,False
11-18,13-25,41,False,False,img_0113,img_0269,0.16881551530757458,False
11-18,13-26,41,False,False,img_0113,img_0269,0.19029833196956544,False
11-18,13-28,41,False,False,img_0113,img_0269,0.07150980441591823,False
11-18,13-30,41,False,False,img_0113,img_0258,-0.01637859882993067,False
11-18,13-31,41,False,False,img_0113,img_0269,-0.06197411883320918,False
