subject,unit,area,region,concept_cell,mean_rate,reliability,model,layer,view,r,r_norm
17,4,preSMA,MFC,True,1.1375661375661377,0.2564432108587692,vgg16,conv2_2,gap,-0.23209894327326905,-0.4583292351484188
17,5,preSMA,MFC,False,0.4497354497354497,0.07323345733132325,vgg16,conv2_2,gap,-0.14918204981822225,-0.5512667537215257
17,6,preSMA,MFC,False,0.46296296296296297,0.11011651583182704,vgg16,conv2_2,gap,-0.11228850539951776,-0.3383834161176713
17,7,amygdala,MTL,False,1.3558201058201056,0.05351716891258881,vgg16,conv2_2,gap,0.2427555113768559,1.0493552343235173
17,0,dACC,MFC,False,4.394841269841271,-0.9864767670682419,vgg16,conv3_3,gap,-0.08001742713374793,-0.3578488129113931
17,1,dACC,MFC,False,3.5251322751322753,-0.1628416929600158,vgg16,conv3_3,gap,-0.31329702568843776,-1.4011068931756894
17,2,dACC,MFC,False,2.1560846560846563,-0.054475098212150595,vgg16,conv3_3,gap,0.17823052960812621,0.7970711597391184
17,3,amygdala,MTL,False,3.9384920634920624,-0.6572892320569931,vgg16,conv3_3,gap,-0.1907887936922837,-0.8532334240822589
17,4,preSMA,MFC,True,1.1375661375661377,0.2564432108587692,vgg16,conv3_3,gap,-0.1994294039033357,-0.3938162098803834
17,5,preSMA,MFC,False,0.4497354497354497,0.07323345733132325,vgg16,conv3_3,gap,-0.101073462338478,-0.3734929204862137
17,6,preSMA,MFC,False,0.46296296296296297,0.11011651583182704,vgg16,conv3_3,gap,0.047195986339846896,0.14222594759720553
17,7,amygdala,MTL,False,1.3558201058201056,0.05351716891258881,vgg16,conv3_3,gap,0.07298124251003739,0.3154748100299696
17,0,dACC,MFC,False,4.394841269841271,-0.9864767670682419,vgg16,conv4_3,gap,-0.16368022277286381,-0.7320002093848652
17,1,dACC,MFC,False,3.5251322751322753,-0.1628416929600158,vgg16,conv4_3,gap,-0.3788844024991087,-1.6944225592047966
17,2,dACC,MFC,False,2.1560846560846563,-0.054475098212150595,vgg16,conv4_3,gap,0.23916256763530894,1.0695675178118838
