subject,region,n_units,n_images,model,layer,view,rho,reliability,rho_norm
5,MFC,22,63,dinov2_small,block2,cls,-0.010581598543849838,0.02436103671776106,-0.06779589487459883
5,MFC,22,63,dinov2_small,block2,gap,0.009723928940845306,0.02436103671776106,0.062300838716356124
5,MFC,22,63,dinov2_small,block5,cls,-0.01362180063394051,0.02436103671776106,-0.08727435273171709
5,MFC,22,63,dinov2_small,block5,gap,0.010061434911246038,0.02436103671776106,0.06446322648735472
5,MFC,22,63,dinov2_small,block8,cls,-0.00850512435715496,0.02436103671776106,-0.05449200462705158
5,MFC,22,63,dinov2_small,block8,gap,0.016563662353028783,0.02436103671776106,0.10612274761424982
5,MFC,22,63,dinov2_small,block11,cls,0.04584745016882081,0.02436103671776106,0.29374284981926013
5,MFC,22,63,dinov2_small,block11,gap,0.021780046673964534,0.02436103671776106,0.13954392132275453
5,MFC,22,63,dinov2_small,norm,cls,0.0582811133494771,0.02436103671776106,0.373404851586647
5,MFC,22,63,dinov2_small,norm,gap,0.023571237773775303,0.02436103671776106,0.15102001380536603
5,MFC,22,63,clip_vitb32,block2,cls,0.01786132320086319,0.02436103671776106,0.11443681075490801
5,MFC,22,63,clip_vitb32,block2,gap,0.022144600032058648,0.02436103671776106,0.14187960066639163
5,MFC,22,63,clip_vitb32,block5,cls,0.005665844567841963,0.02436103671776106,0.03630084822302078
5,MFC,22,63,clip_vitb32,block5,gap,0.032110958301156775,0.02436103671776106,0.20573367476440005
5,MFC,22,63,clip_vitb32,block8,cls,0.021025289239834575,0.02436103671776106,0.13470821947222109
5,MFC,22,63,clip_vitb32,block8,gap,0.021803219793200348,0.02436103671776106,0.13969239060639985
5,MFC,22,63,clip_vitb32,block11,cls,0.01732546596189197,0.02436103671776106,0.11100359403528483
5,MFC,22,63,clip_vitb32,block11,gap,0.031517647513520604,0.02436103671776106,0.20193235536829368
5,MFC,22,63,clip_vitb32,ln_post,cls,0.01661488485371291,0.02436103671776106,0.1064509282059822
5,MFC,22,63,clip_vitb32,ln_post,gap,0.03581855105800618,0.02436103671776106,0.22948807895385778
5,MFC,22,63,clip_vitb32,embed,gap,0.007405387883445613,0.02436103671776106,0.0474460353387256
5,MFC,22,63,baseline,category,-,0.009732275208520895,0.02436103671776106,0.06235431293233443
5,MFC,22,63,baseline,lowlevel,-,0.002055667512516932,0.02436103671776106,0.013170582686368046
5,all,36,63,alexnet,conv1,gap,0.007244115216574862,0.05259796333833424,0.03158645485578901
5,all,36,63,alexnet,conv2,gap,0.013598173234577862,0.05259796333833424,0.05929200076945702
5,all,36,63,alexnet,conv3,gap,0.009204445117509319,0.05259796333833424,0.040134064890572016
5,all,36,63,alexnet,conv4,gap,0.003375600973945663,0.05259796333833424,0.014718604631071197
5,all,36,63,alexnet,conv5,gap,0.009957659287945994,0.05259796333833424,0.0434182983241876
5,all,36,63,alexnet,fc6,gap,-0.008006021924473927,0.05259796333833424,-0.03490859028763756
5,all,36,63,alexnet,fc7,gap,-0.013744074479568312,0.05259796333833424,-0.05992817274498687
5,all,36,63,alexnet,logits,gap,0.019959040621716058,0.05259796333833424,0.0870272375182864
5,all,36,63,vgg16,conv1_2,gap,-0.007671808679531519,0.05259796333833424,-0.03345132307722295
5,all,36,63,vgg16,conv2_2,gap,0.008159876293528833,0.05259796333833424,0.03557944020335942
5,all,36,63,vgg16,conv3_3,gap,0.007957162647002795,0.05259796333833424,0.034695549589638004
5,all,36,63,vgg16,conv4_3,gap,0.0030462607693708854,0.05259796333833424,0.013282585297723805
5,all,36,63,vgg16,conv5_3,gap,0.006367153206481827,0.05259796333833424,0.027762644754223187
5,all,36,63,vgg16,fc6,gap,0.01095884919258119,0.05259796333833424,0.047783778272998206
5,all,36,63,vgg16,fc7,gap,0.01693111537150694,0.05259796333833424,0.07382460043106806
5,all,36,63,vgg16,logits,gap,0.030299712827945476,0.05259796333833424,0.13211558385949926
5,all,36,63,resnet18,stem,gap,-0.003541667745984699,0.05259796333833424,-0.01544270418515556
5,all,36,63,resnet18,layer1,gap,0.014845254339779937,0.05259796333833424,0.06472963805894197
5,all,36,63,resnet18,layer2,gap,0.013360702325581756,0.05259796333833424,0.058256558355536496
5,all,36,63,resnet18,layer3,gap,0.02506879154295105,0.05259796333833424,0.10930724162819168
5,all,36,63,resnet18,layer4,gap,0.003288828636953164,0.05259796333833424,0.014340251937442894
5,all,36,63,resnet18,avgpool,gap,0.003288828636953164,0.05259796333833424,0.014340251937442894
5,all,36,63,resnet18,logits,gap,0.020173004950532186,0.05259796333833424,0.08796018438768963
5,all,36,63,resnet50,stem,gap,0.006751284104935539,0.05259796333833424,0.029437567490813603
5,all,36,63,resnet50,layer1,gap,0.0008040822681849752,0.05259796333833424,0.003506033173830965
5,all,36,63,resnet50,layer2,gap,-0.0016714335150273417,0.05259796333833424,-0.00728793754495612
5,all,36,63,resnet50,layer3,gap,0.005487293146927184,0.05259796333833424,0.023926198311882512
5,all,36,63,resnet50,layer4,gap,-0.013654951806742302,0.05259796333833424,-0.05953957190172515
5,all,36,63,resnet50,avgpool,gap,-0.013654951806742302,0.05259796333833424,-0.05953957190172515
5,all,36,63,resnet50,logits,gap,-0.014387604163211241,0.05259796333833424,-0.0627341498302545
5,all,36,63,convnext_tiny,stage1,gap,-0.0014934362514304027,0.05259796333833424,-0.006511817568537935
5,all,36,63,convnext_tiny,stage2,gap,0.003137266610524087,0.05259796333833424,0.013679397304057112
5,all,36,63,convnext_tiny,stage3,gap,0.02015170855593382,0.05259796333833424,0.08786732589683718
5,all,36,63,convnext_tiny,stage4,gap,0.02050214056795764,0.05259796333833424,0.08939531166140476
5,all,36,63,convnext_tiny,avgpool,gap,0.02050214056795764,0.05259796333833424,0.08939531166140476
5,all,36,63,convnext_tiny,logits,gap,0.0007818579822637182,0.05259796333833424,0.0034091288062212733
5,all,36,63,vit_b_16,block2,cls,-0.004364478598405723,0.05259796333833424,-0.01903039944784056
5,all,36,63,vit_b_16,block2,gap,0.008380195711353322,0.05259796333833424,0.036540097114094935
5,all,36,63,vit_b_16,block5,cls,0.0006309161609723395,0.05259796333833424,0.0027509784480985924
5,all,36,63,vit_b_16,block5,gap,0.013301120748379408,0.05259796333833424,0.057996765303897475
5,all,36,63,vit_b_16,block8,cls,0.00544238546219053,0.05259796333833424,0.023730387710559277
5,all,36,63,vit_b_16,block8,gap,0.0319221114749562,0.05259796333833424,0.13918971508047223
5,all,36,63,vit_b_16,block11,cls,0.019520982483808878,0.05259796333833424,0.0851171762915465
5,all,36,63,vit_b_16,block11,gap,0.03959963409636673,0.05259796333833424,0.1726659526105737
5,all,36,63,vit_b_16,ln,cls,0.03767708838115879,0.05259796333833424,0.164283092644092
5,all,36,63,vit_b_16,ln,gap,0.038482454554524925,0.05259796333833424,0.16779472401892218
5,all,36,63,vit_b_16,logits,gap,0.011209748751000288,0.05259796333833424,0.048877773514433544
5,all,36,63,dinov2_small,block2,cls,-0.026799072054550115,0.05259796333833424,-0.11685176923902066
5,all,36,63,dinov2_small,block2,gap,-0.003886525966381415,0.05259796333833424,-0.0169463865928132
5,all,36,63,dinov2_small,block5,cls,-0.024381436714448174,0.05259796333833424,-0.10631017413115096
5,all,36,63,dinov2_small,block5,gap,0.0006767356278075318,0.05259796333833424,0.0029507646852631663
5,all,36,63,dinov2_small,block8,cls,-0.012225694705145394,0.05259796333833424,-0.05330759414223116
5,all,36,63,dinov2_small,block8,gap,0.013618385478377081,0.05259796333833424,0.05938013204666773
5,all,36,63,dinov2_small,block11,cls,0.03043040052145431,0.05259796333833424,0.13268542031402983
5,all,36,63,dinov2_small,block11,gap,0.018192744717224735,0.05259796333833424,0.07932567229172459
5,all,36,63,dinov2_small,norm,cls,0.03497023124881775,0.05259796333833424,0.15248040617989375
5,all,36,63,dinov2_small,norm,gap,0.020456414534623713,0.05259796333833424,0.08919593282155255
5,all,36,63,clip_vitb32,block2,cls,0.006010999197966826,0.05259796333833424,0.02620970941631916
5,all,36,63,clip_vitb32,block2,gap,0.010944935655505089,0.05259796333833424,0.04772311119391406
5,all,36,63,clip_vitb32,block5,cls,-0.0027391706254763343,0.05259796333833424,-0.011943582717451585
5,all,36,63,clip_vitb32,block5,gap,0.02101762608180852,0.05259796333833424,0.09164297882644504
5,all,36,63,clip_vitb32,block8,cls,0.005479399626992843,0.05259796333833424,0.023891780263079417
5,all,36,63,clip_vitb32,block8,gap,0.019534813863840768,0.05259796333833424,0.08517748514195944
5,all,36,63,clip_vitb32,block11,cls,0.01379931300988434,0.05259796333833424,0.06016902884569261
5,all,36,63,clip_vitb32,block11,gap,0.015468307588344214,0.05259796333833424,0.06744633191597774
5,all,36,63,clip_vitb32,ln_post,cls,0.016371461586317335,0.05259796333833424,0.07138434672274548
5,all,36,63,clip_vitb32,ln_post,gap,0.016518052306110215,0.05259796333833424,0.07202352500947691
5,all,36,63,clip_vitb32,embed,gap,0.010605757547616227,0.05259796333833424,0.046244195733211466
5,all,36,63,baseline,category,-,0.02131093277548861,0.05259796333833424,0.09292188154428548
5,all,36,63,baseline,lowlevel,-,-0.006582588307481638,0.05259796333833424,-0.028702004619250335
5,MTL_concept,2,63,alexnet,conv1,gap,-0.0014226177561357555,0.002305077614419643,-0.02963094131773982
5,MTL_concept,2,63,alexnet,conv2,gap,-0.00942024821805569,0.002305077614419643,-0.1962092915991376
5,MTL_concept,2,63,alexnet,conv3,gap,-0.013635640437686726,0.002305077614419643,-0.2840094325382086
5,MTL_concept,2,63,alexnet,conv4,gap,-0.013190306136133572,0.002305077614419643,-0.27473380350912807
5,MTL_concept,2,63,alexnet,conv5,gap,-0.01060333672306994,0.002305077614419643,-0.22085120676895256
5,MTL_concept,2,63,alexnet,fc6,gap,-0.006841396954318947,0.002305077614419643,-0.14249578343196503
5,MTL_concept,2,63,alexnet,fc7,gap,-0.003524120953674248,0.002305077614419643,-0.07340202294295996
5,MTL_concept,2,63,alexnet,logits,gap,-0.0051094258908544,0.002305077614419643,-0.10642148819405
5,MTL_concept,2,63,vgg16,conv1_2,gap,0.00701464348704101,0.002305077614419643,0.14610424243119285
5,MTL_concept,2,63,vgg16,conv2_2,gap,-0.023248028819140145,0.002305077614419643,-0.48422070842431564
5,MTL_concept,2,63,vgg16,conv3_3,gap,-0.030391334122239884,0.002305077614419643,-0.6330047787326928
5,MTL_concept,2,63,vgg16,conv4_3,gap,-0.014702871038101079,0.002305077614419643,-0.306238205627103
5,MTL_concept,2,63,vgg16,conv5_3,gap,0.0003930061193780163,0.002305077614419643,0.00818571342201875
5,MTL_concept,2,63,vgg16,fc6,gap,0.03362906820347322,0.002305077614419643,0.7004418032951195
5,MTL_concept,2,63,vgg16,fc7,gap,0.0255946629237023,0.002305077614419643,0.5330974900802398
5,MTL_concept,2,63,vgg16,logits,gap,0.00856435346178789,0.002305077614419643,0.17838231932373158
5,MTL_concept,2,63,resnet18,stem,gap,0.007831090149443795,0.002305077614419643,0.16310957154253067
5,MTL_concept,2,63,resnet18,layer1,gap,-0.020179234621198715,0.002305077614419643,-0.42030244197274347
5,MTL_concept,2,63,resnet18,layer2,gap,-0.014712358599196578,0.002305077614419643,-0.3064358169424804
5,MTL_concept,2,63,resnet18,layer3,gap,-0.018318053445501588,0.002305077614419643,-0.38153689869106594
5,MTL_concept,2,63,resnet18,layer4,gap,0.009482257060786588,0.002305077614419643,0.19750084048654293
5,MTL_concept,2,63,resnet18,avgpool,gap,0.009482257060786588,0.002305077614419643,0.19750084048654293
5,MTL_concept,2,63,resnet18,logits,gap,0.008031432611015769,0.002305077614419643,0.167282397093658
5,MTL_concept,2,63,resnet50,stem,gap,0.0050009872572596295,0.002305077614419643,0.10416287812485592
5,MTL_concept,2,63,resnet50,layer1,gap,-0.0023692178836388876,0.002305077614419643,-0.049347167063156255
5,MTL_concept,2,63,resnet50,layer2,gap,-0.004893701905762361,0.002305077614419643,-0.10192828914917516
5,MTL_concept,2,63,resnet50,layer3,gap,-0.013608394812466246,0.002305077614419643,-0.2834419480409912
5,MTL_concept,2,63,resnet50,layer4,gap,-0.009940836390914204,0.002305077614419643,-0.20705234310341533
5,MTL_concept,2,63,resnet50,avgpool,gap,-0.009940836390914204,0.002305077614419643,-0.20705234310341533
5,MTL_concept,2,63,resnet50,logits,gap,-0.0017593079237511124,0.002305077614419643,-0.03664368002133197
5,MTL_concept,2,63,convnext_tiny,stage1,gap,-0.005770395599765528,0.002305077614419643,-0.12018847132994746
5,MTL_concept,2,63,convnext_tiny,stage2,gap,-0.0022713270866163556,0.002305077614419643,-0.047308252217892206
5,MTL_concept,2,63,convnext_tiny,stage3,gap,-0.01496982572724321,0.002305077614419643,-0.31179846149650264
5,MTL_concept,2,63,convnext_tiny,stage4,gap,-0.01677003087658861,0.002305077614419643,-0.3492939678685294
5,MTL_concept,2,63,convnext_tiny,avgpool,gap,-0.01677003087658861,0.002305077614419643,-0.3492939678685294
5,MTL_concept,2,63,convnext_tiny,logits,gap,-0.012196744751362188,0.002305077614419643,-0.2540394469535757
5,MTL_concept,2,63,vit_b_16,block2,cls,0.01079606858573121,0.002305077614419643,0.2248655152421485
5,MTL_concept,2,63,vit_b_16,block2,gap,-0.0023077236775428975,0.002305077614419643,-0.04806633726586712
5,MTL_concept,2,63,vit_b_16,block5,cls,0.002677012222848169,0.002305077614419643,0.05575805007351312
5,MTL_concept,2,63,vit_b_16,block5,gap,-0.006115550255647958,0.002305077614419643,-0.12737751231434877
5,MTL_concept,2,63,vit_b_16,block8,cls,0.0031318367428288464,0.002305077614419643,0.06523134576611277
5,MTL_concept,2,63,vit_b_16,block8,gap,0.004282068223169718,0.002305077614419643,0.08918889961274493
5,MTL_concept,2,63,vit_b_16,block11,cls,-0.002033177876591554,0.002305077614419643,-0.042347970204908804
5,MTL_concept,2,63,vit_b_16,block11,gap,-0.029249071980632667,0.002305077614419643,-0.6092132139631262
5,MTL_concept,2,63,vit_b_16,ln,cls,0.003970325974353242,0.002305077614419643,0.08269578771314921
5,MTL_concept,2,63,vit_b_16,ln,gap,-0.024273890074637653,0.002305077614419643,-0.5055878216426669
5,MTL_concept,2,63,vit_b_16,logits,gap,-0.011493566866392635,0.002305077614419643,-0.2393933323837271
5,MTL_concept,2,63,dinov2_small,block2,cls,0.01142624335961795,0.002305077614419643,0.23799108721285017
5,MTL_concept,2,63,dinov2_small,block2,gap,-0.001484514105144392,0.002305077614419643,-0.030920147133811637
5,MTL_concept,2,63,dinov2_small,block5,cls,-0.009310581897066808,0.002305077614419643,-0.19392511068846163
5,MTL_concept,2,63,dinov2_small,block5,gap,-0.007733978836481017,0.002305077614419643,-0.16108689215217575
5,MTL_concept,2,63,dinov2_small,block8,cls,-0.0040759699804383195,0.002305077614419643,-0.08489618998661777
5,MTL_concept,2,63,dinov2_small,block8,gap,-0.01613081763071807,0.002305077614419643,-0.33598013841840374
5,MTL_concept,2,63,dinov2_small,block11,cls,-0.00044284615300332,0.002305077614419643,-0.00922380471903517
5,MTL_concept,2,63,dinov2_small,block11,gap,-0.007080265415544341,0.002305077614419643,-0.14747104634197825
5,MTL_concept,2,63,dinov2_small,norm,cls,0.00424628104705353,0.002305077614419643,0.08844350773860807
5,MTL_concept,2,63,dinov2_small,norm,gap,-0.009348710182694283,0.002305077614419643,-0.19471926427546768
5,MTL_concept,2,63,clip_vitb32,block2,cls,0.005432466229650628,0.002305077614419643,0.11314992194292585
5,MTL_concept,2,63,clip_vitb32,block2,gap,-0.005325341203852014,0.002305077614419643,-0.11091867230512983
5,MTL_concept,2,63,clip_vitb32,block5,cls,-0.006056976457444029,0.002305077614419643,-0.1261575101248273
5,MTL_concept,2,63,clip_vitb32,block5,gap,-0.007528548469864457,0.002305077614419643,-0.15680809335900492
5,MTL_concept,2,63,clip_vitb32,block8,cls,-0.014131450760995756,0.002305077614419643,-0.2943363995195609
5,MTL_concept,2,63,clip_vitb32,block8,gap,-0.007447500728974029,0.002305077614419643,-0.15511999348544303
5,MTL_concept,2,63,clip_vitb32,block11,cls,-0.00927252358784924,0.002305077614419643,-0.19313241460252117
5,MTL_concept,2,63,clip_vitb32,block11,gap,-0.004185031315503554,0.002305077614419643,-0.08716776997035865
5,MTL_concept,2,63,clip_vitb32,ln_post,cls,-0.01246929578174243,0.002305077614419643,-0.259716266009471
5,MTL_concept,2,63,clip_vitb32,ln_post,gap,-0.0054809005346363494,0.002305077614419643,-0.11415873407296401
5,MTL_concept,2,63,clip_vitb32,embed,gap,-0.010184888421136972,0.002305077614419643,-0.21213557178857453
5,MTL_concept,2,63,baseline,category,-,-0.011620197448283307,0.002305077614419643,-0.24203085277516784
5,MTL_concept,2,63,baseline,lowlevel,-,0.011428090205373168,0.002305077614419643,0.2380295541713566
5,amygdala,6,63,alexnet,conv1,gap,-0.013075485286517505,-0.006169790612291271,-0.4134831501741465
5,amygdala,6,63,alexnet,conv2,gap,-0.007900583829220367,-0.006169790612291271,-0.2498383974543112
5,amygdala,6,63,alexnet,conv3,gap,-0.007460768174935971,-0.006169790612291271,-0.23593020527295233
5,amygdala,6,63,alexnet,conv4,gap,-0.017698491161074796,-0.006169790612291271,-0.5596754321735435
5,amygdala,6,63,alexnet,conv5,gap,-0.030663546103710877,-0.006169790612291271,-0.9696664682530806
5,amygdala,6,63,alexnet,fc6,gap,-0.03209804997968047,-0.006169790612291271,-1.0150294638571167
5,amygdala,6,63,alexnet,fc7,gap,-0.0378905452694077,-0.006169790612291271,-1.1982042483704665
5,amygdala,6,63,alexnet,logits,gap,0.011834190614704032,-0.006169790612291271,0.37422996607052866
5,amygdala,6,63,vgg16,conv1_2,gap,-0.008225266857033883,-0.006169790612291271,-0.2601057763092163
5,amygdala,6,63,vgg16,conv2_2,gap,-0.012505405611324833,-0.006169790612291271,-0.3954556479603682
5,amygdala,6,63,vgg16,conv3_3,gap,-0.0033958792655647396,-0.006169790612291271,-0.1073871313812438
5,amygdala,6,63,vgg16,conv4_3,gap,-0.006172421680624087,-0.006169790612291271,-0.19518911189776514
5,amygdala,6,63,vgg16,conv5_3,gap,-0.004311260164823914,-0.006169790612291271,-0.13633401706396509
5,amygdala,6,63,vgg16,fc6,gap,-0.007195446027951129,-0.006169790612291271,-0.22753998229137157
5,amygdala,6,63,vgg16,fc7,gap,-0.0016160210050882727,-0.006169790612291271,-0.05110307122753496
5,amygdala,6,63,vgg16,logits,gap,0.022984691249446135,-0.006169790612291271,0.7268397566399115
5,amygdala,6,63,resnet18,stem,gap,-0.016251647619248664,-0.006169790612291271,-0.5139222220727868
5,amygdala,6,63,resnet18,layer1,gap,-0.00830698895219084,-0.006169790612291271,-0.26269005586778627
5,amygdala,6,63,resnet18,layer2,gap,-0.0039096056521159646,-0.006169790612291271,-0.12363258613754344
5,amygdala,6,63,resnet18,layer3,gap,-0.017177299759957094,-0.006169790612291271,-0.5431939129292799
5,amygdala,6,63,resnet18,layer4,gap,-0.01953166289955677,-0.006169790612291271,-0.6176454125320794
5,amygdala,6,63,resnet18,avgpool,gap,-0.01953166289955677,-0.006169790612291271,-0.6176454125320794
5,amygdala,6,63,resnet18,logits,gap,0.004516491683116763,-0.006169790612291271,0.14282400751856422
5,amygdala,6,63,resnet50,stem,gap,-0.01981771600736509,-0.006169790612291271,-0.6266912060565192
5,amygdala,6,63,resnet50,layer1,gap,-0.009269922670825888,-0.006169790612291271,-0.29314069373441104
5,amygdala,6,63,resnet50,layer2,gap,-0.010171116176194914,-0.006169790612291271,-0.3216389346295841
5,amygdala,6,63,resnet50,layer3,gap,-0.006450236531096848,-0.006169790612291271,-0.20397438885089544
5,amygdala,6,63,resnet50,layer4,gap,-0.020383138505796497,-0.006169790612291271,-0.6445714354099814
5,amygdala,6,63,resnet50,avgpool,gap,-0.020383138505796497,-0.006169790612291271,-0.6445714354099814
5,amygdala,6,63,resnet50,logits,gap,-0.03602292717648573,-0.006169790612291271,-1.1391449786407324
5,amygdala,6,63,convnext_tiny,stage1,gap,-0.017566561446368128,-0.006169790612291271,-0.5555034482782507
5,amygdala,6,63,convnext_tiny,stage2,gap,-0.004000875684548602,-0.006169790612291271,-0.12651879798358917
5,amygdala,6,63,convnext_tiny,stage3,gap,-0.011740283502244351,-0.006169790612291271,-0.37126036243190697
5,amygdala,6,63,convnext_tiny,stage4,gap,-0.0029646401623273705,-0.006169790612291271,-0.09375015355765802
5,amygdala,6,63,convnext_tiny,avgpool,gap,-0.0029646401623273705,-0.006169790612291271,-0.09375015355765802
5,amygdala,6,63,convnext_tiny,logits,gap,0.011188365366590403,-0.006169790612291271,0.3538071785257043
5,amygdala,6,63,vit_b_16,block2,cls,-0.012756321278968285,-0.006169790612291271,-0.4033902980641194
5,amygdala,6,63,vit_b_16,block2,gap,-0.01258640923507552,-0.006169790612291271,-0.398017207458163
5,amygdala,6,63,vit_b_16,block5,cls,-0.007119320277335375,-0.006169790612291271,-0.22513267468601408
5,amygdala,6,63,vit_b_16,block5,gap,-0.006997674691457449,-0.006169790612291271,-0.2212859034992155
5,amygdala,6,63,vit_b_16,block8,cls,-0.013122060275974986,-0.006169790612291271,-0.41495598066098616
5,amygdala,6,63,vit_b_16,block8,gap,0.00028036655161072015,-0.006169790612291271,0.008865968828170253
5,amygdala,6,63,vit_b_16,block11,cls,-0.007923587801600443,-0.006169790612291271,-0.25056584693383765
5,amygdala,6,63,vit_b_16,block11,gap,0.00686739295040238,-0.006169790612291271,0.21716603310655264
5,amygdala,6,63,vit_b_16,ln,cls,0.011605102946062684,-0.006169790612291271,0.3669855779028827
5,amygdala,6,63,vit_b_16,ln,gap,0.007411594767589901,-0.006169790612291271,0.23437520559770397
5,amygdala,6,63,vit_b_16,logits,gap,-0.0013478008086418233,-0.006169790612291271,-0.04262120387524915
5,amygdala,6,63,dinov2_small,block2,cls,-0.013202906029326986,-0.006169790612291271,-0.4175125478584313
5,amygdala,6,63,dinov2_small,block2,gap,-0.008429071098048808,-0.006169790612291271,-0.266550632293307
5,amygdala,6,63,dinov2_small,block5,cls,-0.008548833515599541,-0.006169790612291271,-0.2703378524687914
5,amygdala,6,63,dinov2_small,block5,gap,-0.004240110553611666,-0.006169790612291271,-0.1340840688033035
5,amygdala,6,63,dinov2_small,block8,cls,0.004479311593303584,-0.006169790612291271,0.14164826984437154
5,amygdala,6,63,dinov2_small,block8,gap,-0.010277851064009115,-0.006169790612291271,-0.32501418814253835
5,amygdala,6,63,dinov2_small,block11,cls,-0.028387526954920743,-0.006169790612291271,-0.8976924231697357
5,amygdala,6,63,dinov2_small,block11,gap,0.0037737227337523846,-0.006169790612291271,0.11933559096614711
5,amygdala,6,63,dinov2_small,norm,cls,-0.024579153279579047,-0.006169790612291271,-0.7772610732186718
5,amygdala,6,63,dinov2_small,norm,gap,0.011247375066328122,-0.006169790612291271,0.35567322907784266
5,amygdala,6,63,clip_vitb32,block2,cls,-0.0135233555529798,-0.006169790612291271,-0.42764605155702023
5,amygdala,6,63,clip_vitb32,block2,gap,-0.009925516552588873,-0.006169790612291271,-0.3138723925988326
5,amygdala,6,63,clip_vitb32,block5,cls,-0.003900104431590916,-0.006169790612291271,-0.1233321311634365
5,amygdala,6,63,clip_vitb32,block5,gap,-0.011833299774597157,-0.006169790612291271,-0.37420179523284114
5,amygdala,6,63,clip_vitb32,block8,cls,0.002071082429302994,-0.006169790612291271,0.06549337698552114
5,amygdala,6,63,clip_vitb32,block8,gap,0.0012697403401809395,-0.006169790612291271,0.040152715119687835
5,amygdala,6,63,clip_vitb32,block11,cls,0.02260517886561523,-0.006169790612291271,0.7148385213084543
5,amygdala,6,63,clip_vitb32,block11,gap,-0.005789423260642586,-0.006169790612291271,-0.18307763842389227
5,amygdala,6,63,clip_vitb32,ln_post,cls,0.02026103058517956,-0.006169790612291271,0.640710043915016
5,amygdala,6,63,clip_vitb32,ln_post,gap,-0.0029302550229399226,-0.006169790612291271,-0.092662799976391
5,amygdala,6,63,clip_vitb32,embed,gap,0.021215397418302202,-0.006169790612291271,0.6708897730749097
5,amygdala,6,63,baseline,category,-,0.045392472897358774,-0.006169790612291271,1.4354360298311628
5,amygdala,6,63,baseline,lowlevel,-,-0.022881395681031896,-0.006169790612291271,-0.7235732639560041
5,hippocampus,8,63,alexnet,conv1,gap,0.010110999772743951,0.03817300544819614,0.05175066364131769
5,hippocampus,8,63,alexnet,conv2,gap,0.01566336452053394,0.03817300544819614,0.08016907595810589
5,hippocampus,8,63,alexnet,conv3,gap,0.02530264432015684,0.03817300544819614,0.12950535702494412
5,hippocampus,8,63,alexnet,conv4,gap,0.014445091541247335,0.03817300544819614,0.07393364557620437
5,hippocampus,8,63,alexnet,conv5,gap,0.01533764728051678,0.03817300544819614,0.07850197243628156
5,hippocampus,8,63,alexnet,fc6,gap,0.020087252327441407,0.03817300544819614,0.10281165681339799
5,hippocampus,8,63,alexnet,fc7,gap,0.016517353165773175,0.03817300544819614,0.08454000664019477
5,hippocampus,8,63,alexnet,logits,gap,0.00907937793237822,0.03817300544819614,0.046470561172151495
5,hippocampus,8,63,vgg16,conv1_2,gap,0.007858078029835161,0.03817300544819614,0.04021963822860092
5,hippocampus,8,63,vgg16,conv2_2,gap,0.01021687926074486,0.03817300544819614,0.05229258173974555
5,hippocampus,8,63,vgg16,conv3_3,gap,0.013839518412031536,0.03817300544819614,0.07083416856852541
5,hippocampus,8,63,vgg16,conv4_3,gap,0.002094748490804095,0.03817300544819614,0.01072145455417624
5,hippocampus,8,63,vgg16,conv5_3,gap,-0.008684977403397687,0.03817300544819614,-0.044451919141296196
5,hippocampus,8,63,vgg16,fc6,gap,0.00435122876137308,0.03817300544819614,0.02227069341483488
5,hippocampus,8,63,vgg16,fc7,gap,6.206884144288442e-05,0.03817300544819614,0.00031768408746045114
5,hippocampus,8,63,vgg16,logits,gap,0.0036926611167940166,0.03817300544819614,0.01889997702420273
5,hippocampus,8,63,resnet18,stem,gap,-0.002803240232584208,0.03817300544819614,-0.014347695148143115
5,hippocampus,8,63,resnet18,layer1,gap,0.022656507687180104,0.03817300544819614,0.11596175798231599
5,hippocampus,8,63,resnet18,layer2,gap,0.018216583147426444,0.03817300544819614,0.09323709705719083
5,hippocampus,8,63,resnet18,layer3,gap,0.017557630492385276,0.03817300544819614,0.08986441008527388
5,hippocampus,8,63,resnet18,layer4,gap,-0.0067008831746935595,0.03817300544819614,-0.03429682119152324
5,hippocampus,8,63,resnet18,avgpool,gap,-0.0067008831746935595,0.03817300544819614,-0.03429682119152324
5,hippocampus,8,63,resnet18,logits,gap,0.00017514915273083445,0.03817300544819614,0.0008964578274909165
5,hippocampus,8,63,resnet50,stem,gap,-0.0003387367151415137,0.03817300544819614,-0.0017337405006682162
5,hippocampus,8,63,resnet50,layer1,gap,0.011459114711260713,0.03817300544819614,0.05865065813257296
5,hippocampus,8,63,resnet50,layer2,gap,0.006102543087213512,0.03817300544819614,0.031234364727646444
5,hippocampus,8,63,resnet50,layer3,gap,0.0025708066780441613,0.03817300544819614,0.013158041209827033
5,hippocampus,8,63,resnet50,layer4,gap,-0.0276551275132742,0.03817300544819614,-0.1415459632147542
5,hippocampus,8,63,resnet50,avgpool,gap,-0.0276551275132742,0.03817300544819614,-0.1415459632147542
5,hippocampus,8,63,resnet50,logits,gap,-0.019279334452937318,0.03817300544819614,-0.09867652803157596
5,hippocampus,8,63,convnext_tiny,stage1,gap,-0.005845385095132187,0.03817300544819614,-0.02991816484138478
5,hippocampus,8,63,convnext_tiny,stage2,gap,0.005182427686916169,0.03817300544819614,0.026524980526062007
5,hippocampus,8,63,convnext_tiny,stage3,gap,-0.004953876455445868,0.03817300544819614,-0.02535519730279341
5,hippocampus,8,63,convnext_tiny,stage4,gap,0.00043588017077427404,0.03817300544819614,0.0022309453676842444
