subject,unit,area,region,model,layer,r_obs,null_mean,null_sd,r_debiased,p_cell
10,64,amygdala,MTL,resnet50,layer2,-0.34427012122446377,-0.16314289865282314,0.1712933488684375,-0.18112722257164063,0.8780487804878049
10,64,amygdala,MTL,resnet50,layer3,-0.48174742170261453,-0.15356327740791098,0.14577010894796455,-0.32818414429470355,1.0
10,64,amygdala,MTL,resnet50,layer4,-0.20427679168202947,-0.15434907028897532,0.14739345167352538,-0.04992772139305415,0.5853658536585366
10,64,amygdala,MTL,clip_vitb32,block2,-0.20700031351187112,-0.140388633064466,0.16883973633794744,-0.06661168044740512,0.5609756097560976
10,64,amygdala,MTL,clip_vitb32,block5,-0.19529046727508065,-0.17924295954564382,0.16738367578396152,-0.016047507729436833,0.5121951219512195
10,64,amygdala,MTL,clip_vitb32,block8,-0.41978744217129793,-0.19419078008289317,0.1621815139275428,-0.22559666208840476,0.975609756097561
10,64,amygdala,MTL,clip_vitb32,block11,-0.45399881498948824,-0.22514581927921018,0.16093512547463792,-0.22885299571027806,0.9024390243902439
10,64,amygdala,MTL,baseline,lowlevel,-0.2656780464790938,-0.19757443145218398,0.1684715501842143,-0.06810361502690984,0.6585365853658537
10,67,amygdala,MTL,alexnet,conv1,-0.08561377746277667,-0.19895229040539694,0.17139129717576146,0.11333851294262028,0.24390243902439024
10,67,amygdala,MTL,alexnet,conv3,-0.24330952885336193,-0.2396029363133665,0.16786466825775093,-0.003706592539995446,0.43902439024390244
10,67,amygdala,MTL,alexnet,conv5,-0.17312094500330055,-0.21182077648380523,0.17283171802659036,0.03869983148050468,0.3902439024390244
10,67,amygdala,MTL,resnet50,layer1,0.11454174994532736,-0.21834036502629464,0.14231138355786374,0.332882114971622,0.024390243902439025
10,67,amygdala,MTL,resnet50,layer2,0.04792106329349313,-0.23651477753327255,0.14409700414246066,0.28443584082676565,0.07317073170731707
10,67,amygdala,MTL,resnet50,layer3,0.0443941174571148,-0.16173865470733703,0.1651561549594921,0.20613277216445183,0.0975609756097561
10,67,amygdala,MTL,resnet50,layer4,-0.06933762969455824,-0.15173183928133005,0.17192399943382963,0.08239420958677181,0.36585365853658536
10,67,amygdala,MTL,clip_vitb32,block2,-0.07280705818225044,-0.15674700773395586,0.1895077338808299,0.08393994955170542,0.2926829268292683
10,67,amygdala,MTL,clip_vitb32,block5,-0.09590746771200225,-0.153401999487785,0.168346113373313,0.057494531775782745,0.36585365853658536
10,67,amygdala,MTL,clip_vitb32,block8,-0.2345734633134528,-0.18055957180067717,0.12794222669462274,-0.054013891512775636,0.6829268292682927
10,67,amygdala,MTL,clip_vitb32,block11,-0.08335006330486178,-0.1418943197130223,0.17198371700639983,0.05854425640816052,0.4146341463414634
10,67,amygdala,MTL,baseline,lowlevel,-0.05616641058634882,-0.20322114324922674,0.19033995645644808,0.14705473266287794,0.2682926829268293
10,70,amygdala,MTL,alexnet,conv1,-0.16232073354320026,-0.23010091924956227,0.1310813167876706,0.06778018570636202,0.2926829268292683
10,70,amygdala,MTL,alexnet,conv3,-0.3136692769736652,-0.19480062858149785,0.16163801249526394,-0.11886864839216735,0.7560975609756098
10,70,amygdala,MTL,alexnet,conv5,-0.33445554775316155,-0.2043969154203836,0.1469879069468563,-0.13005863233277795,0.7560975609756098
10,70,amygdala,MTL,resnet50,layer1,-0.34476467941159133,-0.17689731643499967,0.19716313318674974,-0.16786736297659166,0.8536585365853658
10,70,amygdala,MTL,resnet50,layer2,-0.2232941654627386,-0.18611201619637247,0.16392493472140499,-0.03718214926636612,0.5853658536585366
10,70,amygdala,MTL,resnet50,layer3,-0.27429537519997904,-0.16243148442157712,0.15609693488260665,-0.11186389077840192,0.8292682926829268
10,70,amygdala,MTL,resnet50,layer4,-0.12206366695257284,-0.15761984507744736,0.14224581907628156,0.03555617812487452,0.43902439024390244
10,70,amygdala,MTL,clip_vitb32,block2,-0.11904105291062748,-0.16496212731549464,0.14509116632691338,0.04592107440486716,0.36585365853658536
10,70,amygdala,MTL,clip_vitb32,block5,0.08302009055845821,-0.18602720570862002,0.1718807485974833,0.26904729626707824,0.0975609756097561
10,70,amygdala,MTL,clip_vitb32,block8,-0.13637500899990904,-0.21513973742309514,0.1631086572200437,0.0787647284231861,0.21951219512195122
10,70,amygdala,MTL,clip_vitb32,block11,-0.17309627667553434,-0.18393060959284208,0.12746130643419162,0.010834332917307732,0.4146341463414634
10,70,amygdala,MTL,baseline,lowlevel,-0.1167003461618221,-0.17619773625567473,0.170846746615379,0.05949739009385263,0.3170731707317073
10,71,amygdala,MTL,alexnet,conv1,-0.34743635698174546,-0.1870332335382981,0.16969366677921918,-0.16040312344344737,0.8536585365853658
10,71,amygdala,MTL,alexnet,conv3,-0.3267823496952878,-0.1709465159959295,0.17864836725230565,-0.1558358336993583,0.7804878048780488
10,71,amygdala,MTL,alexnet,conv5,-0.3267813299989814,-0.19811751689087326,0.1627019841523602,-0.12866381310810815,0.8292682926829268
10,71,amygdala,MTL,resnet50,layer1,-0.38594237071078985,-0.2339239353022347,0.15050696106664055,-0.15201843540855514,0.8292682926829268
10,71,amygdala,MTL,resnet50,layer2,-0.40309667072883976,-0.18788948555822968,0.1549233270536227,-0.21520718517061008,0.975609756097561
10,71,amygdala,MTL,resnet50,layer3,-0.15062228011058593,-0.11806035447677436,0.15616367715398377,-0.032561925633811564,0.6097560975609756
10,71,amygdala,MTL,resnet50,layer4,0.06639278337288355,-0.12010502901905773,0.2050320416185516,0.1864978123919413,0.2682926829268293
10,71,amygdala,MTL,clip_vitb32,block2,-0.15965079047168074,-0.14244661870269307,0.1767724386357555,-0.01720417176898767,0.5121951219512195
10,71,amygdala,MTL,clip_vitb32,block5,-0.34190345328621696,-0.15912254522076658,0.15258825948420338,-0.1827809080654504,0.8536585365853658
10,71,amygdala,MTL,clip_vitb32,block8,-0.3355273812204651,-0.1478763913954852,0.18707769229808938,-0.1876509898249799,0.8048780487804879
10,71,amygdala,MTL,clip_vitb32,block11,-0.33236298548072934,-0.26321309531087544,0.17040578128840622,-0.0691498901698539,0.6585365853658537
10,71,amygdala,MTL,baseline,lowlevel,-0.2784276567682654,-0.19946640079656835,0.17893876739155093,-0.07896125597169706,0.7073170731707317
11,6,hippocampus,MTL,alexnet,conv1,-0.12555566308818983,-0.1899831220739036,0.15235080715449473,0.06442745898571378,0.3170731707317073
11,6,hippocampus,MTL,alexnet,conv3,-0.3259888176320298,-0.2261183589687395,0.18007253601123072,-0.0998704586632903,0.7317073170731707
11,6,hippocampus,MTL,alexnet,conv5,-0.374930837938102,-0.19352332473322925,0.17217785693478646,-0.18140751320487275,0.8536585365853658
11,6,hippocampus,MTL,resnet50,layer1,-0.3072133381903025,-0.19351687598470896,0.17898916172076687,-0.11369646220559354,0.6829268292682927
11,6,hippocampus,MTL,resnet50,layer2,-0.23745991169136355,-0.1956426309738475,0.14502972443201162,-0.04181728071751606,0.5609756097560976
11,6,hippocampus,MTL,resnet50,layer3,-0.1539353703867782,-0.18982834991655634,0.15772907243123757,0.03589297952977813,0.4634146341463415
11,6,hippocampus,MTL,resnet50,layer4,0.15453118756159762,-0.1751419932880834,0.15090439862683572,0.329673180849681,0.07317073170731707
11,6,hippocampus,MTL,clip_vitb32,block2,-0.006337842868133173,-0.17259183974385953,0.15907266715983165,0.16625399687572634,0.17073170731707318
11,6,hippocampus,MTL,clip_vitb32,block5,-0.16442750724437552,-0.1312228123604157,0.19085989357205815,-0.03320469488395983,0.5365853658536586
11,6,hippocampus,MTL,clip_vitb32,block8,0.03017158351193121,-0.19644885830932884,0.1852144109981392,0.22662044182126007,0.14634146341463414
11,6,hippocampus,MTL,clip_vitb32,block11,0.2651469261347741,-0.21221812163332943,0.1839086845150548,0.4773650477681035,0.024390243902439025
11,6,hippocampus,MTL,baseline,lowlevel,-0.26346787785885106,-0.22315140972303488,0.15184683270656313,-0.040316468135816186,0.5121951219512195
11,11,hippocampus,MTL,alexnet,conv1,0.27287409552471265,-0.21560224977081616,0.13158079516305882,0.4884763452955288,0.024390243902439025
11,11,hippocampus,MTL,alexnet,conv3,0.24153611182877477,-0.2020010353935155,0.13786767591949847,0.44353714722229026,0.024390243902439025
11,11,hippocampus,MTL,alexnet,conv5,0.14268240089603285,-0.17461292661138153,0.1447317351122483,0.3172953275074144,0.04878048780487805
11,11,hippocampus,MTL,resnet50,layer1,0.1822363317496959,-0.1519070268092928,0.1860574774308795,0.3341433585589887,0.04878048780487805
11,11,hippocampus,MTL,resnet50,layer2,0.15322736614280993,-0.18077266773928985,0.15956626307197255,0.33400003388209976,0.07317073170731707
11,11,hippocampus,MTL,resnet50,layer3,0.3080440663177232,-0.13896751871972582,0.15824636983861337,0.447011585037449,0.04878048780487805
11,11,hippocampus,MTL,resnet50,layer4,0.2814364970684812,-0.10810036844955233,0.1451409324054584,0.3895368655180335,0.024390243902439025
11,11,hippocampus,MTL,clip_vitb32,block2,0.23341266626252893,-0.18497795083638427,0.16406055692534197,0.41839061709891323,0.024390243902439025
