region,model,layer,view,n_sessions,rho_mean,rho_sem,t,p,rho_norm_mean,frac_sessions_positive
MTL_concept,resnet18,stem,gap,14.0,0.024007236298702873,0.010433698945152685,2.2925697228681257,0.03919531458301813,0.0707720423438324,0.7857142857142857
MTL_concept,resnet50,avgpool,gap,14.0,0.07789197646783684,0.027366034026931055,2.7549914446577155,0.01638085866454981,0.22962136033644132,0.8571428571428571
MTL_concept,resnet50,layer1,gap,14.0,0.026944286977722737,0.012665064669770276,2.113360630095942,0.05447434484812061,0.07943030989430452,0.7142857142857143
MTL_concept,resnet50,layer2,gap,14.0,0.03762757598906308,0.016604245602254483,2.238172502862688,0.043343118290201745,0.11092407172822413,0.7142857142857143
MTL_concept,resnet50,layer3,gap,14.0,0.054445673296023914,0.02210283844666526,2.411539234710383,0.03139910767365101,0.16050291870342703,0.6428571428571429
MTL_concept,resnet50,layer4,gap,14.0,0.07789197646783684,0.027366034026931055,2.7549914446577155,0.01638085866454981,0.22962136033644132,0.8571428571428571
MTL_concept,resnet50,logits,gap,14.0,0.06836979924029025,0.021160524310940024,3.1741104466212233,0.007323672135708863,0.20155049363739463,0.7857142857142857
MTL_concept,resnet50,stem,gap,14.0,0.013527873853765523,0.0066079247333884735,2.044888341306567,0.061662219592144234,0.03987944506767093,0.5714285714285714
MTL_concept,vgg16,conv1_2,gap,14.0,0.032639941380657546,0.01396060701394022,2.3227250729559845,0.03706097744171942,0.09622079296220007,0.7142857142857143
MTL_concept,vgg16,conv2_2,gap,14.0,0.04839925847755814,0.019197589193248946,2.478572671818971,0.027684330821826503,0.1426784127821038,0.8571428571428571
MTL_concept,vgg16,conv3_3,gap,14.0,0.057999610478223655,0.023329102641219672,2.4227127669638877,0.030748337463944828,0.1709797345108155,0.8571428571428571
MTL_concept,vgg16,conv4_3,gap,14.0,0.0667237816935145,0.025213510843120592,2.57094182704614,0.023252280384585995,0.19669812237442677,0.8571428571428571
MTL_concept,vgg16,conv5_3,gap,14.0,0.06054402564347433,0.022454332010437957,2.6482213695131,0.02007957621748223,0.17848053366882352,0.7857142857142857
MTL_concept,vgg16,fc6,gap,14.0,0.06412788546513286,0.0206302898146406,3.0656457276454567,0.009024155096229693,0.18904555980914944,0.7857142857142857
MTL_concept,vgg16,fc7,gap,14.0,0.07061339666531606,0.023592004057849045,2.9343780619454805,0.011615281362888929,0.20816449826461692,0.7857142857142857
MTL_concept,vgg16,logits,gap,14.0,0.06870625139655145,0.021743147973301652,3.1066872851868905,0.008338734536026432,0.20254233651148995,0.7857142857142857
MTL_concept,vit_b_16,block11,cls,14.0,0.04198422018953048,0.01628318906761595,2.558494793045207,0.023806817257252318,0.12376722468411644,0.6428571428571429
MTL_concept,vit_b_16,block11,gap,14.0,0.06560946178725063,0.025401910498647196,2.5241641528231016,0.025403449878869874,0.19341316717969062,0.7857142857142857
MTL_concept,vit_b_16,block2,cls,14.0,0.03787120181411315,0.016084700289560234,2.3268581829471096,0.03677719614284235,0.11164226756684412,0.8571428571428571
MTL_concept,vit_b_16,block2,gap,14.0,0.043585233645068215,0.016968653004604463,2.529932436116424,0.025128131571836528,0.1284869263048517,0.8571428571428571
MTL_concept,vit_b_16,block5,cls,14.0,0.03591114820693546,0.015987870411605837,2.2206281836948283,0.0447670085458978,0.10586413487562485,0.7857142857142857
MTL_concept,vit_b_16,block5,gap,14.0,0.04261951655194813,0.017720422664528793,2.367336795710111,0.03410510605736992,0.12564004421663105,0.7857142857142857
MTL_concept,vit_b_16,block8,cls,14.0,0.04982350812414956,0.018059170917471185,2.7195647407624883,0.017527461177522668,0.1468770241942055,0.7857142857142857
MTL_concept,vit_b_16,block8,gap,14.0,0.055816024090750004,0.01892010784069906,2.896673249607055,0.012487400220946696,0.16454263919701417,0.7857142857142857
MTL_concept,vit_b_16,ln,cls,14.0,0.05466394881051193,0.021554609954116503,2.5034235998025682,0.02641765659432113,0.1611463831889581,0.7142857142857143
MTL_concept,vit_b_16,ln,gap,14.0,0.07345917954865955,0.027514418939468297,2.593544995932788,0.022277111424036704,0.2165537132586069,0.7142857142857143
MTL_concept,vit_b_16,logits,gap,14.0,0.05675921588351777,0.0215346385664971,2.596099788094459,0.022169418263863688,0.16732311791041451,0.7142857142857143
MTL_concept_strict,alexnet,conv1,gap,9.0,0.029880176320132807,0.012271824206186365,2.4305136522993287,0.041169241387987325,0.08783996939872339,0.6666666666666666
MTL_concept_strict,alexnet,conv2,gap,9.0,0.04078015244490229,0.02002436256601284,2.0233552886395976,0.07765349169799157,0.11988307245770531,0.7777777777777778
MTL_concept_strict,alexnet,conv3,gap,9.0,0.05325951238309469,0.019483920679506633,2.714395417376043,0.026477357480175753,0.15656915433828247,0.8888888888888888
MTL_concept_strict,alexnet,conv4,gap,9.0,0.05913949887457146,0.021019720109970778,2.7942918446155387,0.02340290035149662,0.1738547897355615,0.7777777777777778
MTL_concept_strict,alexnet,conv5,gap,9.0,0.054444726552182084,0.01985861558792285,2.72352767638699,0.026105850654357714,0.16005337662760755,0.7777777777777778
MTL_concept_strict,alexnet,fc6,gap,9.0,0.0521648800112106,0.018772598933274164,2.764971683290106,0.024486047640612192,0.1533512190416837,0.7777777777777778
MTL_concept_strict,alexnet,fc7,gap,9.0,0.05444453496543204,0.019723889695328487,2.7460961441759877,0.02521055724589119,0.16005281341224764,0.7777777777777778
MTL_concept_strict,alexnet,logits,gap,9.0,0.05953451831030489,0.01919477893645476,3.0838114219012773,0.01502983203499341,0.17501604443416066,0.7777777777777778
MTL_concept_strict,baseline,category,-,9.0,0.07440514071693874,0.016420872509107967,4.50634160459408,0.0019853832225117333,0.21873181783334797,1.0
MTL_concept_strict,baseline,lowlevel,-,9.0,0.006228849196527656,0.010277014801998746,0.605620732023248,0.5615506131322197,0.01831120127773798,0.5555555555555556
MTL_concept_strict,clip_vitb32,block11,cls,9.0,0.06705570308474115,0.01879356928022868,3.550690754740051,0.007501875638987929,0.19712637716280265,0.8888888888888888
MTL_concept_strict,clip_vitb32,block11,gap,9.0,0.03649337477117885,0.013582998844424694,2.680422051794525,0.027907744452191942,0.10728105780944223,0.8888888888888888
MTL_concept_strict,clip_vitb32,block2,cls,9.0,0.033262637985530204,0.015098962591721244,2.1962168336252046,0.05934295827225724,0.09778352950351,0.6666666666666666
MTL_concept_strict,clip_vitb32,block2,gap,9.0,0.02473563471244469,0.013088911620822841,1.885872088635514,0.09603405216381354,0.07271635123301322,0.6666666666666666
MTL_concept_strict,clip_vitb32,block5,cls,9.0,0.03745549798885876,0.01671636129426445,2.2317253667027077,0.05614564673770807,0.11010945055697302,0.8888888888888888
MTL_concept_strict,clip_vitb32,block5,gap,9.0,0.05296334000084086,0.021038834027520246,2.5022935476164934,0.03681025370498224,0.15569848434238978,0.6666666666666666
MTL_concept_strict,clip_vitb32,block8,cls,9.0,0.06240991152206406,0.024656078491262765,2.5139600678441076,0.036147252167139654,0.18346895478596612,0.6666666666666666
MTL_concept_strict,clip_vitb32,block8,gap,9.0,0.05307643397832709,0.017654320105292973,2.989444971872907,0.017348625781910407,0.15603095130694639,0.8888888888888888
MTL_concept_strict,clip_vitb32,embed,gap,9.0,0.06188339315283538,0.017787589298454504,3.4625247787186093,0.008536032773888824,0.18192112732519738,0.8888888888888888
MTL_concept_strict,clip_vitb32,ln_post,cls,9.0,0.06944497727794698,0.020932447581961725,3.297993409729083,0.010891390907794063,0.20415022366784985,0.7777777777777778
MTL_concept_strict,clip_vitb32,ln_post,gap,9.0,0.042406023213502925,0.014601329022155605,2.895794311286348,0.020020412938125395,0.12466271087181773,0.8888888888888888
MTL_concept_strict,convnext_tiny,avgpool,gap,9.0,0.038909873039199266,0.01109980353895048,3.4977171775084455,0.008106161651477154,0.11438493603428257,0.8888888888888888
MTL_concept_strict,convnext_tiny,logits,gap,9.0,0.05019825058177651,0.01858112421585583,2.687121745598304,0.027619520202741433,0.1475698385354474,0.7777777777777778
MTL_concept_strict,convnext_tiny,stage1,gap,9.0,0.020065563794676316,0.010883700061681928,1.8412105215193653,0.10285426415527159,0.058987553848700504,0.7777777777777778
MTL_concept_strict,convnext_tiny,stage2,gap,9.0,0.02692442361691611,0.014060173392626671,1.911173247955144,0.09236401888929496,0.0791508229820802,0.5555555555555556
MTL_concept_strict,convnext_tiny,stage3,gap,9.0,0.03653642256507331,0.01516453898758078,2.4018496341169695,0.043052281947353645,0.1074076071596823,0.6666666666666666
MTL_concept_strict,convnext_tiny,stage4,gap,9.0,0.038909873039199266,0.01109980353895048,3.4977171775084455,0.008106161651477154,0.11438493603428257,0.8888888888888888
MTL_concept_strict,dinov2_small,block11,cls,9.0,0.03206904504136978,0.012513295462582464,2.5562534425193757,0.03384369698392297,0.09427467578838179,0.8888888888888888
MTL_concept_strict,dinov2_small,block11,gap,9.0,0.059591854964591316,0.019466226174545114,3.0402068016891963,0.016058240408001013,0.1751845993283482,0.8888888888888888
MTL_concept_strict,dinov2_small,block2,cls,9.0,0.02837687025857277,0.01446555960910763,1.9538465238347322,0.08647665598449321,0.08342063943796357,0.6666666666666666
MTL_concept_strict,dinov2_small,block2,gap,9.0,0.023324207649204183,0.013195856492727748,1.7635090577456924,0.11582610243746493,0.06856712169985145,0.6666666666666666
MTL_concept_strict,dinov2_small,block5,cls,9.0,0.04439797592445991,0.019246197208000738,2.2935013902033163,0.05098542750440983,0.13051853525851223,0.7777777777777778
MTL_concept_strict,dinov2_small,block5,gap,9.0,0.035814270676407425,0.017734373460979364,2.0125366141467396,0.07896709032303241,0.10528466788643241,0.6666666666666666
MTL_concept_strict,dinov2_small,block8,cls,9.0,0.04994829843686367,0.017565032143148963,2.8305439942458333,0.02213167190691914,0.14683504405080122,0.8888888888888888
MTL_concept_strict,dinov2_small,block8,gap,9.0,0.04894775571777415,0.018206571415710082,2.674154079211038,0.028180187669494948,0.1438937079326565,0.8888888888888888
MTL_concept_strict,dinov2_small,norm,cls,9.0,0.03389412968104748,0.013415375376644547,2.518361822702244,0.0359002609600873,0.09963995132028523,0.8888888888888888
MTL_concept_strict,dinov2_small,norm,gap,9.0,0.0668180753781389,0.020386846045579197,3.2517820305329956,0.0116699089608916,0.19642781333062853,1.0
MTL_concept_strict,resnet18,avgpool,gap,9.0,0.05669274286477185,0.020126266556866317,2.803275077480847,0.023081025838097218,0.16666196159678884,0.7777777777777778
MTL_concept_strict,resnet18,layer1,gap,9.0,0.03090957262662917,0.013459264643631738,2.288672921753202,0.051371156748774155,0.09086612758109242,0.7777777777777778
MTL_concept_strict,resnet18,layer2,gap,9.0,0.04299273312743139,0.01752784230699132,2.4411472843835593,0.04049198086663002,0.12638748586421558,0.6666666666666666
MTL_concept_strict,resnet18,layer3,gap,9.0,0.049895131504353,0.020003151094206254,2.477938431743996,0.03823433004377136,0.14667874705727862,0.7777777777777778
MTL_concept_strict,resnet18,layer4,gap,9.0,0.05669274286477185,0.020126266556866317,2.803275077480847,0.023081025838097218,0.16666196159678884,0.7777777777777778
MTL_concept_strict,resnet18,logits,gap,9.0,0.061880037805385826,0.019057240716598572,3.2306821647006316,0.012044662302971423,0.1819112634738555,0.8888888888888888
MTL_concept_strict,resnet18,stem,gap,9.0,0.018889892710157775,0.009148653511072084,2.063264868941128,0.07298888285380832,0.0555313857531498,0.6666666666666666
MTL_concept_strict,resnet50,avgpool,gap,9.0,0.06171419635733778,0.022756115325950347,2.688289594529177,0.02756959201159406,0.1814237326251247,0.7777777777777778
MTL_concept_strict,resnet50,layer1,gap,9.0,0.025048253642522944,0.013557816178878877,1.8421064441349293,0.10271303346406281,0.07363536981434043,0.6666666666666666
MTL_concept_strict,resnet50,layer2,gap,9.0,0.03259898467356486,0.017034601210847603,1.9054229773814046,0.09318614815332095,0.09583256087501772,0.6666666666666666
MTL_concept_strict,resnet50,layer3,gap,9.0,0.04433262370224314,0.019346910881022562,2.2782520064547325,0.052213587640612735,0.13032641667332867,0.7777777777777778
MTL_concept_strict,resnet50,layer4,gap,9.0,0.06171419635733778,0.022756115325950347,2.688289594529177,0.02756959201159406,0.1814237326251247,0.7777777777777778
MTL_concept_strict,resnet50,logits,gap,9.0,0.05456453543253535,0.019880703111984793,2.73109534853195,0.025802053026853122,0.16040558366518234,0.8888888888888888
MTL_concept_strict,resnet50,stem,gap,9.0,0.0070881901210729905,0.006729129311011556,1.0531476566823532,0.32303999275118456,0.020837440738522978,0.6666666666666666
MTL_concept_strict,vgg16,conv1_2,gap,9.0,0.03341214333750997,0.015198111552695194,2.19255824392216,0.05968245622560344,0.09822303646632533,0.6666666666666666
MTL_concept_strict,vgg16,conv2_2,gap,9.0,0.04047717423198614,0.01828572213109175,2.199828530579612,0.05900968437364424,0.11899239508465707,0.7777777777777778
MTL_concept_strict,vgg16,conv3_3,gap,9.0,0.047280886119630335,0.02066241656126819,2.271616378654353,0.05275717047388266,0.13899354359212812,0.6666666666666666
MTL_concept_strict,vgg16,conv4_3,gap,9.0,0.05552491352647357,0.020268074815985037,2.7190400984440193,0.02628773457086484,0.16322884620148462,0.7777777777777778
MTL_concept_strict,vgg16,conv5_3,gap,9.0,0.05617566396951284,0.019259143221184827,2.8983934959055557,0.019940766891523205,0.16514188374150277,0.7777777777777778
MTL_concept_strict,vgg16,fc6,gap,9.0,0.054626772789093,0.019936258277829202,2.729123943050558,0.02588084164050188,0.16058854535312253,0.7777777777777778
MTL_concept_strict,vgg16,fc7,gap,9.0,0.06258471510391327,0.021240649393016262,2.9295230404094332,0.01901202328375461,0.18398283198387527,0.7777777777777778
MTL_concept_strict,vgg16,logits,gap,9.0,0.060149089175738156,0.020163551024079854,2.9669163432605643,0.017955500857520828,0.17682272339865632,0.7777777777777778
MTL_concept_strict,vit_b_16,block11,cls,9.0,0.029479002459338023,0.013894767428205015,2.1174302513784844,0.0670930078574498,0.0866606222865031,0.6666666666666666
MTL_concept_strict,vit_b_16,block11,gap,9.0,0.05699664463978165,0.020319313793728176,2.794185574944887,0.02340673565388681,0.16755535400288024,0.7777777777777778
MTL_concept_strict,vit_b_16,block2,cls,9.0,0.028806861483228176,0.014561319324689952,1.9707705716926212,0.08424317727654292,0.08468470212657633,0.7777777777777778
MTL_concept_strict,vit_b_16,block2,gap,9.0,0.03553141051791016,0.014053376773307522,2.5205838498793125,0.035776229632587815,0.10445313237605536,0.7777777777777778
MTL_concept_strict,vit_b_16,block5,cls,9.0,0.030883382458272986,0.01579793094974952,1.9477220467450242,0.08729887740187271,0.09078913527815864,0.7777777777777778
MTL_concept_strict,vit_b_16,block5,gap,9.0,0.04007836109790605,0.016547877240338453,2.410357826921242,0.042484471405028035,0.11781998789675838,0.6666666666666666
MTL_concept_strict,vit_b_16,block8,cls,9.0,0.04200889235535801,0.0182172819736944,2.292497652683632,0.05106537405416984,0.12349524913889504,0.8888888888888888
MTL_concept_strict,vit_b_16,block8,gap,9.0,0.05077906643759388,0.016914330464579,2.9881328805998484,0.017383378261239996,0.1492772865255356,0.7777777777777778
MTL_concept_strict,vit_b_16,ln,cls,9.0,0.04112395668718468,0.02138771283199696,1.916195251256701,0.09165169781140994,0.1208937677694625,0.6666666666666666
MTL_concept_strict,vit_b_16,ln,gap,9.0,0.061348296031583184,0.021075290472929862,2.8954971620561696,0.02002953938518542,0.18034808055825216,0.7777777777777778
MTL_concept_strict,vit_b_16,logits,gap,9.0,0.04479541715568857,0.020787959769235493,2.146867882307628,0.0640871988117716,0.13168690940781047,0.6666666666666666
all,alexnet,conv1,gap,20.0,0.0162092700517819,0.008612955146933499,1.8754827666543263,0.07617924346548721,0.06813265093868903,0.55
all,alexnet,conv2,gap,20.0,0.035293847563088704,0.014570439407949394,2.381697695252803,0.027843736926943186,0.1483511218344392,0.8
all,alexnet,conv3,gap,20.0,0.04218530841672663,0.01540804247680637,2.6922948174662538,0.014427010801597053,0.17731809538097076,0.9
all,alexnet,conv4,gap,20.0,0.049427748376281506,0.018046019703933595,2.677590210507827,0.014891250379334435,0.20776034429979362,0.75
all,alexnet,conv5,gap,20.0,0.04547746013945861,0.015228112393130924,2.9405647645127533,0.008394745417011696,0.19115604264482328,0.75
all,alexnet,fc6,gap,20.0,0.04575279005364045,0.014902658857128675,3.0259042376267886,0.006951005201101558,0.19231334071413814,0.8
all,alexnet,fc7,gap,20.0,0.043811368233499313,0.015238816054636927,2.832784710580415,0.010635138585989154,0.18415293529342092,0.7
all,alexnet,logits,gap,20.0,0.04348186707829156,0.0142908244108171,3.0035668534908715,0.007303806609147941,0.1827679384909772,0.85
all,baseline,category,-,20.0,0.04419709408557829,0.015539140781564402,2.8103288583816224,0.011169385044063014,0.18577426214859513,0.75
all,baseline,lowlevel,-,20.0,0.012326368180049299,0.005231599556951406,2.3519625226028085,0.029611414745807755,0.05181159533218705,0.7
all,clip_vitb32,block11,cls,20.0,0.05045622860359628,0.017020902459766937,2.908088064826016,0.009016952993312389,0.212083369587245,0.75
all,clip_vitb32,block11,gap,20.0,0.026669961586824328,0.009395370845552626,2.8258947507683154,0.01079639478585429,0.11210222160149598,0.7
all,clip_vitb32,block2,cls,20.0,0.025217308112051584,0.011606291443799165,2.155232543030422,0.04417997735121879,0.1059962629855073,0.65
all,clip_vitb32,block2,gap,20.0,0.019823291551851686,0.008641662420124959,2.2849390436706094,0.033984255858049005,0.08332351792792174,0.75
all,clip_vitb32,block5,cls,20.0,0.027807876874453807,0.012310970372716522,2.242772993830605,0.03703316186449669,0.11688523680465958,0.6
all,clip_vitb32,block5,gap,20.0,0.044200407979987366,0.015111193447774679,2.881150070350395,0.009566541134086615,0.18578819148719583,0.8
all,clip_vitb32,block8,cls,20.0,0.04700180203971102,0.017814620937361032,2.588763078620688,0.018011691141525246,0.19756333021973158,0.7
all,clip_vitb32,block8,gap,20.0,0.039192065275157784,0.013193214712905077,2.9379443263158036,0.008443372850512547,0.1647365547262936,0.75
all,clip_vitb32,embed,gap,20.0,0.04548784089553532,0.01583961680828275,2.8248223110834263,0.010821704726525043,0.19119967622165893,0.65
all,clip_vitb32,ln_post,cls,20.0,0.053856538523726676,0.018645722668433652,2.820680198864575,0.010919995367289255,0.22637593971110062,0.7
all,clip_vitb32,ln_post,gap,20.0,0.029459724168086173,0.010507247761571943,2.7873169682562295,0.0117434971459082,0.1238284695783464,0.7
all,convnext_tiny,avgpool,gap,20.0,0.02954714647475427,0.010644537670802508,2.7606814132277897,0.012443285225237256,0.12419593297956338,0.7
all,convnext_tiny,logits,gap,20.0,0.03616839490124707,0.014444178194933157,2.4700296817977367,0.0231554426049082,0.15202711886143383,0.8
all,convnext_tiny,stage1,gap,20.0,0.012414527867641429,0.0073477308409347925,1.6852452903254556,0.1082956809332959,0.05218215817692898,0.5
all,convnext_tiny,stage2,gap,20.0,0.02131343805585204,0.006478224560611425,3.2799486376504428,0.003939248400653413,0.08958707151671538,0.85
all,convnext_tiny,stage3,gap,20.0,0.03445387848561542,0.011859719673000703,2.8765970345254965,0.009662561580865524,0.14482046809297175,0.75
all,convnext_tiny,stage4,gap,20.0,0.02954714647475427,0.010644537670802508,2.7606814132277897,0.012443285225237256,0.12419593297956338,0.7
all,dinov2_small,block11,cls,20.0,0.027582557816466582,0.009192320616559764,2.98934121456782,0.007537459371099757,0.11593815006487206,0.75
all,dinov2_small,block11,gap,20.0,0.04104623614083685,0.014487982115345717,2.7960246599322374,0.011523006387550085,0.17253021699291188,0.75
all,dinov2_small,block2,cls,20.0,0.01723385347805926,0.010130346622066338,1.692227057100085,0.10693782703858849,0.07243929674797686,0.5
all,dinov2_small,block2,gap,20.0,0.01572975031048038,0.00855702511630231,1.8316462957687512,0.08272977860284997,0.06611707892045893,0.6
all,dinov2_small,block5,cls,20.0,0.03129616956791534,0.012551080767381598,2.4714987069285828,0.023084116664928378,0.13154762614707585,0.7
all,dinov2_small,block5,gap,20.0,0.02497600781480505,0.009919559570887991,2.5029056247167216,0.02160762863559237,0.10498200207979226,0.75
all,dinov2_small,block8,cls,20.0,0.03890710809383937,0.012957098074836379,2.9733009487734554,0.007809591204866539,0.16353879023071682,0.7
all,dinov2_small,block8,gap,20.0,0.03847948755122205,0.01337992138002734,2.84250007858237,0.01041167726565914,0.1617413668383441,0.8
all,dinov2_small,norm,cls,20.0,0.028583105566038897,0.00962426166997022,2.958622419410268,0.008066924178362824,0.120143766378952,0.75
all,dinov2_small,norm,gap,20.0,0.04695323776552,0.015553362297517031,2.9723472945688703,0.007826066166334673,0.19735919932852072,0.8
all,resnet18,avgpool,gap,20.0,0.045604257370804216,0.01574252912978092,2.8499360076417415,0.01024369734972648,0.19168901121624346,0.8
all,resnet18,layer1,gap,20.0,0.02164463594044698,0.009308515744791742,2.3142432911503077,0.03200362085769437,0.09097920020546275,0.75
all,resnet18,layer2,gap,20.0,0.034036129256923967,0.013035862396715526,2.583962147557357,0.018196862327062302,0.14306453693213503,0.8
all,resnet18,layer3,gap,20.0,0.04758626455139877,0.01731043220000842,2.6912148589970375,0.014460632188779963,0.20002000964874714,0.75
all,resnet18,layer4,gap,20.0,0.045604257370804216,0.01574252912978092,2.8499360076417415,0.01024369734972648,0.19168901121624346,0.8
all,resnet18,logits,gap,20.0,0.046760876493319434,0.015214222319947256,3.0299220165765783,0.006889324154819846,0.19655064450951315,0.8
all,resnet18,stem,gap,20.0,0.007019986520465021,0.006977108235635391,1.0044912256915264,0.3277640270459661,0.029507207274923928,0.5
all,resnet50,avgpool,gap,20.0,0.04830091518725503,0.01669845415843564,2.8336263808511784,0.010615598822632077,0.20302391063629063,0.75
all,resnet50,layer1,gap,20.0,0.016450420142455142,0.008003333190584333,2.047835682705155,0.05465384639715472,0.06914628047901906,0.65
all,resnet50,layer2,gap,20.0,0.023671807752658206,0.010601283296994383,2.2177918346294097,0.03895614969458505,0.09950003976411728,0.6
all,resnet50,layer3,gap,20.0,0.040992728767285255,0.013979865520946606,2.893431105626787,0.009312098423110055,0.17230530870319924,0.9
all,resnet50,layer4,gap,20.0,0.04830091518725503,0.01669845415843564,2.8336263808511784,0.010615598822632077,0.20302391063629063,0.75
all,resnet50,logits,gap,20.0,0.039843530508011316,0.014175030089858019,2.777590835490131,0.011994549586767947,0.16747486762791755,0.75
all,resnet50,stem,gap,20.0,0.0024565756554570974,0.004552979371118427,0.5392618787492557,0.5959695676283392,0.010325758723437405,0.55
all,vgg16,conv1_2,gap,20.0,0.015635016198455857,0.009937847053029329,1.5649280946827206,0.1341031192023669,0.06571888170578274,0.45
all,vgg16,conv2_2,gap,20.0,0.02841462956687454,0.012105033995051605,2.3264957023366697,0.031207599811777814,0.11943560886131288,0.75
all,vgg16,conv3_3,gap,20.0,0.037793322147253984,0.014935354910552059,2.493811853564151,0.022025758312406968,0.15885719822338412,0.7
all,vgg16,conv4_3,gap,20.0,0.047368112755305815,0.016803792252140515,2.7669334382586572,0.012275532831064891,0.19910304916086785,0.75
all,vgg16,conv5_3,gap,20.0,0.04427961693885912,0.014063810152172737,3.1103678691009424,0.005760409737168162,0.18612113160903884,0.75
all,vgg16,fc6,gap,20.0,0.04204680870514306,0.013154819054903602,3.1622012950105405,0.005130612109325933,0.176735937611109,0.8
all,vgg16,fc7,gap,20.0,0.042929656329819044,0.014337771026294986,2.9529682896835245,0.00816821743881462,0.18044682334821763,0.8
all,vgg16,logits,gap,20.0,0.044031326557294276,0.014208711464429183,3.061865397808829,0.006417455517528254,0.18507748918439232,0.75
all,vit_b_16,block11,cls,20.0,0.03167717046559535,0.010122236499785517,3.112748667693027,0.005729901004768481,0.13314909253550866,0.8
all,vit_b_16,block11,gap,20.0,0.048572350628102626,0.01701876434953289,2.7974825414868536,0.011486480352928773,0.2041648390115092,0.75
all,vit_b_16,block2,cls,20.0,0.022789939700809933,0.010638484802666315,2.1263044733601513,0.04680513625830903,0.09579327147914105,0.65
all,vit_b_16,block2,gap,20.0,0.026670729266993026,0.011973586530085435,2.2080258972082505,0.03973249639386414,0.11210544840225872,0.75
all,vit_b_16,block5,cls,20.0,0.02708826236006814,0.010834688356919604,2.4828868697880573,0.022538131540553907,0.11386047107724405,0.7
all,vit_b_16,block5,gap,20.0,0.03239941573764681,0.012308287162260604,2.6066303111676072,0.01733808936114156,0.13618491616332162,0.75
all,vit_b_16,block8,cls,20.0,0.03285510719733613,0.012948975146202362,2.5090981526860303,0.021327178134246616,0.13810033043303088,0.65
all,vit_b_16,block8,gap,20.0,0.04160430400057075,0.012952250501565371,3.1693656678767406,0.00504902047483615,0.17487595141314702,0.9
all,vit_b_16,ln,cls,20.0,0.034156010979581757,0.013228603661080968,2.555344425971718,0.019338491026563202,0.1435684374494118,0.7
all,vit_b_16,ln,gap,20.0,0.05171082722123338,0.018238204439384384,2.7675120948071665,0.012260116271717487,0.21735684145923923,0.8
all,vit_b_16,logits,gap,20.0,0.035403965406168025,0.013813912768397017,2.5336478585702222,0.02024868941452441,0.14881398170047122,0.7
amygdala,alexnet,conv1,gap,17.0,0.012381105729167532,0.009553486588729471,1.2892146529529853,0.21565068068110624,0.05207901808068173,0.6470588235294118
amygdala,alexnet,conv2,gap,17.0,0.0326296574437922,0.01946246516971888,1.6278258113410031,0.1230907018718642,0.13725111126209258,0.6470588235294118
amygdala,alexnet,conv3,gap,17.0,0.03574337431667127,0.020632410842816574,1.6835834541449775,0.11166810920135706,0.15034843236312934,0.6470588235294118
amygdala,alexnet,conv4,gap,17.0,0.04833135455793809,0.023735276244985865,1.9573814223774941,0.06798128660216124,0.2032976329373399,0.5882352941176471
amygdala,alexnet,conv5,gap,17.0,0.0404194895681006,0.020755255681541105,1.894225311318198,0.07641769956225788,0.17001771684010744,0.6470588235294118
amygdala,alexnet,fc6,gap,17.0,0.041214136873737234,0.020734437356734248,1.9366380575117097,0.07065508150529483,0.17336026574513147,0.6470588235294118
amygdala,alexnet,fc7,gap,17.0,0.04154541592117234,0.021015089787345623,1.926746392216165,0.07196306767376924,0.17475373478404613,0.7058823529411765
amygdala,alexnet,logits,gap,17.0,0.04260552773342398,0.019409229776444208,2.1478372708902445,0.04738901066153638,0.17921291504189127,0.5882352941176471
amygdala,baseline,category,-,17.0,0.04929567833880641,0.020315155171038178,2.374338942646885,0.030432238728545807,0.20735389711261154,0.6470588235294118
amygdala,baseline,lowlevel,-,17.0,0.00807873551783447,0.007365251857917523,1.0942646245029548,0.29003952769105934,0.03398182862708142,0.5882352941176471
amygdala,clip_vitb32,block11,cls,17.0,0.0527837814361133,0.022679955656281205,2.248918235136163,0.038955756237905356,0.22202601026999927,0.6470588235294118
amygdala,clip_vitb32,block11,gap,17.0,0.025833467706156275,0.011638125948398187,2.2036397138593506,0.04254496302434106,0.10866409359433518,0.5882352941176471
amygdala,clip_vitb32,block2,cls,17.0,0.019617667577757594,0.01565441625428166,1.2321833877177633,0.2356818585010749,0.08251838622749047,0.5882352941176471
amygdala,clip_vitb32,block2,gap,17.0,0.01465408075903089,0.012101941838408181,1.200736725992449,0.24732872128771788,0.06163990143525357,0.47058823529411764
amygdala,clip_vitb32,block5,cls,17.0,0.021623530942381633,0.015297153664168239,1.395941301718901,0.18180203628059363,0.09095570973628957,0.5294117647058824
amygdala,clip_vitb32,block5,gap,17.0,0.037920567644456414,0.020048338174248146,1.8446087238731108,0.08368886942949555,0.15950642625827444,0.6470588235294118
amygdala,clip_vitb32,block8,cls,17.0,0.04599762435712136,0.024349374281583083,1.8232505025408716,0.08700350622252184,0.19348119327658764,0.5882352941176471
amygdala,clip_vitb32,block8,gap,17.0,0.03612647895376736,0.017580075453624035,2.016375688190684,0.060868335050520264,0.15195989694137924,0.6470588235294118
amygdala,clip_vitb32,embed,gap,17.0,0.049077174845958825,0.02139524351870882,2.221851562055594,0.04106595848891228,0.20643479928697117,0.7647058823529411
