subject,region,scope,model,layer,n_images,rho
5,MFC,all,clip_vitb32,ln_post,63,0.01661488485371291
5,MFC,between-category pairs,clip_vitb32,ln_post,63,-0.008398903448802626
5,MFC,within-category pairs (all cats),clip_vitb32,ln_post,63,0.1010348821244992
5,MFC,within face_person,clip_vitb32,ln_post,29,0.09610784093542714
5,MFC,within animal,clip_vitb32,ln_post,19,0.12861737106103152
5,MTL_concept,all,alexnet,conv1,63,-0.0014226177561357555
5,MTL_concept,between-category pairs,alexnet,conv1,63,-0.002763421080085951
5,MTL_concept,within-category pairs (all cats),alexnet,conv1,63,-0.005417750497442607
5,MTL_concept,within face_person,alexnet,conv1,29,-0.032136548025178936
5,MTL_concept,within animal,alexnet,conv1,19,0.013923528408629328
5,MTL_concept,all,alexnet,conv4,63,-0.013190306136133572
5,MTL_concept,between-category pairs,alexnet,conv4,63,-0.017296930260403555
5,MTL_concept,within-category pairs (all cats),alexnet,conv4,63,-0.009668729503064006
5,MTL_concept,within face_person,alexnet,conv4,29,-0.02854586222772886
5,MTL_concept,within animal,alexnet,conv4,19,0.0032576644645237046
5,MTL_concept,all,resnet50,layer2,63,-0.004893701905762361
5,MTL_concept,between-category pairs,resnet50,layer2,63,0.006572492895936692
5,MTL_concept,within-category pairs (all cats),resnet50,layer2,63,-0.02981505753853624
5,MTL_concept,within face_person,resnet50,layer2,29,-0.07956880648590019
5,MTL_concept,within animal,resnet50,layer2,19,0.0402684618291064
5,MTL_concept,all,resnet50,avgpool,63,-0.009940836390914204
5,MTL_concept,between-category pairs,resnet50,avgpool,63,-0.01692532989994853
5,MTL_concept,within-category pairs (all cats),resnet50,avgpool,63,0.013723390569153074
5,MTL_concept,within face_person,resnet50,avgpool,29,-0.01787435042789384
5,MTL_concept,within animal,resnet50,avgpool,19,-0.0191743950727286
5,MTL_concept,all,vit_b_16,ln,63,-0.024273890074637653
5,MTL_concept,between-category pairs,vit_b_16,ln,63,-0.025701405578081628
5,MTL_concept,within-category pairs (all cats),vit_b_16,ln,63,-0.035261515946146675
5,MTL_concept,within face_person,vit_b_16,ln,29,-0.04724254979559819
5,MTL_concept,within animal,vit_b_16,ln,19,0.08171866409274375
5,MTL_concept,all,dinov2_small,norm,63,-0.009348710182694283
5,MTL_concept,between-category pairs,dinov2_small,norm,63,-0.006163903247516391
5,MTL_concept,within-category pairs (all cats),dinov2_small,norm,63,-0.010684137749846464
5,MTL_concept,within face_person,dinov2_small,norm,29,-0.060720651525929974
5,MTL_concept,within animal,dinov2_small,norm,19,0.03995070495671029
5,MTL_concept,all,clip_vitb32,ln_post,63,-0.01246929578174243
5,MTL_concept,between-category pairs,clip_vitb32,ln_post,63,0.01031168146288891
5,MTL_concept,within-category pairs (all cats),clip_vitb32,ln_post,63,-0.05932404458866773
5,MTL_concept,within face_person,clip_vitb32,ln_post,29,-0.04466650581655887
5,MTL_concept,within animal,clip_vitb32,ln_post,19,-0.0010254880881874298
6,MFC,all,alexnet,conv1,54,0.0285234143250376
6,MFC,between-category pairs,alexnet,conv1,54,-0.0035982653195141185
6,MFC,within-category pairs (all cats),alexnet,conv1,54,0.14575200702753233
6,MFC,within face_person,alexnet,conv1,9,-0.04066924066924067
6,MFC,within animal,alexnet,conv1,9,-0.1305019305019305
6,MFC,within vehicle,alexnet,conv1,9,-0.0453024453024453
6,MFC,all,alexnet,conv4,54,0.018686180713165006
6,MFC,between-category pairs,alexnet,conv4,54,-0.008198841671748443
6,MFC,within-category pairs (all cats),alexnet,conv4,54,0.10960907002635324
6,MFC,within face_person,alexnet,conv4,9,-0.09266409266409266
6,MFC,within animal,alexnet,conv4,9,-0.12561132561132562
6,MFC,within vehicle,alexnet,conv4,9,0.0036036036036036037
6,MFC,all,resnet50,layer2,54,0.016596239453834056
6,MFC,between-category pairs,resnet50,layer2,54,0.004624798525126882
6,MFC,within-category pairs (all cats),resnet50,layer2,54,0.03214297458156589
6,MFC,within face_person,resnet50,layer2,9,-0.050965250965250966
6,MFC,within animal,resnet50,layer2,9,-0.18790218790218793
6,MFC,within vehicle,resnet50,layer2,9,-0.06666666666666667
6,MFC,all,resnet50,avgpool,54,0.021014062592011364
6,MFC,between-category pairs,resnet50,avgpool,54,-0.00035169602410453285
6,MFC,within-category pairs (all cats),resnet50,avgpool,54,0.11551976023713224
6,MFC,within face_person,resnet50,avgpool,9,0.03655083655083655
6,MFC,within animal,resnet50,avgpool,9,0.08108108108108109
6,MFC,within vehicle,resnet50,avgpool,9,0.13590733590733592
6,MFC,all,vit_b_16,ln,54,0.040421940005580775
6,MFC,between-category pairs,vit_b_16,ln,54,0.026333391968899306
6,MFC,within-category pairs (all cats),vit_b_16,ln,54,0.11336475993179161
6,MFC,within face_person,vit_b_16,ln,9,0.06512226512226513
6,MFC,within animal,vit_b_16,ln,9,0.043243243243243246
6,MFC,within vehicle,vit_b_16,ln,9,0.1462033462033462
6,MFC,all,dinov2_small,norm,54,0.009182544731190246
6,MFC,between-category pairs,dinov2_small,norm,54,-0.014615467304417732
6,MFC,within-category pairs (all cats),dinov2_small,norm,54,0.06349793542750039
6,MFC,within face_person,dinov2_small,norm,9,0.12072072072072072
6,MFC,within animal,dinov2_small,norm,9,0.025482625482625483
6,MFC,within vehicle,dinov2_small,norm,9,0.20875160875160878
6,MFC,all,clip_vitb32,ln_post,54,0.013759519119485388
6,MFC,between-category pairs,clip_vitb32,ln_post,54,0.010322069553451347
6,MFC,within-category pairs (all cats),clip_vitb32,ln_post,54,-0.07341093683206736
6,MFC,within face_person,clip_vitb32,ln_post,9,0.049163449163449176
6,MFC,within animal,clip_vitb32,ln_post,9,0.06846846846846848
6,MFC,within vehicle,clip_vitb32,ln_post,9,0.028056628056628057
7,MTL,all,alexnet,conv1,54,0.030717444367702615
7,MTL,between-category pairs,alexnet,conv1,54,-0.007852608463598774
7,MTL,within-category pairs (all cats),alexnet,conv1,54,-0.010779699075052732
7,MTL,within face_person,alexnet,conv1,9,-0.20025740025740027
7,MTL,within animal,alexnet,conv1,9,-0.014671814671814673
7,MTL,within vehicle,alexnet,conv1,9,0.22496782496782497
7,MTL,all,alexnet,conv4,54,0.04557640279680966
7,MTL,between-category pairs,alexnet,conv4,54,-0.012424968650428421
7,MTL,within-category pairs (all cats),alexnet,conv4,54,-0.04586099014924112
7,MTL,within face_person,alexnet,conv4,9,-0.08391248391248392
7,MTL,within animal,alexnet,conv4,9,-0.05740025740025741
7,MTL,within vehicle,alexnet,conv4,9,0.15160875160875162
7,MTL,all,resnet50,layer2,54,0.011216190904185
7,MTL,between-category pairs,resnet50,layer2,54,-0.025953550202431872
7,MTL,within-category pairs (all cats),resnet50,layer2,54,-0.04285925675390014
7,MTL,within face_person,resnet50,layer2,9,-0.023166023166023165
7,MTL,within animal,resnet50,layer2,9,0.046846846846846854
7,MTL,within vehicle,resnet50,layer2,9,0.08828828828828829
7,MTL,all,resnet50,avgpool,54,0.05616111164756679
7,MTL,between-category pairs,resnet50,avgpool,54,-0.004431041262855495
7,MTL,within-category pairs (all cats),resnet50,avgpool,54,-0.0938758062167355
7,MTL,within face_person,resnet50,avgpool,9,0.05225225225225225
7,MTL,within animal,resnet50,avgpool,9,0.1142857142857143
7,MTL,within vehicle,resnet50,avgpool,9,0.1366795366795367
7,MTL,all,vit_b_16,ln,54,0.03434783655612157
7,MTL,between-category pairs,vit_b_16,ln,54,-0.03521818424884378
7,MTL,within-category pairs (all cats),vit_b_16,ln,54,0.06107282609206255
7,MTL,within face_person,vit_b_16,ln,9,-0.04375804375804376
7,MTL,within animal,vit_b_16,ln,9,0.3338481338481339
7,MTL,within vehicle,vit_b_16,ln,9,0.17606177606177606
7,MTL,all,dinov2_small,norm,54,0.052805192301344936
7,MTL,between-category pairs,dinov2_small,norm,54,-0.01672794393507626
7,MTL,within-category pairs (all cats),dinov2_small,norm,54,-0.04613344795351307
7,MTL,within face_person,dinov2_small,norm,9,0.12483912483912483
7,MTL,within animal,dinov2_small,norm,9,0.01673101673101673
7,MTL,within vehicle,dinov2_small,norm,9,0.08983268983268984
7,MTL,all,clip_vitb32,ln_post,54,0.06432396059253864
7,MTL,between-category pairs,clip_vitb32,ln_post,54,-0.022732393564668666
7,MTL,within-category pairs (all cats),clip_vitb32,ln_post,54,0.15836844750724596
7,MTL,within face_person,clip_vitb32,ln_post,9,-0.0069498069498069494
7,MTL,within animal,clip_vitb32,ln_post,9,0.28906048906048903
7,MTL,within vehicle,clip_vitb32,ln_post,9,-0.003346203346203347
7,MFC,all,alexnet,conv1,54,-0.05117517784324994
7,MFC,between-category pairs,alexnet,conv1,54,-0.030050360355543135
7,MFC,within-category pairs (all cats),alexnet,conv1,54,-0.13671157522888805
7,MFC,within face_person,alexnet,conv1,9,-0.2097812097812098
7,MFC,within animal,alexnet,conv1,9,-0.14491634491634495
7,MFC,within vehicle,alexnet,conv1,9,0.02882882882882883
7,MFC,all,alexnet,conv4,54,-0.02257821175814219
7,MFC,between-category pairs,alexnet,conv4,54,-0.0017982322508657883
7,MFC,within-category pairs (all cats),alexnet,conv4,54,-0.04619099292079464
7,MFC,within face_person,alexnet,conv4,9,0.09781209781209782
7,MFC,within animal,alexnet,conv4,9,-0.1431145431145431
7,MFC,within vehicle,alexnet,conv4,9,0.01776061776061776
7,MFC,all,resnet50,layer2,54,-0.019930065834988357
7,MFC,between-category pairs,resnet50,layer2,54,-0.0027840944731141676
7,MFC,within-category pairs (all cats),resnet50,layer2,54,-0.05328781408982652
7,MFC,within face_person,resnet50,layer2,9,0.13590733590733592
7,MFC,within animal,resnet50,layer2,9,-0.14491634491634495
7,MFC,within vehicle,resnet50,layer2,9,0.04041184041184042
7,MFC,all,resnet50,avgpool,54,-0.03548422169166345
7,MFC,between-category pairs,resnet50,avgpool,54,-0.016511336072487847
7,MFC,within-category pairs (all cats),resnet50,avgpool,54,-0.10081643390314594
7,MFC,within face_person,resnet50,avgpool,9,-0.08571428571428573
7,MFC,within animal,resnet50,avgpool,9,-0.2607464607464608
7,MFC,within vehicle,resnet50,avgpool,9,-0.04066924066924067
7,MFC,all,vit_b_16,ln,54,-0.02915800045029517
7,MFC,between-category pairs,vit_b_16,ln,54,-0.007878302813412254
7,MFC,within-category pairs (all cats),vit_b_16,ln,54,-0.10628907773033254
7,MFC,within face_person,vit_b_16,ln,9,-0.1827541827541828
7,MFC,within animal,vit_b_16,ln,9,-0.22393822393822396
7,MFC,within vehicle,vit_b_16,ln,9,-0.024453024453024455
7,MFC,all,dinov2_small,norm,54,-0.031074580526462045
7,MFC,between-category pairs,dinov2_small,norm,54,-0.0015327373833725262
7,MFC,within-category pairs (all cats),dinov2_small,norm,54,-0.11668005467946278
7,MFC,within face_person,dinov2_small,norm,9,-0.02908622908622909
7,MFC,within animal,dinov2_small,norm,9,-0.4949806949806951
7,MFC,within vehicle,dinov2_small,norm,9,-0.11634491634491637
7,MFC,all,clip_vitb32,ln_post,54,-0.01564697907061141
7,MFC,between-category pairs,clip_vitb32,ln_post,54,0.005546005688069084
7,MFC,within-category pairs (all cats),clip_vitb32,ln_post,54,-0.08126171451119661
7,MFC,within face_person,clip_vitb32,ln_post,9,-0.03783783783783784
7,MFC,within animal,clip_vitb32,ln_post,9,-0.40180180180180186
7,MFC,within vehicle,clip_vitb32,ln_post,9,-0.0906048906048906
7,MTL_concept,all,alexnet,conv1,54,0.02368107865103754
7,MTL_concept,between-category pairs,alexnet,conv1,54,-0.01203681025807513
7,MTL_concept,within-category pairs (all cats),alexnet,conv1,54,0.008091527032041978
7,MTL_concept,within face_person,alexnet,conv1,9,-0.07001287001287002
7,MTL_concept,within animal,alexnet,conv1,9,0.06229086229086229
7,MTL_concept,within vehicle,alexnet,conv1,9,0.3557271557271558
7,MTL_concept,all,alexnet,conv4,54,0.03305399962931321
7,MTL_concept,between-category pairs,alexnet,conv4,54,-0.024604694088091277
7,MTL_concept,within-category pairs (all cats),alexnet,conv4,54,-0.022154812403406665
7,MTL_concept,within face_person,alexnet,conv4,9,-0.18223938223938224
7,MTL_concept,within animal,alexnet,conv4,9,-0.03655083655083655
7,MTL_concept,within vehicle,alexnet,conv4,9,0.24118404118404121
7,MTL_concept,all,resnet50,layer2,54,0.00319565423391712
7,MTL_concept,between-category pairs,resnet50,layer2,54,-0.04769907214792003
7,MTL_concept,within-category pairs (all cats),resnet50,layer2,54,0.03778003260098555
7,MTL_concept,within face_person,resnet50,layer2,9,-0.0015444015444015446
7,MTL_concept,within animal,resnet50,layer2,9,-0.028056628056628057
7,MTL_concept,within vehicle,resnet50,layer2,9,0.14723294723294725
7,MTL_concept,all,resnet50,avgpool,54,0.05926885676543103
7,MTL_concept,between-category pairs,resnet50,avgpool,54,-0.011317757466766484
7,MTL_concept,within-category pairs (all cats),resnet50,avgpool,54,0.025046153412533998
7,MTL_concept,within face_person,resnet50,avgpool,9,0.06048906048906049
7,MTL_concept,within animal,resnet50,avgpool,9,0.2731016731016731
7,MTL_concept,within vehicle,resnet50,avgpool,9,0.007207207207207207
7,MTL_concept,all,vit_b_16,ln,54,0.026915124274668915
7,MTL_concept,between-category pairs,vit_b_16,ln,54,-0.04581382049176712
7,MTL_concept,within-category pairs (all cats),vit_b_16,ln,54,0.11283511135538364
7,MTL_concept,within face_person,vit_b_16,ln,9,0.06126126126126127
7,MTL_concept,within animal,vit_b_16,ln,9,0.25920205920205924
7,MTL_concept,within vehicle,vit_b_16,ln,9,0.17683397683397684
7,MTL_concept,all,dinov2_small,norm,54,0.06176881397182862
7,MTL_concept,between-category pairs,dinov2_small,norm,54,0.0028377434170343044
7,MTL_concept,within-category pairs (all cats),dinov2_small,norm,54,-0.07454656914556294
7,MTL_concept,within face_person,dinov2_small,norm,9,-0.20334620334620335
7,MTL_concept,within animal,dinov2_small,norm,9,0.16164736164736168
7,MTL_concept,within vehicle,dinov2_small,norm,9,-0.02908622908622909
7,MTL_concept,all,clip_vitb32,ln_post,54,0.05790894979258002
7,MTL_concept,between-category pairs,clip_vitb32,ln_post,54,-0.018066625596619396
7,MTL_concept,within-category pairs (all cats),clip_vitb32,ln_post,54,0.11193905400771338
7,MTL_concept,within face_person,clip_vitb32,ln_post,9,-0.32432432432432434
7,MTL_concept,within animal,clip_vitb32,ln_post,9,0.5129987129987131
7,MTL_concept,within vehicle,clip_vitb32,ln_post,9,0.27490347490347494
8,MTL,all,alexnet,conv1,54,0.0028884248342454307
8,MTL,between-category pairs,alexnet,conv1,54,-0.0021231574586611296
8,MTL,within-category pairs (all cats),alexnet,conv1,54,0.006873687622429854
8,MTL,within face_person,alexnet,conv1,9,0.11994851994851995
8,MTL,within animal,alexnet,conv1,9,0.029858429858429857
8,MTL,within vehicle,alexnet,conv1,9,-0.08391248391248392
8,MTL,all,alexnet,conv4,54,-0.008840863410274184
8,MTL,between-category pairs,alexnet,conv4,54,-0.01592861558310002
8,MTL,within-category pairs (all cats),alexnet,conv4,54,-0.022387341046707723
8,MTL,within face_person,alexnet,conv4,9,0.01312741312741313
8,MTL,within animal,alexnet,conv4,9,-0.1837837837837838
8,MTL,within vehicle,alexnet,conv4,9,0.04761904761904762
8,MTL,all,resnet50,layer2,54,0.02222771782168852
8,MTL,between-category pairs,resnet50,layer2,54,0.022472566075299235
8,MTL,within-category pairs (all cats),resnet50,layer2,54,0.019141335137191903
8,MTL,within face_person,resnet50,layer2,9,0.0501930501930502
8,MTL,within animal,resnet50,layer2,9,-0.02110682110682111
8,MTL,within vehicle,resnet50,layer2,9,0.1917631917631918
8,MTL,all,resnet50,avgpool,54,0.049583018319183596
8,MTL,between-category pairs,resnet50,avgpool,54,0.045720701109670955
8,MTL,within-category pairs (all cats),resnet50,avgpool,54,-0.0338669748258384
8,MTL,within face_person,resnet50,avgpool,9,0.14414414414414414
8,MTL,within animal,resnet50,avgpool,9,0.10553410553410554
8,MTL,within vehicle,resnet50,avgpool,9,0.010296010296010296
8,MTL,all,vit_b_16,ln,54,0.01832872923312472
8,MTL,between-category pairs,vit_b_16,ln,54,0.007352343295695402
8,MTL,within-category pairs (all cats),vit_b_16,ln,54,0.048775818900116036
8,MTL,within face_person,vit_b_16,ln,9,-0.21621621621621626
8,MTL,within animal,vit_b_16,ln,9,0.03783783783783784
8,MTL,within vehicle,vit_b_16,ln,9,0.2195624195624196
8,MTL,all,dinov2_small,norm,54,-0.000677220019477846
8,MTL,between-category pairs,dinov2_small,norm,54,-0.018502933228677985
8,MTL,within-category pairs (all cats),dinov2_small,norm,54,0.03040840485350696
8,MTL,within face_person,dinov2_small,norm,9,0.3580437580437581
8,MTL,within animal,dinov2_small,norm,9,-0.015444015444015444
8,MTL,within vehicle,dinov2_small,norm,9,0.18146718146718147
8,MTL,all,clip_vitb32,ln_post,54,0.003059435440588597
8,MTL,between-category pairs,clip_vitb32,ln_post,54,-0.03205773227309096
8,MTL,within-category pairs (all cats),clip_vitb32,ln_post,54,0.0783797685987683
8,MTL,within face_person,clip_vitb32,ln_post,9,0.3603603603603604
8,MTL,within animal,clip_vitb32,ln_post,9,0.058687258687258693
8,MTL,within vehicle,clip_vitb32,ln_post,9,0.04195624195624196
8,MFC,all,alexnet,conv1,54,0.03346308189778201
8,MFC,between-category pairs,alexnet,conv1,54,0.03821886311019909
8,MFC,within-category pairs (all cats),alexnet,conv1,54,-0.02410194619428121
8,MFC,within face_person,alexnet,conv1,9,-0.2380952380952381
8,MFC,within animal,alexnet,conv1,9,-0.054568854568854575
8,MFC,within vehicle,alexnet,conv1,9,-0.20437580437580435
8,MFC,all,alexnet,conv4,54,0.026363746111822427
8,MFC,between-category pairs,alexnet,conv4,54,0.035639086002144445
8,MFC,within-category pairs (all cats),alexnet,conv4,54,-0.02467152393166007
8,MFC,within face_person,alexnet,conv4,9,-0.054826254826254826
8,MFC,within animal,alexnet,conv4,9,-0.13230373230373232
8,MFC,within vehicle,alexnet,conv4,9,-0.02110682110682111
8,MFC,all,resnet50,layer2,54,0.010217728115904568
8,MFC,between-category pairs,resnet50,layer2,54,0.02830412378385485
8,MFC,within-category pairs (all cats),resnet50,layer2,54,-0.08736030665595626
8,MFC,within face_person,resnet50,layer2,9,-0.2836550836550837
8,MFC,within animal,resnet50,layer2,9,-0.010810810810810811
8,MFC,within vehicle,resnet50,layer2,9,-0.1312741312741313
8,MFC,all,resnet50,avgpool,54,0.021295988482664983
8,MFC,between-category pairs,resnet50,avgpool,54,0.02000643834275736
8,MFC,within-category pairs (all cats),resnet50,avgpool,54,0.04568248331195949
8,MFC,within face_person,resnet50,avgpool,9,-0.03577863577863578
8,MFC,within animal,resnet50,avgpool,9,0.010296010296010296
8,MFC,within vehicle,resnet50,avgpool,9,0.27541827541827546
8,MFC,all,vit_b_16,ln,54,-0.0004410566653636117
8,MFC,between-category pairs,vit_b_16,ln,54,-0.000431917929121254
8,MFC,within-category pairs (all cats),vit_b_16,ln,54,-0.033468857603216884
8,MFC,within face_person,vit_b_16,ln,9,-0.04864864864864865
8,MFC,within animal,vit_b_16,ln,9,-0.1425997425997426
8,MFC,within vehicle,vit_b_16,ln,9,0.04555984555984556
8,MFC,all,dinov2_small,norm,54,-0.016013161264557912
8,MFC,between-category pairs,dinov2_small,norm,54,-0.029770747344912987
8,MFC,within-category pairs (all cats),dinov2_small,norm,54,0.037731882730403
8,MFC,within face_person,dinov2_small,norm,9,0.06718146718146718
8,MFC,within animal,dinov2_small,norm,9,-0.18584298584298584
8,MFC,within vehicle,dinov2_small,norm,9,0.04298584298584299
8,MFC,all,clip_vitb32,ln_post,54,-0.007390524751123465
8,MFC,between-category pairs,clip_vitb32,ln_post,54,-0.004024432033557048
8,MFC,within-category pairs (all cats),clip_vitb32,ln_post,54,-0.0981165179892614
8,MFC,within face_person,clip_vitb32,ln_post,9,-0.12123552123552124
8,MFC,within animal,clip_vitb32,ln_post,9,-0.16525096525096525
8,MFC,within vehicle,clip_vitb32,ln_post,9,-0.15546975546975547
8,MTL_concept,all,alexnet,conv1,54,-0.014616247039563155
8,MTL_concept,between-category pairs,alexnet,conv1,54,-0.03871891365549896
8,MTL_concept,within-category pairs (all cats),alexnet,conv1,54,0.06686490320701625
8,MTL_concept,within face_person,alexnet,conv1,9,0.11608751608751611
8,MTL_concept,within animal,alexnet,conv1,9,-0.09446589446589447
8,MTL_concept,within vehicle,alexnet,conv1,9,-0.00025740025740025744
8,MTL_concept,all,alexnet,conv4,54,0.007830238229732273
8,MTL_concept,between-category pairs,alexnet,conv4,54,-0.01666927148084281
8,MTL_concept,within-category pairs (all cats),alexnet,conv4,54,0.047913818777979775
8,MTL_concept,within face_person,alexnet,conv4,9,0.061003861003861015
8,MTL_concept,within animal,alexnet,conv4,9,-0.17940797940797942
8,MTL_concept,within vehicle,alexnet,conv4,9,-0.023938223938223938
8,MTL_concept,all,resnet50,layer2,54,-0.010790883922537764
8,MTL_concept,between-category pairs,resnet50,layer2,54,-0.039425444559284296
8,MTL_concept,within-category pairs (all cats),resnet50,layer2,54,0.047889156649144816
8,MTL_concept,within face_person,resnet50,layer2,9,0.05611325611325611
8,MTL_concept,within animal,resnet50,layer2,9,0.03191763191763192
8,MTL_concept,within vehicle,resnet50,layer2,9,0.04607464607464608
8,MTL_concept,all,resnet50,avgpool,54,0.012899429137439047
8,MTL_concept,between-category pairs,resnet50,avgpool,54,-0.0061231795245475515
8,MTL_concept,within-category pairs (all cats),resnet50,avgpool,54,0.00593065479126444
8,MTL_concept,within face_person,resnet50,avgpool,9,-0.08622908622908623
8,MTL_concept,within animal,resnet50,avgpool,9,0.015701415701415703
8,MTL_concept,within vehicle,resnet50,avgpool,9,-0.16576576576576577
8,MTL_concept,all,vit_b_16,ln,54,0.010361772610112443
8,MTL_concept,between-category pairs,vit_b_16,ln,54,-0.013503319800875161
8,MTL_concept,within-category pairs (all cats),vit_b_16,ln,54,0.04484514531865819
8,MTL_concept,within face_person,vit_b_16,ln,9,-0.09652509652509651
8,MTL_concept,within animal,vit_b_16,ln,9,-0.021364221364221368
8,MTL_concept,within vehicle,vit_b_16,ln,9,0.0797940797940798
8,MTL_concept,all,dinov2_small,norm,54,0.018853575362482285
8,MTL_concept,between-category pairs,dinov2_small,norm,54,-0.01153515004324897
8,MTL_concept,within-category pairs (all cats),dinov2_small,norm,54,0.08413309093983849
8,MTL_concept,within face_person,dinov2_small,norm,9,0.005148005148005148
8,MTL_concept,within animal,dinov2_small,norm,9,0.09909909909909911
8,MTL_concept,within vehicle,dinov2_small,norm,9,0.04221364221364222
8,MTL_concept,all,clip_vitb32,ln_post,54,-0.005164348318137713
8,MTL_concept,between-category pairs,clip_vitb32,ln_post,54,-0.04520867194031291
8,MTL_concept,within-category pairs (all cats),clip_vitb32,ln_post,54,0.11108527459518877
8,MTL_concept,within face_person,clip_vitb32,ln_post,9,0.007207207207207207
8,MTL_concept,within animal,clip_vitb32,ln_post,9,-0.05637065637065637
8,MTL_concept,within vehicle,clip_vitb32,ln_post,9,-0.03577863577863578
9,MTL,all,alexnet,conv1,54,-0.031014505679837188
9,MTL,between-category pairs,alexnet,conv1,54,-0.020185705593571898
9,MTL,within-category pairs (all cats),alexnet,conv1,54,-0.05930064838240413
9,MTL,within face_person,alexnet,conv1,24,-0.02452305189709051
9,MTL,within landmark_place,alexnet,conv1,17,-0.11326272601498019
9,MTL,all,alexnet,conv4,54,-0.014603085447398717
9,MTL,between-category pairs,alexnet,conv4,54,-0.02295728026718441
9,MTL,within-category pairs (all cats),alexnet,conv4,54,-0.012684040507793197
9,MTL,within face_person,alexnet,conv4,24,-0.007467359198641573
9,MTL,within landmark_place,alexnet,conv4,17,-0.07126091312437383
9,MTL,all,resnet50,layer2,54,-0.03231428047492135
9,MTL,between-category pairs,resnet50,layer2,54,-0.035029714922545196
9,MTL,within-category pairs (all cats),resnet50,layer2,54,-0.03230875986730865
9,MTL,within face_person,resnet50,layer2,24,-0.005727087227636592
9,MTL,within landmark_place,resnet50,layer2,17,-0.0872143504603788
9,MTL,all,resnet50,avgpool,54,0.006197623394840639
9,MTL,between-category pairs,resnet50,avgpool,54,0.016946294967745863
9,MTL,within-category pairs (all cats),resnet50,avgpool,54,-0.01594414040547868
9,MTL,within face_person,resnet50,avgpool,24,0.006931978710349453
9,MTL,within landmark_place,resnet50,avgpool,17,-0.048685654310385955
9,MTL,all,vit_b_16,ln,54,0.00425901996999288
9,MTL,between-category pairs,vit_b_16,ln,54,-0.011475735130340675
9,MTL,within-category pairs (all cats),vit_b_16,ln,54,0.05997390810313081
9,MTL,within face_person,vit_b_16,ln,24,0.034083417759449786
9,MTL,within landmark_place,vit_b_16,ln,17,0.11327226754448737
9,MTL,all,dinov2_small,norm,54,0.003042293429138586
9,MTL,between-category pairs,dinov2_small,norm,54,-0.004452433269259237
9,MTL,within-category pairs (all cats),dinov2_small,norm,54,0.026710130555047767
9,MTL,within face_person,dinov2_small,norm,24,0.03389335197842497
9,MTL,within landmark_place,dinov2_small,norm,17,0.0485663851915462
9,MTL,all,clip_vitb32,ln_post,54,-0.019103354862815176
9,MTL,between-category pairs,clip_vitb32,ln_post,54,-0.034017991218708736
9,MTL,within-category pairs (all cats),clip_vitb32,ln_post,54,0.011364186343740396
9,MTL,within face_person,clip_vitb32,ln_post,24,0.03509995576547139
9,MTL,within landmark_place,clip_vitb32,ln_post,17,-0.09752874385764036
9,MFC,all,alexnet,conv1,54,0.005950710451606413
9,MFC,between-category pairs,alexnet,conv1,54,0.007631396113141219
9,MFC,within-category pairs (all cats),alexnet,conv1,54,-0.031439132728036674
9,MFC,within face_person,alexnet,conv1,24,-0.021039083346413436
9,MFC,within landmark_place,alexnet,conv1,17,-0.07942369161776631
9,MFC,all,alexnet,conv4,54,0.025395603307482723
9,MFC,between-category pairs,alexnet,conv4,54,0.014211845049972277
9,MFC,within-category pairs (all cats),alexnet,conv4,54,-0.022391126288911656
9,MFC,within face_person,alexnet,conv4,24,-0.00279904681725432
9,MFC,within landmark_place,alexnet,conv4,17,-0.10507132293306615
9,MFC,all,resnet50,layer2,54,0.004443220834071471
9,MFC,between-category pairs,resnet50,layer2,54,0.0014405377552304728
9,MFC,within-category pairs (all cats),resnet50,layer2,54,-0.03404662693488956
9,MFC,within face_person,resnet50,layer2,24,-0.004545026469371156
9,MFC,within landmark_place,resnet50,layer2,17,-0.08098373169219025
9,MFC,all,resnet50,avgpool,54,0.017367785582184235
9,MFC,between-category pairs,resnet50,avgpool,54,-0.006804786330785842
9,MFC,within-category pairs (all cats),resnet50,avgpool,54,0.02984137396772238
9,MFC,within face_person,resnet50,avgpool,24,0.0664499650404532
9,MFC,within landmark_place,resnet50,avgpool,17,0.00264300367348886
9,MFC,all,vit_b_16,ln,54,0.02242728752689752
9,MFC,between-category pairs,vit_b_16,ln,54,-0.01132671439211532
9,MFC,within-category pairs (all cats),vit_b_16,ln,54,0.03703976578946638
9,MFC,within face_person,vit_b_16,ln,24,0.07529344615516331
9,MFC,within landmark_place,vit_b_16,ln,17,-0.03593817088879347
9,MFC,all,dinov2_small,norm,54,0.035457403002464666
9,MFC,between-category pairs,dinov2_small,norm,54,0.028782712930365106
9,MFC,within-category pairs (all cats),dinov2_small,norm,54,0.01328593593119927
9,MFC,within face_person,dinov2_small,norm,24,0.040795650746992776
9,MFC,within landmark_place,dinov2_small,norm,17,-0.02605314631935499
9,MFC,all,clip_vitb32,ln_post,54,0.006056875441296227
9,MFC,between-category pairs,clip_vitb32,ln_post,54,-0.018916598601650004
9,MFC,within-category pairs (all cats),clip_vitb32,ln_post,54,0.029134975318434272
9,MFC,within face_person,clip_vitb32,ln_post,24,0.025983076725503346
9,MFC,within landmark_place,clip_vitb32,ln_post,17,0.046910929822050466
10,MTL,all,alexnet,conv1,63,-0.008118013252195425
10,MTL,between-category pairs,alexnet,conv1,63,-0.0025772145827332085
