subject,region,scope,model,layer,n_images,rho
10,MTL,within-category pairs (all cats),alexnet,conv1,63,-0.0026964585670049422
10,MTL,within face_person,alexnet,conv1,33,-7.027296890739067e-05
10,MTL,within landmark_place,alexnet,conv1,17,-0.04562282333858116
10,MTL,all,alexnet,conv4,63,0.0034873361649999032
10,MTL,between-category pairs,alexnet,conv4,63,0.0040518328305399155
10,MTL,within-category pairs (all cats),alexnet,conv4,63,0.019137944384943102
10,MTL,within face_person,alexnet,conv4,33,0.02625526924982057
10,MTL,within landmark_place,alexnet,conv4,17,-0.017265397643242208
10,MTL,all,resnet50,layer2,63,-0.010392490748214706
10,MTL,between-category pairs,resnet50,layer2,63,-0.009659242511434449
10,MTL,within-category pairs (all cats),resnet50,layer2,63,-0.014377560165567915
10,MTL,within face_person,resnet50,layer2,33,-0.007087787079752157
10,MTL,within landmark_place,resnet50,layer2,17,-0.01239921759458041
10,MTL,all,resnet50,avgpool,63,0.021269141012598008
10,MTL,between-category pairs,resnet50,avgpool,63,0.046360640092643506
10,MTL,within-category pairs (all cats),resnet50,avgpool,63,0.037641132540964566
10,MTL,within face_person,resnet50,avgpool,33,0.04870014573081117
10,MTL,within landmark_place,resnet50,avgpool,17,0.09233338104098086
10,MTL,all,vit_b_16,ln,63,0.011742680554828494
10,MTL,between-category pairs,vit_b_16,ln,63,0.024085345298914783
10,MTL,within-category pairs (all cats),vit_b_16,ln,63,0.026377669031301967
10,MTL,within face_person,vit_b_16,ln,33,0.03640310988050987
10,MTL,within landmark_place,vit_b_16,ln,17,-0.056108964266972
10,MTL,all,dinov2_small,norm,63,0.01008941502302962
10,MTL,between-category pairs,dinov2_small,norm,63,0.03049563241817363
10,MTL,within-category pairs (all cats),dinov2_small,norm,63,0.027161003987399172
10,MTL,within face_person,dinov2_small,norm,33,0.05423141100621436
10,MTL,within landmark_place,dinov2_small,norm,17,-0.03603835694861886
10,MTL,all,clip_vitb32,ln_post,63,-0.010924480162418098
10,MTL,between-category pairs,clip_vitb32,ln_post,63,-0.006266995528648344
10,MTL,within-category pairs (all cats),clip_vitb32,ln_post,63,0.00451838795914315
10,MTL,within face_person,clip_vitb32,ln_post,33,0.010603962743261051
10,MTL,within landmark_place,clip_vitb32,ln_post,17,-0.08674681551452697
10,MFC,all,alexnet,conv1,63,-0.02152546937962501
10,MFC,between-category pairs,alexnet,conv1,63,-0.052404647640674505
10,MFC,within-category pairs (all cats),alexnet,conv1,63,0.01121075562786012
10,MFC,within face_person,alexnet,conv1,33,0.051209347250533416
10,MFC,within landmark_place,alexnet,conv1,17,-0.08675158627928056
10,MFC,all,alexnet,conv4,63,0.030615176546660166
10,MFC,between-category pairs,alexnet,conv4,63,0.030708409534579442
10,MFC,within-category pairs (all cats),alexnet,conv4,63,0.01942659191219595
10,MFC,within face_person,alexnet,conv4,33,0.03017033776351956
10,MFC,within landmark_place,alexnet,conv4,17,-0.07283049472830494
10,MFC,all,resnet50,layer2,63,-0.00238074360540473
10,MFC,between-category pairs,resnet50,layer2,63,-0.024759755615340585
10,MFC,within-category pairs (all cats),resnet50,layer2,63,0.012988027069234773
10,MFC,within face_person,resnet50,layer2,33,0.037335734897099834
10,MFC,within landmark_place,resnet50,layer2,17,-0.00846333667286866
10,MFC,all,resnet50,avgpool,63,0.029634142503538942
10,MFC,between-category pairs,resnet50,avgpool,63,0.03177781403213289
10,MFC,within-category pairs (all cats),resnet50,avgpool,63,0.02624384851103109
10,MFC,within face_person,resnet50,avgpool,33,0.034428781851508494
10,MFC,within landmark_place,resnet50,avgpool,17,-0.02148752445016936
10,MFC,all,vit_b_16,ln,63,0.04055760778482263
10,MFC,between-category pairs,vit_b_16,ln,63,0.051986074748952095
10,MFC,within-category pairs (all cats),vit_b_16,ln,63,0.019006538843983904
10,MFC,within face_person,vit_b_16,ln,33,0.04552995438289736
10,MFC,within landmark_place,vit_b_16,ln,17,-0.06839368350746625
10,MFC,all,dinov2_small,norm,63,0.03786753807518276
10,MFC,between-category pairs,dinov2_small,norm,63,0.04572227392376978
10,MFC,within-category pairs (all cats),dinov2_small,norm,63,0.03608534920217517
10,MFC,within face_person,dinov2_small,norm,33,0.0435521208577672
10,MFC,within landmark_place,dinov2_small,norm,17,-0.02500834883831878
10,MFC,all,clip_vitb32,ln_post,63,0.055338963275272865
10,MFC,between-category pairs,clip_vitb32,ln_post,63,0.055622540997787726
10,MFC,within-category pairs (all cats),clip_vitb32,ln_post,63,0.04116359069857301
10,MFC,within face_person,clip_vitb32,ln_post,33,0.08609319141345846
10,MFC,within landmark_place,clip_vitb32,ln_post,17,-0.13851915462048564
10,MTL_concept,all,alexnet,conv1,63,-0.022538104888165
10,MTL_concept,between-category pairs,alexnet,conv1,63,-0.0021445397302071473
10,MTL_concept,within-category pairs (all cats),alexnet,conv1,63,-0.037427656036413286
10,MTL_concept,within face_person,alexnet,conv1,33,-0.0275910263212215
10,MTL_concept,within landmark_place,alexnet,conv1,17,-0.05289823958780593
10,MTL_concept,all,alexnet,conv4,63,-0.019998008835432728
10,MTL_concept,between-category pairs,alexnet,conv4,63,-0.0076995516316382155
10,MTL_concept,within-category pairs (all cats),alexnet,conv4,63,-0.001048752682352021
10,MTL_concept,within face_person,alexnet,conv4,33,0.009851096307228857
10,MTL_concept,within landmark_place,alexnet,conv4,17,-0.06838891274271265
10,MTL_concept,all,resnet50,layer2,63,-0.023927536765309506
10,MTL_concept,between-category pairs,resnet50,layer2,63,-0.0063901062267918834
10,MTL_concept,within-category pairs (all cats),resnet50,layer2,63,-0.023956096442773807
10,MTL_concept,within face_person,resnet50,layer2,33,-0.019169357202881487
10,MTL_concept,within landmark_place,resnet50,layer2,17,-0.046009255283621965
10,MTL_concept,all,resnet50,avgpool,63,-0.016363342537242018
10,MTL_concept,between-category pairs,resnet50,avgpool,63,-0.008758759773170251
10,MTL_concept,within-category pairs (all cats),resnet50,avgpool,63,0.031116318436872056
10,MTL_concept,within face_person,resnet50,avgpool,33,0.03421331612433653
10,MTL_concept,within landmark_place,resnet50,avgpool,17,-0.012799961833881969
10,MTL_concept,all,vit_b_16,ln,63,-0.009814333907930036
10,MTL_concept,between-category pairs,vit_b_16,ln,63,0.00025077986962505113
10,MTL_concept,within-category pairs (all cats),vit_b_16,ln,63,0.02746433305554682
10,MTL_concept,within face_person,vit_b_16,ln,33,0.041737904326369195
10,MTL_concept,within landmark_place,vit_b_16,ln,17,0.01986069366919517
10,MTL_concept,all,dinov2_small,norm,63,-0.00206593069935401
10,MTL_concept,between-category pairs,dinov2_small,norm,63,0.012499934531792052
10,MTL_concept,within-category pairs (all cats),dinov2_small,norm,63,0.04855020741988977
10,MTL_concept,within face_person,dinov2_small,norm,33,0.05092067372048577
10,MTL_concept,within landmark_place,dinov2_small,norm,17,0.07277801631601545
10,MTL_concept,all,clip_vitb32,ln_post,63,-0.02526925150898971
10,MTL_concept,between-category pairs,clip_vitb32,ln_post,63,-0.00875011289185443
10,MTL_concept,within-category pairs (all cats),clip_vitb32,ln_post,63,-0.03056773480307185
10,MTL_concept,within face_person,clip_vitb32,ln_post,33,-0.021987776090429414
10,MTL_concept,within landmark_place,clip_vitb32,ln_post,17,-0.034516482992223645
11,MTL,all,alexnet,conv1,63,0.020490619250698377
11,MTL,between-category pairs,alexnet,conv1,63,-0.012852524174815857
11,MTL,within-category pairs (all cats),alexnet,conv1,63,0.006793068472713417
11,MTL,within face_person,alexnet,conv1,33,-0.01578288489613786
11,MTL,within landmark_place,alexnet,conv1,17,0.05939125041744191
11,MTL,all,alexnet,conv4,63,0.05055573183342795
11,MTL,between-category pairs,alexnet,conv4,63,0.02439049316022258
11,MTL,within-category pairs (all cats),alexnet,conv4,63,0.009105506996156733
11,MTL,within face_person,alexnet,conv4,33,0.028820640230769263
11,MTL,within landmark_place,alexnet,conv4,17,-0.023806116120414098
11,MTL,all,resnet50,layer2,63,0.046532348340609424
11,MTL,between-category pairs,resnet50,layer2,63,0.03435787512176906
11,MTL,within-category pairs (all cats),resnet50,layer2,63,0.010433937282603944
11,MTL,within face_person,resnet50,layer2,33,0.03231716881132377
11,MTL,within landmark_place,resnet50,layer2,17,-0.03608129383140117
11,MTL,all,resnet50,avgpool,63,0.05958437215277515
11,MTL,between-category pairs,resnet50,avgpool,63,0.04364466627789554
11,MTL,within-category pairs (all cats),resnet50,avgpool,63,0.01181657043804658
11,MTL,within face_person,resnet50,avgpool,33,0.040161246300071125
11,MTL,within landmark_place,resnet50,avgpool,17,-0.00402652545202996
11,MTL,all,vit_b_16,ln,63,0.050944914584639636
11,MTL,between-category pairs,vit_b_16,ln,63,0.02339740754601436
11,MTL,within-category pairs (all cats),vit_b_16,ln,63,0.023904691883139532
11,MTL,within face_person,vit_b_16,ln,33,0.026769028240602913
11,MTL,within landmark_place,vit_b_16,ln,17,-0.014565144792710271
11,MTL,all,dinov2_small,norm,63,0.04724007811607751
11,MTL,between-category pairs,dinov2_small,norm,63,0.015169783908487564
11,MTL,within-category pairs (all cats),dinov2_small,norm,63,0.0009238254192289086
11,MTL,within face_person,dinov2_small,norm,33,0.027701082595032376
11,MTL,within landmark_place,dinov2_small,norm,17,-0.02221745145746863
11,MTL,all,clip_vitb32,ln_post,63,0.03782923678335442
11,MTL,between-category pairs,clip_vitb32,ln_post,63,0.008405259015806455
11,MTL,within-category pairs (all cats),clip_vitb32,ln_post,63,0.021377741864011365
11,MTL,within face_person,clip_vitb32,ln_post,33,-0.017199431424832545
11,MTL,within landmark_place,clip_vitb32,ln_post,17,0.17528743857640378
11,MFC,all,alexnet,conv1,63,-0.021593592067580804
11,MFC,between-category pairs,alexnet,conv1,63,-0.048110072477840014
11,MFC,within-category pairs (all cats),alexnet,conv1,63,-0.03627513590966904
11,MFC,within face_person,alexnet,conv1,33,0.001321082901559473
11,MFC,within landmark_place,alexnet,conv1,17,-0.12203139163207861
11,MFC,all,alexnet,conv4,63,0.0650922689976534
11,MFC,between-category pairs,alexnet,conv4,63,0.049655217939493165
11,MFC,within-category pairs (all cats),alexnet,conv4,63,0.03154825473661776
11,MFC,within face_person,alexnet,conv4,33,0.051697752536756354
11,MFC,within landmark_place,alexnet,conv4,17,-0.04347597919946567
11,MFC,all,resnet50,layer2,63,0.01945098468213807
11,MFC,between-category pairs,resnet50,layer2,63,-0.006621424810180282
11,MFC,within-category pairs (all cats),resnet50,layer2,63,0.014151855432438463
11,MFC,within face_person,resnet50,layer2,33,0.044884453956205106
11,MFC,within landmark_place,resnet50,layer2,17,-0.07970516673822813
11,MFC,all,resnet50,avgpool,63,0.07955707017490005
11,MFC,between-category pairs,resnet50,avgpool,63,0.07677376443356364
11,MFC,within-category pairs (all cats),resnet50,avgpool,63,0.0541074964791135
11,MFC,within face_person,resnet50,avgpool,33,0.09370892251483967
11,MFC,within landmark_place,resnet50,avgpool,17,-0.06380897857926625
11,MFC,all,vit_b_16,ln,63,0.06582034150163797
11,MFC,between-category pairs,vit_b_16,ln,63,0.04790368476836623
11,MFC,within-category pairs (all cats),vit_b_16,ln,63,0.04193082579259238
11,MFC,within face_person,vit_b_16,ln,33,0.06681981065103423
11,MFC,within landmark_place,vit_b_16,ln,17,-0.025237345546491097
11,MFC,all,dinov2_small,norm,63,0.06362063497046613
11,MFC,between-category pairs,dinov2_small,norm,63,0.04169520077050096
11,MFC,within-category pairs (all cats),dinov2_small,norm,63,0.03583541800991905
11,MFC,within face_person,dinov2_small,norm,33,0.0727731213557107
11,MFC,within landmark_place,dinov2_small,norm,17,-0.08871714135775963
11,MFC,all,clip_vitb32,ln_post,63,0.07665501112735007
11,MFC,between-category pairs,clip_vitb32,ln_post,63,0.05466783244810403
11,MFC,within-category pairs (all cats),clip_vitb32,ln_post,63,0.04063248691502876
11,MFC,within face_person,clip_vitb32,ln_post,33,0.07078371154103894
11,MFC,within landmark_place,clip_vitb32,ln_post,17,-0.0577310242831926
11,MTL_concept,all,alexnet,conv1,63,0.05306236097256105
11,MTL_concept,between-category pairs,alexnet,conv1,63,0.016755952728544438
11,MTL_concept,within-category pairs (all cats),alexnet,conv1,63,0.06801007238037994
11,MTL_concept,within face_person,alexnet,conv1,33,0.06288248631307572
11,MTL_concept,within landmark_place,alexnet,conv1,17,0.14018415151948854
11,MTL_concept,all,alexnet,conv4,63,0.04988407383313736
11,MTL_concept,between-category pairs,alexnet,conv4,63,0.03110952036866472
11,MTL_concept,within-category pairs (all cats),alexnet,conv4,63,0.02482196235852246
11,MTL_concept,within face_person,alexnet,conv4,33,0.039539061498793625
11,MTL_concept,within landmark_place,alexnet,conv4,17,0.00608272506082725
11,MTL_concept,all,resnet50,layer2,63,0.050760449467463845
11,MTL_concept,between-category pairs,resnet50,layer2,63,0.03672646483211087
11,MTL_concept,within-category pairs (all cats),resnet50,layer2,63,0.047690934780992046
11,MTL_concept,within face_person,resnet50,layer2,33,0.0687648718635185
11,MTL_concept,within landmark_place,resnet50,layer2,17,0.02461237536377081
11,MTL_concept,all,resnet50,avgpool,63,0.04774379745245891
11,MTL_concept,between-category pairs,resnet50,avgpool,63,0.03290539637209649
11,MTL_concept,within-category pairs (all cats),resnet50,avgpool,63,0.011810590489274807
11,MTL_concept,within face_person,resnet50,avgpool,33,0.04226006020322748
11,MTL_concept,within landmark_place,resnet50,avgpool,17,-0.0507132293306617
11,MTL_concept,all,vit_b_16,ln,63,0.053259165755593384
11,MTL_concept,between-category pairs,vit_b_16,ln,63,0.03881204037600297
11,MTL_concept,within-category pairs (all cats),vit_b_16,ln,63,0.029302630640797505
11,MTL_concept,within face_person,vit_b_16,ln,33,0.028268809921564934
11,MTL_concept,within landmark_place,vit_b_16,ln,17,-0.03642955965841324
11,MTL_concept,all,dinov2_small,norm,63,0.05402284447817158
11,MTL_concept,between-category pairs,dinov2_small,norm,63,0.0424723987123401
11,MTL_concept,within-category pairs (all cats),dinov2_small,norm,63,0.01630827862574644
11,MTL_concept,within face_person,dinov2_small,norm,33,0.04736952461885475
11,MTL_concept,within landmark_place,dinov2_small,norm,17,-0.08230046276418108
11,MTL_concept,all,clip_vitb32,ln_post,63,0.04970349587179863
11,MTL_concept,between-category pairs,clip_vitb32,ln_post,63,0.03593322663526708
11,MTL_concept,within-category pairs (all cats),clip_vitb32,ln_post,63,0.04401686958881719
11,MTL_concept,within face_person,clip_vitb32,ln_post,33,0.022093185543790497
11,MTL_concept,within landmark_place,clip_vitb32,ln_post,17,0.012871523305185822
12,MTL,all,alexnet,conv1,63,0.00634441503630362
12,MTL,between-category pairs,alexnet,conv1,63,-0.0012021167159231815
12,MTL,within-category pairs (all cats),alexnet,conv1,63,-0.02007349970368587
12,MTL,within face_person,alexnet,conv1,33,-0.04842533113894712
12,MTL,within landmark_place,alexnet,conv1,17,-0.046667620819617374
12,MTL,all,alexnet,conv4,63,0.018534514799312445
12,MTL,between-category pairs,alexnet,conv4,63,0.009754369812460606
12,MTL,within-category pairs (all cats),alexnet,conv4,63,-0.019285334788965307
12,MTL,within face_person,alexnet,conv4,33,-0.027878069387953425
12,MTL,within landmark_place,alexnet,conv4,17,-0.01322933066170507
12,MTL,all,resnet50,layer2,63,0.016136173477221443
12,MTL,between-category pairs,resnet50,layer2,63,-0.015754086757671225
12,MTL,within-category pairs (all cats),resnet50,layer2,63,0.034976912031120265
12,MTL,within face_person,resnet50,layer2,33,-0.00868221715619154
12,MTL,within landmark_place,resnet50,layer2,17,0.11337722436906635
12,MTL,all,resnet50,avgpool,63,0.02024509534044681
12,MTL,between-category pairs,resnet50,avgpool,63,0.009273841145618923
12,MTL,within-category pairs (all cats),resnet50,avgpool,63,-0.04652101147000174
12,MTL,within face_person,resnet50,avgpool,33,-0.041855705300929726
12,MTL,within landmark_place,resnet50,avgpool,17,-0.03202137302609608
12,MTL,all,vit_b_16,ln,63,0.021168095902826273
12,MTL,between-category pairs,vit_b_16,ln,63,0.0033567976710292555
12,MTL,within-category pairs (all cats),vit_b_16,ln,63,0.029010149813049935
12,MTL,within face_person,vit_b_16,ln,33,-0.0069467520029426605
12,MTL,within landmark_place,vit_b_16,ln,17,0.06375172940222318
12,MTL,all,dinov2_small,norm,63,0.018887976956437593
12,MTL,between-category pairs,dinov2_small,norm,63,0.004927500760410515
12,MTL,within-category pairs (all cats),dinov2_small,norm,63,-0.030571031441497313
12,MTL,within face_person,dinov2_small,norm,33,-0.021196675289643658
12,MTL,within landmark_place,dinov2_small,norm,17,-0.027713372453604314
12,MTL,all,clip_vitb32,ln_post,63,0.02274070738104298
12,MTL,between-category pairs,clip_vitb32,ln_post,63,0.02765136557976868
12,MTL,within-category pairs (all cats),clip_vitb32,ln_post,63,0.015455867594734272
12,MTL,within face_person,clip_vitb32,ln_post,33,-0.01811134955731291
12,MTL,within landmark_place,clip_vitb32,ln_post,17,0.019865464433948758
12,MFC,all,alexnet,conv1,63,-0.009143120522231672
12,MFC,between-category pairs,alexnet,conv1,63,-0.03341346738707569
12,MFC,within-category pairs (all cats),alexnet,conv1,63,0.010844713763618759
12,MFC,within face_person,alexnet,conv1,33,0.012661525924529767
12,MFC,within landmark_place,alexnet,conv1,17,0.00372596727255379
12,MFC,all,alexnet,conv4,63,0.030126268031151482
12,MFC,between-category pairs,alexnet,conv4,63,0.018262065355479314
12,MFC,within-category pairs (all cats),alexnet,conv4,63,0.03121797756599218
12,MFC,within face_person,alexnet,conv4,33,0.028185411722966024
12,MFC,within landmark_place,alexnet,conv4,17,0.09262439769094984
12,MFC,all,resnet50,layer2,63,0.010973044641083517
12,MFC,between-category pairs,resnet50,layer2,63,0.0019301783194394446
12,MFC,within-category pairs (all cats),resnet50,layer2,63,-0.00023747296564826094
12,MFC,within face_person,resnet50,layer2,33,-0.009519460068812076
12,MFC,within landmark_place,resnet50,layer2,17,0.06756357044034157
12,MFC,all,resnet50,avgpool,63,0.033804849685858535
12,MFC,between-category pairs,resnet50,avgpool,63,0.02580481536986056
12,MFC,within-category pairs (all cats),resnet50,avgpool,63,0.02568134999643503
12,MFC,within face_person,resnet50,avgpool,33,0.018728887538140615
12,MFC,within landmark_place,resnet50,avgpool,17,0.028743857640379754
12,MFC,all,vit_b_16,ln,63,0.02846624790158022
12,MFC,between-category pairs,vit_b_16,ln,63,0.05087563528644282
12,MFC,within-category pairs (all cats),vit_b_16,ln,63,-0.03932023315666929
12,MFC,within face_person,vit_b_16,ln,33,-0.028277125284475096
12,MFC,within landmark_place,vit_b_16,ln,17,-0.02052860073469777
12,MFC,all,dinov2_small,norm,63,0.04104737653291191
12,MFC,between-category pairs,dinov2_small,norm,63,0.04358996459783987
12,MFC,within-category pairs (all cats),dinov2_small,norm,63,0.020453686446752772
12,MFC,within face_person,dinov2_small,norm,33,0.01820094351651154
12,MFC,within landmark_place,dinov2_small,norm,17,0.05294594723534182
12,MFC,all,clip_vitb32,ln_post,63,0.014704780292474955
12,MFC,between-category pairs,clip_vitb32,ln_post,63,0.0424733446463364
12,MFC,within-category pairs (all cats),clip_vitb32,ln_post,63,-0.06973804757739242
12,MFC,within face_person,clip_vitb32,ln_post,33,-0.07868624113965474
12,MFC,within landmark_place,clip_vitb32,ln_post,17,-0.02112971709365011
12,MTL_concept,all,alexnet,conv1,63,0.004353585597419947
12,MTL_concept,between-category pairs,alexnet,conv1,63,0.002431188297930464
12,MTL_concept,within-category pairs (all cats),alexnet,conv1,63,-0.02815083905336369
12,MTL_concept,within face_person,alexnet,conv1,33,-0.03906882093588651
12,MTL_concept,within landmark_place,alexnet,conv1,17,-0.046788970051926414
12,MTL_concept,all,alexnet,conv4,63,0.0330011476807861
12,MTL_concept,between-category pairs,alexnet,conv4,63,0.022683005876279586
12,MTL_concept,within-category pairs (all cats),alexnet,conv4,63,-0.01109288734467013
12,MTL_concept,within face_person,alexnet,conv4,33,-0.029830594322376457
12,MTL_concept,within landmark_place,alexnet,conv4,17,-0.020262670278522632
12,MTL_concept,all,resnet50,layer2,63,0.020106956858115744
12,MTL_concept,between-category pairs,resnet50,layer2,63,0.005231741320031646
12,MTL_concept,within-category pairs (all cats),resnet50,layer2,63,0.004741068338154071
12,MTL_concept,within face_person,resnet50,layer2,33,-0.007903065620601736
12,MTL_concept,within landmark_place,resnet50,layer2,17,-0.005115692353322437
12,MTL_concept,all,resnet50,avgpool,63,0.03601203086163943
12,MTL_concept,between-category pairs,resnet50,avgpool,63,0.01205796500319561
12,MTL_concept,within-category pairs (all cats),resnet50,avgpool,63,0.02773671672794876
12,MTL_concept,within face_person,resnet50,avgpool,33,0.0036766650449897367
12,MTL_concept,within landmark_place,resnet50,avgpool,17,0.09347789053646928
12,MTL_concept,all,vit_b_16,ln,63,0.039609886110761376
12,MTL_concept,between-category pairs,vit_b_16,ln,63,0.029092886341488815
12,MTL_concept,within-category pairs (all cats),vit_b_16,ln,63,0.014545367730977334
12,MTL_concept,within face_person,vit_b_16,ln,33,0.0176633518845198
12,MTL_concept,within landmark_place,vit_b_16,ln,17,0.012150756670397861
12,MTL_concept,all,dinov2_small,norm,63,0.04094750740038285
12,MTL_concept,between-category pairs,dinov2_small,norm,63,0.033231423250230145
12,MTL_concept,within-category pairs (all cats),dinov2_small,norm,63,0.016386824820663552
12,MTL_concept,within face_person,dinov2_small,norm,33,-0.0025629555887796804
12,MTL_concept,within landmark_place,dinov2_small,norm,17,0.03012808419921186
12,MTL_concept,all,clip_vitb32,ln_post,63,0.05345901244712855
12,MTL_concept,between-category pairs,clip_vitb32,ln_post,63,0.07910486871308871
12,MTL_concept,within-category pairs (all cats),clip_vitb32,ln_post,63,-0.00440856671920164
12,MTL_concept,within face_person,clip_vitb32,ln_post,33,0.009819464592993548
12,MTL_concept,within landmark_place,clip_vitb32,ln_post,17,0.006129352443919008
13,MTL,all,alexnet,conv1,63,0.1368106034884023
13,MTL,between-category pairs,alexnet,conv1,63,0.032729907137827544
13,MTL,within-category pairs (all cats),alexnet,conv1,63,0.1803053599669464
13,MTL,within face_person,alexnet,conv1,31,0.25439735137277003
13,MTL,within landmark_place,alexnet,conv1,9,-0.1861003861003861
13,MTL,within vehicle,alexnet,conv1,10,0.10843214756258235
13,MTL,all,alexnet,conv4,63,0.33300595845413
13,MTL,between-category pairs,alexnet,conv4,63,0.23767448794938084
13,MTL,within-category pairs (all cats),alexnet,conv4,63,0.24836877658410142
13,MTL,within face_person,alexnet,conv4,31,0.3351018298825114
13,MTL,within landmark_place,alexnet,conv4,9,-0.3052767052767053
13,MTL,within vehicle,alexnet,conv4,10,0.1909090909090909
13,MTL,all,resnet50,layer2,63,0.2090492691476883
13,MTL,between-category pairs,resnet50,layer2,63,0.052640356671418295
13,MTL,within-category pairs (all cats),resnet50,layer2,63,0.25277825274964355
13,MTL,within face_person,resnet50,layer2,31,0.3083920140165277
13,MTL,within landmark_place,resnet50,layer2,9,-0.23191763191763193
13,MTL,within vehicle,resnet50,layer2,10,0.13069828722002635
13,MTL,all,resnet50,avgpool,63,0.3354581045855694
13,MTL,between-category pairs,resnet50,avgpool,63,0.25151274492997017
13,MTL,within-category pairs (all cats),resnet50,avgpool,63,0.21631689147066593
13,MTL,within face_person,resnet50,avgpool,31,0.29731413540080304
13,MTL,within landmark_place,resnet50,avgpool,9,-0.06846846846846848
13,MTL,within vehicle,resnet50,avgpool,10,0.17180500658761524
13,MTL,all,vit_b_16,ln,63,0.3554262533627362
13,MTL,between-category pairs,vit_b_16,ln,63,0.2985640698037824
13,MTL,within-category pairs (all cats),vit_b_16,ln,63,0.22430404793571312
13,MTL,within face_person,vit_b_16,ln,31,0.19718929473377672
13,MTL,within landmark_place,vit_b_16,ln,9,0.1685971685971686
13,MTL,within vehicle,vit_b_16,ln,10,0.3565217391304347
13,MTL,all,dinov2_small,norm,63,0.29474828073980885
13,MTL,between-category pairs,dinov2_small,norm,63,0.17092192942793333
13,MTL,within-category pairs (all cats),dinov2_small,norm,63,0.26314609387942756
13,MTL,within face_person,dinov2_small,norm,31,0.33704975007996496
13,MTL,within landmark_place,dinov2_small,norm,9,-0.0913770913770914
13,MTL,within vehicle,dinov2_small,norm,10,0.27206851119894593
13,MTL,all,clip_vitb32,ln_post,63,0.36902858760996515
13,MTL,between-category pairs,clip_vitb32,ln_post,63,0.2506756570066991
13,MTL,within-category pairs (all cats),clip_vitb32,ln_post,63,0.36774286050752725
13,MTL,within face_person,clip_vitb32,ln_post,31,0.3544353048451547
13,MTL,within landmark_place,clip_vitb32,ln_post,9,-0.006692406692406694
13,MTL,within vehicle,clip_vitb32,ln_post,10,0.08735177865612648
13,MFC,all,alexnet,conv1,63,0.00475607934419322
13,MFC,between-category pairs,alexnet,conv1,63,0.027175223346293957
13,MFC,within-category pairs (all cats),alexnet,conv1,63,-0.020357774683252904
13,MFC,within face_person,alexnet,conv1,31,-0.02611628562016929
13,MFC,within landmark_place,alexnet,conv1,9,0.048133848133848134
13,MFC,within vehicle,alexnet,conv1,10,0.03267457180500659
13,MFC,all,alexnet,conv4,63,-0.017511471120916177
13,MFC,between-category pairs,alexnet,conv4,63,5.463639586255605e-05
13,MFC,within-category pairs (all cats),alexnet,conv4,63,-0.010492124818614343
13,MFC,within face_person,alexnet,conv4,31,-0.01972005136847332
13,MFC,within landmark_place,alexnet,conv4,9,-0.09034749034749036
13,MFC,within vehicle,alexnet,conv4,10,0.19341238471673253
13,MFC,all,resnet50,layer2,63,-0.0167195094331365
13,MFC,between-category pairs,resnet50,layer2,63,0.006526067302696542
13,MFC,within-category pairs (all cats),resnet50,layer2,63,-0.031009312627369157
13,MFC,within face_person,resnet50,layer2,31,-0.023172265798431256
13,MFC,within landmark_place,resnet50,layer2,9,-0.13848133848133848
13,MFC,within vehicle,resnet50,layer2,10,-0.07154150197628459
13,MFC,all,resnet50,avgpool,63,-0.01191448382166063
13,MFC,between-category pairs,resnet50,avgpool,63,0.01626425655973432
13,MFC,within-category pairs (all cats),resnet50,avgpool,63,-0.031822811911806484
13,MFC,within face_person,resnet50,avgpool,31,-0.029898026896838167
13,MFC,within landmark_place,resnet50,avgpool,9,-0.11608751608751611
13,MFC,within vehicle,resnet50,avgpool,10,0.08445322793148878
13,MFC,all,vit_b_16,ln,63,-0.026796370537625645
13,MFC,between-category pairs,vit_b_16,ln,63,-0.026543711874313473
13,MFC,within-category pairs (all cats),vit_b_16,ln,63,2.0625237439729397e-06
13,MFC,within face_person,vit_b_16,ln,31,-0.007170103166608583
13,MFC,within landmark_place,vit_b_16,ln,9,-0.1500643500643501
13,MFC,within vehicle,vit_b_16,ln,10,0.09525691699604742
13,MFC,all,dinov2_small,norm,63,-0.028767203652840082
13,MFC,between-category pairs,dinov2_small,norm,63,-0.01775810313060176
13,MFC,within-category pairs (all cats),dinov2_small,norm,63,-0.04427167296623516
13,MFC,within face_person,dinov2_small,norm,31,-0.05822313299947009
13,MFC,within landmark_place,dinov2_small,norm,9,-0.20669240669240674
13,MFC,within vehicle,dinov2_small,norm,10,0.24440052700922266
13,MFC,all,clip_vitb32,ln_post,63,-0.01951850810694783
13,MFC,between-category pairs,clip_vitb32,ln_post,63,-0.007597909980822872
13,MFC,within-category pairs (all cats),clip_vitb32,ln_post,63,-0.008947959864618603
13,MFC,within face_person,clip_vitb32,ln_post,31,-0.01888256861462665
13,MFC,within landmark_place,clip_vitb32,ln_post,9,-0.1698841698841699
13,MFC,within vehicle,clip_vitb32,ln_post,10,0.26271409749670616
13,MTL_concept,all,alexnet,conv1,63,0.15450291998378152
13,MTL_concept,between-category pairs,alexnet,conv1,63,0.048877145327252874
13,MTL_concept,within-category pairs (all cats),alexnet,conv1,63,0.2029908590278328
13,MTL_concept,within face_person,alexnet,conv1,31,0.29686155814519716
13,MTL_concept,within landmark_place,alexnet,conv1,9,-0.34311454311454315
13,MTL_concept,within vehicle,alexnet,conv1,10,0.07997364953886693
