subject,unit,area,region,t,mean_rate,r_clip ln_post,r_resnet50 avgpool,r_alexnet conv1,r_category one-hot,base_clip ln_post,base_resnet50 avgpool,base_alexnet conv1,base_category one-hot,rdeb_clip ln_post,rdeb_resnet50 avgpool,rdeb_alexnet conv1,rdeb_category one-hot
11,53,preSMA,MFC,0.8,2.3280423280423275,-0.19914846347760948,-0.15485733403652388,-0.3171526472607804,-0.06386071459994956,-0.33588046589992154,-0.14686337925399723,-0.11439390697207188,-0.18954496973558013,0.13673200242231207,-0.007993954782526652,-0.20275874028870852,0.12568425513563058
11,53,preSMA,MFC,0.85,2.698412698412699,-0.45811322698241286,-0.34655896752655635,-0.26168110890239665,-0.5142190829608404,-0.33588046589992154,-0.14686337925399723,-0.11439390697207188,-0.18954496973558013,-0.12223276108249131,-0.19969558827255912,-0.14728720193032477,-0.3246741132252603
11,53,preSMA,MFC,0.9,3.042328042328042,-0.3008327587685612,-0.2519875628735999,-0.35964375055949616,-0.2125979057930739,-0.33588046589992154,-0.14686337925399723,-0.11439390697207188,-0.18954496973558013,0.03504770713136035,-0.10512418361960268,-0.24524984358742427,-0.023052936057493756
11,53,preSMA,MFC,0.95,2.698412698412699,-0.1573273848194443,0.06234145713728409,-0.26247492194955674,-0.16356102318300086,-0.33588046589992154,-0.14686337925399723,-0.11439390697207188,-0.18954496973558013,0.17855308108047724,0.20920483639128132,-0.14808101497748485,0.025983946552579268
11,53,preSMA,MFC,1.0,2.7248677248677247,0.00917549983271547,0.02477367894264152,-0.08566657630839107,0.07610148484917567,-0.33588046589992154,-0.14686337925399723,-0.11439390697207188,-0.18954496973558013,0.345055965732637,0.17163705819663874,0.028727330663680814,0.2656464545847558
11,53,preSMA,MFC,1.05,2.460317460317461,0.11965149090540088,-0.13314497212673218,-0.26505720054314336,-0.18499039463595834,-0.33588046589992154,-0.14686337925399723,-0.11439390697207188,-0.18954496973558013,0.45553195680532244,0.013718407127265048,-0.15066329357107147,0.004554575099621788
11,53,preSMA,MFC,1.1,2.2486772486772484,-0.08583791829491105,0.022708711542224112,-0.22381766790412308,-0.1759580175776646,-0.33588046589992154,-0.14686337925399723,-0.11439390697207188,-0.18954496973558013,0.2500425476050105,0.16957209079622135,-0.1094237609320512,0.013586952157915527
11,65,hippocampus,MTL,-0.3,0.8994708994708993,-0.5077536858228886,-0.42614479080617007,-0.36735594828238793,-0.4355480234495208,-0.3920609567490391,-0.18453308028702028,-0.2375112184522079,-0.26898686681471623,-0.11569272907384948,-0.24161171051914979,-0.12984472983018003,-0.16656115663480459
11,65,hippocampus,MTL,-0.25,0.6878306878306878,-0.34790322353838743,-0.14817689975234435,-0.3745530078044852,-0.28653385459231573,-0.3920609567490391,-0.18453308028702028,-0.2375112184522079,-0.26898686681471623,0.044157733210651695,0.03635618053467593,-0.1370417893522773,-0.0175469877775995
11,65,hippocampus,MTL,-0.2,0.6349206349206348,-0.35514577569159167,-0.15986059320211046,-0.30176165239470354,-0.28418018407961143,-0.3920609567490391,-0.18453308028702028,-0.2375112184522079,-0.26898686681471623,0.036915181057447455,0.024672487084909822,-0.06425043394249563,-0.0151933172648952
11,65,hippocampus,MTL,-0.15,0.8994708994708993,-0.31060549784832076,0.04622292571797807,-0.13520566095215067,-0.22240292218388624,-0.3920609567490391,-0.18453308028702028,-0.2375112184522079,-0.26898686681471623,0.08145545890071837,0.23075600600499835,0.10230555750005724,0.04658394463082999
11,65,hippocampus,MTL,-0.1,0.9788359788359787,-0.4388966008440071,-0.23470604339245466,-0.008679822827312292,-0.11626934976824689,-0.3920609567490391,-0.18453308028702028,-0.2375112184522079,-0.26898686681471623,-0.04683564409496799,-0.05017296310543437,0.22883139562489563,0.15271751704646935
11,65,hippocampus,MTL,-0.05,0.9788359788359786,-0.19218867377610843,0.006589426403910345,-0.31856339726047994,-0.2796072678828674,-0.3920609567490391,-0.18453308028702028,-0.2375112184522079,-0.26898686681471623,0.1998722829729307,0.19112250669093062,-0.08105217880827204,-0.010620401068151153
11,65,hippocampus,MTL,-0.0,1.111111111111111,-0.24162994193623172,0.005866060648293772,-0.11645848692349076,-0.3296629875641853,-0.3920609567490391,-0.18453308028702028,-0.2375112184522079,-0.26898686681471623,0.1504310148128074,0.19039914093531407,0.12105273152871715,-0.06067612074946904
