subject,unit,area,scope,space,n,rho
21,0,amygdala,all other pictures,dinov2 norm,62,0.10127440674434872
21,0,amygdala,all other pictures,alexnet conv1,62,0.04033660052377379
21,0,amygdala,other face pictures,vggface2 identity,24,0.3518868793041281
21,0,amygdala,other face pictures,clip ln_post,24,0.12876061247719978
21,0,amygdala,other face pictures,resnet50 avgpool,24,0.3571784113237391
21,0,amygdala,other face pictures,dinov2 norm,24,0.530917045967632
21,0,amygdala,other face pictures,alexnet conv1,24,0.030426309112762964
21,4,hippocampus,all other pictures,vggface2 identity,62,-0.10588179521576528
21,4,hippocampus,all other pictures,clip ln_post,62,-0.09484402219351112
21,4,hippocampus,all other pictures,resnet50 avgpool,62,-0.1220722128525271
21,4,hippocampus,all other pictures,dinov2 norm,62,-0.2524290699872038
21,4,hippocampus,all other pictures,alexnet conv1,62,-0.10727098861673551
21,4,hippocampus,other face pictures,vggface2 identity,24,0.20594998228883699
21,4,hippocampus,other face pictures,clip ln_post,24,0.039353499800414714
21,4,hippocampus,other face pictures,resnet50 avgpool,24,0.11587419385677666
21,4,hippocampus,other face pictures,dinov2 norm,24,-0.08264234958087091
21,4,hippocampus,other face pictures,alexnet conv1,24,0.20114011009100854
