n_same_pref,rho_same_pref,n_diff_pref_same_cat,rho_diff_pref_same_cat,n_diff_cat,rho_diff_cat,p_same_vs_samecat,p_samecat_vs_diffcat,p_same_pref_vs_zero
43,0.037627843617470895,1672,0.0446411115213167,2985,0.007639668924983088,0.5413281155012573,5.876004708578986e-09,0.4689130314038721
