image_uid,drive,drive_max,n_subj,attr_famous,attr_face_visible,attr_single_object,attr_indoor,attr_natural,attr_text_present,attr_colorful,attr_emotional,attr_child,attr_smiling,luminance,rms_contrast,michelson_contrast,colorfulness,saturation,hue_entropy,gray_entropy,edge_density,spectral_slope,high_freq_energy,edge_com_x,edge_com_y,clip_centroid_dist,clip_nn1_dist,clip_nn5_dist,clip_mean_dist,clip_cat_typicality,resnet50_centroid_dist,resnet50_nn1_dist,resnet50_nn5_dist,resnet50_mean_dist,resnet50_cat_typicality,dinov2_centroid_dist,dinov2_nn1_dist,dinov2_nn5_dist,dinov2_mean_dist,dinov2_cat_typicality,alexnet_fc7_centroid_dist,alexnet_fc7_nn1_dist,alexnet_fc7_nn5_dist,alexnet_fc7_mean_dist,alexnet_fc7_cat_typicality,category
img_0024,-0.501783068512419,-0.16936786329002013,14,0.79076517,0.46354952,0.89270824,0.82854277,0.3592495,0.65431124,0.487184,0.1572283,0.13051295,0.7274282,0.4846964478492737,0.2436703145503997,0.9479942596137304,48.97852325439453,0.360815942287445,1.9138972759246824,5.769126444760387,0.05485,-2.323257468863939,0.0596824996173381,0.5119181436876454,0.507586137012344,0.362293980707478,0.1956272520526971,0.2639888598297112,0.5508593358114545,0.7528473845321687,0.6822825562790399,0.2306567847721887,0.3283176505835453,0.8852976566469317,0.6925278575993348,0.950647662473288,0.3366360757927588,0.5365108762688886,0.9929845952295028,0.4020928766025833,0.8085786478245138,0.4348747832204612,0.5192719440144935,0.9402225863680388,0.5438459556560227,vehicle
img_0025,0.7635511946736906,0.9247764786620971,3,0.11945808,0.93809175,0.8050327,0.040818814,0.7337773,0.46031064,0.8626385,0.12264301,0.017855192,0.08567087,0.4040725231170654,0.1953013837337494,0.8270866015087671,62.908348083496094,0.2387621402740478,3.2474539279937744,5.576898501282854,0.0429083333333333,-2.3424432189800983,0.0863709226250648,0.5506430479409667,0.4952060668849186,0.2851959078756338,0.2274406420019799,0.3381507183046532,0.4962040986957008,0.6799387042584033,0.5932261763940191,0.558495851262065,0.6039381106037162,0.8523245288733479,0.3395229109250584,0.7811736274678186,0.7058580223957481,0.7283433260253225,0.9588236953989407,0.210589129462013,0.6672485532950245,0.5655875490119404,0.6748057453281172,0.893922603770346,0.3025024853075052,face_person
img_0026,-0.27376868021892364,0.20670763946908585,15,0.44052282,0.7384094,0.9868951,0.24755655,0.1392836,0.8825351,0.14410484,0.026779408,0.06463007,0.57731247,0.8300039172172546,0.1942988485097885,0.7948746810130783,2.402906894683838,0.0091729098930954,3.621737957000733,4.261165434151023,0.0234916666666666,-3.098920706512741,0.0214071832597255,0.4523173925292506,0.5029369955752637,0.2492334947464792,0.1629087128251132,0.2419255162815567,0.4707101512514424,0.809727166584313,0.8513865415563506,0.2835673277326458,0.5878149338215669,0.9479084131224368,0.3377866029639175,0.945110436615755,0.8291993105056356,0.8533465762410701,0.9918684560058616,0.1022620814426038,0.7982970640538998,0.507816545978923,0.6228277446614533,0.936854321801027,0.4147151717198598,object
img_0027,-0.07331387019866255,-0.22326116121759743,5,0.8936048,0.9975731,0.9800362,0.75589716,0.44321722,0.31958362,0.27047193,0.13695745,0.03351794,0.06039525,0.7248373031616211,0.3448096513748169,0.8984195966477689,40.434513092041016,0.1713313162326812,1.599932074546814,3.935604716244855,0.0232,-3.089133527212087,0.0109281493350863,0.4994256451611514,0.4999212749437271,0.3258940938714015,0.2432293159124259,0.2696269607790261,0.5250552609112756,0.7492801442138813,0.432326465367745,0.1883648169205649,0.2671066827169143,0.7927514052268244,0.7060225947012577,0.5185548444163673,0.4357116715641538,0.480936026446194,0.9058875984850082,0.5435983771275565,0.3948088502600713,0.1295285252594362,0.2294658365153005,0.8046708874148674,0.744796271156516,face_person
img_0028,-1.0114608551981403,-1.0969291865096502,2,0.13977297,0.99555993,0.90502596,0.914435,0.6125736,0.31708747,0.8735116,0.59608513,0.99657273,0.8632467,0.3299229741096496,0.15286485850811,0.7404841309732909,54.85498809814453,0.4379902482032776,2.85323715209961,5.1389638636204795,0.0022916666666666,-3.2318210899891433,0.0162292551249265,0.448983644397208,0.5855150134000117,0.2597719877723717,0.2178611798957256,0.2708044787455227,0.4781809454492317,0.6891485460024391,0.6553539359912924,0.5442482471155363,0.5916397464012456,0.8753273340416272,0.3468712836891378,0.8312892887886414,0.616736778987764,0.6695961536061804,0.968925514750016,0.1901911129532188,0.6256718892838388,0.4687146718507625,0.5610342111231266,0.8803020169689527,0.3951555537977529,face_person
img_0029,0.5871283070412344,0.4679365273204484,3,0.83916306,0.9694882,0.9357177,0.65178615,0.5357726,0.28120428,0.17456274,0.15115745,0.049284633,0.54091537,0.6086567044258118,0.3158549070358276,0.9766785648865992,26.658191680908203,0.1996353566646576,2.8227968215942383,5.103972599341322,0.019575,-2.812357833674041,0.0187310557812452,0.3945964589368709,0.5032438975236495,0.3478654326385673,0.2171405299883029,0.2615292654226044,0.5406308607409771,0.7327649407540309,0.4914892015648016,0.2658199201631757,0.3192068270553935,0.8146564103772586,0.6570929574554483,0.5638530503615047,0.4324219567667792,0.4642903519136691,0.9150183628274404,0.4737865912723101,0.3735789818848453,0.1500688113033695,0.1861705254545901,0.7977159459383429,0.7913783981749465,face_person
img_0030,-0.6171653012947134,-0.5040204511727822,13,0.42451215,0.79348654,0.92325944,0.114910185,0.040217318,0.9737761,0.23408572,0.12156491,0.08627098,0.18082656,0.6450737714767456,0.2164682447910308,0.9612060157482958,46.334007263183594,0.2228920310735702,1.8344953060150144,5.4746856466389655,0.0373416666666666,-1.8260724094245349,0.0798975899815559,0.5112308161158248,0.6748462549913351,0.2673479753461807,0.2880517745461001,0.2946461455086613,0.4835516036514884,0.7737566838627423,0.7012128241017167,0.2826484340057776,0.4360776300142125,0.8923065889717261,0.552268177252558,0.9118286934584088,0.5154439203366797,0.6729791813033372,0.985159851385998,0.2542688701656663,0.7698882589655207,0.4588907254109265,0.5915859622406965,0.9275475482819676,0.4391296138723112,landmark_place
img_0031,-0.09924280403062076,-0.25205298362809286,3,0.15292771,0.8646876,0.18940713,0.81286323,0.44352368,0.7575027,0.97181296,0.28981274,0.7719355,0.51086825,0.4553799331188202,0.1804874092340469,0.6906179349732331,50.08023452758789,0.3396956026554107,2.4414398670196533,5.437884568159734,0.0222416666666666,-2.5232029074028293,0.048080064356327,0.5222764159045997,0.5279361567033275,0.333656312310731,0.2352232142331345,0.339759917545251,0.5305579391723929,0.6216872076750813,0.5974460207047632,0.5167948449079918,0.5691910340293183,0.8538869263772936,0.3462680713961253,0.8441913590850958,0.7002715777415316,0.7535058111725682,0.9715261864752736,0.1091538751301729,0.696616646143495,0.5824425397934878,0.6589225132785227,0.9035436416132658,0.2587454178282233,face_person
img_0032,0.36913099247086556,0.0319946087732338,10,0.7284541,0.26753074,0.519249,0.32151657,0.04553676,0.81335306,0.95802206,0.38561547,0.03500528,0.61172456,0.2355023324489593,0.2271454334259033,0.9905899279673762,62.7260627746582,0.5871736407279968,3.0464396476745605,5.064401906012151,0.0698333333333333,-2.3575613497252266,0.0994205102324485,0.4942293452314815,0.5652828225175694,0.2589107251538747,0.0995742674822339,0.2048199565290712,0.4775703917621693,0.832722262837092,0.648773492060783,0.4544905749785521,0.5439428973734115,0.8728909244457318,0.5227593128205841,0.8151227690753884,0.3262494392097965,0.6025813427022916,0.9656668275976422,0.4548429591425634,0.7602713319065231,0.5754574833412861,0.6107418470517991,0.92439702639944,0.4008308987109946,landmark_place
img_0033,-0.6782612254820801,-0.5096785573029994,3,0.17010777,0.9932847,0.94681484,0.7958395,0.32600942,0.88743705,0.32079968,0.13721219,0.08565264,0.047070663,0.5977073311805725,0.1087694019079208,0.6848035389393835,40.03955078125,0.2645103335380554,2.299290895462036,4.4289039928245995,0.0018416666666666,-3.0457797756073735,0.0138962334021925,0.3699078277046745,0.4548927425054559,0.3386512783790834,0.1752209590567793,0.2981154749881859,0.534098897393831,0.6627722179002573,0.4286164246363523,0.1832810802458587,0.2348362919072483,0.7913777625160003,0.7376792761668376,0.6814724201199341,0.5213354839992135,0.5761606241282222,0.938726912094718,0.3819289330728843,0.4708788514506856,0.2692831574840375,0.3245336978877525,0.8295915509370804,0.6561304272499019,face_person
