subject,unit,area,t,pref_minus_nonpref,rho_alexnet conv1,rho_resnet50 avgpool,rho_clip ln_post
1,36,amygdala,0.35,5.725806451612902,0.0851794040559669,0.09849187379165993,0.06865357955648589
1,36,amygdala,0.375,8.9247311827957,0.05303438858534498,-0.08621592339462858,-0.08303029217253914
1,36,amygdala,0.4,5.833333333333331,0.0,-0.08075723222633749,-0.16552296443988174
1,36,amygdala,0.425,3.897849462365591,0.12026312413059476,-0.05279533287209857,-0.23922486499561335
1,36,amygdala,0.45,0.645161290322581,0.17058335425824903,0.10420573105315631,-0.09413692876206121
1,36,amygdala,0.475,-1.075268817204301,0.15234539914686768,0.0005090056770693874,-0.1421907358893334
1,36,amygdala,0.5,0.48387096774193417,0.17699826787987075,-0.14401420437009002,-0.1669930166523112
1,36,amygdala,0.525,2.043010752688174,0.05831129786234955,-0.07411243626910512,-0.0699327803034472
1,36,amygdala,0.55,-0.08064516129032206,0.041758515241510134,-0.16930299128136067,-0.17904154611790338
1,36,amygdala,0.575,-0.24193548387096797,-0.09371764922231365,-0.2146823643084444,-0.23740953264846051
1,36,amygdala,0.6,1.666666666666667,-0.04857526913253257,-0.07061073105197964,-0.12911603412730605
1,36,amygdala,0.625,-1.0752688172043001,0.015414460209138147,-0.1292833886733481,-0.22263356285587171
1,36,amygdala,0.65,2.903225806451613,-0.0007131125400945516,-0.0458684173110817,-0.1222223957112055
1,36,amygdala,0.675,2.983870967741936,0.015322839480921568,-0.03714705012263348,-0.09571038171610577
1,36,amygdala,0.7,-0.6182795698924748,-0.029691073278050064,-0.11350064328838068,-0.08511270661719858
1,36,amygdala,0.725,5.51075268817204,-0.13830086002080694,-0.14367823098995514,-0.0677804807396919
1,36,amygdala,0.75,8.333333333333334,-0.05302618337316849,-0.04438808814803437,-0.01574732403874009
1,36,amygdala,0.775,13.413978494623656,0.07421949737591435,0.01778496254547325,0.0587955976791908
1,36,amygdala,0.8,18.521505376344088,0.0041865185396253455,-0.013989098534845666,0.02335771014486092
1,36,amygdala,0.825,12.258064516129032,0.0799985325648182,0.10882360381857349,0.07605620488002396
1,36,amygdala,0.85,10.77956989247312,0.11304350539383021,-0.04740699511753052,-0.011127439632778931
1,36,amygdala,0.875,5.752688172043011,0.1036161658402566,0.12339394940631296,0.13691132344564605
1,36,amygdala,0.9,2.043010752688173,0.12446076750163128,0.053851986760726375,0.06638760363139427
1,36,amygdala,0.925,6.989247311827959,0.11812819351725885,0.06548438586170457,0.11589839251140041
1,36,amygdala,0.95,8.978494623655914,-0.03161441854813103,-0.010759636385418889,0.01318758283818562
1,36,amygdala,0.975,10.672043010752688,-0.09932739794301414,-0.06020776332516813,-0.04911145199561495
1,36,amygdala,1.0,14.408602150537634,-0.13016679852884716,-0.049668232732438714,-0.06866054141458368
1,36,amygdala,1.025,11.397849462365592,0.03539676249778192,0.04745107122718528,0.03611184860884822
1,36,amygdala,1.05,6.048387096774192,0.052146743256840156,0.04623609669534355,0.00695972235812587
1,36,amygdala,1.075,4.67741935483871,0.12465726222912481,0.06009711222280646,-0.06191823683561878
1,36,amygdala,1.1,2.849462365591397,-0.0007772443600474615,-0.03463919031278187,-0.09417610829241742
1,36,amygdala,1.125,0.8870967741935489,-0.08927155866880844,-0.03432532569782813,-0.0756442758074984
1,36,amygdala,1.15,1.0215053763440851,0.01967247404253296,-0.0680339727304265,-0.03568197440266721
1,38,amygdala,-0.15,-2.6612903225806446,0.07637603661033708,0.1436430046341202,0.19445655532492548
1,38,amygdala,-0.125,-2.688172043010753,-0.013776232849633344,0.029013581304530824,0.14191085316127985
1,38,amygdala,-0.1,-2.6612903225806455,-0.06709255851309498,-0.09510837532254912,0.07537526987752118
1,38,amygdala,-0.075,-2.043010752688172,0.044854633926359654,-0.07676992640994851,0.04430346522392925
1,38,amygdala,-0.05,-0.21505376344086002,0.13887782102073828,-0.068910456092482,0.021481672087111915
1,38,amygdala,-0.025,3.333333333333333,0.06113613757734258,0.04793477743874358,0.08285450425697322
1,38,amygdala,-0.0,5.080645161290323,-0.00024254097843452564,0.06346488935703422,0.12331861303515437
1,38,amygdala,0.025,5.0,0.005260063033634522,0.07086249020183533,0.16025658709139845
1,38,amygdala,0.05,3.279569892473118,-0.08640731549696877,0.15380502158460443,0.1621798844712337
1,38,amygdala,0.075,-0.05376344086021523,-0.005620582001759572,0.1723821895067959,0.18699040027552008
1,38,amygdala,0.1,-1.9354838709677422,0.026889401052085413,0.12736253035052406,0.10805799462948722
1,38,amygdala,0.125,-1.8817204301075268,-0.036606163701768,0.08409381329468206,0.09856724598484719
1,38,amygdala,0.15,-1.7204301075268815,-0.01681863153050046,0.07657392744218376,0.1868116876634261
1,38,amygdala,0.175,-1.6935483870967742,-0.05781607870402382,0.08060742159700836,0.1701505388906828
1,38,amygdala,0.2,0.026881720430107503,0.015837301100722487,0.11078098645159676,0.18705641974613876
1,38,amygdala,0.225,1.6935483870967742,0.009624850868457735,0.16936546970186678,0.06865017939877865
1,38,amygdala,0.25,6.478494623655914,0.05778603162096541,0.07877008365659709,0.046495120373366644
1,38,amygdala,0.275,9.274193548387096,0.24783225281777377,0.16399191383561812,0.07799101300665642
1,38,amygdala,0.3,7.5,0.2559326864736461,0.20173333350829983,0.15400866240008548
1,38,amygdala,0.325,5.698924731182796,0.28669208049040806,0.17537831195261294,0.2353884664129839
1,38,amygdala,0.35,0.725806451612903,0.27747743754089604,0.28183380983283257,0.23174857150637584
1,38,amygdala,0.375,-0.5107526881720428,0.11720087687407117,0.21940046557294465,0.2582023841038448
1,38,amygdala,0.4,1.370967741935484,0.01812613820263078,0.03813930838823338,0.033514751134189745
1,38,amygdala,0.425,2.876344086021505,-0.09824774569716724,0.013357664912698216,0.02594673402684832
1,38,amygdala,0.45,2.903225806451613,-0.23340971368975144,-0.02944715980185539,0.08963673149738925
1,38,amygdala,0.475,0.9408602150537635,-0.36173468707400297,-0.044679881814960784,0.09381449368625
1,38,amygdala,0.5,-0.9408602150537637,-0.23129244963181667,0.1095039638748007,0.22952242174771256
1,38,amygdala,0.525,-0.8870967741935483,-0.11288016089533351,0.0956575880123977,0.2501874518795943
1,38,amygdala,0.55,-0.9139784946236562,-0.04336328664018847,0.11059722866644224,0.2474886617919891
1,38,amygdala,0.575,1.102150537634409,0.178023900674607,0.16866529042059636,0.22334481100582707
1,38,amygdala,0.6,2.956989247311828,0.18287884055994147,0.26936628528464013,0.2563110770025591
