subject,region,n_units,n_images,text_variant,text_centering,image_space,rho_text,rho_img,rho_text_given_img,rho_img_given_text,rho_text_img
3,MFC,33,63,fine-only,raw,clip_ln_post,0.011599251191816427,0.018261906450151476,0.005624355989920514,0.015185797848903636,0.34628088073399577
3,MFC,33,63,fine-only,raw,resnet50_avgpool,0.011599251191816427,3.5776976371788735e-05,0.014874278938007563,-0.009312061652466393,0.6278812431852627
3,MFC,33,63,fine-only,centred,clip_embed,0.04546745256746634,0.02420257438550333,0.03979652528194001,0.010075760469226184,0.3227801646160334
3,MFC,33,63,fine-only,centred,clip_ln_post,0.04546745256746634,0.018261906450151476,0.04174097214017196,-0.0028199509972247974,0.45676423278706424
3,MFC,33,63,fine-only,centred,resnet50_avgpool,0.04546745256746634,3.5776976371788735e-05,0.05455167767526339,-0.030174157742695995,0.5531041351760922
4,MTL,43,63,identity+fine,raw,clip_embed,0.059284051293930856,0.07260814682911054,0.025919142105136683,0.04933720268002053,0.5103100919756505
4,MTL,43,63,identity+fine,raw,clip_ln_post,0.059284051293930856,0.08800310911896281,0.023635834052080307,0.06929032203376743,0.4324285428532719
4,MTL,43,63,identity+fine,raw,resnet50_avgpool,0.059284051293930856,0.07035785411161662,0.05354643904710939,0.06560322174983683,0.08626506440880816
4,MTL,43,63,identity+fine,centred,clip_embed,0.07473952021836706,0.07260814682911054,0.03865656641000998,0.034336351179063154,0.607626306205991
4,MTL,43,63,identity+fine,centred,clip_ln_post,0.07473952021836706,0.08800310911896281,0.019507072871518198,0.05050125361503013,0.689320159940966
4,MTL,43,63,identity+fine,centred,resnet50_avgpool,0.07473952021836706,0.07035785411161662,0.040760940278232384,0.03198713632425753,0.5999213875492864
4,MTL,43,63,fine-only,raw,clip_embed,0.030211022592298704,0.07260814682911054,0.019209558649307398,0.06877947746462866,0.15542312823409837
4,MTL,43,63,fine-only,raw,clip_ln_post,0.030211022592298704,0.08800310911896281,0.0060754049747728375,0.08291405571384582,0.2772218524903318
4,MTL,43,63,fine-only,raw,resnet50_avgpool,0.030211022592298704,0.07035785411161662,0.001066480307386993,0.0635794225303727,0.41563846777194596
4,MTL,43,63,fine-only,centred,clip_embed,0.07731816212554146,0.07260814682911054,0.04218458740098462,0.032716991623060104,0.6023116238436202
4,MTL,43,63,fine-only,centred,clip_ln_post,0.07731816212554146,0.08800310911896281,0.024001997232557977,0.04849891381508414,0.6791765423352445
4,MTL,43,63,fine-only,centred,resnet50_avgpool,0.07731816212554146,0.07035785411161662,0.04497691110492862,0.031479550744365835,0.5790240942303545
4,MTL_concept,12,63,identity+fine,raw,clip_embed,0.11334938843593981,0.1680385588203326,0.03255350381964501,0.12896656379829183,0.5103100919756505
4,MTL_concept,12,63,identity+fine,raw,clip_ln_post,0.11334938843593981,0.19108880172552734,0.034706552356001515,0.1585892287829483,0.4324285428532719
4,MTL_concept,12,63,identity+fine,raw,resnet50_avgpool,0.11334938843593981,0.17978927787811463,0.0998327041149068,0.1717542444793901,0.08626506440880816
4,MTL_concept,12,63,identity+fine,centred,clip_embed,0.185340505071731,0.1680385588203326,0.10631334159835086,0.07101017983466222,0.607626306205991
