subject,region,t,ref,rho
5,MFC,0.975,resnet50 avgpool,0.006920986728911679
5,MFC,0.975,clip ln_post,0.0055044365834866224
5,MFC,0.975,category,0.0042720661568529834
5,MFC,0.975,low-level,-0.0065304862431476846
5,MFC,1.0,alexnet conv1,0.006140444870277831
5,MFC,1.0,alexnet conv4,0.002283820846145644
5,MFC,1.0,resnet50 avgpool,0.0006600722461338958
5,MFC,1.0,clip ln_post,0.014720957175573047
5,MFC,1.0,category,0.012332754494379282
5,MFC,1.0,low-level,-0.0032188968831022157
5,MFC,1.025,alexnet conv1,0.02303571882851556
5,MFC,1.025,alexnet conv4,0.02496199382916186
5,MFC,1.025,resnet50 avgpool,0.011216376085900261
5,MFC,1.025,clip ln_post,0.01623280465951969
5,MFC,1.025,category,0.020900565696714456
5,MFC,1.025,low-level,0.0031400003458972657
5,MFC,1.05,alexnet conv1,0.011810722696662508
5,MFC,1.05,alexnet conv4,0.020459657321486534
5,MFC,1.05,resnet50 avgpool,0.024815749457692632
5,MFC,1.05,clip ln_post,0.03237061966670299
5,MFC,1.05,category,0.018617526184714964
5,MFC,1.05,low-level,-0.0034325261400517415
5,MFC,1.075,alexnet conv1,0.01461877636548423
5,MFC,1.075,alexnet conv4,0.014846602681858518
5,MFC,1.075,resnet50 avgpool,0.006772923626012682
5,MFC,1.075,clip ln_post,0.019380086374825776
5,MFC,1.075,category,0.013806765311547495
5,MFC,1.075,low-level,-0.001400866204592253
5,MFC,1.1,alexnet conv1,0.009021289680273653
5,MFC,1.1,alexnet conv4,0.02093113404531981
5,MFC,1.1,resnet50 avgpool,0.017215787918787966
5,MFC,1.1,clip ln_post,0.03543347454808278
5,MFC,1.1,category,0.011774327370873788
5,MFC,1.1,low-level,0.014614277059121654
5,MFC,1.125,alexnet conv1,0.027972099055388597
5,MFC,1.125,alexnet conv4,0.021161276868156467
5,MFC,1.125,resnet50 avgpool,0.004746529795995103
5,MFC,1.125,clip ln_post,0.04493671678078828
5,MFC,1.125,category,-0.002876984968448799
5,MFC,1.125,low-level,0.020144581835078813
5,MFC,1.15,alexnet conv1,0.047383711182278666
5,MFC,1.15,alexnet conv4,0.019097883371638494
5,MFC,1.15,resnet50 avgpool,0.0060378967698737
5,MFC,1.15,clip ln_post,0.010222351564258525
5,MFC,1.15,category,-0.01778284536053537
5,MFC,1.15,low-level,0.027945294916982985
5,MFC,1.175,alexnet conv1,-0.010300676223998844
5,MFC,1.175,alexnet conv4,-0.002918857746708196
5,MFC,1.175,resnet50 avgpool,-0.0004969180218583876
5,MFC,1.175,clip ln_post,-0.00030375392353046573
5,MFC,1.175,category,-0.004447684580852944
5,MFC,1.175,low-level,-0.008371179378481381
5,MFC,1.2,alexnet conv1,-0.011202825006372166
5,MFC,1.2,alexnet conv4,-0.003838861993357484
5,MFC,1.2,resnet50 avgpool,-0.0005922427460613785
5,MFC,1.2,clip ln_post,-0.007613704318202597
5,MFC,1.2,category,-0.009536672395413611
5,MFC,1.2,low-level,0.006144154824646969
6,MFC,-0.2,alexnet conv1,0.004317878577391595
6,MFC,-0.2,alexnet conv4,-0.01834565011016998
6,MFC,-0.2,resnet50 avgpool,-0.0021832640732187478
6,MFC,-0.2,clip ln_post,-0.006616095685348347
6,MFC,-0.2,category,-0.010795870780272313
6,MFC,-0.2,low-level,0.015765281882073278
6,MFC,-0.175,alexnet conv1,0.021131603718301306
6,MFC,-0.175,alexnet conv4,-0.012427303088207484
6,MFC,-0.175,resnet50 avgpool,0.01191565131166691
6,MFC,-0.175,clip ln_post,-0.01355966275856652
6,MFC,-0.175,category,-0.03011430097511521
6,MFC,-0.175,low-level,0.02597420147752181
6,MFC,-0.15,alexnet conv1,0.035406726368041846
6,MFC,-0.15,alexnet conv4,-0.003071634688584198
6,MFC,-0.15,resnet50 avgpool,0.00411843172462968
6,MFC,-0.15,clip ln_post,0.00040047031192809625
6,MFC,-0.15,category,-0.011342974760399699
6,MFC,-0.15,low-level,0.005444595225347833
6,MFC,-0.125,alexnet conv1,0.005654906329513687
6,MFC,-0.125,alexnet conv4,-0.02420367658061344
6,MFC,-0.125,resnet50 avgpool,0.007170979238018345
6,MFC,-0.125,clip ln_post,-0.0012855280063038047
6,MFC,-0.125,category,-0.015120822071451741
6,MFC,-0.125,low-level,-0.018102889579647247
6,MFC,-0.1,alexnet conv1,0.001534562201791041
6,MFC,-0.1,alexnet conv4,-0.03145732323027569
6,MFC,-0.1,resnet50 avgpool,0.024934939391564246
6,MFC,-0.1,clip ln_post,-0.005925181713102024
6,MFC,-0.1,category,-0.014790673117926595
6,MFC,-0.1,low-level,-0.02062646721653784
6,MFC,-0.075,alexnet conv1,0.00015286529990862234
6,MFC,-0.075,alexnet conv4,-0.0327119620363006
6,MFC,-0.075,resnet50 avgpool,0.018462404980798573
6,MFC,-0.075,clip ln_post,0.010765850688903287
6,MFC,-0.075,category,-0.00959318530671642
6,MFC,-0.075,low-level,0.005071652051730053
6,MFC,-0.05,alexnet conv1,0.020994504482435332
6,MFC,-0.05,alexnet conv4,-0.0033559889626085474
6,MFC,-0.05,resnet50 avgpool,0.02787057232614311
6,MFC,-0.05,clip ln_post,0.0015851610296640335
6,MFC,-0.05,category,0.013894554529786909
6,MFC,-0.05,low-level,-0.007098873041742231
6,MFC,-0.025,alexnet conv1,0.011345501294905743
6,MFC,-0.025,alexnet conv4,-0.0047096468409844605
6,MFC,-0.025,resnet50 avgpool,0.011496605709739472
6,MFC,-0.025,clip ln_post,0.022648086134962914
6,MFC,-0.025,category,0.030538778201076117
6,MFC,-0.025,low-level,-0.007531776399700927
6,MFC,-0.0,alexnet conv1,-0.004677443119521753
6,MFC,-0.0,alexnet conv4,0.0012717521519039383
6,MFC,-0.0,resnet50 avgpool,0.007670951841922644
6,MFC,-0.0,clip ln_post,0.0225946821762148
6,MFC,-0.0,category,0.03570796753055556
6,MFC,-0.0,low-level,-0.029130514262800545
6,MFC,0.025,alexnet conv1,-0.0522747522905634
6,MFC,0.025,alexnet conv4,-0.029355862506489677
6,MFC,0.025,resnet50 avgpool,-0.028309311175338372
6,MFC,0.025,clip ln_post,-0.010381166916425691
6,MFC,0.025,category,0.0016837596629782504
6,MFC,0.025,low-level,-0.046223233215960106
6,MFC,0.05,alexnet conv1,-0.028217929430114523
6,MFC,0.05,alexnet conv4,-0.022195428103512847
6,MFC,0.05,resnet50 avgpool,-0.04032278170045641
6,MFC,0.05,clip ln_post,-0.005631941112071818
6,MFC,0.05,category,0.0039099068924621
6,MFC,0.05,low-level,-0.03478486366122078
6,MFC,0.075,alexnet conv1,-0.011595993339431726
6,MFC,0.075,alexnet conv4,-0.031910394864964275
6,MFC,0.075,resnet50 avgpool,-0.020232794740015148
6,MFC,0.075,clip ln_post,0.0022431300706835648
6,MFC,0.075,category,0.013474793717447793
6,MFC,0.075,low-level,-0.014180038950777858
6,MFC,0.1,alexnet conv1,0.011199503446789206
6,MFC,0.1,alexnet conv4,-0.013149597670521037
6,MFC,0.1,resnet50 avgpool,-0.036728221475770755
6,MFC,0.1,clip ln_post,0.009569779739485652
6,MFC,0.1,category,0.003494862493744772
6,MFC,0.1,low-level,0.0038017754471849543
6,MFC,0.125,alexnet conv1,0.031893944922299515
6,MFC,0.125,alexnet conv4,-0.008545759547129843
6,MFC,0.125,resnet50 avgpool,-0.04135874315066894
6,MFC,0.125,clip ln_post,-0.013956848815075862
6,MFC,0.125,category,-0.004739995689896756
6,MFC,0.125,low-level,0.012173883060359292
6,MFC,0.15,alexnet conv1,0.028513258522745187
6,MFC,0.15,alexnet conv4,0.022332273444321506
6,MFC,0.15,resnet50 avgpool,-0.017042267548223064
6,MFC,0.15,clip ln_post,-0.012498827782900724
6,MFC,0.15,category,-0.00829617156072477
6,MFC,0.15,low-level,0.020959675813686563
6,MFC,0.175,alexnet conv1,0.032065901492485234
6,MFC,0.175,alexnet conv4,0.02651548116921786
6,MFC,0.175,resnet50 avgpool,0.009099832273649076
6,MFC,0.175,clip ln_post,0.0056506433495998164
6,MFC,0.175,category,-8.48954451921807e-05
6,MFC,0.175,low-level,0.022605796227594475
6,MFC,0.2,alexnet conv1,0.00985194723995188
6,MFC,0.2,alexnet conv4,0.024937453771647935
6,MFC,0.2,resnet50 avgpool,0.0010562484843079341
6,MFC,0.2,clip ln_post,0.007763459734578106
6,MFC,0.2,category,-0.0218322786552558
6,MFC,0.2,low-level,0.0016377295917719653
6,MFC,0.225,alexnet conv1,0.026825376466991305
6,MFC,0.225,alexnet conv4,0.035794370884494206
6,MFC,0.225,resnet50 avgpool,0.00812400300120338
6,MFC,0.225,clip ln_post,0.029599347866450212
6,MFC,0.225,category,-0.010192169836683472
6,MFC,0.225,low-level,-0.0025834722999263948
6,MFC,0.25,alexnet conv1,0.0247755342463891
6,MFC,0.25,alexnet conv4,0.030625825107747737
6,MFC,0.25,resnet50 avgpool,0.010426216908771983
6,MFC,0.25,clip ln_post,0.016978679121611554
6,MFC,0.25,category,0.003834444274513495
6,MFC,0.25,low-level,-0.018317754414518408
6,MFC,0.275,alexnet conv1,-0.008152312300093473
6,MFC,0.275,alexnet conv4,0.017315323492197107
6,MFC,0.275,resnet50 avgpool,0.02520873654530237
6,MFC,0.275,clip ln_post,0.009853618033232243
6,MFC,0.275,category,-0.020874846690032877
6,MFC,0.275,low-level,0.0013479698100758498
6,MFC,0.3,alexnet conv1,-0.02157893404862942
6,MFC,0.3,alexnet conv4,0.008665405545346517
6,MFC,0.3,resnet50 avgpool,0.012434498146525131
6,MFC,0.3,clip ln_post,0.009172904909175595
6,MFC,0.3,category,-0.008989484363127579
6,MFC,0.3,low-level,0.003114194871336222
6,MFC,0.325,alexnet conv1,-0.011524935484037413
6,MFC,0.325,alexnet conv4,-0.01553291876365556
6,MFC,0.325,resnet50 avgpool,0.0065272815562685904
6,MFC,0.325,clip ln_post,-0.01229937683505724
6,MFC,0.325,category,-0.02199263671839659
6,MFC,0.325,low-level,0.013185650768659095
6,MFC,0.35,alexnet conv1,-0.009226173730231916
6,MFC,0.35,alexnet conv4,-0.019792053395932388
6,MFC,0.35,resnet50 avgpool,0.009458843979767349
6,MFC,0.35,clip ln_post,-0.00908552405864517
6,MFC,0.35,category,-0.044211661290639
6,MFC,0.35,low-level,0.017523185737584386
6,MFC,0.375,alexnet conv1,0.019558658316959153
6,MFC,0.375,alexnet conv4,-0.011948108928186929
6,MFC,0.375,resnet50 avgpool,-0.005813299989541161
6,MFC,0.375,clip ln_post,0.0003377705180171713
6,MFC,0.375,category,-0.033222417551873384
6,MFC,0.375,low-level,0.007089667298373949
6,MFC,0.4,alexnet conv1,0.03005463494026791
6,MFC,0.4,alexnet conv4,-0.0048019417893983085
6,MFC,0.4,resnet50 avgpool,-0.013820052615246036
6,MFC,0.4,clip ln_post,-0.006547388406774936
6,MFC,0.4,category,-0.03445340150716
6,MFC,0.4,low-level,0.007231651966552356
6,MFC,0.425,alexnet conv1,0.009668237785661627
6,MFC,0.425,alexnet conv4,-0.008505472134648901
6,MFC,0.425,resnet50 avgpool,-0.005802349741424265
6,MFC,0.425,clip ln_post,-0.005960550932617972
6,MFC,0.425,category,-0.046046346189514455
6,MFC,0.425,low-level,0.008356857529409442
6,MFC,0.45,alexnet conv1,-0.0008802705440209392
6,MFC,0.45,alexnet conv4,-0.020180967387671295
6,MFC,0.45,resnet50 avgpool,-0.020646967194874858
6,MFC,0.45,clip ln_post,-0.005061963088736568
6,MFC,0.45,category,-0.02154457742432675
6,MFC,0.45,low-level,-0.013521541644235857
6,MFC,0.475,alexnet conv1,0.020746518627829894
6,MFC,0.475,alexnet conv4,0.02466529465053761
6,MFC,0.475,resnet50 avgpool,0.02197424046269835
6,MFC,0.475,clip ln_post,0.02489613439861147
6,MFC,0.475,category,0.018780759041959087
6,MFC,0.475,low-level,0.0073662409174162094
6,MFC,0.5,alexnet conv1,0.04551296588821623
6,MFC,0.5,alexnet conv4,0.07251737932142696
6,MFC,0.5,resnet50 avgpool,0.05110912008245201
6,MFC,0.5,clip ln_post,0.04676010659988735
6,MFC,0.5,category,0.054375532645591744
6,MFC,0.5,low-level,0.011674021023657367
6,MFC,0.525,alexnet conv1,0.020636217605754865
6,MFC,0.525,alexnet conv4,0.033467422684245705
6,MFC,0.525,resnet50 avgpool,0.005562795659770467
6,MFC,0.525,clip ln_post,0.021006359743579093
6,MFC,0.525,category,0.03809918923680198
6,MFC,0.525,low-level,-0.008852354209158256
6,MFC,0.55,alexnet conv1,0.037340624544166236
6,MFC,0.55,alexnet conv4,0.025601151831783225
6,MFC,0.55,resnet50 avgpool,-0.003291016398426538
6,MFC,0.55,clip ln_post,0.003967646726158373
6,MFC,0.55,category,0.023874485753489928
6,MFC,0.55,low-level,-0.007243130480191721
6,MFC,0.575,alexnet conv1,0.024209970720985793
6,MFC,0.575,alexnet conv4,0.014149321743924885
6,MFC,0.575,resnet50 avgpool,0.0010808885901117376
6,MFC,0.575,clip ln_post,0.011610674206858459
6,MFC,0.575,category,0.03079818095027444
6,MFC,0.575,low-level,-0.022693283550245708
6,MFC,0.6,alexnet conv1,0.03439375880084218
6,MFC,0.6,alexnet conv4,0.0103612812003241
6,MFC,0.6,resnet50 avgpool,-0.005150506942432735
6,MFC,0.6,clip ln_post,0.008444422658610493
6,MFC,0.6,category,0.02466684324195028
6,MFC,0.6,low-level,0.004370180959197508
6,MFC,0.625,alexnet conv1,0.022125991900420066
6,MFC,0.625,alexnet conv4,0.0038165054555905193
6,MFC,0.625,resnet50 avgpool,0.0020834464599616916
6,MFC,0.625,clip ln_post,0.009558862252021311
6,MFC,0.625,category,0.002843997413938054
6,MFC,0.625,low-level,0.024930168621535756
6,MFC,0.65,alexnet conv1,0.013022899941841649
6,MFC,0.65,alexnet conv4,0.011161017870198853
6,MFC,0.65,resnet50 avgpool,-0.005713384094326437
6,MFC,0.65,clip ln_post,0.017577654417540577
6,MFC,0.65,category,0.013022018009756161
6,MFC,0.65,low-level,0.002886094732832374
6,MFC,0.675,alexnet conv1,0.003292486532709996
6,MFC,0.675,alexnet conv4,0.013490333027594543
6,MFC,0.675,resnet50 avgpool,-0.011988781278335406
6,MFC,0.675,clip ln_post,-0.0022240101348354746
6,MFC,0.675,category,-0.026845826335216254
6,MFC,0.675,low-level,0.003647194308098703
6,MFC,0.7,alexnet conv1,0.006853905262253528
6,MFC,0.7,alexnet conv4,0.004014064475748886
6,MFC,0.7,resnet50 avgpool,-0.004700522999247569
6,MFC,0.7,clip ln_post,0.02272133895407849
6,MFC,0.7,category,-0.00438626466826267
6,MFC,0.7,low-level,0.011567458811055312
6,MFC,0.725,alexnet conv1,-0.020926431941505202
6,MFC,0.725,alexnet conv4,-0.017508918473396178
6,MFC,0.725,resnet50 avgpool,-0.02667706080270642
6,MFC,0.725,clip ln_post,0.00587835855043613
6,MFC,0.725,category,-0.019242967576894292
6,MFC,0.725,low-level,-0.013785027382581931
6,MFC,0.75,alexnet conv1,-0.002403038910891762
6,MFC,0.75,alexnet conv4,-0.01673014043099423
6,MFC,0.75,resnet50 avgpool,-0.014473504781294388
6,MFC,0.75,clip ln_post,0.014175661308580039
6,MFC,0.75,category,0.002447818669707877
6,MFC,0.75,low-level,-0.022368695099800825
6,MFC,0.775,alexnet conv1,-0.012161954087747279
6,MFC,0.775,alexnet conv4,-0.02289473699297669
6,MFC,0.775,resnet50 avgpool,-0.014947702941800128
6,MFC,0.775,clip ln_post,0.006873430611177
6,MFC,0.775,category,0.015149120553182467
6,MFC,0.775,low-level,-0.023051664613802276
6,MFC,0.8,alexnet conv1,-0.03060135699536985
6,MFC,0.8,alexnet conv4,-0.0295306815386925
6,MFC,0.8,resnet50 avgpool,-0.01742508396350496
6,MFC,0.8,clip ln_post,-0.015319614154862387
6,MFC,0.8,category,0.002730803487015146
6,MFC,0.8,low-level,-0.0206467870112858
6,MFC,0.825,alexnet conv1,-0.044727500577611254
6,MFC,0.825,alexnet conv4,-0.05246215550842936
6,MFC,0.825,resnet50 avgpool,-0.0306097887683215
6,MFC,0.825,clip ln_post,-0.014279225921473206
6,MFC,0.825,category,0.007447217108802962
6,MFC,0.825,low-level,-0.02664762945146628
6,MFC,0.85,alexnet conv1,-0.013616527061240877
6,MFC,0.85,alexnet conv4,-0.016251151025052153
6,MFC,0.85,resnet50 avgpool,-0.007871471606055773
6,MFC,0.85,clip ln_post,-0.01274070377580444
6,MFC,0.85,category,0.034250595721423124
6,MFC,0.85,low-level,-0.027913451925257557
6,MFC,0.875,alexnet conv1,-0.034614258467953
6,MFC,0.875,alexnet conv4,-0.043156025310552557
6,MFC,0.875,resnet50 avgpool,-0.02714357249510617
6,MFC,0.875,clip ln_post,-0.0016232739538315588
6,MFC,0.875,category,0.013517241440043883
6,MFC,0.875,low-level,-0.044625963030094994
6,MFC,0.9,alexnet conv1,-0.03187608627157484
6,MFC,0.9,alexnet conv4,-0.03712740183700445
6,MFC,0.9,resnet50 avgpool,-0.0361266171374741
6,MFC,0.9,clip ln_post,-0.023295534911430348
6,MFC,0.9,category,-0.02880785440187999
6,MFC,0.9,low-level,-0.036490272666092206
6,MFC,0.925,alexnet conv1,-0.016567405984503066
6,MFC,0.925,alexnet conv4,-0.03529735083440153
6,MFC,0.925,resnet50 avgpool,-0.025544602850389713
6,MFC,0.925,clip ln_post,-0.029680753992970706
6,MFC,0.925,category,-0.02840695924402802
6,MFC,0.925,low-level,-0.03521865974696163
6,MFC,0.95,alexnet conv1,-0.0014006489393861587
6,MFC,0.95,alexnet conv4,-0.027888218032626165
6,MFC,0.95,resnet50 avgpool,-0.010545154457877131
6,MFC,0.95,clip ln_post,-0.01157507156769305
6,MFC,0.95,category,-0.024426306147239108
6,MFC,0.95,low-level,-0.02277000899853224
6,MFC,0.975,alexnet conv1,-0.005620085850928057
6,MFC,0.975,alexnet conv4,-0.02734342476094347
6,MFC,0.975,resnet50 avgpool,-0.017841864985324456
6,MFC,0.975,clip ln_post,-0.014186050530521912
6,MFC,0.975,category,-0.023129292401247455
6,MFC,0.975,low-level,-0.020415738414051896
6,MFC,1.0,alexnet conv1,0.004557137813172386
6,MFC,1.0,alexnet conv4,-0.057106837975394946
6,MFC,1.0,resnet50 avgpool,-0.011467563391248435
6,MFC,1.0,clip ln_post,-0.018446270359414662
6,MFC,1.0,category,-0.004617368935730273
6,MFC,1.0,low-level,-0.004613064342167325
6,MFC,1.025,alexnet conv1,0.011895454369366038
6,MFC,1.025,alexnet conv4,-0.041347068073114245
6,MFC,1.025,resnet50 avgpool,-0.003037227813237089
6,MFC,1.025,clip ln_post,-0.00279137549612937
6,MFC,1.025,category,-0.00939981234822312
6,MFC,1.025,low-level,-0.0009604563362337157
6,MFC,1.05,alexnet conv1,0.023991178702889464
6,MFC,1.05,alexnet conv4,-0.03506352167678192
6,MFC,1.05,resnet50 avgpool,-0.02595929947569033
6,MFC,1.05,clip ln_post,9.261845985784005e-05
6,MFC,1.05,category,-0.0064614866618493095
6,MFC,1.05,low-level,-0.001067518148787254
6,MFC,1.075,alexnet conv1,0.04206333469535746
6,MFC,1.075,alexnet conv4,-0.035490544497606795
6,MFC,1.075,resnet50 avgpool,-0.016255147824664005
6,MFC,1.075,clip ln_post,-0.007734699976715365
6,MFC,1.075,category,-0.0009244170698704122
6,MFC,1.075,low-level,0.0009757678462221521
6,MFC,1.1,alexnet conv1,0.022474106594481846
6,MFC,1.1,alexnet conv4,-0.011567102538958762
6,MFC,1.1,resnet50 avgpool,-0.012325921153790869
6,MFC,1.1,clip ln_post,-0.0004580389686324123
6,MFC,1.1,category,0.02592612567896763
6,MFC,1.1,low-level,-0.010202637740320885
6,MFC,1.125,alexnet conv1,0.031249686214374732
6,MFC,1.125,alexnet conv4,0.0006050155412440644
6,MFC,1.125,resnet50 avgpool,8.431772951642246e-05
6,MFC,1.125,clip ln_post,-0.0011008439226000098
6,MFC,1.125,category,0.039051904788403126
6,MFC,1.125,low-level,0.014752789344335672
6,MFC,1.15,alexnet conv1,0.005900336853219745
6,MFC,1.15,alexnet conv4,-0.015159914163814237
6,MFC,1.15,resnet50 avgpool,-0.005694980797753012
6,MFC,1.15,clip ln_post,-0.028358595482027547
6,MFC,1.15,category,-0.004574921213134182
6,MFC,1.15,low-level,0.001969345202190148
6,MFC,1.175,alexnet conv1,0.0075503803552712575
6,MFC,1.175,alexnet conv4,-0.0029967725024117983
6,MFC,1.175,resnet50 avgpool,-0.009457963537229901
6,MFC,1.175,clip ln_post,0.003024684578389648
6,MFC,1.175,category,0.0008914021745178973
6,MFC,1.175,low-level,0.014537281581658096
6,MFC,1.2,alexnet conv1,0.0034005229746770804
6,MFC,1.2,alexnet conv4,0.019305066295685035
6,MFC,1.2,resnet50 avgpool,0.0004991822531613825
6,MFC,1.2,clip ln_post,-0.012102497598439415
6,MFC,1.2,category,0.0039004740652185247
6,MFC,1.2,low-level,0.018032040573412976
7,MTL,-0.2,alexnet conv1,0.002190954636406307
7,MTL,-0.2,alexnet conv4,-0.0016413005029005871
7,MTL,-0.2,resnet50 avgpool,-0.018119880073079186
7,MTL,-0.2,clip ln_post,-0.02383808407841295
7,MTL,-0.2,category,-0.010710975335080133
7,MTL,-0.2,low-level,-0.02117611725496199
7,MTL,-0.175,alexnet conv1,0.03712521915852789
7,MTL,-0.175,alexnet conv4,0.03399034822034717
7,MTL,-0.175,resnet50 avgpool,-0.012173936296419694
7,MTL,-0.175,clip ln_post,-0.018839627514656503
7,MTL,-0.175,category,-0.01021575190479241
7,MTL,-0.175,low-level,-0.014352822727440625
7,MTL,-0.15,alexnet conv1,0.04210799975003622
7,MTL,-0.15,alexnet conv4,0.0316624540562561
7,MTL,-0.15,resnet50 avgpool,-0.015968127652537897
7,MTL,-0.15,clip ln_post,-0.03048793142605728
7,MTL,-0.15,category,-0.007055754778194575
7,MTL,-0.15,low-level,-0.024217210825200702
7,MTL,-0.125,alexnet conv1,0.035963645176251904
7,MTL,-0.125,alexnet conv4,0.027317437373303298
7,MTL,-0.125,resnet50 avgpool,-0.020104393457402836
7,MTL,-0.125,clip ln_post,-0.01916727499103382
7,MTL,-0.125,category,0.0016790432493564626
7,MTL,-0.125,low-level,-0.009704823244403723
7,MTL,-0.1,alexnet conv1,0.04567257169238828
7,MTL,-0.1,alexnet conv4,0.03113031049154165
7,MTL,-0.1,resnet50 avgpool,-0.008538617724872601
7,MTL,-0.1,clip ln_post,-0.0013912343468578316
7,MTL,-0.1,category,0.012300406725622626
7,MTL,-0.1,low-level,-0.018111100218194138
7,MTL,-0.075,alexnet conv1,0.05371202354442578
7,MTL,-0.075,alexnet conv4,0.04989270886287857
7,MTL,-0.075,resnet50 avgpool,-0.003886179173414337
7,MTL,-0.075,clip ln_post,0.010360159147974052
7,MTL,-0.075,category,0.02860033220252132
7,MTL,-0.075,low-level,0.00395350231441725
7,MTL,-0.05,alexnet conv1,0.04292127885466138
7,MTL,-0.05,alexnet conv4,0.04911948375108488
7,MTL,-0.05,resnet50 avgpool,-0.007111195142184917
7,MTL,-0.05,clip ln_post,0.017143674053129096
7,MTL,-0.05,category,0.022176576849646315
7,MTL,-0.05,low-level,-0.0011315693196161205
7,MTL,-0.025,alexnet conv1,0.051455523032417724
7,MTL,-0.025,alexnet conv4,0.032155657490325985
7,MTL,-0.025,resnet50 avgpool,0.008379966074706246
7,MTL,-0.025,clip ln_post,0.009530630759681039
7,MTL,-0.025,category,0.024737589446277096
7,MTL,-0.025,low-level,-0.008790121254546255
7,MTL,-0.0,alexnet conv1,0.051819330079053906
7,MTL,-0.0,alexnet conv4,0.04771933441165021
7,MTL,-0.0,resnet50 avgpool,-0.0009655588078693381
7,MTL,-0.0,clip ln_post,0.019955778852163375
7,MTL,-0.0,category,0.013988882802222664
7,MTL,-0.0,low-level,-0.021509309471784435
7,MTL,0.025,alexnet conv1,0.03708125026771596
7,MTL,0.025,alexnet conv4,0.05018335727727526
7,MTL,0.025,resnet50 avgpool,0.018487913243895114
7,MTL,0.025,clip ln_post,0.005583144120089413
7,MTL,0.025,category,-0.003400534221309016
7,MTL,0.025,low-level,-0.023207105720018127
7,MTL,0.05,alexnet conv1,0.01953479627665355
7,MTL,0.05,alexnet conv4,0.05838698913959797
7,MTL,0.05,resnet50 avgpool,0.0286991629407567
7,MTL,0.05,clip ln_post,-0.0005318937647387105
7,MTL,0.05,category,0.008574439964410251
7,MTL,0.05,low-level,-0.026032105930914828
7,MTL,0.075,alexnet conv1,0.020949294781907834
7,MTL,0.075,alexnet conv4,0.061411514009806406
7,MTL,0.075,resnet50 avgpool,0.031247106312985936
7,MTL,0.075,clip ln_post,0.0034709174268571334
7,MTL,0.075,category,-0.009946916328350507
7,MTL,0.075,low-level,-0.00946036325502964
7,MTL,0.1,alexnet conv1,0.019356389952995833
7,MTL,0.1,alexnet conv4,0.04892376342255123
7,MTL,0.1,resnet50 avgpool,0.010544347726807934
7,MTL,0.1,clip ln_post,0.0013171952720809049
7,MTL,0.1,category,-0.008781962163768916
7,MTL,0.1,low-level,0.005486848276982144
7,MTL,0.125,alexnet conv1,0.02737476851527658
7,MTL,0.125,alexnet conv4,0.040718182301401444
7,MTL,0.125,resnet50 avgpool,0.026232900065513116
7,MTL,0.125,clip ln_post,0.03275906775959479
7,MTL,0.125,category,0.04246187183695572
7,MTL,0.125,low-level,0.01141064994759524
7,MTL,0.15,alexnet conv1,0.0660394967341315
7,MTL,0.15,alexnet conv4,0.08210222896108846
7,MTL,0.15,resnet50 avgpool,0.03215629632305083
7,MTL,0.15,clip ln_post,0.033771097553115054
7,MTL,0.15,category,0.037467189811482414
7,MTL,0.15,low-level,0.015811769248050476
7,MTL,0.175,alexnet conv1,0.03344526419787303
7,MTL,0.175,alexnet conv4,0.05658793380939475
7,MTL,0.175,resnet50 avgpool,0.032978121862911575
7,MTL,0.175,clip ln_post,0.03980307489846859
7,MTL,0.175,category,0.06674668557554118
7,MTL,0.175,low-level,0.022268021614495738
7,MTL,0.2,alexnet conv1,0.03375898020675084
7,MTL,0.2,alexnet conv4,0.04886972472615985
7,MTL,0.2,resnet50 avgpool,0.030229150936434586
7,MTL,0.2,clip ln_post,0.034944874878468216
7,MTL,0.2,category,0.07840566004860067
7,MTL,0.2,low-level,0.02568091173551277
7,MTL,0.225,alexnet conv1,0.06429488960847662
7,MTL,0.225,alexnet conv4,0.07458933907758615
7,MTL,0.225,resnet50 avgpool,0.030529590690864014
7,MTL,0.225,clip ln_post,0.0461899402027999
7,MTL,0.225,category,0.09698832971844466
7,MTL,0.225,low-level,0.036312607552198575
7,MTL,0.25,alexnet conv1,0.023641573399136383
7,MTL,0.25,alexnet conv4,0.028723655623624004
7,MTL,0.25,resnet50 avgpool,0.025318009701903454
7,MTL,0.25,clip ln_post,0.013694579315955937
7,MTL,0.25,category,0.08142416476654486
7,MTL,0.25,low-level,0.00010709047812452469
7,MTL,0.275,alexnet conv1,-0.00433789943118498
7,MTL,0.275,alexnet conv4,0.024122884716328376
7,MTL,0.275,resnet50 avgpool,0.008142799425607479
7,MTL,0.275,clip ln_post,-0.002954568591756322
7,MTL,0.275,category,0.07203378524556532
7,MTL,0.275,low-level,-0.023272319894012735
7,MTL,0.3,alexnet conv1,0.018247523765601133
7,MTL,0.3,alexnet conv4,0.03522933562461337
7,MTL,0.3,resnet50 avgpool,0.019874999273123018
7,MTL,0.3,clip ln_post,0.002385368633919282
7,MTL,0.3,category,0.07158572595149548
7,MTL,0.3,low-level,-0.02387195859315602
7,MTL,0.325,alexnet conv1,-0.005666937679164937
7,MTL,0.325,alexnet conv4,0.028005337365514447
7,MTL,0.325,resnet50 avgpool,0.02205464329423431
7,MTL,0.325,clip ln_post,0.03049985630358772
7,MTL,0.325,category,0.09691286710049604
7,MTL,0.325,low-level,-0.011409003724804294
