criterion,family,depth,view,layer_small,layer_large,unit_of_inference,small,large
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,1,0.025071417346521043,-0.002489007258610297
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,2,0.006847006726980119,0.0005354931705007782
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,3,0.004794971844555419,0.020094250174501567
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4,0.018678805121867315,0.014868825356857338
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,5,-0.002548735429754284,0.005449948743025576
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,7,0.012458024390142024,0.016687920140012476
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,8,0.02881864104062902,0.015091391163911453
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,9,-0.040645330800279676,-0.023763254652893105
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,10,-0.020948739816618264,-0.03085298413844531
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11,0.047526050677764047,0.038919855436078385
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,12,0.008847716009684816,0.02286868711393761
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13,0.22915567051012142,0.19826944981998526
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14,0.11972374574674594,0.09348256673916334
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,15,-0.010852317280993872,-0.0007889798703514159
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,16,0.07388176221843346,0.07818683957083873
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,17,-0.004004513426285071,-0.000539030178709966
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18,-0.0026506085536579065,0.01627164238851908
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,20,-0.008618254943675048,-0.047669487079006534
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,21,-0.008738569570984551,-0.0027901482659502524
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,1-34,-0.19637425791178761,-0.1654102634696105
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,1-36,0.26682699157980333,0.2986191437680353
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,1-38,-0.03226896077971625,0.1027498335799272
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,2-0,-0.08060182143355778,-0.09636395540278687
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,3-39,0.07396607997206209,0.1261848680549025
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-8,0.2836057787541565,0.24962489472325636
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-13,-0.05308877767206443,-0.1840834314782062
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-15,0.18744372535832815,0.23546335828352613
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-25,0.14450548007382366,0.17388019934963928
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-33,0.10434128852901531,0.03634302851662803
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-39,0.22922111889260663,0.29385530703595686
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-40,-0.022658839488905,-0.034861700532091824
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-41,0.37550177120045036,0.3657038769687238
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-43,0.24976864199707025,0.2889807756034167
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-44,0.15497003198812734,0.010327976774241257
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-45,0.11460121492453842,0.11444422695888838
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,4-46,0.04878553749157335,0.022475098246904072
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,5-5,0.09622978979777055,0.18960776573581176
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,5-6,-0.06937952258799936,0.002075236827779892
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,7-17,0.10774145800754044,0.13366421482138477
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,7-20,-0.10542079562213676,-0.13604899151388822
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,7-21,-0.2231518517690527,-0.1972275124820326
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,7-23,-0.0799636873445099,-0.16527461462885173
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,7-24,-0.17815510236997845,-0.15306110472457476
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,7-25,-0.15756899797392318,-0.06900743191391434
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,7-26,-0.010106970088850484,0.05041356680318621
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,7-30,0.05488077905532923,0.16863733505310358
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,8-34,0.120846646880378,0.07909665821455239
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,8-37,0.23002253098655473,0.271675369079593
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,8-38,-0.02891925651411093,0.07219529897903937
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,8-42,0.07331159870366813,0.03148846199827155
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,8-45,0.004316692837353312,-0.01835603028967997
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,10-64,-0.12699928634329785,-0.11400495488690926
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,10-67,0.04719571146869008,0.1442585897722225
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,10-70,-0.015803137642939048,0.07276614917923797
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,10-71,0.02060922544484894,0.02250113720539199
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-6,0.010304831427113276,0.04039904061972766
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-11,0.2649510801892324,0.0897648468400678
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-12,0.28585704779534094,0.3249296719670078
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-13,-0.1090256412427038,-0.13517406739440915
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-17,-0.26538897842228004,-0.3101365653540397
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-18,0.19121762436959527,0.27785836037171713
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-25,0.06915863998179023,0.03384627885073725
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-28,0.13440764046540224,0.08326903678501128
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-31,0.05726897082829555,0.009995296778580524
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-34,-0.051654967321897505,0.023275061107371625
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-65,-0.1281333796339639,-0.09535684587869649
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,11-68,0.07292004972472947,0.016449465509680024
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,12-14,0.15090326914576493,0.04846621793229267
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,12-15,0.05994269934242094,-0.18720486739556416
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-17,0.12351830150737782,0.050093393259884086
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-18,-0.16832940192140547,-0.1439148287928588
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-19,0.28381213567956015,0.39172212024899355
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-20,0.13531478531861157,0.1813289502583429
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-25,-0.008843426317234768,0.006728139907060457
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-26,-0.023491253982460353,0.04781966928395007
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-28,-0.007342819846847193,-0.04051298866888955
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-30,-0.006447066285466078,0.06825260331345781
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-31,0.04788248898036944,0.0564220411552124
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-32,0.11128232272738608,0.236958744484525
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-33,0.13764012761980646,0.15923569421677775
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-35,0.13674533335340436,0.05619567626193553
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-37,0.24309610558807568,0.14282252288465294
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-46,0.14647054235056264,0.16227507605741917
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-75,0.5463227426025489,0.4057800013657727
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-77,0.08239191230344575,0.341179594053859
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-78,0.3991891379773143,0.291250296450512
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-80,0.1299179256955512,0.04921978378867742
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-82,0.3703308960675651,0.2852555637287836
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-83,0.26361088391451676,0.4471632860207533
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-84,0.39163003445765565,0.34131847575413454
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-85,0.5829029844885105,0.48695799499705994
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-86,0.6384419260466917,0.5673385253590429
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-88,0.3590455684524375,0.3723735832023304
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-89,0.37154551978000827,0.34606840563394536
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-90,0.7157318747715484,0.7138651649159429
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-92,0.30861292682881825,0.5030969182878567
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-93,0.4462632655851888,0.33163893915004417
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-94,0.4439967182732205,0.5188792196844557
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-95,-0.12551278252511577,-0.10824505512794111
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-97,0.4841245027783224,0.4103803383150379
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,13-98,0.1254590440666067,0.1368116621703616
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-14,0.21512417711766457,0.24376198394719178
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-15,-0.1151750254820988,-0.11339802486853325
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-16,0.053222287699905904,0.030031305195216847
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-17,-0.01930370153501175,0.055175146907159564
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-18,-0.02366830304412612,-0.10449922059076815
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-19,-0.03633592794694078,-0.02629372001223774
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-45,0.1252004729579858,0.010801509292520498
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-46,0.02632140777515893,0.11660760078169968
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-47,0.13038487543055924,-0.019184336053029057
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-48,0.14950424782473545,0.47764251095868193
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-49,0.20404679610887383,0.22046029719214044
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-50,0.34338664227568866,0.3050191372724136
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-51,0.015063043671739907,0.1488894819211678
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-52,-0.10376671341415865,-0.03193611862622796
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-53,0.29414656964369623,0.366297629549447
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-55,0.37065136160611734,0.4144222606464878
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-56,0.36520429602439075,0.42632582225533433
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-59,0.33035774626000675,0.37524947756337435
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-60,0.5905713379611298,0.3512815587571596
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-61,-0.08320249084186684,-0.20410774561553557
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-62,0.108300200901486,0.17594983528124958
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-63,0.0008392551517142192,-0.033468478171391286
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-68,-0.11178346128914478,0.018584284506169085
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,14-69,0.1557430962225974,0.10677869718353569
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,15-2,0.10860266141560534,0.1646491210562624
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,15-8,-0.030951526018302495,0.054317891877514415
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,16-7,0.21050750841643856,0.22297558398380335
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,16-9,0.1567678783383413,0.14651580802476286
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,16-13,0.14680411005414584,0.13219652279751792
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,16-20,0.0035277529065886096,0.055470873289807106
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,16-21,0.18129339392025723,0.2201939149419167
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,16-24,0.39857126321658337,0.4242464706920972
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,16-30,-0.00744160979006241,0.06403055456724029
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-5,0.07909938971100124,0.005597725379611819
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-13,0.13748974313895487,-0.07925940096774023
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-14,0.07680119896851612,0.13743907479210296
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-16,0.07633652873038901,-0.09655456201950513
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-17,0.09731327463773183,0.18570828311414672
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-18,-0.09676542658561754,-0.1195532762535913
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-19,-0.145067436954767,-0.0462895399836559
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-20,0.049013845284148184,-0.03647780938338073
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-22,-0.15842145763523274,-0.20713483287428044
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-23,-0.05147731838302424,-0.08559869301197148
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-24,-0.007282596046356348,-0.06015834621391547
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-28,0.06159159822972821,-0.015244432119982564
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-29,0.03237468440532656,0.009975039266851789
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-30,0.08827089571364172,-0.024732287626487336
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,18-37,0.04618192888933546,-0.057397540191031216
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,21-0,-0.010542520591440877,-0.09844778890461457
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,21-2,0.152880642109763,0.16635041566491898
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,21-4,-0.04233251163683746,-0.1790038842304696
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,cls,block2,block5,21-14,-0.03428924011707627,-0.008200149402538475
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,1,0.030221575035207678,0.02219330949374327
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,2,0.003963431403455988,0.007475403405263211
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,3,0.0010472075149299646,0.0025123688557710734
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4,0.010567461088555191,0.021036237068706772
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,5,-0.00028062429920041286,-0.0031187184496008226
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,7,0.012583280650108941,0.002209689634586862
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,8,0.02637594535981803,0.030982748322265555
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,9,-0.03832868992034165,-0.03564345484341268
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,10,0.0034597491182906024,-0.0061159314635756135
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,11,0.043303840694256544,0.04728722015023232
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,12,0.01697763558960161,0.022495073928065795
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,13,0.16223811685023065,0.19686877853700768
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,14,0.08612815327434678,0.10290338773637486
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,15,-0.005013108462479697,-0.004572142609576298
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,16,0.06370494396740839,0.07014687173852348
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,17,-0.0005002060118649435,0.0018791905521336845
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,18,-0.0013991956780265568,0.0019874014524643726
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,20,-0.02565753824154056,-0.0398934929763401
RSA (MTL),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,21,0.0006595825257134796,-0.0004815917058062826
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,1-34,-0.22342993057991137,-0.2735320942253559
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,1-36,0.28625552902816737,0.2607208798103176
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,1-38,0.014692998599541646,0.03065045490988722
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,2-0,-0.02441083734844893,-0.07937360320218928
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,3-39,-0.085927090511134,-0.07055226089642845
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-8,0.26130741090727283,0.21434877520238924
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-13,-0.22640204564167954,-0.2588141414835715
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-15,0.14155154452475288,0.10530887853532339
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-25,0.16539025046803563,0.15616971251353434
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-33,0.14499406591966787,0.1099111978925207
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-39,0.22461613856687174,0.2476821560913116
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-40,-0.10823076962577527,-0.15367503429905402
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-41,0.3134316061963679,0.478783697509115
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-43,0.2802782117578792,0.2692229198959608
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-44,0.15104036277646482,0.2581490389815229
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-45,0.11214173679602092,0.10978691731127015
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,4-46,0.14241899571701444,0.10230132888039044
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,5-5,0.0893904839925789,0.16553139031827355
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,5-6,0.015039061949466626,0.023365629468336563
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,7-17,0.3350921361264595,0.24638770265408594
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,7-20,-0.12513921197461,-0.12566449765613083
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,7-21,-0.15793593575014278,-0.1457839017093521
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,7-23,0.12445598913395134,0.0793514079620864
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,7-24,-0.058498079339774633,-0.10733517426794197
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,7-25,-0.13107760876769975,-0.07590411823100161
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,7-26,0.0565990324975627,0.15653675273611628
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,7-30,0.20975756583058922,0.16540905393220184
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,8-34,0.06629441559632072,0.0663351870696272
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,8-37,0.26089749463139433,0.3059538720238638
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,8-38,0.09370990944401805,0.10716168309994163
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,8-42,0.10475969087886497,0.08921730899510273
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,8-45,0.09988907911482992,0.05046899756569152
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),¼ depth,gap,block2,block5,10-64,-0.01517697306820386,-0.0398966582996931
