analysis,group,text_variant,text_centering,image_space,n,rho_text_mean,rho_text_sem,rho_text_frac_pos,rho_text_p_wilcoxon,rho_text_p_t,rho_img_mean,rho_img_sem,rho_img_frac_pos,rho_img_p_wilcoxon,rho_img_p_t,rho_text_given_img_mean,rho_text_given_img_sem,rho_text_given_img_frac_pos,rho_text_given_img_p_wilcoxon,rho_text_given_img_p_t,rho_img_given_text_mean,rho_img_given_text_sem,rho_img_given_text_frac_pos,rho_img_given_text_p_wilcoxon,rho_img_given_text_p_t,text_minus_img_mean,text_minus_img_p_wilcoxon,rho_text_img_mean,rho_text_null_mean,text_vs_null_p_wilcoxon,region,pref_desc_type
rsa,,fine-only,centred,resnet50_avgpool,19,0.04837284325121718,0.022314587078601025,0.631578947368421,0.025821685791015625,0.04382823472667189,0.053710476691865405,0.019757457195655154,0.7368421052631579,0.00202178955078125,0.014086951288133089,0.02260440197455473,0.015150248247781786,0.631578947368421,0.168792724609375,0.15301421997089792,0.03351647028963872,0.01033446538771005,0.7894736842105263,0.0033416748046875,0.004512755194641375,-0.00533763344064822,0.4653167724609375,0.5202953991825461,,,MTL,
rsa,,fine-only,raw,clip_embed,19,0.02248280832657415,0.010505800060696568,0.6842105263157895,0.0289306640625,0.04629877493817146,0.04953324803455034,0.01878563811255006,0.7368421052631579,0.000965118408203125,0.016750719276575916,0.013849887796660444,0.0077998990453476864,0.631578947368421,0.104156494140625,0.09269990405346772,0.0459668104533324,0.017567932582269578,0.7368421052631579,0.00141143798828125,0.017481098119931447,-0.027050439707976184,0.0180816650390625,0.18167685290288002,,,MTL,
rsa,,fine-only,raw,clip_ln_post,19,0.02248280832657415,0.010505800060696568,0.6842105263157895,0.0289306640625,0.04629877493817146,0.059772264845666175,0.021666299453387793,0.7894736842105263,0.000644683837890625,0.012928157646762287,0.005928927928589647,0.005998241881685363,0.5263157894736842,0.4180412292480469,0.3360368620438967,0.056042172806939385,0.020045421251968124,0.8421052631578947,0.000522613525390625,0.01194475670890027,-0.03728945651909204,0.00823211669921875,0.25380848528840005,,,MTL,
rsa,,fine-only,raw,resnet50_avgpool,19,0.02248280832657415,0.010505800060696568,0.6842105263157895,0.0289306640625,0.04629877493817146,0.053710476691865405,0.019757457195655154,0.7368421052631579,0.00202178955078125,0.014086951288133089,-0.0049137398724890605,0.005598030562348307,0.42105263157894735,0.4413337707519531,0.3916385705940848,0.049594352977919795,0.017768294296034676,0.7368421052631579,0.0016937255859375,0.012062703625699299,-0.031227668365291245,0.00457763671875,0.4441591443263679,,,MTL,
rsa,,identity+fine,centred,clip_embed,19,0.05689288344634769,0.02328869865311703,0.8421052631578947,0.00141143798828125,0.025106850773801273,0.04953324803455034,0.01878563811255006,0.7368421052631579,0.000965118408203125,0.016750719276575916,0.03733444857224425,0.016910463158987435,0.7368421052631579,0.014068603515625,0.040476411699618714,0.023147817825160212,0.009006743623297113,0.6842105263157895,0.0289306640625,0.019273519497615462,0.007359635411797361,0.2934989929199219,0.5131811851776342,,,MTL,
rsa,,identity+fine,centred,clip_ln_post,19,0.05689288344634769,0.02328869865311703,0.8421052631578947,0.00141143798828125,0.025106850773801273,0.059772264845666175,0.021666299453387793,0.7894736842105263,0.000644683837890625,0.012928157646762287,0.02628908261440228,0.014035252227768882,0.6842105263157895,0.05457305908203125,0.07739124166865789,0.031491755602382494,0.010701926435652917,0.6842105263157895,0.00945281982421875,0.008704652063258735,-0.002879381399318493,0.6794281005859375,0.5899486757122085,,,MTL,
rsa,,identity+fine,centred,resnet50_avgpool,19,0.05689288344634769,0.02328869865311703,0.8421052631578947,0.00141143798828125,0.025106850773801273,0.053710476691865405,0.019757457195655154,0.7368421052631579,0.00202178955078125,0.014086951288133089,0.030494064353149265,0.015503187670611283,0.6842105263157895,0.040130615234375,0.06479801529631575,0.024414148739078406,0.008208699397707016,0.7368421052631579,0.00823211669921875,0.008128899232821698,0.0031824067544822996,0.6794281005859375,0.5507486963080638,,,MTL,
rsa,,identity+fine,raw,clip_embed,19,0.03298520927060553,0.015322302115800683,0.631578947368421,0.025821685791015625,0.045150106548825716,0.04953324803455034,0.01878563811255006,0.7368421052631579,0.000965118408203125,0.016750719276575916,0.017856725142435817,0.010237662936424268,0.6842105263157895,0.06628799438476562,0.0981728263400943,0.04076264766794206,0.015141992053048456,0.7368421052631579,0.00202178955078125,0.014901777568171615,-0.0165480387639448,0.0289306640625,0.3328714178945768,,,MTL,
rsa,,identity+fine,raw,clip_ln_post,19,0.03298520927060553,0.015322302115800683,0.631578947368421,0.025821685791015625,0.045150106548825716,0.059772264845666175,0.021666299453387793,0.7894736842105263,0.000644683837890625,0.012928157646762287,0.01363098911073957,0.008927638651453459,0.5789473684210527,0.156402587890625,0.1441837631519736,0.05191613713951776,0.018037457757257135,0.7894736842105263,0.0016937255859375,0.010004318037584678,-0.026787055575060652,0.007144927978515625,0.3212216297283134,,,MTL,
rsa,,identity+fine,raw,resnet50_avgpool,19,0.03298520927060553,0.015322302115800683,0.631578947368421,0.025821685791015625,0.045150106548825716,0.053710476691865405,0.019757457195655154,0.7368421052631579,0.00202178955078125,0.014086951288133089,0.02549299407129983,0.012289652724462452,0.631578947368421,0.044559478759765625,0.052666049620911023,0.04903173532862731,0.017693777611303866,0.7368421052631579,0.002399444580078125,0.012591191731104638,-0.020725267421259862,0.005329132080078125,0.10530624197955409,,,MTL,
rsa,,fine-only,centred,clip_embed,14,0.07023938178642856,0.030429480059686563,0.7142857142857143,0.0245361328125,0.038070097952900804,0.07160916054592821,0.026540106151959474,0.7857142857142857,0.0067138671875,0.018258292126697676,0.0419139424417108,0.022120822458926295,0.6428571428571429,0.0784912109375,0.08058041105870908,0.04397811714915871,0.01574138445131317,0.7857142857142857,0.0067138671875,0.015209431240827997,-0.0013697787594996482,0.9515380859375,0.48278388042082104,,,MTL_concept,
rsa,,fine-only,centred,clip_ln_post,14,0.07023938178642856,0.030429480059686563,0.7142857142857143,0.0245361328125,0.038070097952900804,0.08382475305341588,0.03032871955017395,0.7142857142857143,0.008544921875,0.016105101161751012,0.027518627448255506,0.019138508273957053,0.5714285714285714,0.267578125,0.17410624009738426,0.055676684671386485,0.018373984096253945,0.7142857142857143,0.0067138671875,0.00966125654257821,-0.013585371266987297,0.2412109375,0.5506116295771137,,,MTL_concept,
rsa,,fine-only,centred,resnet50_avgpool,14,0.07023938178642856,0.030429480059686563,0.7142857142857143,0.0245361328125,0.038070097952900804,0.0765734807720427,0.027366034026931055,0.8571428571428571,0.0030517578125,0.015083867135609297,0.033782986068972544,0.01963243931572668,0.6428571428571429,0.153076171875,0.10898851796605535,0.04706809541255443,0.013375365718518405,0.9285714285714286,0.0008544921875,0.003773942516521526,-0.006334098985614122,0.3258056640625,0.5243705883709971,,,MTL_concept,
rsa,,fine-only,raw,clip_embed,14,0.03210273444610728,0.013719745504044414,0.7142857142857143,0.020263671875,0.03589570670390371,0.07160916054592821,0.026540106151959474,0.7857142857142857,0.0067138671875,0.018258292126697676,0.01867917606359837,0.010244490266274456,0.6428571428571429,0.10400390625,0.09132047286450666,0.06785911784775696,0.02483810996259978,0.7857142857142857,0.0067138671875,0.017114465873485852,-0.039506426099820954,0.0107421875,0.1862482134518193,,,MTL_concept,
rsa,,fine-only,raw,clip_ln_post,14,0.03210273444610728,0.013719745504044414,0.7142857142857143,0.020263671875,0.03589570670390371,0.08382475305341588,0.03032871955017395,0.7142857142857143,0.008544921875,0.016105101161751012,0.0068935221964332,0.00792316977876221,0.5,0.5830078125,0.4000555773861322,0.0802563713985075,0.027979217175120252,0.7142857142857143,0.008544921875,0.013182806652448753,-0.05172201860730861,0.008544921875,0.2477029998563276,,,MTL_concept,
rsa,,fine-only,raw,resnet50_avgpool,14,0.03210273444610728,0.013719745504044414,0.7142857142857143,0.020263671875,0.03589570670390371,0.0765734807720427,0.027366034026931055,0.8571428571428571,0.0030517578125,0.015083867135609297,-0.005692457977470077,0.005427705242762682,0.35714285714285715,0.3258056640625,0.31338779638982356,0.07183689095299406,0.024187564811073953,0.8571428571428571,0.001708984375,0.010846975699817863,-0.04447074632593543,0.001708984375,0.43415330040503025,,,MTL_concept,
rsa,,identity+fine,centred,clip_embed,14,0.08071479789209089,0.030643682594000268,0.7142857142857143,0.0052490234375,0.020630818716441016,0.07160916054592821,0.026540106151959474,0.7857142857142857,0.0067138671875,0.018258292126697676,0.05099571636224456,0.02060764093142684,0.6428571428571429,0.0166015625,0.027892046589565084,0.03416248772577606,0.012931322585529714,0.7857142857142857,0.013427734375,0.020324749262859067,0.009105637346162664,0.118896484375,0.5124157293248183,,,MTL_concept,
rsa,,identity+fine,centred,clip_ln_post,14,0.08071479789209089,0.030643682594000268,0.7142857142857143,0.0052490234375,0.020630818716441016,0.08382475305341588,0.03032871955017395,0.7142857142857143,0.008544921875,0.016105101161751012,0.03507881125511283,0.016311482654051357,0.7142857142857143,0.0579833984375,0.050904305455786246,0.04415197668866778,0.015018137541571585,0.7142857142857143,0.0067138671875,0.011492494558650083,-0.003109955161324988,0.6697998046875,0.5838987324904179,,,MTL_concept,
rsa,,identity+fine,centred,resnet50_avgpool,14,0.08071479789209089,0.030643682594000268,0.7142857142857143,0.0052490234375,0.020630818716441016,0.0765734807720427,0.027366034026931055,0.8571428571428571,0.0030517578125,0.015083867135609297,0.04321789210804098,0.01795837096103402,0.6428571428571429,0.0166015625,0.031693356431292195,0.034421482704841334,0.010590929380484062,0.8571428571428571,0.0023193359375,0.0063271268530781105,0.004141317120048188,0.3909912109375,0.5620520419583392,,,MTL_concept,
rsa,,identity+fine,raw,clip_embed,14,0.04800265981234505,0.021024226148220602,0.6428571428571429,0.0418701171875,0.0398813739116684,0.07160916054592821,0.026540106151959474,0.7857142857142857,0.0067138671875,0.018258292126697676,0.024417018146035956,0.013458966484017442,0.6428571428571429,0.067626953125,0.09278651927267843,0.05914571470461784,0.021191066324100404,0.7857142857142857,0.008544921875,0.015288841394422124,-0.023606500733583165,0.020263671875,0.33484144819728634,,,MTL_concept,
rsa,,identity+fine,raw,clip_ln_post,14,0.04800265981234505,0.021024226148220602,0.6428571428571429,0.0418701171875,0.0398813739116684,0.08382475305341588,0.03032871955017395,0.7142857142857143,0.008544921875,0.016105101161751012,0.01904369323842788,0.01156374793119239,0.6428571428571429,0.153076171875,0.12353682681100248,0.07271675631587908,0.024949729697922057,0.7142857142857143,0.0067138671875,0.012066565888638048,-0.035822093241070815,0.0067138671875,0.31493347726103504,,,MTL_concept,
rsa,,identity+fine,raw,resnet50_avgpool,14,0.04800265981234505,0.021024226148220602,0.6428571428571429,0.0418701171875,0.0398813739116684,0.0765734807720427,0.027366034026931055,0.8571428571428571,0.0030517578125,0.015083867135609297,0.03690162702142833,0.01712757139554315,0.5714285714285714,0.0494384765625,0.050537718384930756,0.07024845890292881,0.024661535948165544,0.8571428571428571,0.0030517578125,0.013696211105947154,-0.028570820959697634,0.0030517578125,0.12335544222535481,,,MTL_concept,
cell_by_pref_desc_type,MTL concept,fine-only,centred,clip_embed,49,0.05189061086999196,0.022339889919303437,0.5918367346938775,0.053089493282996614,0.02447670387722304,0.052673224500050075,0.0247807025989985,0.5918367346938775,0.049433735818887214,0.03871125473175722,0.009822907976360777,0.023583033844198933,0.4897959183673469,0.9293119985947342,0.6788830997310495,0.046622817837255616,0.025062145035725163,0.5714285714285714,0.11430400450455025,0.06897749244468407,-0.0007826136300581177,0.7825133747314545,0.49879671224423083,-0.021260778271820227,0.06106591186876642,,fine
cell_by_pref_desc_type,MTL concept,fine-only,centred,clip_ln_post,49,0.05189061086999196,0.022339889919303437,0.5918367346938775,0.053089493282996614,0.02447670387722304,0.06159678966596542,0.02249080630430292,0.6122448979591837,0.010313875523515037,0.00862889404198374,0.017644995240800064,0.02286211631138187,0.46938775510204084,0.7152332893061519,0.44401582484678725,0.05208740944219526,0.022377137957709063,0.5918367346938775,0.04170385423242351,0.024190500370604547,-0.009706178795973453,0.60109554348535,0.4948156448070529,-0.021260778271820227,0.06106591186876642,,fine
cell_by_pref_desc_type,MTL concept,fine-only,centred,resnet50_avgpool,49,0.05189061086999196,0.022339889919303437,0.5918367346938775,0.053089493282996614,0.02447670387722304,0.05746091555634138,0.019128556141141267,0.673469387755102,0.0056807936174259055,0.004225555904104151,0.027970502242339695,0.022920684864957852,0.5306122448979592,0.46504850070737547,0.22830616533846015,0.0348838829983534,0.019910195996905338,0.5714285714285714,0.11430400450455025,0.08614997018258844,-0.005570304686349436,0.9449924875689604,0.4691200054028893,-0.021260778271820227,0.06106591186876642,,fine
cell_by_pref_desc_type,MTL concept,fine-only,raw,clip_embed,49,0.039938655199193485,0.025255185769175105,0.5918367346938775,0.1842216832212209,0.12035341546265557,0.052673224500050075,0.0247807025989985,0.5918367346938775,0.049433735818887214,0.03871125473175722,0.03651095550927886,0.024892538066484466,0.5918367346938775,0.23884737889513374,0.14896755270694254,0.04505087117823001,0.024552142489776236,0.5918367346938775,0.08905527743770847,0.07272062359720413,-0.0127345693008566,0.7749480399920898,0.15782651597133368,-0.022501042774716845,0.04068629083575459,,fine
cell_by_pref_desc_type,MTL concept,fine-only,raw,clip_ln_post,49,0.039938655199193485,0.025255185769175105,0.5918367346938775,0.1842216832212209,0.12035341546265557,0.06159678966596542,0.02249080630430292,0.6122448979591837,0.010313875523515037,0.00862889404198374,0.04143961422779144,0.025793548524279345,0.5918367346938775,0.1842216832212209,0.11470407963441635,0.05843810032374692,0.023361100833134786,0.6122448979591837,0.018459513979312447,0.01582992859848257,-0.021658134466771926,0.3685782240385933,0.10232378311528359,-0.022501042774716845,0.04068629083575459,,fine
cell_by_pref_desc_type,MTL concept,fine-only,raw,resnet50_avgpool,49,0.039938655199193485,0.025255185769175105,0.5918367346938775,0.1842216832212209,0.12035341546265557,0.05746091555634138,0.019128556141141267,0.673469387755102,0.0056807936174259055,0.004225555904104151,0.04187517346708546,0.025858138261354243,0.5918367346938775,0.19092828477869617,0.11190962434699979,0.06278639281825311,0.01985006540787887,0.6938775510204082,0.0030986126029297623,0.002707351029845114,-0.017522260357147906,0.60109554348535,-0.024275339752973753,-0.022501042774716845,0.04068629083575459,,fine
cell_by_pref_desc_type,MTL concept,identity+fine,centred,clip_embed,49,0.021502118742022482,0.02107778310420563,0.5102040816326531,0.4353330401961557,0.3127801955839942,0.052673224500050075,0.0247807025989985,0.5918367346938775,0.049433735818887214,0.03871125473175722,-0.011729406609088569,0.01895220464428445,0.40816326530612246,0.3529225223167778,0.5389124378743049,0.04614110180942215,0.023074732722870646,0.6326530612244898,0.049433735818887214,0.05121642996492359,-0.031171105758027597,0.10106466069455422,0.5361711181679947,-0.014174243111199815,0.4123559463864943,,fine
cell_by_pref_desc_type,MTL concept,identity+fine,centred,clip_ln_post,49,0.021502118742022482,0.02107778310420563,0.5102040816326531,0.4353330401961557,0.3127801955839942,0.06159678966596542,0.02249080630430292,0.6122448979591837,0.010313875523515037,0.00862889404198374,-0.008826136325710537,0.01932165316418897,0.3469387755102041,0.42375505603421004,0.6498751763995545,0.051808617873258876,0.02119428363970897,0.7142857142857143,0.01794931213249029,0.018229833204066664,-0.040094670923942935,0.05696386993121649,0.5093998169389147,-0.014174243111199815,0.4123559463864943,,fine
cell_by_pref_desc_type,MTL concept,identity+fine,centred,resnet50_avgpool,49,0.021502118742022482,0.02107778310420563,0.5102040816326531,0.4353330401961557,0.3127801955839942,0.05746091555634138,0.019128556141141267,0.673469387755102,0.0056807936174259055,0.004225555904104151,-0.01967604477723434,0.023240058387939428,0.4489795918367347,0.3529225223167778,0.4013952826330095,0.06181810409024674,0.02115277430819753,0.673469387755102,0.00606133108838236,0.005282231124039747,-0.03595879681431891,0.07318741731499401,0.4940148799113456,-0.014174243111199815,0.4123559463864943,,fine
cell_by_pref_desc_type,MTL concept,identity+fine,raw,clip_embed,49,0.046540178257801844,0.024296234832775987,0.6326530612244898,0.06106591186876642,0.06139245682907635,0.052673224500050075,0.0247807025989985,0.5918367346938775,0.049433735818887214,0.03871125473175722,0.02346574210491181,0.023294126190972753,0.5306122448979592,0.46504850070737547,0.3188096692765692,0.04037404178081136,0.023551101148970455,0.6122448979591837,0.11663516788342676,0.09292174523708581,-0.006133046242248235,0.9214814718325073,0.4474812129721669,0.0387169811826158,0.6787370632633305,,fine
cell_by_pref_desc_type,MTL concept,identity+fine,raw,clip_ln_post,49,0.046540178257801844,0.024296234832775987,0.6326530612244898,0.06106591186876642,0.06139245682907635,0.06159678966596542,0.02249080630430292,0.6122448979591837,0.010313875523515037,0.00862889404198374,0.025367989693568883,0.024165536553836797,0.5510204081632653,0.4011373299120997,0.2990857257858042,0.052225049858129174,0.022217520417987417,0.5918367346938775,0.032423537400553926,0.022898487254973593,-0.01505661140816357,0.7598807895190127,0.42677931747299097,0.0387169811826158,0.6787370632633305,,fine
cell_by_pref_desc_type,MTL concept,identity+fine,raw,resnet50_avgpool,49,0.046540178257801844,0.024296234832775987,0.6326530612244898,0.06106591186876642,0.06139245682907635,0.05746091555634138,0.019128556141141267,0.673469387755102,0.0056807936174259055,0.004225555904104151,0.019538267113107015,0.024694449541508182,0.5306122448979592,0.7449024811260578,0.432719146936415,0.048422211462870374,0.019372507046333007,0.5714285714285714,0.035005169024110216,0.015908195634184892,-0.010920737298539545,0.3955961685534177,0.45324944673059736,0.0387169811826158,0.6787370632633305,,fine
cell_by_pref_desc_type,MTL concept,fine-only,centred,clip_embed,85,0.17577568956387787,0.02721058593584354,0.7764705882352941,4.7115170199031563e-08,6.482615633159099e-09,0.21749173543042383,0.025897058517457393,0.7764705882352941,9.267792132172543e-11,9.637994749944915e-13,0.08191252145290467,0.020200971025522874,0.7529411764705882,4.644160581262155e-05,0.00011166868816800616,0.11271496876561558,0.021804440403823563,0.7176470588235294,5.028238129003343e-06,1.5645534227323236e-06,-0.04171604586654598,0.1778539829655411,0.5964835956973368,0.017315332911330465,0.0012124629555879895,,identity
cell_by_pref_desc_type,MTL concept,fine-only,centred,clip_ln_post,85,0.17577568956387787,0.02721058593584354,0.7764705882352941,4.7115170199031563e-08,6.482615633159099e-09,0.23305238625325297,0.027164122664491235,0.7647058823529411,5.320133261962533e-11,4.167488601627131e-13,0.06752861952805639,0.019295363831296385,0.7058823529411765,0.0003524732395260675,0.0007478508893361917,0.13619789488896195,0.023001991463329326,0.7176470588235294,3.509580893794338e-07,6.76399140528557e-08,-0.057276696689375135,0.032315091804094385,0.5941501743222123,0.017315332911330465,0.0012124629555879895,,identity
cell_by_pref_desc_type,MTL concept,fine-only,centred,resnet50_avgpool,85,0.17577568956387787,0.02721058593584354,0.7764705882352941,4.7115170199031563e-08,6.482615633159099e-09,0.2395333131656424,0.027644920183025598,0.8235294117647058,3.41612902925338e-11,2.8080940375764524e-13,0.06800803778965564,0.017677252032015988,0.7058823529411765,8.40207332325384e-05,0.00023196613716481394,0.1455838750818581,0.02290592971428224,0.788235294117647,1.4042750850082023e-07,1.025097840266887e-08,-0.06375762360176442,0.011109624600289834,0.5349069636581928,0.017315332911330465,0.0012124629555879895,,identity
cell_by_pref_desc_type,MTL concept,fine-only,raw,clip_embed,85,0.1972935552466688,0.025823053667959315,0.7764705882352941,2.434827108376968e-09,3.168965465506918e-11,0.21749173543042383,0.025897058517457393,0.7764705882352941,9.267792132172543e-11,9.637994749944915e-13,0.08829219486947018,0.01845861346815822,0.6941176470588235,2.470840634871938e-05,7.285805713216087e-06,0.12035613860338894,0.01995864593193319,0.788235294117647,2.534359723441815e-07,4.229338396413415e-08,-0.020198180183755025,0.11219838902604454,0.6233987450671142,0.14282276017117096,0.022826514426066785,,identity
cell_by_pref_desc_type,MTL concept,fine-only,raw,clip_ln_post,85,0.1972935552466688,0.025823053667959315,0.7764705882352941,2.434827108376968e-09,3.168965465506918e-11,0.23305238625325297,0.027164122664491235,0.7647058823529411,5.320133261962533e-11,4.167488601627131e-13,0.06440832240201154,0.017165120816053484,0.6705882352941176,0.0006262896994367705,0.0003215307573068583,0.1403411136157285,0.021064646677763362,0.7764705882352941,2.6571144697149385e-08,2.641256300359044e-09,-0.03575883100658416,0.011678774702431697,0.6467927060733164,0.14282276017117096,0.022826514426066785,,identity
cell_by_pref_desc_type,MTL concept,fine-only,raw,resnet50_avgpool,85,0.1972935552466688,0.025823053667959315,0.7764705882352941,2.434827108376968e-09,3.168965465506918e-11,0.2395333131656424,0.027644920183025598,0.8235294117647058,3.41612902925338e-11,2.8080940375764524e-13,0.06841068465151502,0.01604207115055573,0.6823529411764706,7.668170678812655e-05,5.222183931847229e-05,0.14926543002982073,0.021516217930042127,0.7647058823529411,1.4837793434208018e-08,7.718121753893221e-10,-0.042239757918973456,0.007871343136071117,0.5910891254583438,0.14282276017117096,0.022826514426066785,,identity
cell_by_pref_desc_type,MTL concept,identity+fine,centred,clip_embed,85,0.21707495179790884,0.027394675187443467,0.788235294117647,3.45444690663733e-10,8.608617762216965e-12,0.21749173543042383,0.025897058517457393,0.7764705882352941,9.267792132172543e-11,9.637994749944915e-13,0.09678329480285387,0.018657770286232854,0.6823529411764706,9.329668498431566e-06,1.4546994914449483e-06,0.09404775559297403,0.015446821158630377,0.6705882352941176,1.0193976191685577e-06,3.288325617111182e-08,-0.00041678363251499117,0.8591459832643851,0.7106975038246877,0.026523811509179547,0.0004989664286788091,,identity
cell_by_pref_desc_type,MTL concept,identity+fine,centred,clip_ln_post,85,0.21707495179790884,0.027394675187443467,0.788235294117647,3.45444690663733e-10,8.608617762216965e-12,0.23305238625325297,0.027164122664491235,0.7647058823529411,5.320133261962533e-11,4.167488601627131e-13,0.07292208874210922,0.01793807040144277,0.6470588235294118,0.00041632990324798797,0.00010761677116408977,0.11786410015896188,0.017568958142055186,0.6941176470588235,3.328573643462003e-08,2.1493608930706935e-09,-0.015977434455344122,0.15127930106372703,0.7224161536761302,0.026523811509179547,0.0004989664286788091,,identity
cell_by_pref_desc_type,MTL concept,identity+fine,centred,resnet50_avgpool,85,0.21707495179790884,0.027394675187443467,0.788235294117647,3.45444690663733e-10,8.608617762216965e-12,0.2395333131656424,0.027644920183025598,0.8235294117647058,3.41612902925338e-11,2.8080940375764524e-13,0.08760691275968233,0.017020809435631584,0.6823529411764706,7.451982914273941e-06,1.7126023236278172e-06,0.12547668542891358,0.01876259275055598,0.7529411764705882,3.8647841693304046e-08,2.3608858671976346e-09,-0.022458361367733423,0.09202951033380774,0.6663856869343073,0.026523811509179547,0.0004989664286788091,,identity
cell_by_pref_desc_type,MTL concept,identity+fine,raw,clip_embed,85,0.08390575400750382,0.01913327087217616,0.7176470588235294,7.52885628581157e-05,3.3362923983880805e-05,0.21749173543042383,0.025897058517457393,0.7764705882352941,9.267792132172543e-11,9.637994749944915e-13,0.01306843869525682,0.016047299230513266,0.611764705882353,0.21253996299657985,0.41773577491302605,0.19914069228091916,0.024875566763178474,0.7647058823529411,6.570652040393006e-10,5.914725262739816e-12,-0.13358598142292008,4.16364299473068e-06,0.2830650313285516,-0.08246522019940473,2.594297831150259e-07,,identity
cell_by_pref_desc_type,MTL concept,identity+fine,raw,clip_ln_post,85,0.08390575400750382,0.01913327087217616,0.7176470588235294,7.52885628581157e-05,3.3362923983880805e-05,0.23305238625325297,0.027164122664491235,0.7647058823529411,5.320133261962533e-11,4.167488601627131e-13,0.004517453330547016,0.01606118284390702,0.5764705882352941,0.5585710145659278,0.7791986117580181,0.21705801458616308,0.02625753164215021,0.7647058823529411,3.085862561472468e-10,1.7730103682492713e-12,-0.14914663224574923,1.655738755816027e-06,0.2759194563207153,-0.08246522019940473,2.594297831150259e-07,,identity
cell_by_pref_desc_type,MTL concept,identity+fine,raw,resnet50_avgpool,85,0.08390575400750382,0.01913327087217616,0.7176470588235294,7.52885628581157e-05,3.3362923983880805e-05,0.2395333131656424,0.027644920183025598,0.8235294117647058,3.41612902925338e-11,2.8080940375764524e-13,0.019797778469267804,0.015599844544056453,0.6352941176470588,0.11419264738783409,0.20791028612658716,0.2217881125368449,0.026801236461531455,0.8,2.460261477614913e-10,1.7024291207061393e-12,-0.1556275591581385,1.4203324828067109e-06,0.2329321731590776,-0.08246522019940473,2.594297831150259e-07,,identity
