subject,session,task,unit,n_events,n_images,mean_rate,F,p_anova,pref_image,t_post,p_post,concept_cell,dos,sparseness,pref_rate,nonpref_rate,baseline_rate,area,region,hemisphere,category,attr_famous,attr_face_visible,attr_child,attr_smiling,attr_emotional,attr_single_object,attr_natural,attr_indoor,attr_text_present,attr_colorful
3,1,screening,23,378,63,9.361772486772487,1.4143011682301287,0.0269730269730269,img_0016,1.991144989070652,0.0249750249750249,True,0.3819444444444443,0.95411679005388,15.0,9.270833333333332,9.074074074074074,preSMA,MFC,L,face_person,0.8411785,0.9429703,0.37666792,0.9741943,0.72776914,0.96519643,0.36510777,0.5996472,0.3520212,0.10086512
3,1,screening,29,378,63,0.1223544973544973,1.338157733349688,0.0489510489510489,img_0011,1.859851147301475,0.0029970029970029,True,0.8967741935483872,0.2387929530786673,1.0416666666666667,0.1075268817204301,0.2645502645502645,preSMA,MFC,L,face_person,0.46993405,0.9458858,0.12526588,0.08784036,0.5643048,0.847136,0.19293316,0.57829237,0.752062,0.20106398
3,1,screening,39,378,63,3.1316137566137567,1.5127301337529564,0.0149850149850149,img_0020,3.970218426292541,0.0029970029970029,True,0.5069892473118279,0.90318276074256,6.25,3.081317204301075,2.566137566137566,hippocampus,MTL,R,face_person,0.18954101,0.98812675,0.2466765,0.44278896,0.508372,0.99150014,0.12856358,0.15984525,0.8818047,0.35226226
3,2,sternberg,10,270,5,7.694444444444445,2.725521756677576,0.0319680319680319,img_0020,1.768910649795763,0.0269730269730269,True,0.1379900860456415,0.9883548098413496,8.653846153846153,7.459701178451178,9.5,preSMA,MFC,L,face_person,0.18954101,0.98812675,0.2466765,0.44278896,0.508372,0.99150014,0.12856358,0.15984525,0.8818047,0.35226226
3,2,sternberg,14,270,5,7.662037037037037,2.611157276339879,0.0379620379620379,img_0087,1.885062653881748,0.0309690309690309,True,0.1534895475876907,0.986568730931505,8.726851851851851,7.387371309246309,7.462962962962963,preSMA,MFC,L,animal,0.74684185,0.9884306,0.017240774,0.7421813,0.4482338,0.9388202,0.8986028,0.10625436,0.7233431,0.91004795
3,2,sternberg,22,270,5,8.805555555555555,3.0815872365021857,0.0089910089910089,img_0059,2.3380541209460595,0.0059940059940059,True,0.2067382617382618,0.9768253564959336,10.532407407407408,8.354955808080808,8.0,preSMA,MFC,L,face_person,0.2827985,0.93953395,0.11928524,0.40688634,0.6001019,0.9725848,0.10338667,0.48648685,0.88020927,0.62989336
3,2,sternberg,27,270,5,7.25,16.435643781663188,0.0009990009990009,img_0018,3.240013017233962,0.0009990009990009,True,0.219231505407216,0.949218608824141,8.795454545454545,6.8672138047138045,6.7407407407407405,hippocampus,MTL,R,object,0.21913639,0.9922691,0.05865764,0.10910919,0.3847067,0.9801471,0.07313807,0.12750676,0.9527001,0.21397805
4,1,screening,8,378,63,0.9523809523809524,1.4466073414905394,0.0279720279720279,img_0152,1.798017354336115,0.0219780219780219,True,0.6588089330024814,0.726584673604541,2.7083333333333335,0.9240591397849462,0.8333333333333334,amygdala,MTL,L,face_person,0.8080007,0.984118,0.18613492,0.1756684,0.36388656,0.9548538,0.46978772,0.51940566,0.14734945,0.33971423
4,1,screening,13,378,63,0.8134920634920635,1.4657062323833272,0.0149850149850149,img_0038,2.642873445150483,0.0029970029970029,True,0.6854838709677419,0.6689216076402702,2.5,0.7862903225806451,1.0052910052910051,amygdala,MTL,L,face_person,0.44600216,0.97965664,0.059582673,0.0321058,0.11843964,0.9010449,0.5181338,0.64464945,0.3446782,0.2854579
4,1,screening,15,378,63,1.031746031746032,1.5996629754453535,0.0029970029970029,img_0130,3.3815876803616187,0.0019980019980019,True,0.7201138519924097,0.7094319821592548,3.5416666666666665,0.991263440860215,0.8994708994708994,amygdala,MTL,L,landmark_place,0.2805509,0.3336308,0.0891281,0.6423273,0.20251988,0.98970735,0.13346153,0.3575088,0.74362427,0.36951277
4,1,screening,25,378,63,31.901455026455025,1.9378079952476848,0.0009990009990009,img_0156,3.9971863206309113,0.0049950049950049,True,0.2856277449644102,0.9811535907647002,44.375,31.7002688172043,30.423280423280424,amygdala,MTL,L,animal,0.31167802,0.9068298,0.033370826,0.22853391,0.28164014,0.9054096,0.8388007,0.7810966,0.60120904,0.982312
4,1,screening,33,378,63,9.672619047619047,1.764482182221325,0.0019980019980019,img_0114,5.432890003849118,0.0019980019980019,True,0.4112903225806451,0.9455427079447972,16.25,9.56653225806452,9.801587301587302,hippocampus,MTL,L,face_person,0.8744672,0.8760459,0.05100042,0.1528252,0.8240215,0.8587658,0.4137052,0.44435376,0.6369069,0.29522038
4,1,screening,38,378,63,6.474867724867725,1.424927093303765,0.0259740259740259,img_0136,3.1545380999151886,0.0059940059940059,True,0.4088089330024815,0.9495583563554728,10.833333333333334,6.404569892473118,6.190476190476191,preSMA,MFC,R,face_person,0.8937707,0.99130476,0.10421011,0.033427045,0.4146317,0.89186865,0.40434387,0.6976548,0.9467577,0.39669153
4,1,screening,39,378,63,0.1521164021164021,8.780672732285813,0.0009990009990009,img_0122,2.6642342084724704,0.0009990009990009,True,0.9631336405529954,0.0766833369573095,2.9166666666666665,0.1075268817204301,0.0661375661375661,amygdala,MTL,R,face_person,0.8680357,0.9866834,0.4256677,0.12115001,0.6797627,0.98502016,0.3195177,0.7022661,0.6617615,0.3305273
4,1,screening,40,378,63,1.1739417989417988,6.259316461324218,0.0009990009990009,img_0110,3.455860764692074,0.0009990009990009,True,0.888888888888889,0.3706497730955762,9.375,1.0416666666666667,0.4232804232804232,amygdala,MTL,R,face_person,0.6807443,0.93225235,0.069645725,0.019597933,0.41974875,0.8494126,0.47665054,0.21129918,0.18665007,0.19612819
4,1,screening,41,378,63,2.919973544973545,2.526914122684652,0.0009990009990009,img_0146,1.8207308644179132,0.0219780219780219,True,0.5972485768500949,0.7894377669844912,7.083333333333333,2.852822580645161,1.9576719576719577,amygdala,MTL,R,face_person,0.47365627,0.9944283,0.112023145,0.35804433,0.12812382,0.9293211,0.06885476,0.18972243,0.92755336,0.15530075
4,1,screening,43,378,63,2.2056878306878307,1.3818134959838428,0.0349650349650349,img_0108,2.440320880243765,0.0079920079920079,True,0.5038402457757298,0.8736521290028646,4.375,2.1706989247311825,1.6402116402116402,amygdala,MTL,R,face_person,0.03485322,0.84373045,0.0667593,0.18521035,0.7240555,0.79777384,0.15695733,0.88581294,0.35136798,0.015698327
4,1,screening,44,378,63,16.48148148148148,4.218735730976866,0.0009990009990009,img_0154,4.490010830293907,0.0009990009990009,True,0.5105498072631366,0.9081251503472704,33.125,16.213037634408604,9.25925925925926,amygdala,MTL,R,face_person,0.84565187,0.5286018,0.037514444,0.22994934,0.25960523,0.90619653,0.5334397,0.57078284,0.46788496,0.029684622
4,1,screening,45,378,63,0.4265873015873015,1.7070677177217686,0.0069930069930069,img_0139,5.9798931673600695,0.0009990009990009,True,0.8560794044665013,0.3960162775754979,2.7083333333333335,0.3897849462365592,0.5423280423280423,amygdala,MTL,R,animal,0.8669645,0.9340754,0.05710158,0.49455807,0.32844064,0.98364925,0.9020579,0.26328442,0.24786152,0.2543787
4,1,screening,46,378,63,0.6084656084656085,1.8848599011066616,0.0019980019980019,img_0147,3.961469751335847,0.0009990009990009,True,0.8306451612903226,0.5692762980898574,3.3333333333333335,0.5645161290322581,0.5555555555555556,amygdala,MTL,R,face_person,0.55381775,0.9976023,0.72589046,0.061787017,0.66756856,0.99729013,0.32783553,0.8118491,0.26296267,0.67029136
4,1,screening,49,378,63,1.3425925925925926,1.9851991339628552,0.0009990009990009,img_0131,4.175064033718448,0.0009990009990009,True,0.7541935483870967,0.6537842190016102,5.208333333333333,1.280241935483871,0.753968253968254,vmPFC,MFC,L,landmark_place,0.68845457,0.2772092,0.02959389,0.47950223,0.47165385,0.70903563,0.19977105,0.08329061,0.71775436,0.9429426
