subject,session,task,unit,n_events,n_images,mean_rate,F,p_anova,pref_image,t_post,p_post,concept_cell,dos,sparseness,pref_rate,nonpref_rate,baseline_rate,area,region,hemisphere,category,attr_famous,attr_face_visible,attr_child,attr_smiling,attr_emotional,attr_single_object,attr_natural,attr_indoor,attr_text_present,attr_colorful
4,1,screening,51,378,63,2.427248677248677,2.045556407383383,0.0009990009990009,img_0124,4.106607045000572,0.0009990009990009,True,0.6872759856630823,0.7952094606362788,7.5,2.3454301075268824,2.248677248677249,vmPFC,MFC,L,landmark_place,0.52490747,0.43508047,0.03081443,0.77507794,0.0838722,0.9553118,0.18088788,0.0716338,0.95389926,0.3981806
4,1,screening,52,378,63,8.386243386243386,2.973802296423395,0.0009990009990009,img_0122,3.9521870131186336,0.0009990009990009,True,0.6442815249266862,0.9200575327799224,22.916666666666668,8.151881720430108,7.12962962962963,vmPFC,MFC,L,face_person,0.8680357,0.9866834,0.4256677,0.12115001,0.6797627,0.98502016,0.3195177,0.7022661,0.6617615,0.3305273
4,2,sternberg,12,270,5,4.532407407407407,2.5398691864405833,0.0379620379620379,img_0110,2.0936071938074168,0.0129870129870129,True,0.1771968163415531,0.986958921701054,5.277777777777778,4.342572358197358,4.351851851851852,amygdala,MTL,L,face_person,0.6807443,0.93225235,0.069645725,0.019597933,0.41974875,0.8494126,0.47665054,0.21129918,0.18665007,0.19612819
4,2,sternberg,22,270,5,0.4907407407407407,3.0867432007085274,0.0169830169830169,img_0110,2.641993405306298,0.0039960039960039,True,0.4923276723276722,0.8783609800559641,0.8101851851851852,0.4113085988085988,0.4259259259259259,amygdala,MTL,L,face_person,0.6807443,0.93225235,0.069645725,0.019597933,0.41974875,0.8494126,0.47665054,0.21129918,0.18665007,0.19612819
4,2,sternberg,52,270,5,6.819444444444445,10.739253159306294,0.0009990009990009,img_0146,4.45256364455052,0.0009990009990009,True,0.4144165358451073,0.9242103805627776,10.208333333333334,5.977831196581197,3.8333333333333335,amygdala,MTL,R,face_person,0.47365627,0.9944283,0.112023145,0.35804433,0.12812382,0.9293211,0.06885476,0.18972243,0.92755336,0.15530075
4,2,sternberg,53,270,5,1.1064814814814814,7.829102147653636,0.0009990009990009,img_0146,3.342726031005489,0.0009990009990009,True,0.4618881118881118,0.8774786624219091,1.7592592592592593,0.9466783216783216,0.6666666666666666,amygdala,MTL,R,face_person,0.47365627,0.9944283,0.112023145,0.35804433,0.12812382,0.9293211,0.06885476,0.18972243,0.92755336,0.15530075
4,2,sternberg,55,270,5,1.9814814814814816,6.477005633324768,0.0009990009990009,img_0154,3.72046979746811,0.0009990009990009,True,0.3872418630751965,0.9346849741751676,2.8846153846153846,1.7675715488215489,1.962962962962963,amygdala,MTL,R,face_person,0.84565187,0.5286018,0.037514444,0.22994934,0.25960523,0.90619653,0.5334397,0.57078284,0.46788496,0.029684622
4,2,sternberg,57,270,5,14.11111111111111,14.800525843649153,0.0009990009990009,img_0154,4.421225781449146,0.0009990009990009,True,0.2388287638287638,0.9643775553705785,17.5,13.320496632996631,9.11111111111111,amygdala,MTL,R,face_person,0.84565187,0.5286018,0.037514444,0.22994934,0.25960523,0.90619653,0.5334397,0.57078284,0.46788496,0.029684622
4,2,sternberg,59,270,5,0.7083333333333334,5.61680189699157,0.0009990009990009,img_0147,3.695239782681084,0.0009990009990009,True,0.5439588189588189,0.8678103211782258,1.25,0.5700514763014763,0.7592592592592593,amygdala,MTL,R,face_person,0.55381775,0.9976023,0.72589046,0.061787017,0.66756856,0.99729013,0.32783553,0.8118491,0.26296267,0.67029136
4,2,sternberg,61,270,5,1.5925925925925926,2.7872673218552335,0.0309690309690309,img_0110,1.500568241758351,0.0419580419580419,True,0.2523560741583996,0.9538546502944878,1.9907407407407407,1.4883652227402229,1.7222222222222223,vmPFC,MFC,L,face_person,0.6807443,0.93225235,0.069645725,0.019597933,0.41974875,0.8494126,0.47665054,0.21129918,0.18665007,0.19612819
4,2,sternberg,62,270,5,5.018518518518518,10.27793722314446,0.0009990009990009,img_0122,5.606767937372945,0.0009990009990009,True,0.3517207698803789,0.9570792842905342,6.9772727272727275,4.523220991970992,4.666666666666667,vmPFC,MFC,L,face_person,0.8680357,0.9866834,0.4256677,0.12115001,0.6797627,0.98502016,0.3195177,0.7022661,0.6617615,0.3305273
4,2,sternberg,63,270,5,9.425925925925926,3.9017150186199223,0.0059940059940059,img_0154,3.170308320271276,0.0009990009990009,True,0.1922827412051551,0.9888821975663176,11.153846153846152,9.00915404040404,9.27777777777778,vmPFC,MFC,L,face_person,0.84565187,0.5286018,0.037514444,0.22994934,0.25960523,0.90619653,0.5334397,0.57078284,0.46788496,0.029684622
4,2,sternberg,64,270,5,2.1018518518518516,6.693701835946165,0.0009990009990009,img_0147,4.702068238522781,0.0009990009990009,True,0.3557209191899112,0.9545368009195526,2.9318181818181817,1.8889091232841233,1.5555555555555556,vmPFC,MFC,R,face_person,0.55381775,0.9976023,0.72589046,0.061787017,0.66756856,0.99729013,0.32783553,0.8118491,0.26296267,0.67029136
4,2,sternberg,65,270,5,3.3518518518518516,2.6828040360959458,0.0279720279720279,img_0122,2.9341131190249548,0.0019980019980019,True,0.2492925879474792,0.9841352153296996,4.181818181818182,3.139321904946905,3.388888888888889,vmPFC,MFC,R,face_person,0.8680357,0.9866834,0.4256677,0.12115001,0.6797627,0.98502016,0.3195177,0.7022661,0.6617615,0.3305273
4,2,sternberg,67,270,5,0.5462962962962963,3.849836301158829,0.0049950049950049,img_0147,2.1542242315765483,0.0069930069930069,True,0.4825042004529184,0.8339204775631072,0.8863636363636364,0.4586894586894586,0.5925925925925926,vmPFC,MFC,R,face_person,0.55381775,0.9976023,0.72589046,0.061787017,0.66756856,0.99729013,0.32783553,0.8118491,0.26296267,0.67029136
4,2,sternberg,70,270,5,1.5092592592592593,2.4006597683685222,0.0489510489510489,img_0110,1.735014169523302,0.0309690309690309,True,0.2457804541137873,0.952694699006793,1.875,1.4141616485366486,1.0,vmPFC,MFC,R,face_person,0.6807443,0.93225235,0.069645725,0.019597933,0.41974875,0.8494126,0.47665054,0.21129918,0.18665007,0.19612819
4,2,sternberg,74,270,5,4.7407407407407405,2.8338397878332606,0.0269730269730269,img_0154,2.2818445003513705,0.0099900099900099,True,0.1672174966034616,0.988128752209191,5.480769230769231,4.564288720538721,4.833333333333333,vmPFC,MFC,R,face_person,0.84565187,0.5286018,0.037514444,0.22994934,0.25960523,0.90619653,0.5334397,0.57078284,0.46788496,0.029684622
5,1,screening,0,378,63,1.7394179894179893,1.3762850053172628,0.0479520479520479,img_0051,3.25609670702454,0.0099900099900099,True,0.4505376344086023,0.8900856383628974,3.125,1.717069892473118,1.917989417989418,dACC,MFC,L,animal,0.42991734,0.781108,0.03282938,0.28957608,0.40887544,0.92408365,0.77923816,0.36512235,0.45261154,0.36689228
5,1,screening,5,378,63,6.061507936507937,1.6409478949388772,0.0019980019980019,img_0168,2.629413869287057,0.0089910089910089,True,0.5150355385456533,0.938390924789672,12.291666666666666,5.961021505376344,6.296296296296297,amygdala,MTL,L,cartoon_art,0.73135024,0.5574054,0.060699888,0.08216745,0.58602417,0.9127804,0.086467996,0.3248768,0.5478832,0.25450134
5,1,screening,6,378,63,0.4861111111111111,1.430682098005429,0.0339660339660339,img_0065,2.8285951533676985,0.0009990009990009,True,0.8185483870967742,0.5081481481481482,2.5,0.4536290322580646,0.5158730158730159,amygdala,MTL,L,face_person,0.11594546,0.9524294,0.040208265,0.7532274,0.078206494,0.86716175,0.73482853,0.76962334,0.81333226,0.12345578
5,2,sternberg,46,270,5,1.0833333333333333,3.6487008504038663,0.0069930069930069,img_0173,2.6834410423154407,0.0019980019980019,True,0.3508821947283486,0.9447533006836578,1.5046296296296295,0.976681882931883,1.0740740740740742,hippocampus,MTL,R,object,0.44316688,0.916016,0.026263442,0.10225514,0.029996715,0.96382016,0.5944782,0.64491814,0.6403583,0.91681063
5,2,sternberg,47,270,5,2.361111111111111,12.769330850651423,0.0009990009990009,img_0138,4.992393671797103,0.0009990009990009,True,0.6066356252923417,0.8136452067404911,4.568181818181818,1.7969599844599846,2.537037037037037,vmPFC,MFC,R,animal,0.53144735,0.9840352,0.034529008,0.030544493,0.67618906,0.9792454,0.79199994,0.2637312,0.73104584,0.69288516
5,2,sternberg,48,270,5,9.02777777777778,4.294689053886045,0.0009990009990009,img_0168,2.8390721796027076,0.0019980019980019,True,0.2262759299524004,0.9815320755171932,11.01851851851852,8.525292994042994,8.425925925925926,vmPFC,MFC,R,cartoon_art,0.73135024,0.5574054,0.060699888,0.08216745,0.58602417,0.9127804,0.086467996,0.3248768,0.5478832,0.25450134
5,2,sternberg,49,270,5,3.314814814814815,3.272601492852436,0.0159840159840159,img_0168,3.1943231650447768,0.0009990009990009,True,0.3226937570201817,0.9700233007221544,4.467592592592593,3.025928354053354,2.814814814814815,vmPFC,MFC,R,cartoon_art,0.73135024,0.5574054,0.060699888,0.08216745,0.58602417,0.9127804,0.086467996,0.3248768,0.5478832,0.25450134
6,2,sternberg,33,216,5,0.7118055555555556,2.7957458613967856,0.0209790209790209,img_0193,2.530617956322898,0.0049950049950049,True,0.3996212121212121,0.9185044003857455,1.0465116279069768,0.6283033826638478,0.5324074074074074,preSMA,MFC,L,face_person,0.2935666,0.97029537,0.64812845,0.93923086,0.7744229,0.95295346,0.21714647,0.22038306,0.48164237,0.598375
7,1,screening,17,324,54,2.627314814814815,2.536512965828692,0.0009990009990009,img_0194,2.627007479362758,0.0059940059940059,True,0.7129380053908354,0.7887011357026973,8.75,2.5117924528301887,2.654320987654321,amygdala,MTL,R,face_person,0.20671569,0.9599832,0.048178297,0.027114684,0.46220374,0.7651015,0.50386995,0.94964314,0.11488923,0.3972262
7,1,screening,20,324,54,4.62962962962963,2.267489880676929,0.0009990009990009,img_0213,2.6433694859328325,0.0109890109890109,True,0.4797843665768194,0.9029141554366718,8.75,4.55188679245283,4.444444444444445,amygdala,MTL,R,animal,0.3436768,0.1637124,0.08287083,0.67125136,0.87987465,0.92623067,0.40770593,0.93942344,0.5254435,0.41495022
7,1,screening,21,324,54,2.5347222222222223,1.3869709010445197,0.0499500499500499,img_0213,4.117265746778062,0.0009990009990009,True,0.6056603773584905,0.8810206106028878,6.25,2.464622641509434,2.2685185185185186,amygdala,MTL,R,animal,0.3436768,0.1637124,0.08287083,0.67125136,0.87987465,0.92623067,0.40770593,0.93942344,0.5254435,0.41495022
7,1,screening,23,324,54,1.0763888888888888,3.950812520449339,0.0009990009990009,img_0207,4.33954631504208,0.0009990009990009,True,0.8593481989708405,0.5441676104190261,6.875,0.9669811320754716,0.925925925925926,amygdala,MTL,R,animal,0.5025954,0.5684738,0.047279514,0.2028543,0.45637378,0.5939065,0.88081056,0.21464737,0.39438227,0.6756033
7,1,screening,24,324,54,0.6134259259259259,1.5495508113407623,0.0089910089910089,img_0210,1.6568480135099186,0.0339660339660339,True,0.6855345911949685,0.6200883002207507,1.875,0.589622641509434,0.4475308641975308,amygdala,MTL,R,animal,0.6518416,0.92618555,0.20838933,0.35853595,0.56519705,0.84203863,0.8457995,0.18822981,0.24544334,0.84560627
7,1,screening,25,324,54,1.219135802469136,3.1462475044287785,0.0009990009990009,img_0214,5.507211771608387,0.0009990009990009,True,0.70506454816286,0.6905097778884185,3.9583333333333335,1.167452830188679,1.0802469135802468,amygdala,MTL,R,animal,0.41148728,0.8174923,0.053530548,0.2737643,0.37797153,0.87938505,0.77085054,0.64477223,0.67829823,0.3180076
7,1,screening,26,324,54,3.3912037037037037,2.990966858930482,0.0009990009990009,img_0210,5.717433439282321,0.0009990009990009,True,0.6503144654088051,0.8347334850164323,9.375,3.2783018867924527,3.0246913580246915,amygdala,MTL,R,animal,0.6518416,0.92618555,0.20838933,0.35853595,0.56519705,0.84203863,0.8457995,0.18822981,0.24544334,0.84560627
7,1,screening,30,324,54,9.560185185185183,4.704226030034649,0.0009990009990009,img_0209,2.3943426186408163,0.0189810189810189,True,0.526713008937438,0.8971838246123419,19.791666666666668,9.367138364779874,8.703703703703704,amygdala,MTL,R,animal,0.2923758,0.8822043,0.03981361,0.14316218,0.7168884,0.7686433,0.9214245,0.17070392,0.37872246,0.7026648
7,2,sternberg,2,216,5,1.400462962962963,3.847866913972186,0.0099900099900099,img_0214,2.8886011989822884,0.0029970029970029,True,0.4131155303030304,0.9349380802965372,2.0930232558139537,1.228362843551797,1.4351851851851851,amygdala,MTL,R,animal,0.41148728,0.8174923,0.053530548,0.2737643,0.37797153,0.87938505,0.77085054,0.64477223,0.67829823,0.3180076
7,2,sternberg,3,216,5,1.1053240740740742,8.653915891460594,0.0009990009990009,img_0214,4.325055631587362,0.0009990009990009,True,0.5702922077922078,0.8422946431724454,2.0348837209302326,0.8744053911205074,1.0185185185185186,amygdala,MTL,R,animal,0.41148728,0.8174923,0.053530548,0.2737643,0.37797153,0.87938505,0.77085054,0.64477223,0.67829823,0.3180076
7,2,sternberg,5,216,5,1.1053240740740742,5.749847905356297,0.0009990009990009,img_0214,3.9473007053899622,0.0009990009990009,True,0.4824963343108505,0.900428213088918,1.802325581395349,0.9327100951374206,0.8101851851851852,amygdala,MTL,R,animal,0.41148728,0.8174923,0.053530548,0.2737643,0.37797153,0.87938505,0.77085054,0.64477223,0.67829823,0.3180076
7,2,sternberg,7,216,5,0.5266203703703703,2.7231919319694855,0.0319680319680319,img_0214,1.8320849435824655,0.0159840159840159,True,0.3793706293706292,0.8955071901206931,0.7558139534883721,0.4690803382663848,0.2777777777777778,amygdala,MTL,R,animal,0.41148728,0.8174923,0.053530548,0.2737643,0.37797153,0.87938505,0.77085054,0.64477223,0.67829823,0.3180076
7,2,sternberg,8,216,5,3.616898148148149,168.37171684073925,0.0009990009990009,img_0214,16.939359767036724,0.0009990009990009,True,0.906868131868132,0.3618664875892631,13.226744186046512,1.2318313953488371,2.337962962962963,amygdala,MTL,R,animal,0.41148728,0.8174923,0.053530548,0.2737643,0.37797153,0.87938505,0.77085054,0.64477223,0.67829823,0.3180076
7,2,sternberg,9,216,5,0.0925925925925925,3.662833231241183,0.0049950049950049,img_0186,2.3250138266030698,0.0019980019980019,True,0.8068181818181819,0.5204393283345653,0.2616279069767442,0.050541754756871,0.1851851851851851,amygdala,MTL,R,object,0.36464983,0.92819613,0.023958584,0.30066854,0.12798624,0.990189,0.24201311,0.32188323,0.9871788,0.05479439
7,2,sternberg,13,216,5,0.5150462962962963,2.2580347142950767,0.0409590409590409,img_0204,1.341113822739601,0.0309690309690309,True,0.4862852664576803,0.8329635148217951,0.8430232558139535,0.433073467230444,0.5555555555555556,amygdala,MTL,R,landscape_nature,0.14782481,0.43475232,0.06898731,0.698397,0.28025225,0.95699155,0.4777897,0.103083126,0.72452325,0.99021894
7,2,sternberg,15,216,5,6.15162037037037,9.623809111576229,0.0009990009990009,img_0207,5.441143896000033,0.0009990009990009,True,0.3213458003676177,0.963482890420004,8.267045454545455,5.6104651162790695,6.319444444444445,amygdala,MTL,R,animal,0.5025954,0.5684738,0.047279514,0.2028543,0.45637378,0.5939065,0.88081056,0.21464737,0.39438227,0.6756033
8,1,screening,21,324,54,2.573302469135802,1.845001725823159,0.0019980019980019,img_0227,3.037537164306487,0.0019980019980019,True,0.6876861966236345,0.7954702312624491,7.916666666666667,2.4724842767295594,2.79320987654321,preSMA,MFC,L,food,0.23346834,0.68076384,0.038708966,0.6797653,0.284764,0.84526885,0.7875006,0.54542905,0.77710366,0.98007846
8,1,screening,34,324,54,0.8410493827160493,1.468882005068999,0.0259740259740259,img_0219,4.808996599457297,0.0009990009990009,True,0.8132075471698114,0.4767465190000399,4.166666666666667,0.7783018867924527,1.4969135802469136,hippocampus,MTL,R,vehicle,0.54551744,0.81903154,0.43035588,0.053098504,0.3963547,0.6922009,0.3485966,0.36938834,0.9848492,0.8548454
8,1,screening,37,324,54,1.6628086419753083,1.6005121356762888,0.0119880119880119,img_0219,2.4114928240798226,0.0069930069930069,True,0.6935849056603773,0.7189171407562214,5.208333333333333,1.5959119496855343,1.5740740740740742,hippocampus,MTL,R,vehicle,0.54551744,0.81903154,0.43035588,0.053098504,0.3963547,0.6922009,0.3485966,0.36938834,0.9848492,0.8548454
8,1,screening,38,324,54,0.5324074074074074,1.5320302790645088,0.0219780219780219,img_0201,2.2592862310204365,0.0029970029970029,True,0.7584905660377359,0.5392456676860348,2.0833333333333335,0.5031446540880503,0.3703703703703703,hippocampus,MTL,R,landscape_nature,0.13318053,0.30407232,0.05656838,0.06447297,0.24188821,0.4182281,0.57311904,0.021103272,0.6613131,0.8245196
8,1,screening,42,324,54,7.1875,1.513955858516948,0.0179820179820179,img_0221,2.549311898931265,0.0089910089910089,True,0.5306603773584906,0.9138715502410032,15.0,7.040094339622642,7.037037037037037,hippocampus,MTL,R,vehicle,0.377516,0.2587479,0.35346305,0.6877738,0.57430476,0.81369245,0.3200832,0.29575202,0.7456217,0.12405083
8,1,screening,45,324,54,10.0,1.8589352415614264,0.0009990009990009,img_0221,2.363041654288944,0.0149850149850149,True,0.4224574321214909,0.9251635930993456,17.083333333333332,9.86635220125786,8.364197530864198,hippocampus,MTL,R,vehicle,0.377516,0.2587479,0.35346305,0.6877738,0.57430476,0.81369245,0.3200832,0.29575202,0.7456217,0.12405083
8,1,screening,59,324,54,2.997685185185185,1.5506113113051494,0.0199800199800199,img_0209,1.675000654973227,0.0029970029970029,True,0.7861635220125786,0.6215692815181333,13.125,2.806603773584906,3.302469135802469,dACC,MFC,R,animal,0.2923758,0.8822043,0.03981361,0.14316218,0.7168884,0.7686433,0.9214245,0.17070392,0.37872246,0.7026648
8,1,screening,61,324,54,0.3047839506172839,1.5925362043028168,0.0179820179820179,img_0209,1.9071752021218296,0.0029970029970029,True,0.9123989218328842,0.2620727303266986,2.9166666666666665,0.255503144654088,0.3086419753086419,dACC,MFC,R,animal,0.2923758,0.8822043,0.03981361,0.14316218,0.7168884,0.7686433,0.9214245,0.17070392,0.37872246,0.7026648
8,1,screening,62,324,54,0.2584876543209876,1.530870994111065,0.0199800199800199,img_0209,1.8961769304674343,0.0029970029970029,True,0.9345911949685536,0.1965239471149636,3.125,0.2044025157232704,0.324074074074074,dACC,MFC,R,animal,0.2923758,0.8822043,0.03981361,0.14316218,0.7168884,0.7686433,0.9214245,0.17070392,0.37872246,0.7026648
8,1,screening,63,324,54,0.7330246913580247,1.745805193900991,0.0049950049950049,img_0209,2.2001436699117867,0.0069930069930069,True,0.779874213836478,0.6428062678062674,3.125,0.6878930817610062,0.7561728395061729,dACC,MFC,R,animal,0.2923758,0.8822043,0.03981361,0.14316218,0.7168884,0.7686433,0.9214245,0.17070392,0.37872246,0.7026648
8,1,screening,67,324,54,0.6597222222222222,1.5252399245850103,0.0169830169830169,img_0209,1.8003878636123054,0.0049950049950049,True,0.911320754716981,0.3117443868739207,6.25,0.5542452830188679,0.5864197530864198,dACC,MFC,R,animal,0.2923758,0.8822043,0.03981361,0.14316218,0.7168884,0.7686433,0.9214245,0.17070392,0.37872246,0.7026648
8,1,screening,75,324,54,1.1844135802469136,1.7086098310791042,0.0049950049950049,img_0209,1.6884347206868198,0.0179820179820179,True,0.8191281717631751,0.6419094710746052,6.041666666666667,1.0927672955974843,1.25,dACC,MFC,R,animal,0.2923758,0.8822043,0.03981361,0.14316218,0.7168884,0.7686433,0.9214245,0.17070392,0.37872246,0.7026648
8,1,screening,76,324,54,5.852623456790123,1.4535018954157128,0.0309690309690309,img_0209,1.7914040085194725,0.0229770229770229,True,0.6267769449470147,0.8998218568645715,15.208333333333334,5.6761006289308185,6.064814814814815,dACC,MFC,R,animal,0.2923758,0.8822043,0.03981361,0.14316218,0.7168884,0.7686433,0.9214245,0.17070392,0.37872246,0.7026648
8,2,sternberg,9,216,5,6.805555555555555,2.4569181306856303,0.0449550449550449,img_0213,1.892208667093972,0.0279720279720279,True,0.1618604651162791,0.9852514528640216,7.8125,6.5479651162790695,7.569444444444445,dACC,MFC,L,animal,0.3436768,0.1637124,0.08287083,0.67125136,0.87987465,0.92623067,0.40770593,0.93942344,0.5254435,0.41495022
8,2,sternberg,37,216,5,2.5231481481481484,3.1884711456627066,0.0129870129870129,img_0209,2.9748568108536984,0.0029970029970029,True,0.3297380585516177,0.9633718989571374,3.4302325581395348,2.299154334038055,2.199074074074074,hippocampus,MTL,R,animal,0.2923758,0.8822043,0.03981361,0.14316218,0.7168884,0.7686433,0.9214245,0.17070392,0.37872246,0.7026648
8,2,sternberg,39,216,5,0.8912037037037037,6.4053960796301785,0.0009990009990009,img_0220,3.289155267834753,0.0009990009990009,True,0.5901253918495298,0.7681561960793873,1.686046511627907,0.6910676532769556,0.2546296296296296,hippocampus,MTL,R,vehicle,0.5276298,0.55175394,0.28690034,0.09729051,0.65565133,0.73648316,0.34925348,0.20984544,0.96088636,0.8294205
8,2,sternberg,43,216,5,0.6481481481481481,2.868920262438464,0.0299700299700299,img_0213,2.0657517969391943,0.0119880119880119,True,0.4372093023255814,0.8811305390966974,0.9943181818181818,0.559593023255814,0.6944444444444444,hippocampus,MTL,R,animal,0.3436768,0.1637124,0.08287083,0.67125136,0.87987465,0.92623067,0.40770593,0.93942344,0.5254435,0.41495022
