subject,model,layer,view,metric,rho
5,alexnet,fc7,gap,correlation,-0.005317740338737554
5,alexnet,fc7,gap,euclidean,-0.005940502010340989
5,alexnet,fc7,rp,correlation,0.0011970571308100207
5,alexnet,fc7,rp,euclidean,-0.003942734272003661
5,alexnet,logits,gap,correlation,0.018311360158001336
5,alexnet,logits,gap,euclidean,0.003637217999328671
5,alexnet,logits,rp,correlation,0.018311360158001336
5,alexnet,logits,rp,euclidean,0.003637217999328671
5,vgg16,conv1_2,gap,correlation,0.004585163695623088
5,vgg16,conv1_2,gap,euclidean,-0.0024165238036213898
5,vgg16,conv1_2,rp,correlation,0.011541128383378509
5,vgg16,conv1_2,rp,euclidean,0.0073579929344684235
5,vgg16,conv2_2,gap,correlation,0.004264006977021055
5,vgg16,conv2_2,gap,euclidean,0.009035462575861882
5,vgg16,conv2_2,rp,correlation,0.020775889450203
5,vgg16,conv2_2,rp,euclidean,0.011715385085080032
5,vgg16,conv3_3,gap,correlation,0.013786655992307988
5,vgg16,conv3_3,gap,euclidean,0.015939286537144895
5,vgg16,conv3_3,rp,correlation,0.01441546828857946
5,vgg16,conv3_3,rp,euclidean,0.022753380507843687
5,vgg16,conv4_3,gap,correlation,5.496628442441369e-05
5,vgg16,conv4_3,gap,euclidean,0.011244293371708857
5,vgg16,conv4_3,rp,correlation,-0.0006448780257215085
5,vgg16,conv4_3,rp,euclidean,0.017990950907409414
5,vgg16,conv5_3,gap,correlation,-0.0007310172701968242
5,vgg16,conv5_3,gap,euclidean,-0.002930501494072566
5,vgg16,conv5_3,rp,correlation,0.024108301593650773
5,vgg16,conv5_3,rp,euclidean,-0.003978495139151094
5,vgg16,fc6,gap,correlation,0.0035785981428203624
5,vgg16,fc6,gap,euclidean,-0.003909285078551285
5,vgg16,fc6,rp,correlation,-0.005677960315479957
5,vgg16,fc6,rp,euclidean,-0.004249394299607912
5,vgg16,fc7,gap,correlation,0.001874572445076373
5,vgg16,fc7,gap,euclidean,-0.00653768545551229
5,vgg16,fc7,rp,correlation,0.0037487534360009004
5,vgg16,fc7,rp,euclidean,-0.006052712423513725
5,vgg16,logits,gap,correlation,0.020478672649916117
5,vgg16,logits,gap,euclidean,-0.0013984610973959324
5,vgg16,logits,rp,correlation,0.020478672649916117
5,vgg16,logits,rp,euclidean,-0.0013984610973959324
5,resnet50,stem,gap,correlation,-0.00743527693831536
5,resnet50,stem,gap,euclidean,-0.003264303953793899
5,resnet50,stem,rp,correlation,0.0006475408805075217
5,resnet50,stem,rp,euclidean,0.0018867896808278093
5,resnet50,layer1,gap,correlation,0.0016848460552259783
5,resnet50,layer1,gap,euclidean,0.002838595147277875
5,resnet50,layer1,rp,correlation,0.00879146743100168
5,resnet50,layer1,rp,euclidean,0.00812824099873892
5,resnet50,layer2,gap,correlation,0.00019263732669148726
5,resnet50,layer2,gap,euclidean,-0.0010228970844546321
5,resnet50,layer2,rp,correlation,0.012540562382558924
5,resnet50,layer2,rp,euclidean,0.015428754609783426
5,resnet50,layer3,gap,correlation,0.0022090563249879563
5,resnet50,layer3,gap,euclidean,0.0011312364510146712
5,resnet50,layer3,rp,correlation,0.014010806183684285
5,resnet50,layer3,rp,euclidean,0.017316183826818158
5,resnet50,layer4,gap,correlation,-0.027947194194534536
5,resnet50,layer4,gap,euclidean,0.011831329616458443
5,resnet50,layer4,rp,correlation,0.003744191303663338
5,resnet50,layer4,rp,euclidean,0.019922587057921326
5,resnet50,avgpool,gap,correlation,-0.027947194194534536
5,resnet50,avgpool,gap,euclidean,0.011831329616458443
5,resnet50,avgpool,rp,correlation,-0.027947194194534536
5,resnet50,avgpool,rp,euclidean,0.011831329616458443
5,resnet50,logits,gap,correlation,-0.03751279362379889
5,resnet50,logits,gap,euclidean,-0.00690097907226178
5,resnet50,logits,rp,correlation,-0.03751279362379889
5,resnet50,logits,rp,euclidean,-0.00690097907226178
5,convnext_tiny,stage1,gap,correlation,-0.012104980232435232
5,convnext_tiny,stage1,gap,euclidean,-0.01898528150431391
5,convnext_tiny,stage1,rp,correlation,0.006955826148425961
5,convnext_tiny,stage1,rp,euclidean,-0.0007052280129256293
5,convnext_tiny,stage2,gap,correlation,0.0015071033173738606
5,convnext_tiny,stage2,gap,euclidean,-0.000989784573791292
5,convnext_tiny,stage2,rp,correlation,0.006769771050806252
5,convnext_tiny,stage2,rp,euclidean,0.0043384203170877865
5,convnext_tiny,stage3,gap,correlation,-0.0036897260161163907
5,convnext_tiny,stage3,gap,euclidean,-0.022369165841423323
5,convnext_tiny,stage3,rp,correlation,0.007668217933422612
5,convnext_tiny,stage3,rp,euclidean,-0.011075990639329236
5,convnext_tiny,stage4,gap,correlation,0.00875607707601443
5,convnext_tiny,stage4,gap,euclidean,-0.0018940662174693223
5,convnext_tiny,stage4,rp,correlation,0.01666590115632528
5,convnext_tiny,stage4,rp,euclidean,0.002694432087595416
5,convnext_tiny,avgpool,gap,correlation,0.00875607707601443
5,convnext_tiny,avgpool,gap,euclidean,-0.0018940662174693223
5,convnext_tiny,avgpool,rp,correlation,0.00875607707601443
5,convnext_tiny,avgpool,rp,euclidean,-0.0018940662174693223
5,convnext_tiny,logits,gap,correlation,0.004177688920155391
5,convnext_tiny,logits,gap,euclidean,-0.0064332155246425125
5,convnext_tiny,logits,rp,correlation,0.004177688920155391
5,convnext_tiny,logits,rp,euclidean,-0.0064332155246425125
7,alexnet,conv1,gap,correlation,0.030717444367702615
7,alexnet,conv1,gap,euclidean,0.020790794649759546
7,alexnet,conv1,rp,correlation,0.005211237002108722
7,alexnet,conv1,rp,euclidean,0.007866008767242035
7,alexnet,conv2,gap,correlation,0.0252324061167742
7,alexnet,conv2,gap,euclidean,0.027219024373024585
7,alexnet,conv2,rp,correlation,0.052817289172301295
7,alexnet,conv2,rp,euclidean,0.018018150056729167
7,alexnet,conv3,gap,correlation,0.04462570913503769
7,alexnet,conv3,gap,euclidean,0.029655728949499367
7,alexnet,conv3,rp,correlation,0.03643976802509531
7,alexnet,conv3,rp,euclidean,0.020141109958755156
7,alexnet,conv4,gap,correlation,0.04557640279680966
7,alexnet,conv4,gap,euclidean,0.06069159457480317
7,alexnet,conv4,rp,correlation,0.046137285643979016
7,alexnet,conv4,rp,euclidean,0.04833943213831482
7,alexnet,conv5,gap,correlation,0.05326431646659326
7,alexnet,conv5,gap,euclidean,0.049749204919437864
7,alexnet,conv5,rp,correlation,0.052130605419316293
7,alexnet,conv5,rp,euclidean,0.03671686990966004
7,alexnet,fc6,gap,correlation,0.043223590061368077
7,alexnet,fc6,gap,euclidean,0.036533893474970734
7,alexnet,fc6,rp,correlation,0.06259509905551858
7,alexnet,fc6,rp,euclidean,0.0395505557885657
7,alexnet,fc7,gap,correlation,0.05011017816962794
7,alexnet,fc7,gap,euclidean,0.03630915949351703
7,alexnet,fc7,rp,correlation,0.0365904342662011
7,alexnet,fc7,rp,euclidean,0.03355774380334304
7,alexnet,logits,gap,correlation,0.06066051700077209
7,alexnet,logits,gap,euclidean,0.05952583541916313
7,alexnet,logits,rp,correlation,0.06066051700077209
7,alexnet,logits,rp,euclidean,0.05952583541916313
7,vgg16,conv1_2,gap,correlation,0.017773051234630237
7,vgg16,conv1_2,gap,euclidean,0.01793980705122267
7,vgg16,conv1_2,rp,correlation,0.01094703757294671
7,vgg16,conv1_2,rp,euclidean,0.011503256122208372
7,vgg16,conv2_2,gap,correlation,0.023382760148861127
7,vgg16,conv2_2,gap,euclidean,0.0058618881323635194
7,vgg16,conv2_2,rp,correlation,0.035484082458890086
7,vgg16,conv2_2,rp,euclidean,0.011052510493851276
7,vgg16,conv3_3,gap,correlation,0.03237411371173361
7,vgg16,conv3_3,gap,euclidean,0.02061076257871873
7,vgg16,conv3_3,rp,correlation,0.03402772402983218
7,vgg16,conv3_3,rp,euclidean,0.019653668304453586
7,vgg16,conv4_3,gap,correlation,0.05080596938402356
7,vgg16,conv4_3,gap,euclidean,0.04345607603223287
7,vgg16,conv4_3,rp,correlation,0.026064203180256724
7,vgg16,conv4_3,rp,euclidean,0.023294232675491237
7,vgg16,conv5_3,gap,correlation,0.04745449320130462
7,vgg16,conv5_3,gap,euclidean,0.03092038022996176
7,vgg16,conv5_3,rp,correlation,0.005192432387541484
7,vgg16,conv5_3,rp,euclidean,0.015543799395385777
7,vgg16,fc6,gap,correlation,0.023951407270686283
7,vgg16,fc6,gap,euclidean,0.02608550579458137
7,vgg16,fc6,rp,correlation,0.03614681817485654
7,vgg16,fc6,rp,euclidean,0.02605127910282332
7,vgg16,fc7,gap,correlation,0.020629554908041258
7,vgg16,fc7,gap,euclidean,0.027394613280562474
7,vgg16,fc7,rp,correlation,0.040527703677276775
7,vgg16,fc7,rp,euclidean,0.028380864535602596
7,vgg16,logits,gap,correlation,0.04239049076194644
7,vgg16,logits,gap,euclidean,0.02993240494558087
7,vgg16,logits,rp,correlation,0.04239049076194644
7,vgg16,logits,rp,euclidean,0.02993240494558087
7,resnet50,stem,gap,correlation,-0.009165378149250817
7,resnet50,stem,gap,euclidean,-0.014923427298256011
7,resnet50,stem,rp,correlation,-0.015711288231579155
7,resnet50,stem,rp,euclidean,-0.014232992450553322
7,resnet50,layer1,gap,correlation,0.0051348596357555995
7,resnet50,layer1,gap,euclidean,0.0076145707588734885
7,resnet50,layer1,rp,correlation,0.017523124311360844
7,resnet50,layer1,rp,euclidean,0.016832431473519278
7,resnet50,layer2,gap,correlation,0.011216190904185
7,resnet50,layer2,gap,euclidean,0.014091003687293347
7,resnet50,layer2,rp,correlation,0.02427647075059323
7,resnet50,layer2,rp,euclidean,0.026538802658756275
7,resnet50,layer3,gap,correlation,0.03180542154401119
7,resnet50,layer3,gap,euclidean,0.034690398319575086
7,resnet50,layer3,rp,correlation,0.0349039650135887
7,resnet50,layer3,rp,euclidean,0.03751307661922187
7,resnet50,layer4,gap,correlation,0.05616111164756679
7,resnet50,layer4,gap,euclidean,0.01712051227177189
7,resnet50,layer4,rp,correlation,0.04642241798350157
7,resnet50,layer4,rp,euclidean,0.018299506731044624
7,resnet50,avgpool,gap,correlation,0.05616111164756679
7,resnet50,avgpool,gap,euclidean,0.01712051227177189
7,resnet50,avgpool,rp,correlation,0.05616111164756679
7,resnet50,avgpool,rp,euclidean,0.01712051227177189
7,resnet50,logits,gap,correlation,0.04624947859373916
7,resnet50,logits,gap,euclidean,0.018490206489574043
7,resnet50,logits,rp,correlation,0.04624947859373916
7,resnet50,logits,rp,euclidean,0.018490206489574043
7,convnext_tiny,stage1,gap,correlation,0.0194026930403024
7,convnext_tiny,stage1,gap,euclidean,0.009113055292037056
7,convnext_tiny,stage1,rp,correlation,0.020234768569331655
7,convnext_tiny,stage1,rp,euclidean,0.021973384590650322
7,convnext_tiny,stage2,gap,correlation,0.013389336030845465
7,convnext_tiny,stage2,gap,euclidean,0.015192863190122597
7,convnext_tiny,stage2,rp,correlation,0.012856504492427335
7,convnext_tiny,stage2,rp,euclidean,0.010802739183681525
7,convnext_tiny,stage3,gap,correlation,0.03216223009624506
7,convnext_tiny,stage3,gap,euclidean,0.01697504268917782
7,convnext_tiny,stage3,rp,correlation,0.004394620406004405
7,convnext_tiny,stage3,rp,euclidean,0.024715275121093606
7,convnext_tiny,stage4,gap,correlation,0.01689958671617784
7,convnext_tiny,stage4,gap,euclidean,0.01827161922555619
7,convnext_tiny,stage4,rp,correlation,0.013384659447693074
7,convnext_tiny,stage4,rp,euclidean,-0.0026617702595356225
7,convnext_tiny,avgpool,gap,correlation,0.01689958671617784
7,convnext_tiny,avgpool,gap,euclidean,0.01827161922555619
7,convnext_tiny,avgpool,rp,correlation,0.01689958671617784
7,convnext_tiny,avgpool,rp,euclidean,0.01827161922555619
7,convnext_tiny,logits,gap,correlation,0.0451590935094677
7,convnext_tiny,logits,gap,euclidean,0.014437648247071668
7,convnext_tiny,logits,rp,correlation,0.0451590935094677
7,convnext_tiny,logits,rp,euclidean,0.014437648247071668
8,alexnet,conv1,gap,correlation,0.0028884248342454307
8,alexnet,conv1,gap,euclidean,0.018152517873188265
8,alexnet,conv1,rp,correlation,0.003974026863243686
8,alexnet,conv1,rp,euclidean,0.0025693442685115497
8,alexnet,conv2,gap,correlation,0.02735030040289869
8,alexnet,conv2,gap,euclidean,0.025375148375042966
8,alexnet,conv2,rp,correlation,0.025289536599750577
8,alexnet,conv2,rp,euclidean,0.011610674206858459
8,alexnet,conv3,gap,correlation,0.00799298496146815
8,alexnet,conv3,gap,euclidean,0.01774382463746857
8,alexnet,conv3,rp,correlation,0.02034654382077171
8,alexnet,conv3,rp,euclidean,0.012984893489794933
8,alexnet,conv4,gap,correlation,-0.008840863410274184
8,alexnet,conv4,gap,euclidean,0.001298013910009272
8,alexnet,conv4,rp,correlation,0.0007725494233347084
8,alexnet,conv4,rp,euclidean,0.009817650931807144
8,alexnet,conv5,gap,correlation,-0.01654236865578702
8,alexnet,conv5,gap,euclidean,0.000998892771845233
8,alexnet,conv5,rp,correlation,-0.009492837251875936
8,alexnet,conv5,rp,euclidean,-0.0003510795331181122
8,alexnet,fc6,gap,correlation,0.00010465799967222966
8,alexnet,fc6,gap,euclidean,0.0014283849268565197
8,alexnet,fc6,rp,correlation,0.019029348548690806
8,alexnet,fc6,rp,euclidean,0.0023454088279639034
8,alexnet,fc7,gap,correlation,-0.005197338295261769
8,alexnet,fc7,gap,euclidean,0.00733517562862983
8,alexnet,fc7,rp,correlation,-0.008817943238729578
8,alexnet,fc7,rp,euclidean,0.007974000163311852
8,alexnet,logits,gap,correlation,0.03468062335986864
8,alexnet,logits,gap,euclidean,0.03122327293825133
8,alexnet,logits,rp,correlation,0.03468062335986864
8,alexnet,logits,rp,euclidean,0.03122327293825133
8,vgg16,conv1_2,gap,correlation,-0.005025050023468913
8,vgg16,conv1_2,gap,euclidean,0.018191089446491577
8,vgg16,conv1_2,rp,correlation,-0.005500878026439321
8,vgg16,conv1_2,rp,euclidean,0.0010915317071109208
8,vgg16,conv2_2,gap,correlation,0.01931937860577051
8,vgg16,conv2_2,gap,euclidean,0.03184837894967546
8,vgg16,conv2_2,rp,correlation,0.026195450544559854
8,vgg16,conv2_2,rp,euclidean,0.00760841175619293
8,vgg16,conv3_3,gap,correlation,0.011480987068633321
8,vgg16,conv3_3,gap,euclidean,0.011247542848681248
8,vgg16,conv3_3,rp,correlation,0.02730426759097572
8,vgg16,conv3_3,rp,euclidean,0.006935290913366174
8,vgg16,conv4_3,gap,correlation,0.003266085541831299
8,vgg16,conv4_3,gap,euclidean,0.008079583651418793
8,vgg16,conv4_3,rp,correlation,0.014669446244232795
8,vgg16,conv4_3,rp,euclidean,0.0008068907773767054
8,vgg16,conv5_3,gap,correlation,0.004104275027643848
8,vgg16,conv5_3,gap,euclidean,0.005446741048090262
8,vgg16,conv5_3,rp,correlation,0.0070712394313111075
8,vgg16,conv5_3,rp,euclidean,0.0024682612750495116
8,vgg16,fc6,gap,correlation,0.01207511378798403
8,vgg16,fc6,gap,euclidean,0.00576516230569145
8,vgg16,fc6,rp,correlation,0.02437033821032978
8,vgg16,fc6,rp,euclidean,0.006438238102620942
8,vgg16,fc7,gap,correlation,0.004213773413731251
8,vgg16,fc7,gap,euclidean,0.01497074187071025
8,vgg16,fc7,rp,correlation,0.004412659240318142
8,vgg16,fc7,rp,euclidean,0.013950243448504224
8,vgg16,logits,gap,correlation,0.0322806721404803
8,vgg16,logits,gap,euclidean,0.03778829476626462
8,vgg16,logits,rp,correlation,0.0322806721404803
8,vgg16,logits,rp,euclidean,0.03778829476626462
8,resnet50,stem,gap,correlation,0.062171622575332916
8,resnet50,stem,gap,euclidean,0.056279299796744724
8,resnet50,stem,rp,correlation,0.06472939004824743
8,resnet50,stem,rp,euclidean,0.0561328555847371
8,resnet50,layer1,gap,correlation,0.025960532095242753
8,resnet50,layer1,gap,euclidean,0.027638233778214803
8,resnet50,layer1,rp,correlation,0.026827948178216963
8,resnet50,layer1,rp,euclidean,0.024902838047140777
8,resnet50,layer2,gap,correlation,0.02222771782168852
8,resnet50,layer2,gap,euclidean,0.022907382604863368
8,resnet50,layer2,rp,correlation,0.036210586785057106
8,resnet50,layer2,rp,euclidean,0.02496693835894848
8,resnet50,layer3,gap,correlation,0.01147236692192948
8,resnet50,layer3,gap,euclidean,0.013945009934258379
8,resnet50,layer3,rp,correlation,0.023628526469255888
8,resnet50,layer3,rp,euclidean,0.024301323800638652
8,resnet50,layer4,gap,correlation,0.049583018319183596
8,resnet50,layer4,gap,euclidean,-0.001983899122088223
8,resnet50,layer4,rp,correlation,0.04480057730821934
8,resnet50,layer4,rp,euclidean,-0.00540237083928451
8,resnet50,avgpool,gap,correlation,0.049583018319183596
8,resnet50,avgpool,gap,euclidean,-0.001983899122088223
8,resnet50,avgpool,rp,correlation,0.049583018319183596
8,resnet50,avgpool,rp,euclidean,-0.001983899122088223
8,resnet50,logits,gap,correlation,0.026547181195647515
8,resnet50,logits,gap,euclidean,0.0014724029586472929
8,resnet50,logits,rp,correlation,0.026547181195647515
8,resnet50,logits,rp,euclidean,0.0014724029586472929
8,convnext_tiny,stage1,gap,correlation,0.01872925687619479
8,convnext_tiny,stage1,gap,euclidean,0.007267311936859739
8,convnext_tiny,stage1,rp,correlation,0.026192366948138
8,convnext_tiny,stage1,rp,euclidean,0.014318362616033111
8,convnext_tiny,stage2,gap,correlation,0.03475236918896663
8,convnext_tiny,stage2,gap,euclidean,0.029464111892698375
8,convnext_tiny,stage2,rp,correlation,0.0236252872597344
8,convnext_tiny,stage2,rp,euclidean,0.022676829512499375
8,convnext_tiny,stage3,gap,correlation,0.020980876050971972
8,convnext_tiny,stage3,gap,euclidean,0.013686532480671828
8,convnext_tiny,stage3,rp,correlation,-0.003521725103890172
8,convnext_tiny,stage3,rp,euclidean,0.009208654971277508
8,convnext_tiny,stage4,gap,correlation,0.04038405231089958
8,convnext_tiny,stage4,gap,euclidean,0.03356923460222712
8,convnext_tiny,stage4,rp,correlation,0.03165993558109085
8,convnext_tiny,stage4,rp,euclidean,0.017883765859943786
8,convnext_tiny,avgpool,gap,correlation,0.04038405231089958
8,convnext_tiny,avgpool,gap,euclidean,0.03356923460222712
8,convnext_tiny,avgpool,rp,correlation,0.04038405231089958
8,convnext_tiny,avgpool,rp,euclidean,0.03356923460222712
8,convnext_tiny,logits,gap,correlation,0.042780760225684854
8,convnext_tiny,logits,gap,euclidean,0.0018941922652263117
8,convnext_tiny,logits,rp,correlation,0.042780760225684854
8,convnext_tiny,logits,rp,euclidean,0.0018941922652263117
9,alexnet,conv1,gap,correlation,-0.031014505679837188
9,alexnet,conv1,gap,euclidean,-0.011295201407987326
9,alexnet,conv1,rp,correlation,-0.03443262522001849
9,alexnet,conv1,rp,euclidean,-0.009498488464441873
9,alexnet,conv2,gap,correlation,-0.01873386793804207
9,alexnet,conv2,gap,euclidean,-0.0036377551450809593
9,alexnet,conv2,rp,correlation,-0.029104322121081896
9,alexnet,conv2,rp,euclidean,-0.006796307939978225
9,alexnet,conv3,gap,correlation,-0.02414289328487705
9,alexnet,conv3,gap,euclidean,-0.01408387005519924
9,alexnet,conv3,rp,correlation,-0.017910854824526163
9,alexnet,conv3,rp,euclidean,-0.012071841817809984
9,alexnet,conv4,gap,correlation,-0.014603085447398717
9,alexnet,conv4,gap,euclidean,-0.010473384058289717
9,alexnet,conv4,rp,correlation,-0.02007210373922717
9,alexnet,conv4,rp,euclidean,-0.00815406499500523
9,alexnet,conv5,gap,correlation,-0.019117102051644057
9,alexnet,conv5,gap,euclidean,-0.013060636118504783
9,alexnet,conv5,rp,correlation,-0.006676977263042405
9,alexnet,conv5,rp,euclidean,-0.006396013716557619
9,alexnet,fc6,gap,correlation,-0.0243804653470512
9,alexnet,fc6,gap,euclidean,-0.00023333365274969575
9,alexnet,fc6,rp,correlation,-0.02292187100345633
9,alexnet,fc6,rp,euclidean,-0.004010677843290893
9,alexnet,fc7,gap,correlation,-0.021660155896479284
9,alexnet,fc7,gap,euclidean,0.004784275607507398
9,alexnet,fc7,rp,correlation,-0.031146039699850175
9,alexnet,fc7,rp,euclidean,0.004332821530038775
9,alexnet,logits,gap,correlation,-0.017584087790686292
9,alexnet,logits,gap,euclidean,-0.0017634936418535025
9,alexnet,logits,rp,correlation,-0.017584087790686292
9,alexnet,logits,rp,euclidean,-0.0017634936418535025
9,vgg16,conv1_2,gap,correlation,-0.023575519733420015
9,vgg16,conv1_2,gap,euclidean,-0.01396967051547003
9,vgg16,conv1_2,rp,correlation,-0.030959091036038437
9,vgg16,conv1_2,rp,euclidean,-0.007428862904777313
9,vgg16,conv2_2,gap,correlation,-0.030446755380875754
9,vgg16,conv2_2,gap,euclidean,-0.02427571725558444
9,vgg16,conv2_2,rp,correlation,-0.017837163831682646
9,vgg16,conv2_2,rp,euclidean,-0.008388446988636722
9,vgg16,conv3_3,gap,correlation,-0.030977633565385226
9,vgg16,conv3_3,gap,euclidean,-0.025677611099767732
9,vgg16,conv3_3,rp,correlation,-0.01585097146391549
9,vgg16,conv3_3,rp,euclidean,-0.010147268142419402
9,vgg16,conv4_3,gap,correlation,-0.02681333692717692
9,vgg16,conv4_3,gap,euclidean,-0.020016226351211065
9,vgg16,conv4_3,rp,correlation,-0.039919227792106465
9,vgg16,conv4_3,rp,euclidean,-0.016222661542573
9,vgg16,conv5_3,gap,correlation,-0.008393553555353914
9,vgg16,conv5_3,gap,euclidean,-0.006880273492479669
9,vgg16,conv5_3,rp,correlation,-0.015337648894094554
9,vgg16,conv5_3,rp,euclidean,0.005317361040982839
9,vgg16,fc6,gap,correlation,-0.013645708612505282
9,vgg16,fc6,gap,euclidean,0.00949424186485428
9,vgg16,fc6,rp,correlation,-0.009333804759123616
9,vgg16,fc6,rp,euclidean,0.007928815033273766
9,vgg16,fc7,gap,correlation,-0.0068823374135907065
9,vgg16,fc7,gap,euclidean,0.007926853489201965
9,vgg16,fc7,rp,correlation,-0.002301415366662547
9,vgg16,fc7,rp,euclidean,0.010056328666005065
9,vgg16,logits,gap,correlation,-0.012777952637760794
9,vgg16,logits,gap,euclidean,-0.007026729989731993
9,vgg16,logits,rp,correlation,-0.012777952637760794
9,vgg16,logits,rp,euclidean,-0.007026729989731993
9,resnet50,stem,gap,correlation,-0.013949375291211489
9,resnet50,stem,gap,euclidean,-0.01680718939072475
9,resnet50,stem,rp,correlation,-0.02284010041467615
9,resnet50,stem,rp,euclidean,-0.02644821945443849
9,resnet50,layer1,gap,correlation,-0.02172998932248431
9,resnet50,layer1,gap,euclidean,-0.02318112242745952
9,resnet50,layer1,rp,correlation,-0.018899960351420244
9,resnet50,layer1,rp,euclidean,-0.01734536910567268
9,resnet50,layer2,gap,correlation,-0.03231428047492135
9,resnet50,layer2,gap,euclidean,-0.02953568163328888
9,resnet50,layer2,rp,correlation,-0.03622956748813184
9,resnet50,layer2,rp,euclidean,-0.025294135376353145
9,resnet50,layer3,gap,correlation,-0.021148991434645485
9,resnet50,layer3,gap,euclidean,-0.015397297852236189
9,resnet50,layer3,rp,correlation,-0.021067315032741406
9,resnet50,layer3,rp,euclidean,-0.01547923224427915
9,resnet50,layer4,gap,correlation,0.006197623394840639
9,resnet50,layer4,gap,euclidean,0.015432245278350474
9,resnet50,layer4,rp,correlation,-0.017338059385071086
9,resnet50,layer4,rp,euclidean,0.012996838842733224
9,resnet50,avgpool,gap,correlation,0.006197623394840639
9,resnet50,avgpool,gap,euclidean,0.015432245278350474
9,resnet50,avgpool,rp,correlation,0.006197623394840639
9,resnet50,avgpool,rp,euclidean,0.015432245278350474
9,resnet50,logits,gap,correlation,0.004095061094112427
9,resnet50,logits,gap,euclidean,0.019641419915479155
9,resnet50,logits,rp,correlation,0.004095061094112427
9,resnet50,logits,rp,euclidean,0.019641419915479155
9,convnext_tiny,stage1,gap,correlation,-0.026314019536323743
9,convnext_tiny,stage1,gap,euclidean,-0.028861569780722303
9,convnext_tiny,stage1,rp,correlation,-0.012897123606515404
9,convnext_tiny,stage1,rp,euclidean,-0.01687961500336329
9,convnext_tiny,stage2,gap,correlation,-0.0029828205595044425
9,convnext_tiny,stage2,gap,euclidean,-0.0021931864558616954
9,convnext_tiny,stage2,rp,correlation,-0.0060059817675502305
9,convnext_tiny,stage2,rp,euclidean,-0.0012366777782609974
9,convnext_tiny,stage3,gap,correlation,-0.006462902778914162
9,convnext_tiny,stage3,gap,euclidean,-0.014048410743888766
9,convnext_tiny,stage3,rp,correlation,-0.013622350267232736
9,convnext_tiny,stage3,rp,euclidean,-0.02672903967306834
9,convnext_tiny,stage4,gap,correlation,0.03622557068851998
9,convnext_tiny,stage4,gap,euclidean,0.01227649351924676
9,convnext_tiny,stage4,rp,correlation,0.05102870906075291
9,convnext_tiny,stage4,rp,euclidean,0.017433253651236155
9,convnext_tiny,avgpool,gap,correlation,0.03622557068851998
9,convnext_tiny,avgpool,gap,euclidean,0.01227649351924676
9,convnext_tiny,avgpool,rp,correlation,0.03622557068851998
9,convnext_tiny,avgpool,rp,euclidean,0.01227649351924676
9,convnext_tiny,logits,gap,correlation,-0.0033793350226363826
9,convnext_tiny,logits,gap,euclidean,0.021123974581337288
9,convnext_tiny,logits,rp,correlation,-0.0033793350226363826
9,convnext_tiny,logits,rp,euclidean,0.021123974581337288
10,alexnet,conv1,gap,correlation,-0.008118013252195425
10,alexnet,conv1,gap,euclidean,-0.02139377969236124
10,alexnet,conv1,rp,correlation,-0.0034647059266248803
10,alexnet,conv1,rp,euclidean,-0.00886451470884304
10,alexnet,conv2,gap,correlation,-6.221060261721544e-05
10,alexnet,conv2,gap,euclidean,-0.0006834870037350461
10,alexnet,conv2,rp,correlation,0.01349488249893093
10,alexnet,conv2,rp,euclidean,0.0007375785572769401
10,alexnet,conv3,gap,correlation,-0.0012214787149334083
10,alexnet,conv3,gap,euclidean,-0.003065614391511939
10,alexnet,conv3,rp,correlation,0.007452318886761355
10,alexnet,conv3,rp,euclidean,0.01454588856896399
10,alexnet,conv4,gap,correlation,0.0034873361649999032
10,alexnet,conv4,gap,euclidean,0.0106115246499356
10,alexnet,conv4,rp,correlation,0.008728319271526957
10,alexnet,conv4,rp,euclidean,0.02605139623544696
10,alexnet,conv5,gap,correlation,0.0006003038019290192
10,alexnet,conv5,gap,euclidean,0.005755357083897382
10,alexnet,conv5,rp,correlation,-0.0005017862294587092
10,alexnet,conv5,rp,euclidean,0.013550187077066813
10,alexnet,fc6,gap,correlation,0.013597351664135716
10,alexnet,fc6,gap,euclidean,0.014627921572151014
10,alexnet,fc6,rp,correlation,0.00919132898703883
10,alexnet,fc6,rp,euclidean,0.013694235761256349
10,alexnet,fc7,gap,correlation,0.01307488602337147
10,alexnet,fc7,gap,euclidean,0.01611979200697403
10,alexnet,fc7,rp,correlation,0.016587487895851006
10,alexnet,fc7,rp,euclidean,0.017357289734606842
10,alexnet,logits,gap,correlation,0.010045006724247995
10,alexnet,logits,gap,euclidean,0.01599233582387097
10,alexnet,logits,rp,correlation,0.010045006724247995
10,alexnet,logits,rp,euclidean,0.01599233582387097
10,vgg16,conv1_2,gap,correlation,-0.0009429582804338625
10,vgg16,conv1_2,gap,euclidean,-0.008744607308273105
10,vgg16,conv1_2,rp,correlation,-0.000894395412690878
10,vgg16,conv1_2,rp,euclidean,-0.004921200504762571
10,vgg16,conv2_2,gap,correlation,0.014137580946597098
10,vgg16,conv2_2,gap,euclidean,-0.01047972058717891
10,vgg16,conv2_2,rp,correlation,0.016645489158144053
10,vgg16,conv2_2,rp,euclidean,0.0045359242404571605
10,vgg16,conv3_3,gap,correlation,0.00636881406751291
10,vgg16,conv3_3,gap,euclidean,-0.004578608852232715
10,vgg16,conv3_3,rp,correlation,0.013539796627357326
10,vgg16,conv3_3,rp,euclidean,0.012740545515556654
10,vgg16,conv4_3,gap,correlation,0.0001562997493121168
