subject,model,layer,view,metric,rho
10,vgg16,conv4_3,gap,euclidean,0.007007715570998418
10,vgg16,conv4_3,rp,correlation,0.01029709514342455
10,vgg16,conv4_3,rp,euclidean,0.01631479094595608
10,vgg16,conv5_3,gap,correlation,0.004592042334423013
10,vgg16,conv5_3,gap,euclidean,0.007264685085154779
10,vgg16,conv5_3,rp,correlation,0.008176446241701205
10,vgg16,conv5_3,rp,euclidean,0.004804927345207301
10,vgg16,fc6,gap,correlation,0.011098322857053679
10,vgg16,fc6,gap,euclidean,0.012088891950071097
10,vgg16,fc6,rp,correlation,0.0237967959113603
10,vgg16,fc6,rp,euclidean,0.013534723832607686
10,vgg16,fc7,gap,correlation,0.007993318190146946
10,vgg16,fc7,gap,euclidean,0.009003698407277123
10,vgg16,fc7,rp,correlation,-0.005117351253286056
10,vgg16,fc7,rp,euclidean,0.008360672942356531
10,vgg16,logits,gap,correlation,0.011610393215341127
10,vgg16,logits,gap,euclidean,0.012954041065944027
10,vgg16,logits,rp,correlation,0.011610393215341127
10,vgg16,logits,rp,euclidean,0.012954041065944027
10,resnet50,stem,gap,correlation,0.00474340782831495
10,resnet50,stem,gap,euclidean,0.006139257620442807
10,resnet50,stem,rp,correlation,0.013159214591029195
10,resnet50,stem,rp,euclidean,0.014140802791468258
10,resnet50,layer1,gap,correlation,-0.007162156315819875
10,resnet50,layer1,gap,euclidean,-0.010451424734597953
10,resnet50,layer1,rp,correlation,0.0068407160748691805
10,resnet50,layer1,rp,euclidean,0.00688199918412578
10,resnet50,layer2,gap,correlation,-0.010392490748214706
10,resnet50,layer2,gap,euclidean,-0.012988269945855222
10,resnet50,layer2,rp,correlation,0.013836783065735924
10,resnet50,layer2,rp,euclidean,0.015823182524445364
10,resnet50,layer3,gap,correlation,0.0025102392163112368
10,resnet50,layer3,gap,euclidean,0.007150945906590677
10,resnet50,layer3,rp,correlation,0.01584489775887698
10,resnet50,layer3,rp,euclidean,0.01749328702846335
10,resnet50,layer4,gap,correlation,0.021269141012598008
10,resnet50,layer4,gap,euclidean,0.02065523297070052
10,resnet50,layer4,rp,correlation,0.010384995126121954
10,resnet50,layer4,rp,euclidean,0.018134142580863218
10,resnet50,avgpool,gap,correlation,0.021269141012598008
10,resnet50,avgpool,gap,euclidean,0.02065523297070052
10,resnet50,avgpool,rp,correlation,0.021269141012598008
10,resnet50,avgpool,rp,euclidean,0.02065523297070052
10,resnet50,logits,gap,correlation,0.006829687699875202
10,resnet50,logits,gap,euclidean,0.018308154422354533
10,resnet50,logits,rp,correlation,0.006829687699875202
10,resnet50,logits,rp,euclidean,0.018308154422354533
10,convnext_tiny,stage1,gap,correlation,-0.016128552203178714
10,convnext_tiny,stage1,gap,euclidean,-0.019165659711270634
10,convnext_tiny,stage1,rp,correlation,0.0032412017151452516
10,convnext_tiny,stage1,rp,euclidean,0.002772938781570955
10,convnext_tiny,stage2,gap,correlation,-0.002600898709140789
10,convnext_tiny,stage2,gap,euclidean,-0.0073969869229440635
10,convnext_tiny,stage2,rp,correlation,0.022483531668814866
10,convnext_tiny,stage2,rp,euclidean,0.016402257590518315
10,convnext_tiny,stage3,gap,correlation,0.005892751047505537
10,convnext_tiny,stage3,gap,euclidean,0.0025659900199617777
10,convnext_tiny,stage3,rp,correlation,0.021258716733517372
10,convnext_tiny,stage3,rp,euclidean,0.018380913345079925
10,convnext_tiny,stage4,gap,correlation,0.023959215555005183
10,convnext_tiny,stage4,gap,euclidean,0.014428542535066629
10,convnext_tiny,stage4,rp,correlation,0.03008175018964423
10,convnext_tiny,stage4,rp,euclidean,0.014750772128010754
10,convnext_tiny,avgpool,gap,correlation,0.023959215555005183
10,convnext_tiny,avgpool,gap,euclidean,0.014428542535066629
10,convnext_tiny,avgpool,rp,correlation,0.023959215555005183
10,convnext_tiny,avgpool,rp,euclidean,0.014428542535066629
10,convnext_tiny,logits,gap,correlation,0.004472769637292695
10,convnext_tiny,logits,gap,euclidean,0.011324404544430233
10,convnext_tiny,logits,rp,correlation,0.004472769637292695
10,convnext_tiny,logits,rp,euclidean,0.011324404544430233
11,alexnet,conv1,gap,correlation,0.020490619250698377
11,alexnet,conv1,gap,euclidean,0.02303109387020301
11,alexnet,conv1,rp,correlation,0.014535245204432114
11,alexnet,conv1,rp,euclidean,0.021679549277820898
11,alexnet,conv2,gap,correlation,0.042468292278137386
11,alexnet,conv2,gap,euclidean,0.026151606887397063
11,alexnet,conv2,rp,correlation,0.04786872770918299
11,alexnet,conv2,rp,euclidean,0.008051759234264903
11,alexnet,conv3,gap,correlation,0.05695903413936417
11,alexnet,conv3,gap,euclidean,0.04590588638017146
11,alexnet,conv3,rp,correlation,0.03464832545128317
11,alexnet,conv3,rp,euclidean,0.0132291624541045
11,alexnet,conv4,gap,correlation,0.05055573183342795
11,alexnet,conv4,gap,euclidean,0.04164135424243641
11,alexnet,conv4,rp,correlation,0.032603671815458306
11,alexnet,conv4,rp,euclidean,-0.000687538473660529
11,alexnet,conv5,gap,correlation,0.04612063361729129
11,alexnet,conv5,gap,euclidean,0.03611738200257351
11,alexnet,conv5,rp,correlation,0.02537318178084357
11,alexnet,conv5,rp,euclidean,0.018542232728701306
11,alexnet,fc6,gap,correlation,0.045450322348156845
11,alexnet,fc6,gap,euclidean,0.018216480048390566
11,alexnet,fc6,rp,correlation,0.033430625960383625
11,alexnet,fc6,rp,euclidean,0.016229007715339028
11,alexnet,fc7,gap,correlation,0.055270247767860776
11,alexnet,fc7,gap,euclidean,0.015713543143479815
11,alexnet,fc7,rp,correlation,0.043194832794885736
11,alexnet,fc7,rp,euclidean,0.014660998642520769
11,alexnet,logits,gap,correlation,0.05499669219630768
11,alexnet,logits,gap,euclidean,0.04478382091058254
11,alexnet,logits,rp,correlation,0.05499669219630768
11,alexnet,logits,rp,euclidean,0.04478382091058254
11,vgg16,conv1_2,gap,correlation,0.006791657043016037
11,vgg16,conv1_2,gap,euclidean,0.001098450957605754
11,vgg16,conv1_2,rp,correlation,0.012072102916447487
11,vgg16,conv1_2,rp,euclidean,0.01651956012950992
11,vgg16,conv2_2,gap,correlation,0.06167102092557315
11,vgg16,conv2_2,gap,euclidean,0.04163382640189495
11,vgg16,conv2_2,rp,correlation,0.014024993577574437
11,vgg16,conv2_2,rp,euclidean,0.01403798727793982
11,vgg16,conv3_3,gap,correlation,0.06673773605394163
11,vgg16,conv3_3,gap,euclidean,0.05510380242904937
11,vgg16,conv3_3,rp,correlation,0.015508184362314553
11,vgg16,conv3_3,rp,euclidean,0.0187557202244765
11,vgg16,conv4_3,gap,correlation,0.055927114278347866
11,vgg16,conv4_3,gap,euclidean,0.05541784853602076
11,vgg16,conv4_3,rp,correlation,0.026038735996025738
11,vgg16,conv4_3,rp,euclidean,0.001564231459706822
11,vgg16,conv5_3,gap,correlation,0.04479077526273695
11,vgg16,conv5_3,gap,euclidean,0.03890146997832111
11,vgg16,conv5_3,rp,correlation,0.03190392254973607
11,vgg16,conv5_3,rp,euclidean,0.02589724867850878
11,vgg16,fc6,gap,correlation,0.043950605110150115
11,vgg16,fc6,gap,euclidean,0.024599465400569266
11,vgg16,fc6,rp,correlation,0.04396540465456578
11,vgg16,fc6,rp,euclidean,0.02517216604656463
11,vgg16,fc7,gap,correlation,0.05830468114470964
11,vgg16,fc7,gap,euclidean,0.032798235805382735
11,vgg16,fc7,rp,correlation,0.04750252637743728
11,vgg16,fc7,rp,euclidean,0.03474243070720243
11,vgg16,logits,gap,correlation,0.07745849413238902
11,vgg16,logits,gap,euclidean,0.059639422205166215
11,vgg16,logits,rp,correlation,0.07745849413238902
11,vgg16,logits,rp,euclidean,0.059639422205166215
11,resnet50,stem,gap,correlation,0.03392342485357424
11,resnet50,stem,gap,euclidean,0.032492908010632704
11,resnet50,stem,rp,correlation,0.03523097837608555
11,resnet50,stem,rp,euclidean,0.029113076754371216
11,resnet50,layer1,gap,correlation,0.025315934430250375
11,resnet50,layer1,gap,euclidean,0.02750483328280192
11,resnet50,layer1,rp,correlation,0.020801005341896123
11,resnet50,layer1,rp,euclidean,0.018729789206030977
11,resnet50,layer2,gap,correlation,0.046532348340609424
11,resnet50,layer2,gap,euclidean,0.04788323406571538
11,resnet50,layer2,rp,correlation,0.021043557100254046
11,resnet50,layer2,rp,euclidean,0.015975997848529322
11,resnet50,layer3,gap,correlation,0.05591825098310731
11,resnet50,layer3,gap,euclidean,0.051987650178888435
11,resnet50,layer3,rp,correlation,0.03396373818752463
11,resnet50,layer3,rp,euclidean,0.03055983813915313
11,resnet50,layer4,gap,correlation,0.05958437215277515
11,resnet50,layer4,gap,euclidean,0.040246738416894204
11,resnet50,layer4,rp,correlation,0.04861915659472855
11,resnet50,layer4,rp,euclidean,0.03189281040677545
11,resnet50,avgpool,gap,correlation,0.05958437215277515
11,resnet50,avgpool,gap,euclidean,0.040246738416894204
11,resnet50,avgpool,rp,correlation,0.05958437215277515
11,resnet50,avgpool,rp,euclidean,0.040246738416894204
11,resnet50,logits,gap,correlation,0.059062573433899236
11,resnet50,logits,gap,euclidean,0.041758142897171065
11,resnet50,logits,rp,correlation,0.059062573433899236
11,resnet50,logits,rp,euclidean,0.041758142897171065
11,convnext_tiny,stage1,gap,correlation,0.04143815248641239
11,convnext_tiny,stage1,gap,euclidean,0.04221115200620285
11,convnext_tiny,stage1,rp,correlation,0.014964200019655835
11,convnext_tiny,stage1,rp,euclidean,0.01835708941318014
11,convnext_tiny,stage2,gap,correlation,0.0353878548356296
11,convnext_tiny,stage2,gap,euclidean,0.030194429381245728
11,convnext_tiny,stage2,rp,correlation,0.010459083059856699
11,convnext_tiny,stage2,rp,euclidean,0.0022860648610984065
11,convnext_tiny,stage3,gap,correlation,0.04463240386717267
11,convnext_tiny,stage3,gap,euclidean,0.008855419440771757
11,convnext_tiny,stage3,rp,correlation,-0.0009952971503658459
11,convnext_tiny,stage3,rp,euclidean,0.00922011133819533
11,convnext_tiny,stage4,gap,correlation,0.038142491927409934
11,convnext_tiny,stage4,gap,euclidean,0.016224795153169987
11,convnext_tiny,stage4,rp,correlation,0.03624936648864299
11,convnext_tiny,stage4,rp,euclidean,0.018443726432688046
11,convnext_tiny,avgpool,gap,correlation,0.038142491927409934
11,convnext_tiny,avgpool,gap,euclidean,0.016224795153169987
11,convnext_tiny,avgpool,rp,correlation,0.038142491927409934
11,convnext_tiny,avgpool,rp,euclidean,0.016224795153169987
11,convnext_tiny,logits,gap,correlation,0.07349302169020713
11,convnext_tiny,logits,gap,euclidean,0.031395798951415796
11,convnext_tiny,logits,rp,correlation,0.07349302169020713
11,convnext_tiny,logits,rp,euclidean,0.031395798951415796
12,alexnet,conv1,gap,correlation,0.00634441503630362
12,alexnet,conv1,gap,euclidean,-0.0015450147659727923
12,alexnet,conv1,rp,correlation,0.0028817775340860235
12,alexnet,conv1,rp,euclidean,-0.004540357498999875
12,alexnet,conv2,gap,correlation,0.0248390611162579
12,alexnet,conv2,gap,euclidean,0.01879778463111436
12,alexnet,conv2,rp,correlation,0.030581861059769948
12,alexnet,conv2,rp,euclidean,0.0007458925279669668
12,alexnet,conv3,gap,correlation,0.01517598799226149
12,alexnet,conv3,gap,euclidean,0.007851642394705021
12,alexnet,conv3,rp,correlation,0.023950482744481905
12,alexnet,conv3,rp,euclidean,0.008191617909199495
12,alexnet,conv4,gap,correlation,0.018534514799312445
12,alexnet,conv4,gap,euclidean,0.011131865484007316
12,alexnet,conv4,rp,correlation,0.022422730623328783
12,alexnet,conv4,rp,euclidean,0.009577465483924838
12,alexnet,conv5,gap,correlation,0.015058377767084689
12,alexnet,conv5,gap,euclidean,0.009447847442913226
12,alexnet,conv5,rp,correlation,0.027997814210227755
12,alexnet,conv5,rp,euclidean,0.005350108603235655
12,alexnet,fc6,gap,correlation,0.017754190415207396
12,alexnet,fc6,gap,euclidean,0.00678798252894048
12,alexnet,fc6,rp,correlation,0.015269708237718645
12,alexnet,fc6,rp,euclidean,0.007238004987776708
12,alexnet,fc7,gap,correlation,0.011232230784511237
12,alexnet,fc7,gap,euclidean,0.013191310609635683
12,alexnet,fc7,rp,correlation,0.011286630024238327
12,alexnet,fc7,rp,euclidean,0.012991781756764787
12,alexnet,logits,gap,correlation,0.013310729900707642
12,alexnet,logits,gap,euclidean,0.01802568561696538
12,alexnet,logits,rp,correlation,0.013310729900707642
12,alexnet,logits,rp,euclidean,0.01802568561696538
12,vgg16,conv1_2,gap,correlation,0.00017061440607467768
12,vgg16,conv1_2,gap,euclidean,8.195567891011537e-05
12,vgg16,conv1_2,rp,correlation,0.010441615827887708
12,vgg16,conv1_2,rp,euclidean,0.001465243497885323
12,vgg16,conv2_2,gap,correlation,0.019525402854972108
12,vgg16,conv2_2,gap,euclidean,0.002427650444883939
12,vgg16,conv2_2,rp,correlation,0.02253136639961697
12,vgg16,conv2_2,rp,euclidean,0.00662819996532264
12,vgg16,conv3_3,gap,correlation,0.022280805134909345
12,vgg16,conv3_3,gap,euclidean,0.007049746148265126
12,vgg16,conv3_3,rp,correlation,0.019411784495590678
12,vgg16,conv3_3,rp,euclidean,0.002255582986772368
12,vgg16,conv4_3,gap,correlation,0.0158299258457607
12,vgg16,conv4_3,gap,euclidean,0.009326342007287197
12,vgg16,conv4_3,rp,correlation,0.033048317015204554
12,vgg16,conv4_3,rp,euclidean,0.011554890493745666
12,vgg16,conv5_3,gap,correlation,0.014123469266061419
12,vgg16,conv5_3,gap,euclidean,0.003971410302279415
12,vgg16,conv5_3,rp,correlation,0.03152911405941706
12,vgg16,conv5_3,rp,euclidean,0.001982325435869861
12,vgg16,fc6,gap,correlation,0.006278025700888511
12,vgg16,fc6,gap,euclidean,-0.005385521511137003
12,vgg16,fc6,rp,correlation,0.009579780379464765
12,vgg16,fc6,rp,euclidean,-0.007313024034679217
12,vgg16,fc7,gap,correlation,0.006526273680978644
12,vgg16,fc7,gap,euclidean,0.001972809717042892
12,vgg16,fc7,rp,correlation,0.006652523283177457
12,vgg16,fc7,rp,euclidean,0.002730149459837088
12,vgg16,logits,gap,correlation,0.01551296558010335
12,vgg16,logits,gap,euclidean,0.014980059551034113
12,vgg16,logits,rp,correlation,0.01551296558010335
12,vgg16,logits,rp,euclidean,0.014980059551034113
12,resnet50,stem,gap,correlation,-0.02085070068811132
12,resnet50,stem,gap,euclidean,-0.02419214044088808
12,resnet50,stem,rp,correlation,-0.00032254211189663133
12,resnet50,stem,rp,euclidean,-0.0007467028219520633
12,resnet50,layer1,gap,correlation,0.014828760104962037
12,resnet50,layer1,gap,euclidean,0.01725002646423377
12,resnet50,layer1,rp,correlation,0.020266201646197773
12,resnet50,layer1,rp,euclidean,0.01829051965445224
12,resnet50,layer2,gap,correlation,0.016136173477221443
12,resnet50,layer2,gap,euclidean,0.015954306777934243
12,resnet50,layer2,rp,correlation,0.03306504644469805
12,resnet50,layer2,rp,euclidean,0.02751034747029891
12,resnet50,layer3,gap,correlation,0.011323723124239985
12,resnet50,layer3,gap,euclidean,0.012288768762188079
12,resnet50,layer3,rp,correlation,0.019017664267113932
12,resnet50,layer3,rp,euclidean,0.02207427682405585
12,resnet50,layer4,gap,correlation,0.02024509534044681
12,resnet50,layer4,gap,euclidean,0.0013516348040385029
12,resnet50,layer4,rp,correlation,0.007117156808504391
12,resnet50,layer4,rp,euclidean,0.0049763053285164435
12,resnet50,avgpool,gap,correlation,0.02024509534044681
12,resnet50,avgpool,gap,euclidean,0.0013516348040385029
12,resnet50,avgpool,rp,correlation,0.02024509534044681
12,resnet50,avgpool,rp,euclidean,0.0013516348040385029
12,resnet50,logits,gap,correlation,0.02726464313673456
12,resnet50,logits,gap,euclidean,0.012490014858375306
12,resnet50,logits,rp,correlation,0.02726464313673456
12,resnet50,logits,rp,euclidean,0.012490014858375306
12,convnext_tiny,stage1,gap,correlation,0.007075292156248549
12,convnext_tiny,stage1,gap,euclidean,0.009258525394594163
12,convnext_tiny,stage1,rp,correlation,0.014027086165818253
12,convnext_tiny,stage1,rp,euclidean,0.024165645599590103
12,convnext_tiny,stage2,gap,correlation,0.0025418535691094876
12,convnext_tiny,stage2,gap,euclidean,-0.007109137636620077
12,convnext_tiny,stage2,rp,correlation,0.020920153997998906
12,convnext_tiny,stage2,rp,euclidean,0.01312325396949975
12,convnext_tiny,stage3,gap,correlation,0.011570289301307372
12,convnext_tiny,stage3,gap,euclidean,-0.0021909833861831884
12,convnext_tiny,stage3,rp,correlation,-0.006209216759975161
12,convnext_tiny,stage3,rp,euclidean,-0.0058150627021272714
12,convnext_tiny,stage4,gap,correlation,-0.0009583812518321023
12,convnext_tiny,stage4,gap,euclidean,-0.005526229142195145
12,convnext_tiny,stage4,rp,correlation,-0.0071038602547211175
12,convnext_tiny,stage4,rp,euclidean,-0.009105687517596108
12,convnext_tiny,avgpool,gap,correlation,-0.0009583812518321023
12,convnext_tiny,avgpool,gap,euclidean,-0.005526229142195145
12,convnext_tiny,avgpool,rp,correlation,-0.0009583812518321023
12,convnext_tiny,avgpool,rp,euclidean,-0.005526229142195145
12,convnext_tiny,logits,gap,correlation,0.019948432697477765
12,convnext_tiny,logits,gap,euclidean,0.007397702172505464
12,convnext_tiny,logits,rp,correlation,0.019948432697477765
12,convnext_tiny,logits,rp,euclidean,0.007397702172505464
13,alexnet,conv1,gap,correlation,0.1368106034884023
13,alexnet,conv1,gap,euclidean,0.10204089503159819
13,alexnet,conv1,rp,correlation,0.17245179359717358
13,alexnet,conv1,rp,euclidean,0.06757745675916893
13,alexnet,conv2,gap,correlation,0.28227405775406955
13,alexnet,conv2,gap,euclidean,0.14327715544192668
13,alexnet,conv2,rp,correlation,0.20323030156957717
13,alexnet,conv2,rp,euclidean,0.05097878100700283
13,alexnet,conv3,gap,correlation,0.2873113139438585
13,alexnet,conv3,gap,euclidean,0.2028152216292911
13,alexnet,conv3,rp,correlation,0.2564795327665103
13,alexnet,conv3,rp,euclidean,0.12877321207134032
13,alexnet,conv4,gap,correlation,0.33300595845413
13,alexnet,conv4,gap,euclidean,0.28874425522506564
13,alexnet,conv4,rp,correlation,0.3201350232657151
13,alexnet,conv4,rp,euclidean,0.1894969042839119
13,alexnet,conv5,gap,correlation,0.28876838845407304
13,alexnet,conv5,gap,euclidean,0.18447550923642358
13,alexnet,conv5,rp,correlation,0.32334190266744794
13,alexnet,conv5,rp,euclidean,0.10632145906941215
13,alexnet,fc6,gap,correlation,0.2876749120249483
13,alexnet,fc6,gap,euclidean,0.13924237789472133
13,alexnet,fc6,rp,correlation,0.27159449901691207
13,alexnet,fc6,rp,euclidean,0.1390581608596006
13,alexnet,fc7,gap,correlation,0.2885690206934457
13,alexnet,fc7,gap,euclidean,0.14461685653256243
13,alexnet,fc7,rp,correlation,0.27434525861839
13,alexnet,fc7,rp,euclidean,0.1450194856533439
13,alexnet,logits,gap,correlation,0.2700709062974876
13,alexnet,logits,gap,euclidean,0.218495417067432
13,alexnet,logits,rp,correlation,0.2700709062974876
13,alexnet,logits,rp,euclidean,0.218495417067432
13,vgg16,conv1_2,gap,correlation,0.15741747173481943
13,vgg16,conv1_2,gap,euclidean,0.11999547453225708
13,vgg16,conv1_2,rp,correlation,0.195066869970233
13,vgg16,conv1_2,rp,euclidean,0.10619801730501854
13,vgg16,conv2_2,gap,correlation,0.2285940401231034
13,vgg16,conv2_2,gap,euclidean,0.13616298850546274
13,vgg16,conv2_2,rp,correlation,0.1721761921541273
13,vgg16,conv2_2,rp,euclidean,0.07443761666783556
13,vgg16,conv3_3,gap,correlation,0.28037787800636466
13,vgg16,conv3_3,gap,euclidean,0.18265194665026982
13,vgg16,conv3_3,rp,correlation,0.20735056110490413
13,vgg16,conv3_3,rp,euclidean,0.10890683331904123
13,vgg16,conv4_3,gap,correlation,0.31750887173647413
13,vgg16,conv4_3,gap,euclidean,0.25383191730673776
13,vgg16,conv4_3,rp,correlation,0.2766535397107974
13,vgg16,conv4_3,rp,euclidean,0.13028414616226597
13,vgg16,conv5_3,gap,correlation,0.272387404705239
13,vgg16,conv5_3,gap,euclidean,0.1367303553872739
13,vgg16,conv5_3,rp,correlation,0.27962826746941644
13,vgg16,conv5_3,rp,euclidean,0.06250446225514657
13,vgg16,fc6,gap,correlation,0.25985425578772864
13,vgg16,fc6,gap,euclidean,0.09881659994741435
13,vgg16,fc6,rp,correlation,0.2000747896515477
13,vgg16,fc6,rp,euclidean,0.09833498568869396
13,vgg16,fc7,gap,correlation,0.290098093770996
13,vgg16,fc7,gap,euclidean,0.11408816718962364
13,vgg16,fc7,rp,correlation,0.28939144814632706
13,vgg16,fc7,rp,euclidean,0.12014495202505454
13,vgg16,logits,gap,correlation,0.26585446502722193
13,vgg16,logits,gap,euclidean,0.19008639879629816
13,vgg16,logits,rp,correlation,0.26585446502722193
13,vgg16,logits,rp,euclidean,0.19008639879629816
13,resnet50,stem,gap,correlation,0.05398542758276037
13,resnet50,stem,gap,euclidean,0.06425798998841348
13,resnet50,stem,rp,correlation,0.06786608251010687
13,resnet50,stem,rp,euclidean,0.0625411155733233
13,resnet50,layer1,gap,correlation,0.15689506408726284
13,resnet50,layer1,gap,euclidean,0.15050206201937968
13,resnet50,layer1,rp,correlation,0.15058077168958212
13,resnet50,layer1,rp,euclidean,0.13480351817469757
13,resnet50,layer2,gap,correlation,0.2090492691476883
13,resnet50,layer2,gap,euclidean,0.19627440131871915
13,resnet50,layer2,rp,correlation,0.18774349414798278
13,resnet50,layer2,rp,euclidean,0.15814845517564508
13,resnet50,layer3,gap,correlation,0.27712865873025755
13,resnet50,layer3,gap,euclidean,0.26202319692222575
13,resnet50,layer3,rp,correlation,0.2782047291424658
13,resnet50,layer3,rp,euclidean,0.2654016508398049
13,resnet50,layer4,gap,correlation,0.3354581045855694
13,resnet50,layer4,gap,euclidean,0.19284356342537992
13,resnet50,layer4,rp,correlation,0.27829307696160027
13,resnet50,layer4,rp,euclidean,0.14410543859786137
13,resnet50,avgpool,gap,correlation,0.3354581045855694
13,resnet50,avgpool,gap,euclidean,0.19284356342537992
13,resnet50,avgpool,rp,correlation,0.3354581045855694
13,resnet50,avgpool,rp,euclidean,0.19284356342537992
13,resnet50,logits,gap,correlation,0.25798209328261584
13,resnet50,logits,gap,euclidean,0.21130634707048088
13,resnet50,logits,rp,correlation,0.25798209328261584
13,resnet50,logits,rp,euclidean,0.21130634707048088
13,convnext_tiny,stage1,gap,correlation,0.1431743238191739
13,convnext_tiny,stage1,gap,euclidean,0.12586903466078758
13,convnext_tiny,stage1,rp,correlation,0.1273896117334126
13,convnext_tiny,stage1,rp,euclidean,0.13695154309229116
13,convnext_tiny,stage2,gap,correlation,0.12610311779990163
13,convnext_tiny,stage2,gap,euclidean,0.10914124025356489
13,convnext_tiny,stage2,rp,correlation,0.08798802121943117
13,convnext_tiny,stage2,rp,euclidean,0.07334272907065731
13,convnext_tiny,stage3,gap,correlation,0.22946228543189748
13,convnext_tiny,stage3,gap,euclidean,0.08844923475642738
13,convnext_tiny,stage3,rp,correlation,0.20297135545359235
13,convnext_tiny,stage3,rp,euclidean,0.1653164220886901
13,convnext_tiny,stage4,gap,correlation,0.17779086415988063
13,convnext_tiny,stage4,gap,euclidean,0.11311765730277408
13,convnext_tiny,stage4,rp,correlation,0.19010520309388867
13,convnext_tiny,stage4,rp,euclidean,0.10759727580902008
13,convnext_tiny,avgpool,gap,correlation,0.17779086415988063
13,convnext_tiny,avgpool,gap,euclidean,0.11311765730277408
13,convnext_tiny,avgpool,rp,correlation,0.17779086415988063
13,convnext_tiny,avgpool,rp,euclidean,0.11311765730277408
13,convnext_tiny,logits,gap,correlation,0.26245339053680244
13,convnext_tiny,logits,gap,euclidean,0.21680547405361983
13,convnext_tiny,logits,rp,correlation,0.26245339053680244
13,convnext_tiny,logits,rp,euclidean,0.21680547405361983
14,alexnet,conv1,gap,correlation,0.03774186357229345
14,alexnet,conv1,gap,euclidean,0.042079006427889816
14,alexnet,conv1,rp,correlation,0.06690831824156761
14,alexnet,conv1,rp,euclidean,0.02961605184458738
14,alexnet,conv2,gap,correlation,0.16167735797225025
14,alexnet,conv2,gap,euclidean,0.09342744902802999
14,alexnet,conv2,rp,correlation,0.14615164355199173
14,alexnet,conv2,rp,euclidean,0.03737507908662606
14,alexnet,conv3,gap,correlation,0.19067005371485546
14,alexnet,conv3,gap,euclidean,0.13855125834048648
14,alexnet,conv3,rp,correlation,0.18298310397535195
14,alexnet,conv3,rp,euclidean,0.08297365945929659
14,alexnet,conv4,gap,correlation,0.22482468137822897
14,alexnet,conv4,gap,euclidean,0.2018635273164891
14,alexnet,conv4,rp,correlation,0.21488668984229897
14,alexnet,conv4,rp,euclidean,0.131745897180311
14,alexnet,conv5,gap,correlation,0.18945923286275584
14,alexnet,conv5,gap,euclidean,0.11245477560791253
14,alexnet,conv5,rp,correlation,0.1904407968993584
14,alexnet,conv5,rp,euclidean,0.05140690297532735
14,alexnet,fc6,gap,correlation,0.1815841821541394
14,alexnet,fc6,gap,euclidean,0.0836094776572404
14,alexnet,fc6,rp,correlation,0.1675402006338168
14,alexnet,fc6,rp,euclidean,0.08679895748574651
14,alexnet,fc7,gap,correlation,0.18791362849917162
14,alexnet,fc7,gap,euclidean,0.08116550534623918
14,alexnet,fc7,rp,correlation,0.18127265069708998
14,alexnet,fc7,rp,euclidean,0.08058099180602371
14,alexnet,logits,gap,correlation,0.17610977960854177
14,alexnet,logits,gap,euclidean,0.13488436231712714
14,alexnet,logits,rp,correlation,0.17610977960854177
14,alexnet,logits,rp,euclidean,0.13488436231712714
14,vgg16,conv1_2,gap,correlation,0.04611840087879557
14,vgg16,conv1_2,gap,euclidean,0.039422213543001725
14,vgg16,conv1_2,rp,correlation,0.06365324648425201
14,vgg16,conv1_2,rp,euclidean,0.039599543884710334
14,vgg16,conv2_2,gap,correlation,0.12518692016296765
14,vgg16,conv2_2,gap,euclidean,0.06038638116378554
14,vgg16,conv2_2,rp,correlation,0.10888889891956592
14,vgg16,conv2_2,rp,euclidean,0.03673833783012666
14,vgg16,conv3_3,gap,correlation,0.17293263461312489
14,vgg16,conv3_3,gap,euclidean,0.09806040395954942
14,vgg16,conv3_3,rp,correlation,0.11755303743033695
14,vgg16,conv3_3,rp,euclidean,0.05733101062804145
14,vgg16,conv4_3,gap,correlation,0.20633595543822547
14,vgg16,conv4_3,gap,euclidean,0.16799379289677027
14,vgg16,conv4_3,rp,correlation,0.1669763938905883
14,vgg16,conv4_3,rp,euclidean,0.07791692399541654
14,vgg16,conv5_3,gap,correlation,0.19801963119052043
14,vgg16,conv5_3,gap,euclidean,0.08024465858715608
14,vgg16,conv5_3,rp,correlation,0.1800560724082056
14,vgg16,conv5_3,rp,euclidean,0.03080378334541783
14,vgg16,fc6,gap,correlation,0.19127354231043964
14,vgg16,fc6,gap,euclidean,0.06113859656231215
14,vgg16,fc6,rp,correlation,0.1378237818778031
14,vgg16,fc6,rp,euclidean,0.06035192192196605
14,vgg16,fc7,gap,correlation,0.21790788304764983
14,vgg16,fc7,gap,euclidean,0.08516877002875975
14,vgg16,fc7,rp,correlation,0.1912830531964993
14,vgg16,fc7,rp,euclidean,0.08894368162326959
14,vgg16,logits,gap,correlation,0.19560292374174137
14,vgg16,logits,gap,euclidean,0.15524609810744455
14,vgg16,logits,rp,correlation,0.19560292374174137
14,vgg16,logits,rp,euclidean,0.15524609810744455
14,resnet50,stem,gap,correlation,0.027198100763688067
14,resnet50,stem,gap,euclidean,0.03696636873365027
14,resnet50,stem,rp,correlation,0.05136344350986029
14,resnet50,stem,rp,euclidean,0.04415307228554351
14,resnet50,layer1,gap,correlation,0.06195673090690269
14,resnet50,layer1,gap,euclidean,0.06304230092871356
14,resnet50,layer1,rp,correlation,0.06839143331295323
14,resnet50,layer1,rp,euclidean,0.062005559576847544
