region,model,layer,view,rho_mean,rho_sem,rho_p,rho_partial_cat_low_mean,rho_partial_cat_low_sem,rho_partial_cat_low_p,rho_partial_cat_mean,rho_partial_cat_sem,rho_partial_cat_p,rho_cat_mean,rho_cat_sem,rho_cat_p,rho_cat_partial_model_mean,rho_cat_partial_model_sem,rho_cat_partial_model_p,beta_model_mean,beta_model_sem,beta_model_p,beta_category_mean,beta_category_sem,beta_category_p,beta_lowlevel_mean,beta_lowlevel_sem,beta_lowlevel_p,r2_mean,r2_sem,r2_p,n_sessions
MTL_concept,clip_vitb32,embed,gap,0.07160916054592821,0.026540106151959474,0.018258292126697676,0.044543211434815266,0.019480315685820957,0.03963324781552851,0.04484210721973718,0.019447399628451285,0.0382438476826798,0.07360845304171283,0.024888504882701758,0.011109967007741008,0.0498688854889822,0.016518543129018116,0.00987218317869993,0.04764221021837371,0.020380165435884813,0.03604423599806827,0.055422645229383165,0.01741927306178933,0.007217643865426941,-0.00385148909015693,0.005279696423916928,0.4786402020708268,0.02034212818421228,0.010167692270695803,0.06676101761057518,14
MTL_concept,clip_vitb32,ln_post,cls,0.08382475305341588,0.03032871955017395,0.016105101161751012,0.05140586067433582,0.021713314516047084,0.03409592303516327,0.051382262438116465,0.02178074873022496,0.03463545847629595,0.07360845304171283,0.024888504882701758,0.011109967007741008,0.031587318518767296,0.01213143630308849,0.021849637760415618,0.06178508949766287,0.02554561589876513,0.030985303714520233,0.03970325657906883,0.014724480601647178,0.018318880021882505,-0.007734972266636955,0.004764560528555545,0.12848376830192462,0.02210211265938533,0.011004611251360598,0.06583704861115847,14
MTL_concept,convnext_tiny,logits,gap,0.05936957013571178,0.02174511033197059,0.017173620852272857,0.02052580153048276,0.011182112684811524,0.08939110029112825,0.020076414750378028,0.011256261329308213,0.09784095766799222,0.07360845304171283,0.024888504882701758,0.011109967007741008,0.04584765555982605,0.017176684693707034,0.01929443762385909,0.02663459755001008,0.014098349396483292,0.08137530820075303,0.05737607381629857,0.021472889574308953,0.019190216650230504,-0.0055373416509454255,0.005297669918563695,0.31495859619937444,0.0158079185359557,0.007028991090095017,0.04248894929211262,14
MTL_concept,dinov2_small,norm,gap,0.07118341635993566,0.023079678605013216,0.008706818245070297,0.028971382820023244,0.012380213167472282,0.03587945452922561,0.028769639947088862,0.012475037478506406,0.03821818526030709,0.07360845304171283,0.024888504882701758,0.011109967007741008,0.03202404188715755,0.01589758749994678,0.06513755638248225,0.041757341266482735,0.017824785907726046,0.03571144735558772,0.045008411269616855,0.023057546948620986,0.07281719900451637,-0.007587457125379046,0.005000892684760608,0.15314711618137175,0.01654658335285287,0.007432058658655677,0.04429544278530416,14
MTL_concept,resnet50,avgpool,gap,0.0765734807720427,0.027366034026931055,0.015083867135609297,0.039973764632182565,0.015721505807762673,0.024532816379635565,0.03876765069394672,0.015996601793600164,0.03070338751612084,0.07360845304171283,0.024888504882701758,0.011109967007741008,0.027120041966295673,0.011525155313897608,0.035021964558099125,0.05644973018406378,0.021477353591708964,0.020853191171028,0.035777225754568716,0.015317868122767543,0.03618019792815663,-0.010920684326986785,0.0045623162907801286,0.03246727945550567,0.01834828006590772,0.009188693729633546,0.06722049461933574,14
MTL_concept,resnet50,layer2,gap,0.037357168415623886,0.016604245602254483,0.04241867483050206,0.010114409118561577,0.009004871697091237,0.2816614413907846,0.006784620629840351,0.008771190998226548,0.4530562952744618,0.07360845304171283,0.024888504882701758,0.011109967007741008,0.06253139445630426,0.021031686124126835,0.010780323321616598,0.01337682727362871,0.01208209027674605,0.28829009325691196,0.06806142011242232,0.023146555060899885,0.011480458095047271,-0.009673323619379044,0.007182779448612598,0.20107470069235533,0.014949062656080536,0.006810406115317742,0.046923552356294265,14
MTL_concept,vgg16,conv3_3,gap,0.0572005346208184,0.023329102641219672,0.029109079456795563,0.02256527083978191,0.013834025872213189,0.12683678293396047,0.020054720920746706,0.013816817550369353,0.17035076669196372,0.07360845304171283,0.024888504882701758,0.011109967007741008,0.04686389963054086,0.01706469376909616,0.016656787714257066,0.031012935194838925,0.017946484751911098,0.10763650282129265,0.05535211089970874,0.020584567906259697,0.018579153201374765,-0.011789233181972942,0.0058875247183984005,0.06655258196931899,0.016666480781310826,0.007950569521761274,0.05619240863747679,14
MTL_concept,vgg16,fc7,gap,0.06982719658129354,0.023592004057849045,0.01106194174660229,0.03111267276537053,0.01281741356552018,0.030480623140342285,0.0307494283498718,0.012986590936882545,0.034076713594067866,0.07360845304171283,0.024888504882701758,0.011109967007741008,0.035036599833661954,0.015886687697600314,0.04603800525851467,0.04261976479816965,0.01702299050651292,0.026405925263165136,0.04551531317989206,0.020268462488359656,0.042751503307463745,-0.006562328267163962,0.004944464485142117,0.20727869204395943,0.016823094176456214,0.007370487225466887,0.03993406807093083,14
MTL_concept,vit_b_16,ln,gap,0.072216663470111,0.027514418939468297,0.02099843650855578,0.03994577030566656,0.01848850466054772,0.0499812915230419,0.03920354852670173,0.01860239194854178,0.05506298651480029,0.07360845304171283,0.024888504882701758,0.011109967007741008,0.040731370438419956,0.014240583777835531,0.013391659270176097,0.04714505840464985,0.02100077266333427,0.04280694036617065,0.0489692897305812,0.016575811187255065,0.01117991677216704,-0.006755494705918619,0.005202530241957968,0.21667763955239355,0.019522822482411082,0.00961965921499891,0.06339739570862811,14
amygdala,alexnet,conv1,gap,0.0123219535174339,0.009553486588729471,0.21545699792677406,-0.0029255887298033196,0.005106649562565156,0.5746774678915716,-0.003369248409284333,0.006129556908641497,0.5901348835880331,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.04711027523056442,0.019073301203629458,0.025146818279663787,-0.0036004526564920717,0.006069845137024315,0.5613589551829776,0.04940567655698104,0.020015163657412516,0.02522494764326378,-2.1149078270965613e-05,0.004629241856430441,0.9964112882579387,0.009819634794185128,0.005423296440027848,0.08901468107650544,17
amygdala,alexnet,conv4,gap,0.04713711001853251,0.023735276244985865,0.0644478286427676,0.024426068692132194,0.015886958594170195,0.14371236468985543,0.023295041566463327,0.015988402106582717,0.16446308301560203,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.022855522331821674,0.009944649505574664,0.0353653420974832,0.032361024986168344,0.020276261396891215,0.1300472424990238,0.02805793067292169,0.012251175618671813,0.035929052813034205,-0.006668441296714672,0.005268948489036223,0.22377223997495824,0.01370634053894095,0.00843876591767269,0.12386451518939916,17
amygdala,alexnet,fc7,gap,0.04081372341033379,0.021015089787345623,0.0699400637027533,0.014958143097358923,0.01154891497234202,0.21362893280946643,0.014312211432757804,0.011834858869945678,0.24410417979686094,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.026298961144484857,0.011034277594014614,0.029890430407214362,0.021317287955920243,0.015199905362931105,0.179881947198198,0.03313769173586296,0.01392644843149576,0.030123345460895477,-0.003666699919387879,0.004805669547352208,0.45656960674101243,0.011624176757038843,0.0065873046933315246,0.09670326071468592,17
amygdala,clip_vitb32,block5,cls,0.02137295585509957,0.015297153664168239,0.1814344864575561,0.007576170091807005,0.010494800652152716,0.4807755450987621,0.006534613766576836,0.010903334070001778,0.5573497650680734,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.04483961993848183,0.017278619870467082,0.019534508633678657,0.007189507068658143,0.01138052518413685,0.5364808007378266,0.0471796270423926,0.018121884965948524,0.019205289775600265,-0.002673091724740708,0.004909419018928294,0.5936176300393697,0.011110908577298528,0.006375454648873007,0.10055807930855189,17
amygdala,clip_vitb32,embed,gap,0.04819352372398672,0.02139524351870882,0.038681580075715705,0.030687415012913145,0.01585345123959,0.07077911535143233,0.03130710581324175,0.015857822842880506,0.06587605494657163,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.03332133279953486,0.014004259962103768,0.030129794112017973,0.032398266447392986,0.01646437217987315,0.06667546877668619,0.036234212197161206,0.014722556764232057,0.02559556682614958,-0.0016735747940714797,0.0050239220349010145,0.7433680605509918,0.01400655909778624,0.008704583481511464,0.12714465547684092,17
amygdala,clip_vitb32,ln_post,cls,0.05611066291920284,0.025046549813162098,0.03961993647006475,0.03483132372871506,0.01781100332462535,0.06820638689611379,0.03511159435596928,0.017886330273383103,0.06726780097811283,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.020999016194457404,0.00919602927048261,0.03640721215734334,0.04130328781562268,0.020802566544616884,0.06450357516125635,0.025781479478506168,0.011109749784697732,0.03384361968621543,-0.004222212882830463,0.004819398366877169,0.39394577901555494,0.015246546908997752,0.009491810635076476,0.12776435905510689,17
amygdala,convnext_tiny,logits,gap,0.037988542744440676,0.019265437402283467,0.06617066764933181,0.012140604214624826,0.010212774414834156,0.25187648659481193,0.011577597011769298,0.010333992197672526,0.2791040051147295,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.03148356019830265,0.012420444376905412,0.022069941389259006,0.015445213971398683,0.012794808054007395,0.2449193475440911,0.03872483301384322,0.01533898017635548,0.022529557363864458,-0.002649974041535607,0.005163370917840015,0.6148069976461665,0.011118405579230455,0.006269569320478648,0.09519605183020725,17
amygdala,dinov2_small,norm,gap,0.04293629964365233,0.02079586513310845,0.05555702941532634,0.014139106564530851,0.012068588360297831,0.2585241724882171,0.013609129896192729,0.01218782345438321,0.2806467641399117,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.024333704011380342,0.011518483993206086,0.05070640282924564,0.02095395039390892,0.01734329320154313,0.24452995795551294,0.03319633986276838,0.01637553020368788,0.05963986971126974,-0.003827603970122834,0.005140896877862721,0.4673453091244887,0.011809193394773976,0.006439030606629857,0.08532074611240908,17
amygdala,resnet50,avgpool,gap,0.04909222524556094,0.023636250747850265,0.05426976525340505,0.02456024841123686,0.015052480870663777,0.12227832527904,0.02370887230356125,0.015304560614031083,0.1409001189288933,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.01873495940092813,0.009102801828452524,0.05624689315189016,0.034824122229379126,0.020531480834176684,0.10922712895283063,0.024126322849309313,0.012127311853427128,0.06403029664166611,-0.005107068767899235,0.004733440980227321,0.2966146321617659,0.013341772911505408,0.00803498933037643,0.11628948608384665,17
