analysis,window,subject,unit,reference,value
similarity tuning,100-600,7,26.0,alexnet conv1,-0.0644751580425958
similarity tuning,100-600,7,30.0,clip ln_post,0.27947871236283023
similarity tuning,100-600,7,30.0,resnet50 avgpool,0.13496954304013453
similarity tuning,100-600,7,30.0,alexnet conv1,0.1366268509960032
RSA MTL,200-1000,7,,clip ln_post,0.06432396059253864
RSA MTL,200-1000,7,,resnet50 avgpool,0.05616111164756679
RSA MTL,200-1000,7,,alexnet conv1,0.030717444367702615
RSA MTL,200-1000,7,,category,0.1290971859852432
similarity tuning,200-1000,7,17.0,clip ln_post,0.16655371252894974
similarity tuning,200-1000,7,17.0,resnet50 avgpool,0.2185612433867249
similarity tuning,200-1000,7,17.0,alexnet conv1,0.06565748249256506
similarity tuning,200-1000,7,20.0,clip ln_post,0.12574531083790325
similarity tuning,200-1000,7,20.0,resnet50 avgpool,0.09422816994665499
similarity tuning,200-1000,7,20.0,alexnet conv1,-0.11233032266367964
similarity tuning,200-1000,7,21.0,clip ln_post,0.15392576451668186
similarity tuning,200-1000,7,21.0,resnet50 avgpool,0.0349168444772052
similarity tuning,200-1000,7,21.0,alexnet conv1,-0.20176427185726112
similarity tuning,200-1000,7,23.0,clip ln_post,0.21544070536208434
similarity tuning,200-1000,7,23.0,resnet50 avgpool,-0.07535118266358615
similarity tuning,200-1000,7,23.0,alexnet conv1,-0.0505742769881816
similarity tuning,200-1000,7,24.0,clip ln_post,0.15576290544985477
similarity tuning,200-1000,7,24.0,resnet50 avgpool,-0.01449147661741093
similarity tuning,200-1000,7,24.0,alexnet conv1,-0.02599459788716367
similarity tuning,200-1000,7,25.0,clip ln_post,-0.23172866025413213
similarity tuning,200-1000,7,25.0,resnet50 avgpool,0.132091827343742
similarity tuning,200-1000,7,25.0,alexnet conv1,-0.31177079027538607
similarity tuning,200-1000,7,26.0,clip ln_post,0.49313928457519274
similarity tuning,200-1000,7,26.0,resnet50 avgpool,0.12476043877677034
similarity tuning,200-1000,7,26.0,alexnet conv1,0.08906262042295046
similarity tuning,200-1000,7,30.0,clip ln_post,0.29893883179549924
similarity tuning,200-1000,7,30.0,resnet50 avgpool,0.1214640771739272
similarity tuning,200-1000,7,30.0,alexnet conv1,0.12517660046296417
RSA MTL,300-800,7,,clip ln_post,0.06199573063175888
RSA MTL,300-800,7,,resnet50 avgpool,0.06777408319518574
RSA MTL,300-800,7,,alexnet conv1,0.04156392311762819
RSA MTL,300-800,7,,category,0.08506616186333632
similarity tuning,300-800,7,17.0,clip ln_post,0.20778544556096493
similarity tuning,300-800,7,17.0,resnet50 avgpool,0.23966185258956713
similarity tuning,300-800,7,17.0,alexnet conv1,0.14451991415897483
similarity tuning,300-800,7,20.0,clip ln_post,0.045492606419433784
similarity tuning,300-800,7,20.0,resnet50 avgpool,0.06613426947451495
similarity tuning,300-800,7,20.0,alexnet conv1,-0.012668314776941967
similarity tuning,300-800,7,21.0,clip ln_post,0.09114568967615375
similarity tuning,300-800,7,21.0,resnet50 avgpool,-0.07190156633250257
similarity tuning,300-800,7,21.0,alexnet conv1,-0.3290582694099003
similarity tuning,300-800,7,23.0,clip ln_post,0.22170899123425836
similarity tuning,300-800,7,23.0,resnet50 avgpool,-0.10749526847721619
similarity tuning,300-800,7,23.0,alexnet conv1,0.06964251387624523
similarity tuning,300-800,7,24.0,clip ln_post,0.026031256644276617
similarity tuning,300-800,7,24.0,resnet50 avgpool,0.07524724583068233
similarity tuning,300-800,7,24.0,alexnet conv1,-0.1646446042271125
similarity tuning,300-800,7,25.0,clip ln_post,-0.12077639966315887
similarity tuning,300-800,7,25.0,resnet50 avgpool,0.09166138760680062
similarity tuning,300-800,7,25.0,alexnet conv1,-0.22514251980364308
similarity tuning,300-800,7,26.0,clip ln_post,0.47954231598732744
similarity tuning,300-800,7,26.0,resnet50 avgpool,0.0799169615972793
similarity tuning,300-800,7,26.0,alexnet conv1,0.04861513797825363
similarity tuning,300-800,7,30.0,clip ln_post,0.3026195444123688
similarity tuning,300-800,7,30.0,resnet50 avgpool,0.15272237344043793
similarity tuning,300-800,7,30.0,alexnet conv1,0.12519682939012644
RSA MTL,200-500,7,,clip ln_post,0.03818407211471404
RSA MTL,200-500,7,,resnet50 avgpool,0.052309699716677684
RSA MTL,200-500,7,,alexnet conv1,0.004366806611984223
RSA MTL,200-500,7,,category,0.08755170797710783
similarity tuning,200-500,7,17.0,clip ln_post,0.37190689539787
similarity tuning,200-500,7,17.0,resnet50 avgpool,0.2244935520323591
similarity tuning,200-500,7,17.0,alexnet conv1,0.028542167453294468
similarity tuning,200-500,7,20.0,clip ln_post,0.00575618113588939
similarity tuning,200-500,7,20.0,resnet50 avgpool,0.11139426592552144
similarity tuning,200-500,7,20.0,alexnet conv1,-0.07523571963528668
similarity tuning,200-500,7,21.0,clip ln_post,-0.0010597961532218317
similarity tuning,200-500,7,21.0,resnet50 avgpool,-0.04830224775261041
similarity tuning,200-500,7,21.0,alexnet conv1,-0.24236722796373122
similarity tuning,200-500,7,23.0,clip ln_post,0.2023038434711039
similarity tuning,200-500,7,23.0,resnet50 avgpool,-0.10092535461295145
similarity tuning,200-500,7,23.0,alexnet conv1,-0.13935937741045498
similarity tuning,200-500,7,24.0,clip ln_post,0.12575679356432978
similarity tuning,200-500,7,24.0,resnet50 avgpool,0.224596318431182
similarity tuning,200-500,7,24.0,alexnet conv1,-0.050362724075694434
similarity tuning,200-500,7,25.0,clip ln_post,-0.0923636072600988
similarity tuning,200-500,7,25.0,resnet50 avgpool,0.18950180384380344
similarity tuning,200-500,7,25.0,alexnet conv1,-0.323807708696612
similarity tuning,200-500,7,26.0,clip ln_post,0.20162971905307855
similarity tuning,200-500,7,26.0,resnet50 avgpool,0.18694119041264523
similarity tuning,200-500,7,26.0,alexnet conv1,-0.015956897408827237
similarity tuning,200-500,7,30.0,clip ln_post,0.3157749983835838
similarity tuning,200-500,7,30.0,resnet50 avgpool,0.09751874950081266
similarity tuning,200-500,7,30.0,alexnet conv1,0.12388717327887916
RSA MTL,500-1000,7,,clip ln_post,0.05626631429308778
RSA MTL,500-1000,7,,resnet50 avgpool,0.04077323657802207
RSA MTL,500-1000,7,,alexnet conv1,0.020876705366006512
RSA MTL,500-1000,7,,category,0.08161663969023135
similarity tuning,500-1000,7,17.0,clip ln_post,0.036576335775028355
similarity tuning,500-1000,7,17.0,resnet50 avgpool,0.2400804104034603
similarity tuning,500-1000,7,17.0,alexnet conv1,0.07420814849805975
similarity tuning,500-1000,7,20.0,clip ln_post,0.1517264265715193
similarity tuning,500-1000,7,20.0,resnet50 avgpool,0.03243471248566506
similarity tuning,500-1000,7,20.0,alexnet conv1,-0.16464362168129104
similarity tuning,500-1000,7,21.0,clip ln_post,0.16599374435737932
similarity tuning,500-1000,7,21.0,resnet50 avgpool,0.034886270808246876
similarity tuning,500-1000,7,21.0,alexnet conv1,-0.06717635402146142
similarity tuning,500-1000,7,23.0,clip ln_post,0.19270319437331526
similarity tuning,500-1000,7,23.0,resnet50 avgpool,0.061068786046310976
similarity tuning,500-1000,7,23.0,alexnet conv1,-0.01189169058913966
similarity tuning,500-1000,7,24.0,clip ln_post,0.09735461595314085
similarity tuning,500-1000,7,24.0,resnet50 avgpool,-0.21734791176591325
similarity tuning,500-1000,7,24.0,alexnet conv1,-0.07496471279526348
similarity tuning,500-1000,7,25.0,clip ln_post,-0.2242334886520243
similarity tuning,500-1000,7,25.0,resnet50 avgpool,0.08781114354876718
similarity tuning,500-1000,7,25.0,alexnet conv1,-0.2605282157385837
similarity tuning,500-1000,7,26.0,clip ln_post,0.4925978875556029
similarity tuning,500-1000,7,26.0,resnet50 avgpool,0.022870036926354958
similarity tuning,500-1000,7,26.0,alexnet conv1,0.1029151661685973
similarity tuning,500-1000,7,30.0,clip ln_post,0.2192781398107484
similarity tuning,500-1000,7,30.0,resnet50 avgpool,0.18215275099606937
similarity tuning,500-1000,7,30.0,alexnet conv1,0.05372879991678249
RSA MTL,100-600,8,,clip ln_post,0.015388694085858625
RSA MTL,100-600,8,,resnet50 avgpool,0.058436789426564904
RSA MTL,100-600,8,,alexnet conv1,-0.009087645310898182
RSA MTL,100-600,8,,category,0.04433817335649843
similarity tuning,100-600,8,34.0,clip ln_post,0.1274569594491995
similarity tuning,100-600,8,34.0,resnet50 avgpool,0.028548706314229125
similarity tuning,100-600,8,34.0,alexnet conv1,0.21326833863104305
similarity tuning,100-600,8,37.0,clip ln_post,0.20351995583896315
similarity tuning,100-600,8,37.0,resnet50 avgpool,0.12743318079833046
similarity tuning,100-600,8,37.0,alexnet conv1,0.1786579126087351
similarity tuning,100-600,8,38.0,clip ln_post,0.08117231419321981
similarity tuning,100-600,8,38.0,resnet50 avgpool,0.05364431198856267
similarity tuning,100-600,8,38.0,alexnet conv1,-0.053104547239451745
similarity tuning,100-600,8,42.0,clip ln_post,-0.014624224991911341
similarity tuning,100-600,8,42.0,resnet50 avgpool,0.08996726258836066
similarity tuning,100-600,8,42.0,alexnet conv1,0.18958974554430919
similarity tuning,100-600,8,45.0,clip ln_post,0.09026716493716291
similarity tuning,100-600,8,45.0,resnet50 avgpool,0.2884756200875179
similarity tuning,100-600,8,45.0,alexnet conv1,0.12408204388993113
RSA MTL,200-1000,8,,clip ln_post,0.003059435440588597
RSA MTL,200-1000,8,,resnet50 avgpool,0.049583018319183596
RSA MTL,200-1000,8,,alexnet conv1,0.0028884248342454307
RSA MTL,200-1000,8,,category,0.016340339280269803
similarity tuning,200-1000,8,34.0,clip ln_post,0.15060982239410134
similarity tuning,200-1000,8,34.0,resnet50 avgpool,-0.0499858262737326
similarity tuning,200-1000,8,34.0,alexnet conv1,0.1940314414654922
similarity tuning,200-1000,8,37.0,clip ln_post,0.2373968661353222
similarity tuning,200-1000,8,37.0,resnet50 avgpool,0.18695155151875348
similarity tuning,200-1000,8,37.0,alexnet conv1,0.21802910678855925
similarity tuning,200-1000,8,38.0,clip ln_post,-0.037928242540555164
similarity tuning,200-1000,8,38.0,resnet50 avgpool,-0.004237103017003451
similarity tuning,200-1000,8,38.0,alexnet conv1,-0.032703853383667415
similarity tuning,200-1000,8,42.0,clip ln_post,-0.06899202763467448
similarity tuning,200-1000,8,42.0,resnet50 avgpool,0.008195074084165546
similarity tuning,200-1000,8,42.0,alexnet conv1,0.12397572666242557
similarity tuning,200-1000,8,45.0,clip ln_post,0.1427332640986544
similarity tuning,200-1000,8,45.0,resnet50 avgpool,0.16205752455746028
similarity tuning,200-1000,8,45.0,alexnet conv1,0.08657591428934773
RSA MTL,300-800,8,,clip ln_post,0.028738930277878307
RSA MTL,300-800,8,,resnet50 avgpool,0.07957989213391342
RSA MTL,300-800,8,,alexnet conv1,0.01966026957594366
RSA MTL,300-800,8,,category,0.05118523860146978
similarity tuning,300-800,8,34.0,clip ln_post,0.22052215395254468
similarity tuning,300-800,8,34.0,resnet50 avgpool,0.11520496098538177
similarity tuning,300-800,8,34.0,alexnet conv1,0.2192342513955498
similarity tuning,300-800,8,37.0,clip ln_post,0.2568277328512404
similarity tuning,300-800,8,37.0,resnet50 avgpool,0.18053824987441433
similarity tuning,300-800,8,37.0,alexnet conv1,0.25885670846232617
similarity tuning,300-800,8,38.0,clip ln_post,-0.05712160234850144
similarity tuning,300-800,8,38.0,resnet50 avgpool,-0.04385384955988424
similarity tuning,300-800,8,38.0,alexnet conv1,-0.09638753739269564
similarity tuning,300-800,8,42.0,clip ln_post,-0.08552982650564156
similarity tuning,300-800,8,42.0,resnet50 avgpool,-0.043551997545817484
similarity tuning,300-800,8,42.0,alexnet conv1,0.10651874098555361
similarity tuning,300-800,8,45.0,clip ln_post,0.05788096800806513
similarity tuning,300-800,8,45.0,resnet50 avgpool,0.12758838205961917
similarity tuning,300-800,8,45.0,alexnet conv1,0.10559038515278828
RSA MTL,200-500,8,,clip ln_post,0.02528730887537676
RSA MTL,200-500,8,,resnet50 avgpool,0.07523348312322697
RSA MTL,200-500,8,,alexnet conv1,0.008914181750694875
RSA MTL,200-500,8,,category,0.04845869847286491
similarity tuning,200-500,8,34.0,clip ln_post,0.035407441008178636
similarity tuning,200-500,8,34.0,resnet50 avgpool,-0.12661107142258698
similarity tuning,200-500,8,34.0,alexnet conv1,0.10958406526575631
similarity tuning,200-500,8,37.0,clip ln_post,0.21313020678281627
similarity tuning,200-500,8,37.0,resnet50 avgpool,0.1852612223705471
similarity tuning,200-500,8,37.0,alexnet conv1,0.12481703738240969
similarity tuning,200-500,8,38.0,clip ln_post,0.1674820970217162
similarity tuning,200-500,8,38.0,resnet50 avgpool,0.07803685380524929
similarity tuning,200-500,8,38.0,alexnet conv1,-0.03452881357919868
similarity tuning,200-500,8,42.0,clip ln_post,-0.01763876082254147
similarity tuning,200-500,8,42.0,resnet50 avgpool,0.07241175495569653
similarity tuning,200-500,8,42.0,alexnet conv1,0.25917273052983697
similarity tuning,200-500,8,45.0,clip ln_post,0.1291169697634302
similarity tuning,200-500,8,45.0,resnet50 avgpool,0.38436414600098334
similarity tuning,200-500,8,45.0,alexnet conv1,0.161648472617236
RSA MTL,500-1000,8,,clip ln_post,-0.0010819655965645214
RSA MTL,500-1000,8,,resnet50 avgpool,0.03183430824940259
RSA MTL,500-1000,8,,alexnet conv1,-0.006781766305324858
RSA MTL,500-1000,8,,category,0.00019846565927453204
similarity tuning,500-1000,8,34.0,clip ln_post,0.08140795487066686
similarity tuning,500-1000,8,34.0,resnet50 avgpool,-0.002183512959587725
similarity tuning,500-1000,8,34.0,alexnet conv1,0.20331389538802683
similarity tuning,500-1000,8,37.0,clip ln_post,0.271358530633741
similarity tuning,500-1000,8,37.0,resnet50 avgpool,0.20223196727446818
similarity tuning,500-1000,8,37.0,alexnet conv1,0.24504794741661823
similarity tuning,500-1000,8,38.0,clip ln_post,-0.15962559334556006
similarity tuning,500-1000,8,38.0,resnet50 avgpool,-0.037790626036140466
similarity tuning,500-1000,8,38.0,alexnet conv1,-0.0749947013355781
similarity tuning,500-1000,8,42.0,clip ln_post,-0.1595430152934738
similarity tuning,500-1000,8,42.0,resnet50 avgpool,-0.12039457725362168
similarity tuning,500-1000,8,42.0,alexnet conv1,-0.036845588743390265
similarity tuning,500-1000,8,45.0,clip ln_post,0.06651468186022869
similarity tuning,500-1000,8,45.0,resnet50 avgpool,-0.07406216093053375
similarity tuning,500-1000,8,45.0,alexnet conv1,-0.012269698595576164
RSA MTL,100-600,9,,clip ln_post,-0.032656707100683066
RSA MTL,100-600,9,,resnet50 avgpool,-0.028255039059297517
RSA MTL,100-600,9,,alexnet conv1,-0.009896448491367855
RSA MTL,100-600,9,,category,-0.01620951960304981
RSA MTL,200-1000,9,,clip ln_post,-0.019103354862815176
RSA MTL,200-1000,9,,resnet50 avgpool,0.006197623394840639
RSA MTL,200-1000,9,,alexnet conv1,-0.031014505679837188
RSA MTL,200-1000,9,,category,-0.01040565612370486
RSA MTL,300-800,9,,clip ln_post,0.008865048962023768
RSA MTL,300-800,9,,resnet50 avgpool,0.021354556339272267
RSA MTL,300-800,9,,alexnet conv1,-0.01515699846573674
RSA MTL,300-800,9,,category,0.01403030529790822
RSA MTL,200-500,9,,clip ln_post,-0.03687061974718769
RSA MTL,200-500,9,,resnet50 avgpool,-0.01778889101014114
RSA MTL,200-500,9,,alexnet conv1,-0.01908248223205533
RSA MTL,200-500,9,,category,-0.003761080526640311
RSA MTL,500-1000,9,,clip ln_post,-0.038263389749634086
RSA MTL,500-1000,9,,resnet50 avgpool,-0.008002575642503966
RSA MTL,500-1000,9,,alexnet conv1,-0.04003712109541138
RSA MTL,500-1000,9,,category,-0.028267101291396694
RSA MTL,100-600,10,,clip ln_post,-0.012356902726600921
RSA MTL,100-600,10,,resnet50 avgpool,0.02118537948963761
RSA MTL,100-600,10,,alexnet conv1,-0.010973505364900094
RSA MTL,100-600,10,,category,0.010882472947556185
similarity tuning,100-600,10,64.0,clip ln_post,0.1564329489449088
similarity tuning,100-600,10,64.0,resnet50 avgpool,0.17677636141349312
similarity tuning,100-600,10,64.0,alexnet conv1,0.03180090384638527
similarity tuning,100-600,10,67.0,clip ln_post,0.0554749697435858
similarity tuning,100-600,10,67.0,resnet50 avgpool,0.08680380940594142
similarity tuning,100-600,10,67.0,alexnet conv1,-0.022949011817709277
similarity tuning,100-600,10,70.0,clip ln_post,0.05779715531182049
similarity tuning,100-600,10,70.0,resnet50 avgpool,0.07831254197205227
similarity tuning,100-600,10,70.0,alexnet conv1,-0.03322034692697431
similarity tuning,100-600,10,71.0,clip ln_post,0.08003975637499204
similarity tuning,100-600,10,71.0,resnet50 avgpool,0.09645687270309075
similarity tuning,100-600,10,71.0,alexnet conv1,0.08665711711031798
RSA MTL,200-1000,10,,clip ln_post,-0.010924480162418098
RSA MTL,200-1000,10,,resnet50 avgpool,0.021269141012598008
RSA MTL,200-1000,10,,alexnet conv1,-0.008118013252195425
RSA MTL,200-1000,10,,category,0.007876562647983636
similarity tuning,200-1000,10,64.0,clip ln_post,-0.1165175306958594
similarity tuning,200-1000,10,64.0,resnet50 avgpool,-0.131618365103186
similarity tuning,200-1000,10,64.0,alexnet conv1,-0.11958845668457625
similarity tuning,200-1000,10,67.0,clip ln_post,0.09462040482590751
similarity tuning,200-1000,10,67.0,resnet50 avgpool,0.08782727546626316
similarity tuning,200-1000,10,67.0,alexnet conv1,0.035822944338498995
similarity tuning,200-1000,10,70.0,clip ln_post,0.02989021333761729
similarity tuning,200-1000,10,70.0,resnet50 avgpool,0.08009142854047066
similarity tuning,200-1000,10,70.0,alexnet conv1,-0.052173405800108326
similarity tuning,200-1000,10,71.0,clip ln_post,0.06977370572882763
similarity tuning,200-1000,10,71.0,resnet50 avgpool,0.1097308821114968
similarity tuning,200-1000,10,71.0,alexnet conv1,0.09903527429189345
RSA MTL,300-800,10,,clip ln_post,-0.022892718854831583
RSA MTL,300-800,10,,resnet50 avgpool,-0.0032511894342458453
RSA MTL,300-800,10,,alexnet conv1,0.002346925510714606
RSA MTL,300-800,10,,category,0.003379243589020099
similarity tuning,300-800,10,64.0,clip ln_post,-0.02442765495389511
similarity tuning,300-800,10,64.0,resnet50 avgpool,-0.019092879734078937
similarity tuning,300-800,10,64.0,alexnet conv1,0.08323780857330403
similarity tuning,300-800,10,67.0,clip ln_post,0.09514118656819306
similarity tuning,300-800,10,67.0,resnet50 avgpool,0.0829900717824512
similarity tuning,300-800,10,67.0,alexnet conv1,0.04725149888321045
similarity tuning,300-800,10,70.0,clip ln_post,0.1420853483918532
similarity tuning,300-800,10,70.0,resnet50 avgpool,0.23769829659865907
similarity tuning,300-800,10,70.0,alexnet conv1,-0.07330930463973466
similarity tuning,300-800,10,71.0,clip ln_post,0.036065913004099316
similarity tuning,300-800,10,71.0,resnet50 avgpool,0.07018845630818768
similarity tuning,300-800,10,71.0,alexnet conv1,0.06461073288348093
RSA MTL,200-500,10,,clip ln_post,0.007300919563498272
RSA MTL,200-500,10,,resnet50 avgpool,0.02742859798946055
RSA MTL,200-500,10,,alexnet conv1,0.006843657619236549
RSA MTL,200-500,10,,category,0.010064603627890158
similarity tuning,200-500,10,64.0,clip ln_post,0.17178624649614443
similarity tuning,200-500,10,64.0,resnet50 avgpool,0.12507495221801038
similarity tuning,200-500,10,64.0,alexnet conv1,-0.019428361261562437
similarity tuning,200-500,10,67.0,clip ln_post,0.09696307455959022
similarity tuning,200-500,10,67.0,resnet50 avgpool,0.16268277913572218
similarity tuning,200-500,10,67.0,alexnet conv1,0.1311807719835267
similarity tuning,200-500,10,70.0,clip ln_post,0.0242876008086485
similarity tuning,200-500,10,70.0,resnet50 avgpool,-0.006195257091145103
similarity tuning,200-500,10,70.0,alexnet conv1,-0.011595547564399905
similarity tuning,200-500,10,71.0,clip ln_post,0.09027813243516433
similarity tuning,200-500,10,71.0,resnet50 avgpool,0.12267724961399393
similarity tuning,200-500,10,71.0,alexnet conv1,0.06737400205231285
RSA MTL,500-1000,10,,clip ln_post,-0.0017416455693820814
RSA MTL,500-1000,10,,resnet50 avgpool,0.025089433903040564
RSA MTL,500-1000,10,,alexnet conv1,0.003593645769291112
RSA MTL,500-1000,10,,category,0.025313536543263314
similarity tuning,500-1000,10,64.0,clip ln_post,-0.2501462774988798
similarity tuning,500-1000,10,64.0,resnet50 avgpool,-0.21215098960784315
similarity tuning,500-1000,10,64.0,alexnet conv1,-0.10347272827276931
similarity tuning,500-1000,10,67.0,clip ln_post,0.09892833008223798
similarity tuning,500-1000,10,67.0,resnet50 avgpool,-0.03066906877972111
similarity tuning,500-1000,10,67.0,alexnet conv1,-0.08467441724334075
similarity tuning,500-1000,10,70.0,clip ln_post,0.019770286455349853
similarity tuning,500-1000,10,70.0,resnet50 avgpool,0.09258090891869597
similarity tuning,500-1000,10,70.0,alexnet conv1,-0.09786680464201362
similarity tuning,500-1000,10,71.0,clip ln_post,0.034457618320338224
similarity tuning,500-1000,10,71.0,resnet50 avgpool,0.05346610666848085
similarity tuning,500-1000,10,71.0,alexnet conv1,0.06288199797506414
RSA MTL,100-600,11,,clip ln_post,0.038485987307426146
RSA MTL,100-600,11,,resnet50 avgpool,0.02819513771028434
RSA MTL,100-600,11,,alexnet conv1,0.041079184196402434
RSA MTL,100-600,11,,category,0.02171106273993437
similarity tuning,100-600,11,6.0,clip ln_post,0.06580466402729657
similarity tuning,100-600,11,6.0,resnet50 avgpool,-0.08301022783169831
similarity tuning,100-600,11,6.0,alexnet conv1,0.05129905023527786
similarity tuning,100-600,11,11.0,clip ln_post,0.2328126051225685
similarity tuning,100-600,11,11.0,resnet50 avgpool,0.3192026742876827
similarity tuning,100-600,11,11.0,alexnet conv1,0.16136624013752174
similarity tuning,100-600,11,12.0,clip ln_post,0.3049147418812291
similarity tuning,100-600,11,12.0,resnet50 avgpool,0.28944307846369527
similarity tuning,100-600,11,12.0,alexnet conv1,0.10847323353550008
similarity tuning,100-600,11,13.0,clip ln_post,0.09268195568231552
similarity tuning,100-600,11,13.0,resnet50 avgpool,0.0477714215368953
similarity tuning,100-600,11,13.0,alexnet conv1,-0.25985494155775596
similarity tuning,100-600,11,17.0,clip ln_post,0.012351199866365353
similarity tuning,100-600,11,17.0,resnet50 avgpool,-0.15894787354012793
similarity tuning,100-600,11,17.0,alexnet conv1,-0.040237692703938684
similarity tuning,100-600,11,18.0,clip ln_post,0.2510545702623718
similarity tuning,100-600,11,18.0,resnet50 avgpool,0.15720270805656403
similarity tuning,100-600,11,18.0,alexnet conv1,0.08646987804946968
similarity tuning,100-600,11,25.0,clip ln_post,0.10619893769551965
similarity tuning,100-600,11,25.0,resnet50 avgpool,0.10227782398832443
similarity tuning,100-600,11,25.0,alexnet conv1,0.030736471962852882
similarity tuning,100-600,11,28.0,clip ln_post,0.11764649186224962
similarity tuning,100-600,11,28.0,resnet50 avgpool,0.10971411018677395
similarity tuning,100-600,11,28.0,alexnet conv1,0.03263093371047948
similarity tuning,100-600,11,31.0,clip ln_post,-0.1014231896802992
similarity tuning,100-600,11,31.0,resnet50 avgpool,-0.0898371519120667
similarity tuning,100-600,11,31.0,alexnet conv1,-0.08429036872995987
similarity tuning,100-600,11,34.0,clip ln_post,-0.023718585743218893
similarity tuning,100-600,11,34.0,resnet50 avgpool,-0.06018337728647957
similarity tuning,100-600,11,34.0,alexnet conv1,0.021894079147586672
similarity tuning,100-600,11,65.0,clip ln_post,-0.0018489735016920272
similarity tuning,100-600,11,65.0,resnet50 avgpool,0.1886466575476338
similarity tuning,100-600,11,65.0,alexnet conv1,-0.06004027842994389
similarity tuning,100-600,11,68.0,clip ln_post,-0.21318419910005912
similarity tuning,100-600,11,68.0,resnet50 avgpool,-0.035832059268161895
similarity tuning,100-600,11,68.0,alexnet conv1,-0.06239413305401324
RSA MTL,200-1000,11,,clip ln_post,0.03782923678335442
RSA MTL,200-1000,11,,resnet50 avgpool,0.05958437215277515
RSA MTL,200-1000,11,,alexnet conv1,0.020490619250698377
RSA MTL,200-1000,11,,category,0.04276013243053906
similarity tuning,200-1000,11,6.0,clip ln_post,0.14242199852995363
similarity tuning,200-1000,11,6.0,resnet50 avgpool,-0.078106520792075
similarity tuning,200-1000,11,6.0,alexnet conv1,0.1225557190373845
similarity tuning,200-1000,11,11.0,clip ln_post,0.3024420009407718
similarity tuning,200-1000,11,11.0,resnet50 avgpool,0.38910800473769064
similarity tuning,200-1000,11,11.0,alexnet conv1,0.09926457879201614
similarity tuning,200-1000,11,12.0,clip ln_post,0.15658772965062867
similarity tuning,200-1000,11,12.0,resnet50 avgpool,0.21430496701624438
similarity tuning,200-1000,11,12.0,alexnet conv1,0.1454820252698852
similarity tuning,200-1000,11,13.0,clip ln_post,-0.07466509720686362
similarity tuning,200-1000,11,13.0,resnet50 avgpool,-0.03584654631963599
similarity tuning,200-1000,11,13.0,alexnet conv1,-0.2312688817465388
similarity tuning,200-1000,11,17.0,clip ln_post,-0.23350981268984086
similarity tuning,200-1000,11,17.0,resnet50 avgpool,-0.12360791171733967
similarity tuning,200-1000,11,17.0,alexnet conv1,-0.26894238861538633
similarity tuning,200-1000,11,18.0,clip ln_post,0.2623542286660743
similarity tuning,200-1000,11,18.0,resnet50 avgpool,0.27153510665647457
similarity tuning,200-1000,11,18.0,alexnet conv1,0.15060287935246025
similarity tuning,200-1000,11,25.0,clip ln_post,-0.058693845774019336
similarity tuning,200-1000,11,25.0,resnet50 avgpool,0.00861955271702868
similarity tuning,200-1000,11,25.0,alexnet conv1,0.0554836311257418
similarity tuning,200-1000,11,28.0,clip ln_post,0.12434299250638159
similarity tuning,200-1000,11,28.0,resnet50 avgpool,0.0385259435798461
similarity tuning,200-1000,11,28.0,alexnet conv1,0.0859444495336117
similarity tuning,200-1000,11,31.0,clip ln_post,-0.0070375048747148596
similarity tuning,200-1000,11,31.0,resnet50 avgpool,-0.0885042732613597
similarity tuning,200-1000,11,31.0,alexnet conv1,0.03809431986530435
similarity tuning,200-1000,11,34.0,clip ln_post,-0.12155596517530677
similarity tuning,200-1000,11,34.0,resnet50 avgpool,-0.1462209593564085
similarity tuning,200-1000,11,34.0,alexnet conv1,-0.08751524062413459
similarity tuning,200-1000,11,65.0,clip ln_post,0.14574123846528192
similarity tuning,200-1000,11,65.0,resnet50 avgpool,0.19302583483625294
similarity tuning,200-1000,11,65.0,alexnet conv1,-0.06166561815816585
similarity tuning,200-1000,11,68.0,clip ln_post,-0.21282921707978913
similarity tuning,200-1000,11,68.0,resnet50 avgpool,-0.20380608961993385
similarity tuning,200-1000,11,68.0,alexnet conv1,-0.03890590070471315
RSA MTL,300-800,11,,clip ln_post,0.07294763906687435
RSA MTL,300-800,11,,resnet50 avgpool,0.07526020521296047
RSA MTL,300-800,11,,alexnet conv1,0.017408723266130032
RSA MTL,300-800,11,,category,0.06008934001546275
similarity tuning,300-800,11,6.0,clip ln_post,0.045601231106910375
similarity tuning,300-800,11,6.0,resnet50 avgpool,-0.030166567838418448
similarity tuning,300-800,11,6.0,alexnet conv1,0.08060902553544601
similarity tuning,300-800,11,11.0,clip ln_post,0.3643573947876941
similarity tuning,300-800,11,11.0,resnet50 avgpool,0.4185635475561088
similarity tuning,300-800,11,11.0,alexnet conv1,0.09629262798389163
similarity tuning,300-800,11,12.0,clip ln_post,0.13859487256068437
similarity tuning,300-800,11,12.0,resnet50 avgpool,0.1400980707446397
similarity tuning,300-800,11,12.0,alexnet conv1,0.06878634889779735
similarity tuning,300-800,11,13.0,clip ln_post,-0.15758657571642862
similarity tuning,300-800,11,13.0,resnet50 avgpool,-0.11500348723882631
similarity tuning,300-800,11,13.0,alexnet conv1,-0.14314489356316584
similarity tuning,300-800,11,17.0,clip ln_post,0.0034588182053886937
similarity tuning,300-800,11,17.0,resnet50 avgpool,-0.03999418680453149
