analysis,window,subject,unit,reference,value
similarity tuning,300-800,13,78.0,resnet50 avgpool,0.31963887070607605
similarity tuning,300-800,13,78.0,alexnet conv1,0.23305411694679296
similarity tuning,300-800,13,80.0,clip ln_post,0.09032833581399878
similarity tuning,300-800,13,80.0,resnet50 avgpool,0.08115277122792668
similarity tuning,300-800,13,80.0,alexnet conv1,0.07271634934462148
similarity tuning,300-800,13,82.0,clip ln_post,0.3125569358608604
similarity tuning,300-800,13,82.0,resnet50 avgpool,0.30307552666206394
similarity tuning,300-800,13,82.0,alexnet conv1,0.3893969125495024
similarity tuning,300-800,13,83.0,clip ln_post,0.5223826438657225
similarity tuning,300-800,13,83.0,resnet50 avgpool,0.5800526795310916
similarity tuning,300-800,13,83.0,alexnet conv1,0.263926111648636
similarity tuning,300-800,13,84.0,clip ln_post,0.4051591700276184
similarity tuning,300-800,13,84.0,resnet50 avgpool,0.3945632858067644
similarity tuning,300-800,13,84.0,alexnet conv1,0.2208619320087839
similarity tuning,300-800,13,85.0,clip ln_post,0.5824715199718642
similarity tuning,300-800,13,85.0,resnet50 avgpool,0.7343756982706084
similarity tuning,300-800,13,85.0,alexnet conv1,0.4968065330394159
similarity tuning,300-800,13,86.0,clip ln_post,0.6377591467373321
similarity tuning,300-800,13,86.0,resnet50 avgpool,0.674344641160009
similarity tuning,300-800,13,86.0,alexnet conv1,0.3774693869006341
similarity tuning,300-800,13,88.0,clip ln_post,0.37348064977195095
similarity tuning,300-800,13,88.0,resnet50 avgpool,0.3198330357424204
similarity tuning,300-800,13,88.0,alexnet conv1,0.2629417303591914
similarity tuning,300-800,13,89.0,clip ln_post,0.36634909444832897
similarity tuning,300-800,13,89.0,resnet50 avgpool,0.3232399461215769
similarity tuning,300-800,13,89.0,alexnet conv1,0.2889938708693031
similarity tuning,300-800,13,90.0,clip ln_post,0.6807082278136652
similarity tuning,300-800,13,90.0,resnet50 avgpool,0.6691750776223315
similarity tuning,300-800,13,90.0,alexnet conv1,0.47659418241430573
similarity tuning,300-800,13,92.0,clip ln_post,0.7698839303447819
similarity tuning,300-800,13,92.0,resnet50 avgpool,0.7522900501398971
similarity tuning,300-800,13,92.0,alexnet conv1,0.26448961003406396
similarity tuning,300-800,13,93.0,clip ln_post,0.33667743820311746
similarity tuning,300-800,13,93.0,resnet50 avgpool,0.41475421193662915
similarity tuning,300-800,13,93.0,alexnet conv1,0.39242109694501476
similarity tuning,300-800,13,94.0,clip ln_post,0.7318938736253752
similarity tuning,300-800,13,94.0,resnet50 avgpool,0.7336636874692946
similarity tuning,300-800,13,94.0,alexnet conv1,0.47420897795072336
similarity tuning,300-800,13,95.0,clip ln_post,0.27757119598950547
similarity tuning,300-800,13,95.0,resnet50 avgpool,0.13683408132378067
similarity tuning,300-800,13,95.0,alexnet conv1,-0.13538112730597662
similarity tuning,300-800,13,97.0,clip ln_post,0.4864289642627985
similarity tuning,300-800,13,97.0,resnet50 avgpool,0.5373684367058765
similarity tuning,300-800,13,97.0,alexnet conv1,0.09411408985138692
similarity tuning,300-800,13,98.0,clip ln_post,-0.0956644233741161
similarity tuning,300-800,13,98.0,resnet50 avgpool,0.24801140440374433
similarity tuning,300-800,13,98.0,alexnet conv1,0.15789420642296126
RSA MTL,200-500,13,,clip ln_post,0.4083827445128309
RSA MTL,200-500,13,,resnet50 avgpool,0.358954389360262
RSA MTL,200-500,13,,alexnet conv1,0.09511928326478152
RSA MTL,200-500,13,,category,0.29282208551517713
similarity tuning,200-500,13,17.0,clip ln_post,-0.03634865323425559
similarity tuning,200-500,13,17.0,resnet50 avgpool,0.05418197441798348
similarity tuning,200-500,13,17.0,alexnet conv1,0.1398122276939574
similarity tuning,200-500,13,18.0,clip ln_post,-0.181534168041034
similarity tuning,200-500,13,18.0,resnet50 avgpool,-0.16815451165642156
similarity tuning,200-500,13,18.0,alexnet conv1,-0.1816351465797858
similarity tuning,200-500,13,19.0,clip ln_post,0.3460506539897682
similarity tuning,200-500,13,19.0,resnet50 avgpool,0.258127634547698
similarity tuning,200-500,13,19.0,alexnet conv1,0.202415325066812
similarity tuning,200-500,13,20.0,clip ln_post,0.2116460909828717
similarity tuning,200-500,13,20.0,resnet50 avgpool,0.042070404658811414
similarity tuning,200-500,13,20.0,alexnet conv1,0.059738390042832025
similarity tuning,200-500,13,25.0,clip ln_post,0.1927400600672768
similarity tuning,200-500,13,25.0,resnet50 avgpool,0.0163632588549606
similarity tuning,200-500,13,25.0,alexnet conv1,0.1572734073832232
similarity tuning,200-500,13,26.0,clip ln_post,0.1266557090358454
similarity tuning,200-500,13,26.0,resnet50 avgpool,0.024086949333587807
similarity tuning,200-500,13,26.0,alexnet conv1,-0.08938134774053874
similarity tuning,200-500,13,28.0,clip ln_post,0.09664499936740949
similarity tuning,200-500,13,28.0,resnet50 avgpool,-0.0010479262604218974
similarity tuning,200-500,13,28.0,alexnet conv1,-0.007571267231548209
similarity tuning,200-500,13,30.0,clip ln_post,0.007500976048854368
similarity tuning,200-500,13,30.0,resnet50 avgpool,0.1301548671649489
similarity tuning,200-500,13,30.0,alexnet conv1,0.0022761582493075324
similarity tuning,200-500,13,31.0,clip ln_post,0.16310256708132648
similarity tuning,200-500,13,31.0,resnet50 avgpool,0.1475329744130259
similarity tuning,200-500,13,31.0,alexnet conv1,0.13152002650961458
similarity tuning,200-500,13,32.0,clip ln_post,0.14136850464011122
similarity tuning,200-500,13,32.0,resnet50 avgpool,0.06955693243887415
similarity tuning,200-500,13,32.0,alexnet conv1,0.14227554362496986
similarity tuning,200-500,13,33.0,clip ln_post,0.09510904940157827
similarity tuning,200-500,13,33.0,resnet50 avgpool,0.1202413600364577
similarity tuning,200-500,13,33.0,alexnet conv1,0.11098612458393853
similarity tuning,200-500,13,35.0,clip ln_post,0.1469855225232567
similarity tuning,200-500,13,35.0,resnet50 avgpool,0.11212859465402696
similarity tuning,200-500,13,35.0,alexnet conv1,0.24152135300253103
similarity tuning,200-500,13,37.0,clip ln_post,0.1971888929444163
similarity tuning,200-500,13,37.0,resnet50 avgpool,0.3755116053206371
similarity tuning,200-500,13,37.0,alexnet conv1,0.025048318833479907
similarity tuning,200-500,13,46.0,clip ln_post,0.3430879640702981
similarity tuning,200-500,13,46.0,resnet50 avgpool,0.3204193308910335
similarity tuning,200-500,13,46.0,alexnet conv1,0.2663949919536025
similarity tuning,200-500,13,75.0,clip ln_post,0.7071204282493373
similarity tuning,200-500,13,75.0,resnet50 avgpool,0.7367792349980791
similarity tuning,200-500,13,75.0,alexnet conv1,0.4373665192488769
similarity tuning,200-500,13,77.0,clip ln_post,0.7843950230974275
similarity tuning,200-500,13,77.0,resnet50 avgpool,0.8452332696517647
similarity tuning,200-500,13,77.0,alexnet conv1,-0.053554794502057364
similarity tuning,200-500,13,78.0,clip ln_post,0.44744632854413535
similarity tuning,200-500,13,78.0,resnet50 avgpool,0.4790061823919953
similarity tuning,200-500,13,78.0,alexnet conv1,0.23570469198490626
similarity tuning,200-500,13,80.0,clip ln_post,0.19908575061848152
similarity tuning,200-500,13,80.0,resnet50 avgpool,0.28013605355074017
similarity tuning,200-500,13,80.0,alexnet conv1,0.15240521434687102
similarity tuning,200-500,13,82.0,clip ln_post,0.42899693832869723
similarity tuning,200-500,13,82.0,resnet50 avgpool,0.481601808799167
similarity tuning,200-500,13,82.0,alexnet conv1,0.3973368364120995
similarity tuning,200-500,13,83.0,clip ln_post,0.6317847964516897
similarity tuning,200-500,13,83.0,resnet50 avgpool,0.6721109493348708
similarity tuning,200-500,13,83.0,alexnet conv1,0.2687990128119548
similarity tuning,200-500,13,84.0,clip ln_post,0.4223292155840992
similarity tuning,200-500,13,84.0,resnet50 avgpool,0.5237794530998717
similarity tuning,200-500,13,84.0,alexnet conv1,0.22050499970275916
similarity tuning,200-500,13,85.0,clip ln_post,0.6540239132692867
similarity tuning,200-500,13,85.0,resnet50 avgpool,0.7648142981453895
similarity tuning,200-500,13,85.0,alexnet conv1,0.501267855633376
similarity tuning,200-500,13,86.0,clip ln_post,0.6047549051342331
similarity tuning,200-500,13,86.0,resnet50 avgpool,0.6205410672228568
similarity tuning,200-500,13,86.0,alexnet conv1,0.3913748011537055
similarity tuning,200-500,13,88.0,clip ln_post,0.4846266050019162
similarity tuning,200-500,13,88.0,resnet50 avgpool,0.438226729903243
similarity tuning,200-500,13,88.0,alexnet conv1,0.24538444701934786
similarity tuning,200-500,13,89.0,clip ln_post,0.3038916640461649
similarity tuning,200-500,13,89.0,resnet50 avgpool,0.23668903104810748
similarity tuning,200-500,13,89.0,alexnet conv1,0.2760331180033338
similarity tuning,200-500,13,90.0,clip ln_post,0.722385222392377
similarity tuning,200-500,13,90.0,resnet50 avgpool,0.7098705867193911
similarity tuning,200-500,13,90.0,alexnet conv1,0.4957565472961229
similarity tuning,200-500,13,92.0,clip ln_post,0.7457961168182864
similarity tuning,200-500,13,92.0,resnet50 avgpool,0.7235316385570878
similarity tuning,200-500,13,92.0,alexnet conv1,0.3108847125289278
similarity tuning,200-500,13,93.0,clip ln_post,0.23192078449265563
similarity tuning,200-500,13,93.0,resnet50 avgpool,0.36992130498895665
similarity tuning,200-500,13,93.0,alexnet conv1,0.3200553526682403
similarity tuning,200-500,13,94.0,clip ln_post,0.7771395883271874
similarity tuning,200-500,13,94.0,resnet50 avgpool,0.7774436533764189
similarity tuning,200-500,13,94.0,alexnet conv1,0.3933081411807826
similarity tuning,200-500,13,95.0,clip ln_post,0.12455115182007523
similarity tuning,200-500,13,95.0,resnet50 avgpool,0.09535718337226019
similarity tuning,200-500,13,95.0,alexnet conv1,-0.003740935655373284
similarity tuning,200-500,13,97.0,clip ln_post,0.41487209931281843
similarity tuning,200-500,13,97.0,resnet50 avgpool,0.5582475777445395
similarity tuning,200-500,13,97.0,alexnet conv1,0.042656114808726955
similarity tuning,200-500,13,98.0,clip ln_post,-0.1905803996318733
similarity tuning,200-500,13,98.0,resnet50 avgpool,0.2713146578435441
similarity tuning,200-500,13,98.0,alexnet conv1,0.08280825857926385
RSA MTL,500-1000,13,,clip ln_post,0.18444609540367232
RSA MTL,500-1000,13,,resnet50 avgpool,0.1839567020005105
RSA MTL,500-1000,13,,alexnet conv1,0.09858248942261885
RSA MTL,500-1000,13,,category,0.14936567943612256
similarity tuning,500-1000,13,17.0,clip ln_post,0.22560078019748714
similarity tuning,500-1000,13,17.0,resnet50 avgpool,0.17775372049136087
similarity tuning,500-1000,13,17.0,alexnet conv1,0.0975878025140781
similarity tuning,500-1000,13,18.0,clip ln_post,0.11626626903328871
similarity tuning,500-1000,13,18.0,resnet50 avgpool,0.16077070729912143
similarity tuning,500-1000,13,18.0,alexnet conv1,-0.26526158105187536
similarity tuning,500-1000,13,19.0,clip ln_post,0.19031737475888086
similarity tuning,500-1000,13,19.0,resnet50 avgpool,0.0356143505580962
similarity tuning,500-1000,13,19.0,alexnet conv1,0.14079914092416398
similarity tuning,500-1000,13,20.0,clip ln_post,0.034076527356385014
similarity tuning,500-1000,13,20.0,resnet50 avgpool,0.17956892954817943
similarity tuning,500-1000,13,20.0,alexnet conv1,0.08904032373995178
similarity tuning,500-1000,13,25.0,clip ln_post,-0.025880451750061033
similarity tuning,500-1000,13,25.0,resnet50 avgpool,0.030411450721139963
similarity tuning,500-1000,13,25.0,alexnet conv1,-0.09397343063746197
similarity tuning,500-1000,13,26.0,clip ln_post,0.028708468477077947
similarity tuning,500-1000,13,26.0,resnet50 avgpool,0.25717684027732585
similarity tuning,500-1000,13,26.0,alexnet conv1,0.08880486248909446
similarity tuning,500-1000,13,28.0,clip ln_post,-0.08732060458244965
similarity tuning,500-1000,13,28.0,resnet50 avgpool,0.048676374535703185
similarity tuning,500-1000,13,28.0,alexnet conv1,0.02991728802956731
similarity tuning,500-1000,13,30.0,clip ln_post,0.0077324125796295225
similarity tuning,500-1000,13,30.0,resnet50 avgpool,0.07918092223811417
similarity tuning,500-1000,13,30.0,alexnet conv1,0.24647065097569107
similarity tuning,500-1000,13,31.0,clip ln_post,-0.03663710874275479
similarity tuning,500-1000,13,31.0,resnet50 avgpool,0.0918730279042933
similarity tuning,500-1000,13,31.0,alexnet conv1,-0.021019203555474757
similarity tuning,500-1000,13,32.0,clip ln_post,0.23577327089105715
similarity tuning,500-1000,13,32.0,resnet50 avgpool,0.18820118373836517
similarity tuning,500-1000,13,32.0,alexnet conv1,-0.08071219280962347
similarity tuning,500-1000,13,33.0,clip ln_post,0.09457269163267211
similarity tuning,500-1000,13,33.0,resnet50 avgpool,0.03298517131147578
similarity tuning,500-1000,13,33.0,alexnet conv1,-0.010133693183249089
similarity tuning,500-1000,13,35.0,clip ln_post,0.358991381776198
similarity tuning,500-1000,13,35.0,resnet50 avgpool,0.3333509428387908
similarity tuning,500-1000,13,35.0,alexnet conv1,0.07793078291211947
similarity tuning,500-1000,13,37.0,clip ln_post,0.1410032430566875
similarity tuning,500-1000,13,37.0,resnet50 avgpool,0.1014850536900918
similarity tuning,500-1000,13,37.0,alexnet conv1,0.05919739552691526
similarity tuning,500-1000,13,46.0,clip ln_post,0.015792850410677673
similarity tuning,500-1000,13,46.0,resnet50 avgpool,-0.031941739316926177
similarity tuning,500-1000,13,46.0,alexnet conv1,-0.010248822408217556
similarity tuning,500-1000,13,75.0,clip ln_post,0.5837446140047868
similarity tuning,500-1000,13,75.0,resnet50 avgpool,0.5131435635441847
similarity tuning,500-1000,13,75.0,alexnet conv1,0.3796571488518888
similarity tuning,500-1000,13,77.0,clip ln_post,0.7281066737109847
similarity tuning,500-1000,13,77.0,resnet50 avgpool,0.6562686294574542
similarity tuning,500-1000,13,77.0,alexnet conv1,-0.05021859775422178
similarity tuning,500-1000,13,78.0,clip ln_post,0.12200880133063303
similarity tuning,500-1000,13,78.0,resnet50 avgpool,0.14815172088756295
similarity tuning,500-1000,13,78.0,alexnet conv1,0.20888805450664147
similarity tuning,500-1000,13,80.0,clip ln_post,0.11280048545716403
similarity tuning,500-1000,13,80.0,resnet50 avgpool,0.1028624526014292
similarity tuning,500-1000,13,80.0,alexnet conv1,0.16193147653167914
similarity tuning,500-1000,13,82.0,clip ln_post,0.15596007461733377
similarity tuning,500-1000,13,82.0,resnet50 avgpool,0.20948198891486103
similarity tuning,500-1000,13,82.0,alexnet conv1,0.32125801513338503
similarity tuning,500-1000,13,83.0,clip ln_post,0.3630704795932813
similarity tuning,500-1000,13,83.0,resnet50 avgpool,0.41962602848844816
similarity tuning,500-1000,13,83.0,alexnet conv1,0.2619667151098608
similarity tuning,500-1000,13,84.0,clip ln_post,0.28776060600536685
similarity tuning,500-1000,13,84.0,resnet50 avgpool,0.20241134051050788
similarity tuning,500-1000,13,84.0,alexnet conv1,0.08019975783955387
similarity tuning,500-1000,13,85.0,clip ln_post,0.479401325756163
similarity tuning,500-1000,13,85.0,resnet50 avgpool,0.6261372744750896
similarity tuning,500-1000,13,85.0,alexnet conv1,0.4798805253136844
similarity tuning,500-1000,13,86.0,clip ln_post,0.5878059217289903
similarity tuning,500-1000,13,86.0,resnet50 avgpool,0.6062515554486078
similarity tuning,500-1000,13,86.0,alexnet conv1,0.41812633363056106
similarity tuning,500-1000,13,88.0,clip ln_post,0.24483407653470668
similarity tuning,500-1000,13,88.0,resnet50 avgpool,0.19993853402663406
similarity tuning,500-1000,13,88.0,alexnet conv1,0.2650383381828907
similarity tuning,500-1000,13,89.0,clip ln_post,0.36749155763307906
similarity tuning,500-1000,13,89.0,resnet50 avgpool,0.3170587317655609
similarity tuning,500-1000,13,89.0,alexnet conv1,0.2624864843463192
similarity tuning,500-1000,13,90.0,clip ln_post,0.32642623229055134
similarity tuning,500-1000,13,90.0,resnet50 avgpool,0.36459734750457845
similarity tuning,500-1000,13,90.0,alexnet conv1,0.2997064516407323
similarity tuning,500-1000,13,92.0,clip ln_post,0.7135114079477975
similarity tuning,500-1000,13,92.0,resnet50 avgpool,0.6560721960873288
similarity tuning,500-1000,13,92.0,alexnet conv1,0.19258583324670858
similarity tuning,500-1000,13,93.0,clip ln_post,0.3206001666403568
similarity tuning,500-1000,13,93.0,resnet50 avgpool,0.41696241956075536
similarity tuning,500-1000,13,93.0,alexnet conv1,0.33214823956024475
similarity tuning,500-1000,13,94.0,clip ln_post,0.5015710704890166
similarity tuning,500-1000,13,94.0,resnet50 avgpool,0.5087251762774543
similarity tuning,500-1000,13,94.0,alexnet conv1,0.3502731088501494
similarity tuning,500-1000,13,95.0,clip ln_post,0.1293517469211799
similarity tuning,500-1000,13,95.0,resnet50 avgpool,-0.002264967595032405
similarity tuning,500-1000,13,95.0,alexnet conv1,-0.0680042709630461
similarity tuning,500-1000,13,97.0,clip ln_post,0.26314853857001413
similarity tuning,500-1000,13,97.0,resnet50 avgpool,0.3189548757349873
similarity tuning,500-1000,13,97.0,alexnet conv1,0.17400532455115778
similarity tuning,500-1000,13,98.0,clip ln_post,0.0698900133636911
similarity tuning,500-1000,13,98.0,resnet50 avgpool,0.1968480369170917
similarity tuning,500-1000,13,98.0,alexnet conv1,0.07115202155010662
RSA MTL,100-600,14,,clip ln_post,0.2300295234399138
RSA MTL,100-600,14,,resnet50 avgpool,0.19195067100332144
RSA MTL,100-600,14,,alexnet conv1,0.03522989905805371
RSA MTL,100-600,14,,category,0.15736412311602027
similarity tuning,100-600,14,14.0,clip ln_post,0.08057248064608569
similarity tuning,100-600,14,14.0,resnet50 avgpool,0.06560865946752985
similarity tuning,100-600,14,14.0,alexnet conv1,0.15047093707880016
similarity tuning,100-600,14,15.0,clip ln_post,-0.06438176660380938
similarity tuning,100-600,14,15.0,resnet50 avgpool,0.061506217344429764
similarity tuning,100-600,14,15.0,alexnet conv1,0.0024938391807009168
similarity tuning,100-600,14,16.0,clip ln_post,0.030707473547751867
similarity tuning,100-600,14,16.0,resnet50 avgpool,-0.05402050530474075
similarity tuning,100-600,14,16.0,alexnet conv1,0.10218707752512746
similarity tuning,100-600,14,17.0,clip ln_post,-0.13245774953347503
similarity tuning,100-600,14,17.0,resnet50 avgpool,0.05585322938142121
similarity tuning,100-600,14,17.0,alexnet conv1,0.07119445291319858
similarity tuning,100-600,14,18.0,clip ln_post,-0.05878628266790354
similarity tuning,100-600,14,18.0,resnet50 avgpool,-0.16064370313209284
similarity tuning,100-600,14,18.0,alexnet conv1,0.15176122994378716
similarity tuning,100-600,14,19.0,clip ln_post,-0.04865338485305937
similarity tuning,100-600,14,19.0,resnet50 avgpool,-0.015266830746284871
similarity tuning,100-600,14,19.0,alexnet conv1,0.04549207141569735
similarity tuning,100-600,14,45.0,clip ln_post,0.39397026387395623
similarity tuning,100-600,14,45.0,resnet50 avgpool,0.2885138390608222
similarity tuning,100-600,14,45.0,alexnet conv1,0.0448695560567442
similarity tuning,100-600,14,46.0,clip ln_post,0.21871190742614577
similarity tuning,100-600,14,46.0,resnet50 avgpool,0.10818045500101328
similarity tuning,100-600,14,46.0,alexnet conv1,-0.1846224447764177
similarity tuning,100-600,14,47.0,clip ln_post,0.09622572917021167
similarity tuning,100-600,14,47.0,resnet50 avgpool,0.19862651952170599
similarity tuning,100-600,14,47.0,alexnet conv1,0.02148810527657101
similarity tuning,100-600,14,48.0,clip ln_post,0.7184030674888527
similarity tuning,100-600,14,48.0,resnet50 avgpool,0.7022923227662664
similarity tuning,100-600,14,48.0,alexnet conv1,-0.1097497210914219
similarity tuning,100-600,14,49.0,clip ln_post,0.2541726309268364
similarity tuning,100-600,14,49.0,resnet50 avgpool,0.20012181618564087
similarity tuning,100-600,14,49.0,alexnet conv1,0.028855712867438814
similarity tuning,100-600,14,50.0,clip ln_post,0.5919229893725898
similarity tuning,100-600,14,50.0,resnet50 avgpool,0.5855369720199958
similarity tuning,100-600,14,50.0,alexnet conv1,0.3136497490994325
similarity tuning,100-600,14,51.0,clip ln_post,0.35104040326019786
similarity tuning,100-600,14,51.0,resnet50 avgpool,0.28945791569417156
similarity tuning,100-600,14,51.0,alexnet conv1,0.06696716320295724
similarity tuning,100-600,14,52.0,clip ln_post,-0.03170299005678614
similarity tuning,100-600,14,52.0,resnet50 avgpool,-0.17671241473189786
similarity tuning,100-600,14,52.0,alexnet conv1,0.07208995531310075
similarity tuning,100-600,14,53.0,clip ln_post,0.6208947861695064
similarity tuning,100-600,14,53.0,resnet50 avgpool,0.3993752081959521
similarity tuning,100-600,14,53.0,alexnet conv1,0.36452971498195913
similarity tuning,100-600,14,55.0,clip ln_post,0.47000925132197247
similarity tuning,100-600,14,55.0,resnet50 avgpool,0.4621531594095291
similarity tuning,100-600,14,55.0,alexnet conv1,0.36706118043024843
similarity tuning,100-600,14,56.0,clip ln_post,0.4239260368587543
similarity tuning,100-600,14,56.0,resnet50 avgpool,0.4196711410295896
similarity tuning,100-600,14,56.0,alexnet conv1,0.2989961436578613
similarity tuning,100-600,14,59.0,clip ln_post,0.4633323317286975
similarity tuning,100-600,14,59.0,resnet50 avgpool,0.518656724818158
similarity tuning,100-600,14,59.0,alexnet conv1,0.2347439478784455
similarity tuning,100-600,14,60.0,clip ln_post,0.4201869632947158
similarity tuning,100-600,14,60.0,resnet50 avgpool,0.49698955208921686
similarity tuning,100-600,14,60.0,alexnet conv1,0.39563573574340694
similarity tuning,100-600,14,61.0,clip ln_post,-0.010467056263226563
similarity tuning,100-600,14,61.0,resnet50 avgpool,-0.18796629457962646
similarity tuning,100-600,14,61.0,alexnet conv1,-0.20713753447227304
similarity tuning,100-600,14,62.0,clip ln_post,0.23606236652029186
similarity tuning,100-600,14,62.0,resnet50 avgpool,0.43852517256972057
similarity tuning,100-600,14,62.0,alexnet conv1,0.01751249818481354
similarity tuning,100-600,14,63.0,clip ln_post,-0.20645289483482798
similarity tuning,100-600,14,63.0,resnet50 avgpool,-0.14835045744293784
similarity tuning,100-600,14,63.0,alexnet conv1,-0.024115580308341735
similarity tuning,100-600,14,68.0,clip ln_post,0.31377250853428545
similarity tuning,100-600,14,68.0,resnet50 avgpool,0.1980201381757381
similarity tuning,100-600,14,68.0,alexnet conv1,-0.11243430459991063
similarity tuning,100-600,14,69.0,clip ln_post,0.27367236498979974
similarity tuning,100-600,14,69.0,resnet50 avgpool,0.22350330195157744
similarity tuning,100-600,14,69.0,alexnet conv1,0.16702842405183907
RSA MTL,200-1000,14,,clip ln_post,0.23922974471879702
RSA MTL,200-1000,14,,resnet50 avgpool,0.20724191566308137
RSA MTL,200-1000,14,,alexnet conv1,0.03774186357229345
RSA MTL,200-1000,14,,category,0.18259069112527557
similarity tuning,200-1000,14,14.0,clip ln_post,0.2593550805292604
similarity tuning,200-1000,14,14.0,resnet50 avgpool,0.18996832389384197
similarity tuning,200-1000,14,14.0,alexnet conv1,0.27159238124496143
similarity tuning,200-1000,14,15.0,clip ln_post,0.1481003082791634
similarity tuning,200-1000,14,15.0,resnet50 avgpool,0.19427693850881683
similarity tuning,200-1000,14,15.0,alexnet conv1,0.014799876538695965
similarity tuning,200-1000,14,16.0,clip ln_post,-0.07005609298291483
similarity tuning,200-1000,14,16.0,resnet50 avgpool,0.041169079687600404
similarity tuning,200-1000,14,16.0,alexnet conv1,0.07969357365098188
similarity tuning,200-1000,14,17.0,clip ln_post,-0.09558118883411985
similarity tuning,200-1000,14,17.0,resnet50 avgpool,0.09226257347836324
similarity tuning,200-1000,14,17.0,alexnet conv1,0.01791038974442691
similarity tuning,200-1000,14,18.0,clip ln_post,-0.10432240295863487
similarity tuning,200-1000,14,18.0,resnet50 avgpool,-0.15605419018848576
similarity tuning,200-1000,14,18.0,alexnet conv1,0.09982618317010292
similarity tuning,200-1000,14,19.0,clip ln_post,-0.15556478856608683
similarity tuning,200-1000,14,19.0,resnet50 avgpool,-0.05317515193922909
similarity tuning,200-1000,14,19.0,alexnet conv1,-0.028619014979306384
similarity tuning,200-1000,14,45.0,clip ln_post,0.3471038198894353
similarity tuning,200-1000,14,45.0,resnet50 avgpool,0.29184503476174173
similarity tuning,200-1000,14,45.0,alexnet conv1,-0.13681911770525962
similarity tuning,200-1000,14,46.0,clip ln_post,0.14872029739627754
similarity tuning,200-1000,14,46.0,resnet50 avgpool,0.01754760518343929
similarity tuning,200-1000,14,46.0,alexnet conv1,0.143044834333647
similarity tuning,200-1000,14,47.0,clip ln_post,0.11687403628454703
similarity tuning,200-1000,14,47.0,resnet50 avgpool,0.16843688724413267
similarity tuning,200-1000,14,47.0,alexnet conv1,0.11286300591307465
similarity tuning,200-1000,14,48.0,clip ln_post,0.7223980746063569
similarity tuning,200-1000,14,48.0,resnet50 avgpool,0.6562513275070934
similarity tuning,200-1000,14,48.0,alexnet conv1,-0.002822261209568577
similarity tuning,200-1000,14,49.0,clip ln_post,0.20515615716519292
similarity tuning,200-1000,14,49.0,resnet50 avgpool,0.1802459589005732
similarity tuning,200-1000,14,49.0,alexnet conv1,0.03915540273780811
similarity tuning,200-1000,14,50.0,clip ln_post,0.6037953405950188
similarity tuning,200-1000,14,50.0,resnet50 avgpool,0.6059689937111464
similarity tuning,200-1000,14,50.0,alexnet conv1,0.12920598522842047
similarity tuning,200-1000,14,51.0,clip ln_post,0.28728277260708635
similarity tuning,200-1000,14,51.0,resnet50 avgpool,0.2661137715340716
similarity tuning,200-1000,14,51.0,alexnet conv1,-0.022026862856664886
similarity tuning,200-1000,14,52.0,clip ln_post,-0.006289669665133318
similarity tuning,200-1000,14,52.0,resnet50 avgpool,-0.15136282590051447
similarity tuning,200-1000,14,52.0,alexnet conv1,0.030601168329954756
similarity tuning,200-1000,14,53.0,clip ln_post,0.6552041780826697
similarity tuning,200-1000,14,53.0,resnet50 avgpool,0.38965099286391314
similarity tuning,200-1000,14,53.0,alexnet conv1,0.3491919837128532
similarity tuning,200-1000,14,55.0,clip ln_post,0.4813015446866347
similarity tuning,200-1000,14,55.0,resnet50 avgpool,0.4772505709104887
similarity tuning,200-1000,14,55.0,alexnet conv1,0.3761545712642779
similarity tuning,200-1000,14,56.0,clip ln_post,0.449681615438801
similarity tuning,200-1000,14,56.0,resnet50 avgpool,0.44688603627647094
similarity tuning,200-1000,14,56.0,alexnet conv1,0.2831921691440352
similarity tuning,200-1000,14,59.0,clip ln_post,0.3854888275123447
similarity tuning,200-1000,14,59.0,resnet50 avgpool,0.4101036195078991
similarity tuning,200-1000,14,59.0,alexnet conv1,0.1831733957619993
similarity tuning,200-1000,14,60.0,clip ln_post,0.5355654027182101
similarity tuning,200-1000,14,60.0,resnet50 avgpool,0.6226814016816159
similarity tuning,200-1000,14,60.0,alexnet conv1,0.37793418081764213
similarity tuning,200-1000,14,61.0,clip ln_post,-0.038304542953614164
similarity tuning,200-1000,14,61.0,resnet50 avgpool,-0.1635007437958572
similarity tuning,200-1000,14,61.0,alexnet conv1,-0.2708790527313985
similarity tuning,200-1000,14,62.0,clip ln_post,0.2851871520464762
similarity tuning,200-1000,14,62.0,resnet50 avgpool,0.2579348096306673
similarity tuning,200-1000,14,62.0,alexnet conv1,0.1095665736903247
similarity tuning,200-1000,14,63.0,clip ln_post,-0.2096611960827886
similarity tuning,200-1000,14,63.0,resnet50 avgpool,-0.1813045447445657
similarity tuning,200-1000,14,63.0,alexnet conv1,0.11546116329644107
similarity tuning,200-1000,14,68.0,clip ln_post,0.2810368023826928
similarity tuning,200-1000,14,68.0,resnet50 avgpool,0.10466285227998758
similarity tuning,200-1000,14,68.0,alexnet conv1,-0.07966496958826559
similarity tuning,200-1000,14,69.0,clip ln_post,0.2742712321044868
similarity tuning,200-1000,14,69.0,resnet50 avgpool,0.20894334440612994
similarity tuning,200-1000,14,69.0,alexnet conv1,0.11870462959624228
RSA MTL,300-800,14,,clip ln_post,0.1909292140835242
RSA MTL,300-800,14,,resnet50 avgpool,0.1601146826636162
RSA MTL,300-800,14,,alexnet conv1,0.029331047447284635
RSA MTL,300-800,14,,category,0.15384048150829166
