subject,session,task,unit,n_events,n_images,mean_rate,F,p_anova,pref_image,t_post,p_post,concept_cell,dos,sparseness,pref_rate,nonpref_rate,baseline_rate,area,region,hemisphere,rho_clip,rho_resnet,rho_conv1,pref_face,ratio
11,1,screening,65,378,63,0.9226190476190476,1.9110161149703353,0.0029970029970029,img_0048,3.586707509158302,0.0069930069930069,True,0.6070381231671553,0.7411946182192135,2.2916666666666665,0.9005376344086021,0.9391534391534392,hippocampus,MTL,R,0.1457412384652819,0.1930258348362529,-0.0616656181581658,0,2.2904352498656637
11,1,screening,68,378,63,1.5542328042328042,1.970384679196992,0.0009990009990009,img_0051,3.9840231949075378,0.0019980019980019,True,0.6715542521994136,0.7685991245833418,4.583333333333333,1.5053763440860215,1.402116402116402,hippocampus,MTL,R,-0.2128292170797891,-0.2038060896199338,-0.0389059007047131,1,2.854989953114534
12,1,screening,14,378,63,0.9292328042328042,3.510678588483281,0.0009990009990009,img_0003,4.662778848440729,0.0009990009990009,True,0.8866359447004609,0.4807630250668223,7.291666666666667,0.8266129032258063,0.8597883597883598,amygdala,MTL,R,0.0996975449700727,0.1393307754820584,0.0508472841064623,1,7.869161589788224
12,1,screening,15,378,63,0.5621693121693122,1.7148249828414488,0.0029970029970029,img_0018,1.690916761509316,0.0249750249750249,True,0.7876344086021506,0.5911471117656681,2.5,0.5309139784946236,0.1851851851851851,amygdala,MTL,R,0.4892139321978045,0.4385308839155941,0.1950459089618705,1,3.962505325948019
13,1,screening,17,378,63,3.6805555555555554,3.222165586543373,0.0009990009990009,img_0020,4.3471959162899765,0.0009990009990009,True,0.6172043010752688,0.7691976685052615,9.375,3.588709677419355,2.037037037037037,amygdala,MTL,L,0.1327247912051913,0.1599406881474949,0.1643043120316641,1,2.5415391342369915
13,1,screening,18,378,63,5.181878306878307,4.003793866582355,0.0009990009990009,img_0056,7.590767566923254,0.0009990009990009,True,0.660154475238528,0.7577133278838211,14.791666666666666,5.026881720430108,3.134920634920635,amygdala,MTL,L,-0.0413887546528358,-0.002068176649319,-0.2844247326142777,1,2.885119546979866
13,1,screening,19,378,63,1.0251322751322751,2.3743386243386295,0.0009990009990009,img_0255,5.058031748184676,0.0009990009990009,True,0.722011385199241,0.6834215167548504,3.5416666666666665,0.9845430107526882,0.6878306878306878,amygdala,MTL,L,0.3612892221330546,0.2371990800653138,0.2009839313073465,1,3.2655843351096783
13,1,screening,20,378,63,0.7572751322751323,1.5082964031742652,0.0089910089910089,img_0269,2.7498698222858513,0.0009990009990009,True,0.7852822580645161,0.6417862956027951,3.3333333333333335,0.7157258064516129,0.8201058201058201,amygdala,MTL,L,0.1447470518159526,0.1876511180727769,0.110586951528285,0,4.08634041852035
13,1,screening,25,378,63,1.130952380952381,1.9785682722050444,0.0009990009990009,img_0269,3.299676792162468,0.0019980019980019,True,0.8039702233250621,0.6446428571428573,5.416666666666667,1.0618279569892473,1.216931216931217,amygdala,MTL,L,0.0450836344529922,0.0496964879498783,0.03677540108291,0,4.66219342896807
13,1,screening,26,378,63,1.187169312169312,1.471737840698895,0.0229770229770229,img_0269,2.750004291668804,0.0059940059940059,True,0.7748655913978495,0.7180520037662892,5.0,1.1256720430107523,1.1111111111111112,amygdala,MTL,L,0.0853143489665379,0.1733431300887166,0.0001268426240953,0,4.079394670468254
13,1,screening,28,378,63,0.830026455026455,1.551893753074283,0.0139860139860139,img_0269,3.250401741152165,0.0019980019980019,True,0.8233486943164363,0.6169129383194775,4.375,0.7728494623655915,0.873015873015873,amygdala,MTL,L,-0.0641731859531749,0.0165468405576521,0.0390087304363757,0,5.012319063751154
13,1,screening,30,378,63,1.1937830687830688,1.4415202810603496,0.0249750249750249,img_0258,2.4019455829823313,0.0069930069930069,True,0.6736242884250473,0.7427602519164462,3.5416666666666665,1.1559139784946235,0.9788359788359788,amygdala,MTL,L,0.0064724484361962,0.1654154763085922,0.1385357786853301,0,2.819991438356164
13,1,screening,31,378,63,0.9126984126984128,1.602223418211188,0.0029970029970029,img_0269,2.2273299124697483,0.0109890109890109,True,0.7379032258064516,0.6665616632540557,3.3333333333333335,0.8736559139784946,0.9391534391534392,amygdala,MTL,L,0.0798803943021768,0.1805505316966796,0.0580232071879954,0,3.4235229155162896
13,1,screening,32,378,63,1.130952380952381,1.4799963957469768,0.0179820179820179,img_0010,2.237211576633777,0.0019980019980019,True,0.7534562211981566,0.5973524544953117,4.375,1.0786290322580645,1.3227513227513228,hippocampus,MTL,L,0.266050508780159,0.1892482510396852,-0.0235263832999475,1,3.711939787889155
13,1,screening,33,378,63,2.7546296296296298,1.3846119714247689,0.0409590409590409,img_0008,2.3370530599159394,0.0139860139860139,True,0.4319775596072932,0.8881631409653342,4.791666666666667,2.721774193548387,2.552910052910053,hippocampus,MTL,L,0.1543299097673486,0.1392838182858523,0.0701223725683856,1,1.6981042202534058
13,1,screening,35,378,63,4.705687830687831,1.9363035676799605,0.0009990009990009,img_0010,1.603859961832076,0.0349650349650349,True,0.6271186440677966,0.8394069143853684,12.291666666666666,4.583333333333333,3.7830687830687832,hippocampus,MTL,L,0.3578724201606886,0.3337705509339455,0.1973529626641684,1,2.624555160142349
13,1,screening,37,378,63,0.5092592592592593,2.5155631013016655,0.0009990009990009,img_0056,2.856873094746057,0.0009990009990009,True,0.8608870967741935,0.4546430488459475,3.3333333333333335,0.4637096774193548,0.582010582010582,hippocampus,MTL,L,0.1791302612498902,0.2869657980208231,0.0432222648584743,1,5.913209346685742
13,1,screening,46,378,63,2.1494708994708995,2.2753895050705246,0.0009990009990009,img_0054,5.778777139699591,0.0009990009990009,True,0.6779396462018731,0.7917767658027401,6.458333333333333,2.0799731182795695,2.261904761904762,hippocampus,MTL,L,0.16994939290546,0.0919398355062324,0.1278292974655524,1,2.9625747579998767
13,1,screening,75,378,63,6.441798941798941,4.556694357535896,0.0009990009990009,img_0015,3.4446811777641364,0.0029970029970029,True,0.5010576414595452,0.8488359191854118,12.708333333333334,6.340725806451612,5.119047619047619,amygdala,MTL,R,0.73335192298989,0.7111039415427632,0.4660234029966676,1,1.9731213088753943
13,1,screening,77,378,63,9.318783068783068,6.067390952963737,0.0009990009990009,img_0017,3.628883102900637,0.0029970029970029,True,0.5523370638578012,0.7906959608921769,20.416666666666668,9.139784946236558,6.851851851851852,amygdala,MTL,R,0.7881009330939196,0.7766904970580099,-0.0544073771248678,1,2.209647387408356
