area,n_subjects,n_concept_cells,cells_per_animate_image,cells_per_inanimate_image,ratio,frac_cells_animate,frac_images_animate_shown,wilcoxon_p
amygdala,11,50,0.11023780877196793,0.029137529137529136,3.7833615970539394,0.86,0.6296296296296297,0.0234375
hippocampus,8,17,0.02998085271604435,0.037466006216006216,0.8002148012038695,0.5882352941176471,0.6626262626262627,0.9453125
dACC,3,4,0.0499037999037999,0.0,49903799.9037999,1.0,0.5263157894736842,
preSMA,3,3,0.0,0.03541310541310541,0.0,0.0,0.5166666666666667,
vmPFC,1,3,0.02040816326530612,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.7777777777777778,
MTL,13,67,0.1117279014015386,0.04771083617237463,2.341772024239452,0.7910447761194029,0.625,0.127197265625
MFC,6,10,0.028353260496117638,0.04151607651607652,0.6829465324146956,0.5,0.5944444444444444,0.6875
